,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,negative,neutral,positive
0,2015-05-02 12:27:04+00:00,594478209447686144,594478209447686144,"RT @Stockology101: Even before Apple Watch snafu, tattoo removal business was up 440%:  http://t.co/9orW6cK63O $AAPL $GOOG $PCLN $K","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",False,,,,,,"{'id': 3207435724, 'id_str': '3207435724', 'name': 'Apple News Outlet', 'screen_name': 'AppleNewsOutlet', 'location': 'Canada', 'url': 'http://www.financialiceberg.com/apple_news_outlet.html', 'description': None, 'protected': False, 'verified': False, 'followers_count': 24, 'friends_count': 22, 'listed_count': 9, 'favourites_count': 0, 'statuses_count': 883, 'created_at': 'Sat Apr 25 19:28:27 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/592051165082300416/3RiXINIX_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/592051165082300416/3RiXINIX_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Sat May 02 12:22:39 +0000 2015', 'id': 594477095939506176, 'id_str': '594477095939506176', 'text': 'Even before Apple Watch snafu, tattoo removal business was up 440%:  http://t.co/9orW6cK63O $AAPL $GOOG $PCLN $K', 'source': '<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2825810342, 'id_str': '2825810342', 'name': 'The Stock Professor', 'screen_name': 'Stockology101', 'location': 'Philadelphia', 'url': None, 'description': 'Full Time Trading Account. Daily stock updates are NOT recommendations just trade ideas. Lets chat, invest, and make money together!', 'protected': False, 'verified': False, 'followers_count': 320, 'friends_count': 288, 'listed_count': 32, 'favourites_count': 757, 'statuses_count': 5184, 'created_at': 'Mon Sep 22 07:16:54 +0000 2014', 'utc_offset': 10800, 'time_zone': 'Riyadh', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '001122', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/536893623527157760/Q-Io0eLb_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/536893623527157760/Q-Io0eLb_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/9orW6cK63O', 'expanded_url': 'http://yhoo.it/1At7XOh', 'display_url': 'yhoo.it/1At7XOh', 'indices': [69, 91]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [92, 97]}, {'text': 'GOOG', 'indices': [98, 103]}, {'text': 'PCLN', 'indices': [104, 109]}, {'text': 'K', 'indices': [110, 112]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/9orW6cK63O', 'expanded_url': 'http://yhoo.it/1At7XOh', 'display_url': 'yhoo.it/1At7XOh', 'indices': [88, 110]}], 'user_mentions': [{'screen_name': 'Stockology101', 'name': 'The Stock Professor', 'id': 2825810342, 'id_str': '2825810342', 'indices': [3, 17]}], 'symbols': [{'text': 'AAPL', 'indices': [111, 116]}, {'text': 'GOOG', 'indices': [117, 122]}, {'text': 'PCLN', 'indices': [123, 128]}, {'text': 'K', 'indices': [129, 131]}]}",False,False,False,low,en,2015-05-02 12:27:04.660,0.013308376,0.4195129,0.5671788
1,2015-05-02 21:55:53+00:00,594621356836319232,594621356836319232,RT @FoolHeadlines: Apple Stock Still Looks Like a Great Buy http://t.co/L0lAE5H42c - $AAPL,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",False,,,,,,"{'id': 3207435724, 'id_str': '3207435724', 'name': 'Apple News Outlet', 'screen_name': 'AppleNewsOutlet', 'location': 'Canada', 'url': 'http://www.financialiceberg.com/apple_news_outlet.html', 'description': None, 'protected': False, 'verified': False, 'followers_count': 23, 'friends_count': 22, 'listed_count': 11, 'favourites_count': 0, 'statuses_count': 920, 'created_at': 'Sat Apr 25 19:28:27 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/592051165082300416/3RiXINIX_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/592051165082300416/3RiXINIX_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Sat May 02 21:52:04 +0000 2015', 'id': 594620395392667649, 'id_str': '594620395392667649', 'text': 'Apple Stock Still Looks Like a Great Buy http://t.co/L0lAE5H42c - $AAPL', 'source': '<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 456744212, 'id_str': '456744212', 'name': 'Fool Headlines', 'screen_name': 'FoolHeadlines', 'location': 'Alexandria, VA', 'url': 'http://fool.com', 'description': 'Brought to you by our friendly Fool Headlines bot, @FoolHeadlines serves you stories featured on http://Fool.com.', 'protected': False, 'verified': False, 'followers_count': 92, 'friends_count': 0, 'listed_count': 6, 'favourites_count': 0, 'statuses_count': 8396, 'created_at': 'Fri Jan 06 16:16:51 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1737392418/jester_normal.gif', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1737392418/jester_normal.gif', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 1, 'entities': {'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/L0lAE5H42c', 'expanded_url': 'http://dlvr.it/9f1nWZ', 'display_url': 'dlvr.it/9f1nWZ', 'indices': [41, 63]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [66, 71]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/L0lAE5H42c', 'expanded_url': 'http://dlvr.it/9f1nWZ', 'display_url': 'dlvr.it/9f1nWZ', 'indices': [60, 82]}], 'user_mentions': [{'screen_name': 'FoolHeadlines', 'name': 'Fool Headlines', 'id': 456744212, 'id_str': '456744212', 'indices': [3, 17]}], 'symbols': [{'text': 'AAPL', 'indices': [85, 90]}]}",False,False,False,low,en,2015-05-02 21:55:53.657,0.002068781,0.027973182,0.9699579
2,2015-05-02 14:26:20+00:00,594508223908044800,594508223908044800,$AAPL - Wall Street Doesn't Trust Disney -- Should You? http://t.co/98ghkeIZnB,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>",False,,,,,,"{'id': 2523375564, 'id_str': '2523375564', 'name': 'Solo traders', 'screen_name': 'solotradersmx', 'location': 'BMV, México DF', 'url': 'http://solotraders.mx', 'description': 'Comunidad Búrsatil Mexicana. #SoloTradersMX #FTR1', 'protected': False, 'verified': False, 'followers_count': 596, 'friends_count': 1059, 'listed_count': 21, 'favourites_count': 18, 'statuses_count': 20648, 'created_at': 'Sun May 25 20:12:07 +0000 2014', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '18B300', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/494585024088252416/uCO9OpJC_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/494585024088252416/uCO9OpJC_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2523375564/1406753189', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/98ghkeIZnB', 'expanded_url': 'http://mx.advfn.com/p.php?pid=nmona&article=66679616&xref=newsalerttweet&adw=1126416', 'display_url': 'mx.advfn.com/p.php?pid=nmon…', 'indices': [56, 78]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,low,en,2015-05-02 14:26:20.665,0.60194236,0.37822592,0.019831667
3,2015-05-02 01:18:38+00:00,594309992716574720,594309992716574720,@BP_Rising this was $AAPL today all over Twitter,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,5.7360660655171584e+17,5.7360660655171584e+17,2967229294.0,2967229294.0,BP_Rising,"{'id': 2940032855, 'id_str': '2940032855', 'name': 'Ruby Rosa', 'screen_name': 'rubyrosa740', 'location': 'New York', 'url': None, 'description': 'trading stocks', 'protected': False, 'verified': False, 'followers_count': 65, 'friends_count': 45, 'listed_count': 1, 'favourites_count': 268, 'statuses_count': 169, 'created_at': 'Wed Dec 24 21:15:19 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/562757262716850176/v1W27mSq_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/562757262716850176/v1W27mSq_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [{'screen_name': 'BP_Rising', 'name': 'B.P. Rising Group', 'id': 2967229294, 'id_str': '2967229294', 'indices': [0, 10]}], 'symbols': [{'text': 'AAPL', 'indices': [20, 25]}]}",False,False,False,low,en,2015-05-02 01:18:38.666,0.03170829,0.78194875,0.1863429
4,2015-05-02 19:05:52+00:00,594578570774712320,594578570774712320,"I’m making a point to avoid news outlets publishing $AAPL MacGuffins.

http://t.co/TEdmJkFI1s

It’s old. It’s tired. And it’s lame.","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",False,,,,,,"{'id': 16399198, 'id_str': '16399198', 'name': 'Chris Marriott', 'screen_name': 'chrismarriott', 'location': 'Halifax, Nova Scotia', 'url': None, 'description': 'Self employed. Tweets reflect the opinions of my deranged employer.', 'protected': False, 'verified': False, 'followers_count': 402, 'friends_count': 511, 'listed_count': 12, 'favourites_count': 699, 'statuses_count': 7122, 'created_at': 'Mon Sep 22 03:30:13 +0000 2008', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3074015558/511dcb10edef6316c98356c6624be614_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3074015558/511dcb10edef6316c98356c6624be614_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/TEdmJkFI1s', 'expanded_url': 'http://fortune.com/2015/05/01/tattoos-taptic-engines-and-other-apple-macguffins/', 'display_url': 'fortune.com/2015/05/01/tat…', 'indices': [71, 93]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [52, 57]}]}",False,False,False,low,en,2015-05-02 19:05:52.665,0.73277825,0.2437363,0.023485398
5,2015-05-02 17:00:05+00:00,594546916353970176,594546916353970176,"SWKS Synthetic Biologics, Inc. Ex-Div Date
Click Here -&gt; http://t.co/OXHxOZZ6Pr

Trending $SWKS $AAPL $DIS $FXA #SWKS #tradeideas…","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2181346825, 'id_str': '2181346825', 'name': 'jim50', 'screen_name': 'Jim5011', 'location': '', 'url': None, 'description': 'Watching the stock market.', 'protected': False, 'verified': False, 'followers_count': 353, 'friends_count': 500, 'listed_count': 23, 'favourites_count': 0, 'statuses_count': 32083, 'created_at': 'Fri Nov 08 03:07:43 +0000 2013', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '122D3B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000709659546/46e4755f6de118b51f9a6c379f7710e2_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000709659546/46e4755f6de118b51f9a6c379f7710e2_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [{'text': 'SWKS', 'indices': [115, 120]}, {'text': 'tradeideas', 'indices': [121, 132]}], 'trends': [], 'urls': [{'url': 'http://t.co/OXHxOZZ6Pr', 'expanded_url': 'http://dlvr.it/9dvTfb', 'display_url': 'dlvr.it/9dvTfb', 'indices': [60, 82]}], 'user_mentions': [], 'symbols': [{'text': 'SWKS', 'indices': [93, 98]}, {'text': 'AAPL', 'indices': [99, 104]}, {'text': 'DIS', 'indices': [105, 109]}, {'text': 'FXA', 'indices': [110, 114]}]}",False,False,False,low,en,2015-05-02 17:00:05.663,0.0081215035,0.90947896,0.08239964
6,2015-05-02 17:05:21+00:00,594548241728983040,594548241728983040,RT @Stockology101: Spreadsheet of the day: The latest Apple price targets:  http://t.co/qsP5n1QBOS $AAPL $GOOG $PCLN $K,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",False,,,,,,"{'id': 3207435724, 'id_str': '3207435724', 'name': 'Apple News Outlet', 'screen_name': 'AppleNewsOutlet', 'location': 'Canada', 'url': 'http://www.financialiceberg.com/apple_news_outlet.html', 'description': None, 'protected': False, 'verified': False, 'followers_count': 23, 'friends_count': 22, 'listed_count': 11, 'favourites_count': 0, 'statuses_count': 908, 'created_at': 'Sat Apr 25 19:28:27 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/592051165082300416/3RiXINIX_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/592051165082300416/3RiXINIX_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Sat May 02 16:58:30 +0000 2015', 'id': 594546518553534464, 'id_str': '594546518553534464', 'text': 'Spreadsheet of the day: The latest Apple price targets:  http://t.co/qsP5n1QBOS $AAPL $GOOG $PCLN $K', 'source': '<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2825810342, 'id_str': '2825810342', 'name': 'The Stock Professor', 'screen_name': 'Stockology101', 'location': 'Philadelphia', 'url': None, 'description': 'Full Time Trading Account. Daily stock updates are NOT recommendations just trade ideas. Lets chat, invest, and make money together!', 'protected': False, 'verified': False, 'followers_count': 319, 'friends_count': 288, 'listed_count': 32, 'favourites_count': 757, 'statuses_count': 5191, 'created_at': 'Mon Sep 22 07:16:54 +0000 2014', 'utc_offset': 10800, 'time_zone': 'Riyadh', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '001122', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/536893623527157760/Q-Io0eLb_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/536893623527157760/Q-Io0eLb_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/qsP5n1QBOS', 'expanded_url': 'http://yhoo.it/1EHtp68', 'display_url': 'yhoo.it/1EHtp68', 'indices': [57, 79]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [80, 85]}, {'text': 'GOOG', 'indices': [86, 91]}, {'text': 'PCLN', 'indices': [92, 97]}, {'text': 'K', 'indices': [98, 100]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/qsP5n1QBOS', 'expanded_url': 'http://yhoo.it/1EHtp68', 'display_url': 'yhoo.it/1EHtp68', 'indices': [76, 98]}], 'user_mentions': [{'screen_name': 'Stockology101', 'name': 'The Stock Professor', 'id': 2825810342, 'id_str': '2825810342', 'indices': [3, 17]}], 'symbols': [{'text': 'AAPL', 'indices': [99, 104]}, {'text': 'GOOG', 'indices': [105, 110]}, {'text': 'PCLN', 'indices': [111, 116]}, {'text': 'K', 'indices': [117, 119]}]}",False,False,False,low,en,2015-05-02 17:05:21.657,0.005310967,0.817238,0.17745088
7,2015-05-02 13:30:32+00:00,594494181365526528,594494181365526528,Rising dollar is tech stocks' new Asian contagion:  http://t.co/P2FjwCRYh3 $AAPL $GOOG $PCLN $K,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",False,,,,,,"{'id': 2825810342, 'id_str': '2825810342', 'name': 'The Stock Professor', 'screen_name': 'Stockology101', 'location': 'Philadelphia', 'url': None, 'description': 'Full Time Trading Account. Daily stock updates are NOT recommendations just trade ideas. Lets chat, invest, and make money together!', 'protected': False, 'verified': False, 'followers_count': 320, 'friends_count': 288, 'listed_count': 32, 'favourites_count': 757, 'statuses_count': 5186, 'created_at': 'Mon Sep 22 07:16:54 +0000 2014', 'utc_offset': 10800, 'time_zone': 'Riyadh', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '001122', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/536893623527157760/Q-Io0eLb_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/536893623527157760/Q-Io0eLb_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/P2FjwCRYh3', 'expanded_url': 'http://yhoo.it/1EGuR8K', 'display_url': 'yhoo.it/1EGuR8K', 'indices': [52, 74]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [75, 80]}, {'text': 'GOOG', 'indices': [81, 86]}, {'text': 'PCLN', 'indices': [87, 92]}, {'text': 'K', 'indices': [93, 95]}]}",False,False,False,low,en,2015-05-02 13:30:32.662,0.02825035,0.7166028,0.2551469
8,2015-05-02 19:47:55+00:00,594589152978542593,594589152978542592,"Equities Research Analysts’ Ratings Reiterations for May, 2nd (AAPL, ADR, AMOV, AMZN… http://t.co/0TZ2MgfUhF $AAPL","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",False,,,,,,"{'id': 3031051012, 'id_str': '3031051012', 'name': 'TickerLens Apple', 'screen_name': 'TickerLensAAPL', 'location': '', 'url': 'http://tickerlens.com', 'description': 'Apple Channel (Ticker AAPL). TickerLens provides almost Realtime News for mature stocks. At the time we are in BETA phase. Founded Feb 2015.', 'protected': False, 'verified': False, 'followers_count': 52, 'friends_count': 1, 'listed_count': 6, 'favourites_count': 7835, 'statuses_count': 1841, 'created_at': 'Wed Feb 11 19:03:56 +0000 2015', 'utc_offset': 7200, 'time_zone': 'Bern', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/565587353398300672/jkx7K9S9_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/565587353398300672/jkx7K9S9_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3031051012/1424439327', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/0TZ2MgfUhF', 'expanded_url': 'http://goo.gl/fb/IYcTLx', 'display_url': 'goo.gl/fb/IYcTLx', 'indices': [86, 108]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [109, 114]}]}",False,False,False,low,en,2015-05-02 19:47:55.659,0.009350378,0.91832805,0.07232148
9,2015-05-02 05:31:29+00:00,594373624473063424,594373624473063424,@themarketzone Since your tweet was sent $AAPL has dropped -1.031%. See your featured tweet on Market Parse http://t.co/YelvIAopCQ,"<a href=""http://localist.com"" rel=""nofollow"">MarketParsePR</a>",False,,,1597660010.0,1597660010.0,themarketzone,"{'id': 3182322139, 'id_str': '3182322139', 'name': 'Market Parse PR', 'screen_name': 'MarketParse_PR', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 0, 'friends_count': 60, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 658, 'created_at': 'Sat May 02 01:46:33 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/594317249638309888/BMmTD54S_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/594317249638309888/BMmTD54S_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/YelvIAopCQ', 'expanded_url': 'http://marketparse.com', 'display_url': 'marketparse.com', 'indices': [108, 130]}], 'user_mentions': [{'screen_name': 'themarketzone', 'name': 'marketzone', 'id': 1597660010, 'id_str': '1597660010', 'indices': [0, 14]}], 'symbols': [{'text': 'AAPL', 'indices': [41, 46]}]}",False,False,False,low,en,2015-05-02 05:31:29.659,0.4942911,0.48145047,0.024258304
