,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,extended_entities,retweeted_status,negative,neutral,positive
0,2015-04-07 15:41:06+00:00,585467342886412288,585467342886412288,$AAPL - This Country Loves the iPhone More Than the United States (Hint: It’s Not China) http://t.co/Oz2eSSIjDi,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>",False,,,,,,"{'id': 377296719, 'id_str': '377296719', 'name': 'Kevin Orukel', 'screen_name': 'traderkev8', 'location': 'london', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 79, 'friends_count': 142, 'listed_count': 3, 'favourites_count': 110, 'statuses_count': 13600, 'created_at': 'Wed Sep 21 10:41:53 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000148242591/55dadcf757cadd1aa3239e9ed9dccea2_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000148242591/55dadcf757cadd1aa3239e9ed9dccea2_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/Oz2eSSIjDi', 'expanded_url': 'http://uk.advfn.com/news/TMF/2015/article/66263560?xref=newsalerttweet&adw=1126416', 'display_url': 'uk.advfn.com/news/TMF/2015/…', 'indices': [89, 111]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,low,en,2015-04-07 15:41:06.658,,,0.006634788,0.08579021,0.90757495
1,2015-04-06 23:06:19+00:00,585216997476143106,585216997476143104,$AAPL - Spoiler Alert: Apple Watch Won't Save the Mall http://t.co/i0KxJIJgFu,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>",False,,,,,,"{'id': 831258415, 'id_str': '831258415', 'name': 'Stocks News&Markets', 'screen_name': 'VisualStockRSRC', 'location': 'U.S.A.', 'url': None, 'description': 'This is a news feed service. Please add this feed into a separate window. Learn how to trade here http://profit.ly/5002KA. I am a paying member!', 'protected': False, 'verified': False, 'followers_count': 965, 'friends_count': 46, 'listed_count': 44, 'favourites_count': 9, 'statuses_count': 174031, 'created_at': 'Tue Sep 18 15:12:29 +0000 2012', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2623309197/cut0zz5dlalntrbs3dfo_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2623309197/cut0zz5dlalntrbs3dfo_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/i0KxJIJgFu', 'expanded_url': 'http://ih.advfn.com/p.php?pid=nmona&article=66249380&xref=newsalerttweet&adw=1126416', 'display_url': 'ih.advfn.com/p.php?pid=nmon…', 'indices': [55, 77]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,low,en,2015-04-06 23:06:19.661,,,0.68542147,0.28449184,0.03008677
2,2015-04-07 12:24:54+00:00,585417967560761344,585417967560761344,think i'd take profits on $AAPL first 15 minutes and look for a better entry around 11-11 45,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 110277416, 'id_str': '110277416', 'name': 'Cjay ', 'screen_name': '_ELITE_TRADER', 'location': '', 'url': None, 'description': 'Plan A- make money.                                     There is no Plan B because it distracts from Plan A', 'protected': False, 'verified': False, 'followers_count': 500, 'friends_count': 15, 'listed_count': 7, 'favourites_count': 1991, 'statuses_count': 19451, 'created_at': 'Mon Feb 01 00:31:41 +0000 2010', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/404321538/wrestlingmatspotlamp.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/404321538/wrestlingmatspotlamp.jpg', 'profile_background_tile': True, 'profile_link_color': '5C00B3', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'E7DCF5', 'profile_text_color': '00080A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/561714098560180224/FAh8YoKG_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/561714098560180224/FAh8YoKG_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/110277416/1412702766', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [26, 31]}]}",False,False,True,low,en,2015-04-07 12:24:54.663,,,0.014744655,0.617154,0.3681014
3,2015-04-07 12:32:39+00:00,585419917895172096,585419917895172096,Commented on StockTwits: $EPAM was the best IMHO not $AAPL. Each one has different thoughts/views. http://t.co/TlWxNW2ddS,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 150094848, 'id_str': '150094848', 'name': 'Venky Srinivasan', 'screen_name': 'sssvenky', 'location': 'Illinois', 'url': 'http://www.venkysrinivasan.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 242, 'friends_count': 121, 'listed_count': 21, 'favourites_count': 2385, 'statuses_count': 7373, 'created_at': 'Mon May 31 02:23:25 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/582378986489192448/Uc9JuPIx_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/582378986489192448/Uc9JuPIx_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/TlWxNW2ddS', 'expanded_url': 'http://stks.co/r1oPo', 'display_url': 'stks.co/r1oPo', 'indices': [99, 121]}], 'user_mentions': [], 'symbols': [{'text': 'EPAM', 'indices': [25, 30]}, {'text': 'AAPL', 'indices': [53, 58]}]}",False,False,False,low,en,2015-04-07 12:32:39.659,,,0.03288936,0.2944921,0.67261857
4,2015-04-07 03:30:06+00:00,585283380708651008,585283380708651008,Pharrell shows shows off Apple Watch on The Voice as Tim Cook wears it to… http://t.co/3XXAjOT0AG #9to5Mac $AAPL http://t.co/VbiSkRUkGZ,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 461768237, 'id_str': '461768237', 'name': 'MacHash', 'screen_name': 'MacHashNews', 'location': 'Designed in California', 'url': 'http://machash.com/', 'description': 'Up to the minute Apple news. The best Mac and iOS rumors, apps and more in one feed. #Apple $AAPL From @MobileInfoCtr', 'protected': False, 'verified': False, 'followers_count': 1283, 'friends_count': 104, 'listed_count': 102, 'favourites_count': 8, 'statuses_count': 22323, 'created_at': 'Thu Jan 12 05:04:58 +0000 2012', 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '999999', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/443011773/squares-twt.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/443011773/squares-twt.jpg', 'profile_background_tile': True, 'profile_link_color': '0785E0', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/460560202761109504/cDCqNA6s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/460560202761109504/cDCqNA6s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/461768237/1415379716', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': '9to5Mac', 'indices': [98, 106]}], 'trends': [], 'urls': [{'url': 'http://t.co/3XXAjOT0AG', 'expanded_url': 'http://dlvr.it/9HB2rd', 'display_url': 'dlvr.it/9HB2rd', 'indices': [75, 97]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [107, 112]}], 'media': [{'id': 585283380364775424, 'id_str': '585283380364775424', 'indices': [113, 135], 'media_url': 'http://pbs.twimg.com/media/CB9YIiuVEAA_Scp.png', 'media_url_https': 'https://pbs.twimg.com/media/CB9YIiuVEAA_Scp.png', 'url': 'http://t.co/VbiSkRUkGZ', 'display_url': 'pic.twitter.com/VbiSkRUkGZ', 'expanded_url': 'http://twitter.com/MacHashNews/status/585283380708651008/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 244, 'h': 440, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 244, 'h': 440, 'resize': 'fit'}, 'large': {'w': 244, 'h': 440, 'resize': 'fit'}}}]}",False,False,False,low,en,2015-04-07 03:30:06.657,"{'media': [{'id': 585283380364775424, 'id_str': '585283380364775424', 'indices': [113, 135], 'media_url': 'http://pbs.twimg.com/media/CB9YIiuVEAA_Scp.png', 'media_url_https': 'https://pbs.twimg.com/media/CB9YIiuVEAA_Scp.png', 'url': 'http://t.co/VbiSkRUkGZ', 'display_url': 'pic.twitter.com/VbiSkRUkGZ', 'expanded_url': 'http://twitter.com/MacHashNews/status/585283380708651008/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 244, 'h': 440, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 244, 'h': 440, 'resize': 'fit'}, 'large': {'w': 244, 'h': 440, 'resize': 'fit'}}}]}",,0.0032417877,0.7213312,0.275427
5,2015-04-07 08:40:01+00:00,585361373804236800,585361373804236800,"$MSFT $AAPL:

Microsoft Corporation (NASDAQ:MSFT) Is Going To Launch A ...:

http://t.co/VsnkBlaXWU","<a href=""http://www.newsflowing.com"" rel=""nofollow"">NFIG</a>",False,,,,,,"{'id': 2342215530, 'id_str': '2342215530', 'name': 'Breaking News Now', 'screen_name': 'newswithvalue', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 144, 'friends_count': 0, 'listed_count': 32, 'favourites_count': 0, 'statuses_count': 53539, 'created_at': 'Thu Feb 13 16:14:12 +0000 2014', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'DBE9ED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme17/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme17/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'CC3366', 'profile_sidebar_border_color': 'DBE9ED', 'profile_sidebar_fill_color': 'E6F6F9', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/544036492876591104/7QJIB-XK_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/544036492876591104/7QJIB-XK_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/VsnkBlaXWU', 'expanded_url': 'http://www.stocknewswires.com/2015/04/msft-aapl-microsoft-corporation-nasdaqmsft-is-going-to-launch-a.html', 'display_url': 'stocknewswires.com/2015/04/msft-a…', 'indices': [77, 99]}], 'user_mentions': [], 'symbols': [{'text': 'MSFT', 'indices': [0, 5]}, {'text': 'AAPL', 'indices': [6, 11]}]}",False,False,False,low,en,2015-04-07 08:40:01.660,,,0.010577825,0.7596619,0.22976021
6,2015-04-07 18:44:03+00:00,585513383794999296,585513383794999296,Did @SullyCNBC get it right? He picked $FB in #FastMoneyMadness. And you? $AAPL or $FB? Tweet @CNBCFastMoney! Your vote decides the winner!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1347071545, 'id_str': '1347071545', 'name': 'Melissa Lee', 'screen_name': 'MelissaLeeCNBC', 'location': 'Times Square NYC', 'url': 'http://www.cnbc.com/id/15838499', 'description': 'Host of @CNBCFastMoney and @CNBCoptions, One of the gang on @PowerLunch', 'protected': False, 'verified': True, 'followers_count': 40714, 'friends_count': 1318, 'listed_count': 634, 'favourites_count': 2021, 'statuses_count': 5165, 'created_at': 'Fri Apr 12 15:21:18 +0000 2013', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/843931853/75bb18fd9403cf6531201733913b0268.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/843931853/75bb18fd9403cf6531201733913b0268.png', 'profile_background_tile': False, 'profile_link_color': '0083B3', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/552079803399278594/5iuSDP7f_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/552079803399278594/5iuSDP7f_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1347071545/1423707068', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'FastMoneyMadness', 'indices': [46, 63]}], 'trends': [], 'urls': [], 'user_mentions': [{'screen_name': 'SullyCNBC', 'name': 'Brian Sullivan', 'id': 24443284, 'id_str': '24443284', 'indices': [4, 14]}, {'screen_name': 'CNBCFastMoney', 'name': ""CNBC's Fast Money"", 'id': 16732770, 'id_str': '16732770', 'indices': [94, 108]}], 'symbols': [{'text': 'FB', 'indices': [39, 42]}, {'text': 'AAPL', 'indices': [74, 79]}, {'text': 'FB', 'indices': [83, 86]}]}",False,False,False,low,en,2015-04-07 18:44:03.666,,,0.007925996,0.42640263,0.56567115
7,2015-04-07 21:27:52+00:00,585554609596452864,585554609596452864,"RT @PipsToDollars: Just roll your $aapl calls to next week or get monthly.
$AAPL will rise again and see $130 with sales numbers from the w…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 2874538467, 'id_str': '2874538467', 'name': 'Crystal', 'screen_name': 'crystalxtasy', 'location': 'N.Y.-L.A.-HAWAII-DUBAI', 'url': None, 'description': 'I love trading and having fun and traveling.', 'protected': False, 'verified': False, 'followers_count': 57, 'friends_count': 65, 'listed_count': 0, 'favourites_count': 139, 'statuses_count': 59, 'created_at': 'Thu Nov 13 02:11:47 +0000 2014', 'utc_offset': -36000, 'time_zone': 'Hawaii', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'DD2E44', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/576784553852813313/N_hdJ244_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/576784553852813313/N_hdJ244_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [{'screen_name': 'PipsToDollars', 'name': 'Leilani Pips™', 'id': 37469211, 'id_str': '37469211', 'indices': [3, 17]}], 'symbols': [{'text': 'aapl', 'indices': [34, 39]}, {'text': 'AAPL', 'indices': [75, 80]}]}",False,False,False,low,en,2015-04-07 21:27:52.663,,"{'created_at': 'Tue Apr 07 20:23:23 +0000 2015', 'id': 585538380685037571, 'id_str': '585538380685037571', 'text': 'Just roll your $aapl calls to next week or get monthly.\n$AAPL will rise again and see $130 with sales numbers from the weekend.', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 37469211, 'id_str': '37469211', 'name': 'Leilani Pips™', 'screen_name': 'PipsToDollars', 'location': 'E-Mail:Pipstodollars@gmail.com', 'url': 'https://www.facebook.com/pipstodollars', 'description': 'Queen of MOMO. Founder of PIPS TO DOLLARS RESEARCH PROJECT™ --PIPS OPTIONS ROOM™ --Trading Basics™ Live@ http://bit.ly/PIPSRADIO.', 'protected': False, 'verified': False, 'followers_count': 5505, 'friends_count': 387, 'listed_count': 167, 'favourites_count': 31426, 'statuses_count': 22837, 'created_at': 'Sun May 03 18:26:13 +0000 2009', 'utc_offset': -36000, 'time_zone': 'Hawaii', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/585094006306025472/NuviKq30_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/585094006306025472/NuviKq30_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/37469211/1426839524', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': {'id': 'c47c0bc571bf5427', 'url': 'https://api.twitter.com/1.1/geo/id/c47c0bc571bf5427.json', 'place_type': 'city', 'name': 'Honolulu', 'full_name': 'Honolulu, HI', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-157.950476, 21.254837], [-157.950476, 21.38505], [-157.648702, 21.38505], [-157.648702, 21.254837]]]}, 'attributes': {}}, 'contributors': None, 'retweet_count': 3, 'favorite_count': 6, 'entities': {'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'aapl', 'indices': [15, 20]}, {'text': 'AAPL', 'indices': [56, 61]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0.0070048166,0.4599133,0.53308195
8,2015-04-07 02:36:55+00:00,585269996705619969,585269996705619968,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/2rw5MWfXJV http://t.co/HiHbvph8mp,"<a href=""http://lockerdome.com"" rel=""nofollow"">LockerDome</a>",False,,,,,,"{'id': 29148559, 'id_str': '29148559', 'name': 'David Sanchez', 'screen_name': '714dave', 'location': 'Orange County, CA', 'url': None, 'description': 'I tweet, therefore I am.', 'protected': False, 'verified': False, 'followers_count': 653, 'friends_count': 1450, 'listed_count': 18, 'favourites_count': 1140, 'statuses_count': 65025, 'created_at': 'Mon Apr 06 05:10:38 +0000 2009', 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000137126730/Qwr7oNi1.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000137126730/Qwr7oNi1.jpeg', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000311589800/5c6a57ed82473a0e781e70d6c080aab2_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000311589800/5c6a57ed82473a0e781e70d6c080aab2_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/29148559/1376724105', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'iPad', 'indices': [16, 21]}], 'trends': [], 'urls': [{'url': 'http://t.co/2rw5MWfXJV', 'expanded_url': 'http://www.valuewalk.com', 'display_url': 'valuewalk.com', 'indices': [50, 72]}, {'url': 'http://t.co/HiHbvph8mp', 'expanded_url': 'http://lockerdo.me/dNW4a', 'display_url': 'lockerdo.me/dNW4a', 'indices': [73, 95]}], 'user_mentions': [{'screen_name': 'valuewalk', 'name': 'ValueWalk', 'id': 108021761, 'id_str': '108021761', 'indices': [32, 42]}], 'symbols': [{'text': 'AAPL', 'indices': [44, 49]}]}",False,False,True,low,en,2015-04-07 02:36:55.662,,,0.0022132786,0.041992042,0.9557946
9,2015-04-07 16:30:09+00:00,585479686731476992,585479686731476992,Free Video: Trading Psychology Series: Ignorance http://t.co/BlVFeFv02r #trading #startups #stock $AAPL #money #investor #angel,"<a href=""http://www.chaytonfalke.com"" rel=""nofollow"">StocksOnTheMove</a>",False,,,,,,"{'id': 1648349564, 'id_str': '1648349564', 'name': 'Chayton Falke', 'screen_name': 'ChaytonFalke', 'location': 'Orange County, CA', 'url': 'http://MoveToProve.com', 'description': 'Chayton Falke Global Equity&trade; - Founder/Creator of the worlds most accurate stock market timing toolset.', 'protected': False, 'verified': False, 'followers_count': 172, 'friends_count': 9, 'listed_count': 40, 'favourites_count': 0, 'statuses_count': 32456, 'created_at': 'Mon Aug 05 18:03:06 +0000 2013', 'utc_offset': -25200, 'time_zone': 'Arizona', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000099460790/3a10c0c776f88c645cfa19f685751c10.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000099460790/3a10c0c776f88c645cfa19f685751c10.jpeg', 'profile_background_tile': True, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/523818954045677569/YzF0o5a-_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/523818954045677569/YzF0o5a-_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1648349564/1411414323', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'trading', 'indices': [72, 80]}, {'text': 'startups', 'indices': [81, 90]}, {'text': 'stock', 'indices': [91, 97]}, {'text': 'money', 'indices': [104, 110]}, {'text': 'investor', 'indices': [111, 120]}, {'text': 'angel', 'indices': [121, 127]}], 'trends': [], 'urls': [{'url': 'http://t.co/BlVFeFv02r', 'expanded_url': 'http://bit.ly/1zw6ExW', 'display_url': 'bit.ly/1zw6ExW', 'indices': [49, 71]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [98, 103]}]}",False,False,False,low,en,2015-04-07 16:30:09.660,,,0.03555533,0.81978124,0.14466342
