,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,possibly_sensitive,negative,neutral,positive
0,2014-04-17 18:57:36+00:00,456869101445849088,456869101445849088,"Some US earnings highlights for next week $GILD, $T, $MCD, $UTX &amp; $CMCSA Tues, $AAPL, $FB, $QCOM &amp; $PG Weds, $MSFT, $VZ, $UPS $AMZN on Thurs",web,False,,,,,,"{'id': 42589787, 'id_str': '42589787', 'name': 'RANsquawk', 'screen_name': 'RANsquawk', 'location': 'London', 'url': 'http://www.ransquawk.com', 'description': 'Market insights from the desk...Tweets are intended for information purposes and should not be construed as an offer or solicitation to buy or sell securities', 'protected': False, 'followers_count': 11560, 'friends_count': 69, 'listed_count': 560, 'created_at': 'Tue May 26 08:37:22 +0000 2009', 'favourites_count': 137, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 53244, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/721361559/e0990e691c81f905eb98d498e296c082.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/721361559/e0990e691c81f905eb98d498e296c082.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000442187610/5436e9d8c064cf27e48fb42b865e894e_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000442187610/5436e9d8c064cf27e48fb42b865e894e_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/42589787/1385675808', 'profile_link_color': 'CF1030', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'GILD', 'indices': [42, 47]}, {'text': 'T', 'indices': [49, 51]}, {'text': 'MCD', 'indices': [53, 57]}, {'text': 'UTX', 'indices': [59, 63]}, {'text': 'CMCSA', 'indices': [70, 76]}, {'text': 'AAPL', 'indices': [83, 88]}, {'text': 'FB', 'indices': [90, 93]}, {'text': 'QCOM', 'indices': [95, 100]}, {'text': 'PG', 'indices': [107, 110]}, {'text': 'MSFT', 'indices': [117, 122]}, {'text': 'VZ', 'indices': [124, 127]}, {'text': 'UPS', 'indices': [129, 133]}, {'text': 'AMZN', 'indices': [134, 139]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,0.0055867825,0.6602534,0.3341597
1,2014-04-17 18:15:38+00:00,456858540217753600,456858540217753600,"@CNBC RT $QQQ 90 bpts above its FV, P/T 85.41 #NextTrade #Stocks $PCLN $AMZN $NFLX $GOOG $TSLA $FB $BBRY $GLD $AAPL",web,False,,,20402945.0,20402945.0,CNBC,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading ', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as an offer to sell or to buy securities.', 'protected': False, 'followers_count': 453, 'friends_count': 332, 'listed_count': 8, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'favourites_count': 14, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 4624, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1225395082/stock_broker_Sml_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1225395082/stock_broker_Sml_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '27485069891a7938', 'url': 'https://api.twitter.com/1.1/geo/id/27485069891a7938.json', 'place_type': 'city', 'name': 'New York', 'full_name': 'New York, NY', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.04725, 40.541722], [-74.04725, 40.91533], [-73.699793, 40.91533], [-73.699793, 40.541722]]]}, 'attributes': {}}",,0,0,"{'hashtags': [{'text': 'NextTrade', 'indices': [46, 56]}, {'text': 'Stocks', 'indices': [57, 64]}], 'symbols': [{'text': 'QQQ', 'indices': [9, 13]}, {'text': 'PCLN', 'indices': [65, 70]}, {'text': 'AMZN', 'indices': [71, 76]}, {'text': 'NFLX', 'indices': [77, 82]}, {'text': 'GOOG', 'indices': [83, 88]}, {'text': 'TSLA', 'indices': [89, 94]}, {'text': 'FB', 'indices': [95, 98]}, {'text': 'BBRY', 'indices': [99, 104]}, {'text': 'GLD', 'indices': [105, 109]}, {'text': 'AAPL', 'indices': [110, 115]}], 'urls': [], 'user_mentions': [{'screen_name': 'CNBC', 'name': 'CNBC', 'id': 20402945, 'id_str': '20402945', 'indices': [0, 5]}]}",False,False,medium,en,,0.0068534594,0.6233928,0.3697538
2,2014-04-17 02:08:02+00:00,456615035687555072,456615035687555072,$AAPL - Mayer aims to persuade Apple to choose Yahoo over Google - Re/code -&gt; http://t.co/fvNKa5ByL2 #stock #stocks #stockaction,"<a href=""http://yahoo.com"" rel=""nofollow"">snnteam</a>",False,,,,,,"{'id': 404613701, 'id_str': '404613701', 'name': 'SNN Team', 'screen_name': 'snn_team', 'location': '', 'url': None, 'description': 'Breaking news and analysis from the SNN Team', 'protected': False, 'followers_count': 329, 'friends_count': 6, 'listed_count': 5, 'created_at': 'Fri Nov 04 05:10:41 +0000 2011', 'favourites_count': 0, 'utc_offset': 7200, 'time_zone': 'Amsterdam', 'geo_enabled': False, 'verified': False, 'statuses_count': 78022, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/395280699/b_Bischoffjkv.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/395280699/b_Bischoffjkv.jpg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000712426415/ba0e794e22c308d74bb69bdde9fcf13d_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000712426415/ba0e794e22c308d74bb69bdde9fcf13d_normal.png', 'profile_link_color': '000000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EADEAA', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stock', 'indices': [104, 110]}, {'text': 'stocks', 'indices': [111, 118]}, {'text': 'stockaction', 'indices': [119, 131]}], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/fvNKa5ByL2', 'expanded_url': 'http://stock-news.net/675637', 'display_url': 'stock-news.net/675637', 'indices': [81, 103]}], 'user_mentions': []}",False,False,medium,en,0.0,0.011167348,0.552947,0.4358857
3,2014-04-17 16:13:25+00:00,456827783348383744,456827783348383744,"@CNBC RT $AAPL 8.11 pts above its FV, P/T 514 #NextTrade #Stocks $PCLN $AMZN $NFLX $GOOG $TSLA $FB $BBRY $GLD $QQQ",web,False,,,20402945.0,20402945.0,CNBC,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading ', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as an offer to sell or to buy securities.', 'protected': False, 'followers_count': 452, 'friends_count': 332, 'listed_count': 8, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'favourites_count': 14, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 4617, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1225395082/stock_broker_Sml_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1225395082/stock_broker_Sml_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'NextTrade', 'indices': [46, 56]}, {'text': 'Stocks', 'indices': [57, 64]}], 'symbols': [{'text': 'AAPL', 'indices': [9, 14]}, {'text': 'PCLN', 'indices': [65, 70]}, {'text': 'AMZN', 'indices': [71, 76]}, {'text': 'NFLX', 'indices': [77, 82]}, {'text': 'GOOG', 'indices': [83, 88]}, {'text': 'TSLA', 'indices': [89, 94]}, {'text': 'FB', 'indices': [95, 98]}, {'text': 'BBRY', 'indices': [99, 104]}, {'text': 'GLD', 'indices': [105, 109]}, {'text': 'QQQ', 'indices': [110, 114]}], 'urls': [], 'user_mentions': [{'screen_name': 'CNBC', 'name': 'CNBC', 'id': 20402945, 'id_str': '20402945', 'indices': [0, 5]}]}",False,False,medium,en,,0.008095869,0.7376899,0.25421405
4,2014-04-17 05:21:13+00:00,456663651881988096,456663651881988096,$AAPL Bloomberg: Apple wants to plug Shazam directly into iOS http://t.co/Om70I7QfVG,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1729135326, 'id_str': '1729135326', 'name': 'Alfredo Gilham', 'screen_name': 'AlfredoGilham', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 172, 'friends_count': 0, 'listed_count': 3, 'created_at': 'Wed Sep 04 15:58:24 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 67064, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000515245571/f49c942f17cb38c97fb28a957f5aa4f9_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000515245571/f49c942f17cb38c97fb28a957f5aa4f9_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/Om70I7QfVG', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.engadget.com/2014/04/17/apple-song-recognition-rumor/?ncid=rss_truncated&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [62, 84]}], 'user_mentions': []}",False,False,medium,en,0.0,0.005837842,0.5849768,0.40918523
5,2014-04-17 13:32:10+00:00,456787203473940480,456787203473940480,$AAPL - SanDisk Up on Q1 Earnings Beat - Analyst Blog http://t.co/Vbs1bdVzkW,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>",False,,,,,,"{'id': 22078711, 'id_str': '22078711', 'name': 'Live Stock News', 'screen_name': 'ADVFNplc', 'location': 'USA Brazil Japan UK  Europe', 'url': 'http://www.advfn.com', 'description': 'This account provides up to date news for listed companies around the world from ADVFN.\r\n\r\nCheck out @ADVFN for the official ADVFN account.', 'protected': False, 'followers_count': 2209, 'friends_count': 687, 'listed_count': 97, 'created_at': 'Thu Feb 26 23:25:28 +0000 2009', 'favourites_count': 4, 'utc_offset': 3600, 'time_zone': 'London', 'geo_enabled': True, 'verified': False, 'statuses_count': 36598, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/161831416/twitbackdrop.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/161831416/twitbackdrop.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2289370438/d84jd5ypfhjgqws4z7p8_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2289370438/d84jd5ypfhjgqws4z7p8_normal.png', 'profile_link_color': 'D91208', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '22078D', 'profile_text_color': 'B9BDC0', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/Vbs1bdVzkW', 'expanded_url': 'http://uk.advfn.com/news/ZACKS/2014/article/61883574?xref=newsalerttweet&adw=1126416', 'display_url': 'uk.advfn.com/news/ZACKS/201…', 'indices': [54, 76]}], 'user_mentions': []}",False,False,medium,en,0.0,0.0064298627,0.418284,0.5752861
6,2014-04-17 06:08:52+00:00,456675643376152576,456675643376152576,Sick and Tired of losing money on $WDAY $RF $AAPL $GRPN Click http://t.co/B3iyGYIjjn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2407424362, 'id_str': '2407424362', 'name': 'Maryland Churchill', 'screen_name': 'clewgarnetjdq', 'location': 'Peggy, TX', 'url': None, 'description': 'Time is the friend of the wonderful company, the enemy of the mediocre. - Warren Buffet', 'protected': False, 'followers_count': 61, 'friends_count': 118, 'listed_count': 0, 'created_at': 'Thu Mar 13 12:28:59 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1662, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/455314279885836288/zcjQfapR_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/455314279885836288/zcjQfapR_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'WDAY', 'indices': [34, 39]}, {'text': 'RF', 'indices': [40, 43]}, {'text': 'AAPL', 'indices': [44, 49]}, {'text': 'GRPN', 'indices': [50, 55]}], 'urls': [{'url': 'http://t.co/B3iyGYIjjn', 'expanded_url': 'http://bit.ly/1pc4AKz', 'display_url': 'bit.ly/1pc4AKz', 'indices': [62, 84]}], 'user_mentions': []}",False,False,medium,en,0.0,0.8991419,0.088634655,0.01222348
7,2014-04-17 19:38:11+00:00,456879314571501568,456879314571501568,Looking for the next $CNW $TCB $THO $AAPL Must see http://t.co/KIW6rHUKCM,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2407397884, 'id_str': '2407397884', 'name': 'Boaz Boulstridge', 'screen_name': 'hornstonezd', 'location': 'Donora, Pennsylvania', 'url': None, 'description': 'Peace is its own reward. - Mohandas Gandhi', 'protected': False, 'followers_count': 59, 'friends_count': 115, 'listed_count': 0, 'created_at': 'Thu Mar 13 12:15:29 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1685, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/455316448177442816/B2mKLaU1_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/455316448177442816/B2mKLaU1_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'CNW', 'indices': [21, 25]}, {'text': 'TCB', 'indices': [26, 30]}, {'text': 'THO', 'indices': [31, 35]}, {'text': 'AAPL', 'indices': [36, 41]}], 'urls': [{'url': 'http://t.co/KIW6rHUKCM', 'expanded_url': 'http://bit.ly/1j8DhIl', 'display_url': 'bit.ly/1j8DhIl', 'indices': [51, 73]}], 'user_mentions': []}",False,False,none,en,0.0,0.0065633655,0.45589915,0.5375375
8,2014-04-17 19:39:34+00:00,456879662711730176,456879662711730176,$AAPL Longtime iPhone devotee heaps praise on the Galaxy S5′s camera http://t.co/pMzCwcrXlj,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1676338525, 'id_str': '1676338525', 'name': 'The Good Trader', 'screen_name': 'TheGoodTrader', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 86, 'friends_count': 0, 'listed_count': 2, 'created_at': 'Fri Aug 16 18:00:38 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 48935, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000309046924/4db7b08ab3f0e51d1e989bd5faf3a38f_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000309046924/4db7b08ab3f0e51d1e989bd5faf3a38f_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/pMzCwcrXlj', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://bgr.com/2014/04/17/iphone-5s-vs-galaxy-s5-camera/&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://b…', 'indices': [69, 91]}], 'user_mentions': []}",False,False,medium,en,0.0,0.0020415168,0.030698737,0.9672597
9,2014-04-17 14:31:34+00:00,456802151964999680,456802151964999680,Would you like great research on stocks $DELL $MSCI $TUP $AAPL #Research http://t.co/kTTwJWsUDi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2440613385, 'id_str': '2440613385', 'name': 'Twanna Chism', 'screen_name': 'lesbianismofa', 'location': 'Saint Paul, Nebraska', 'url': None, 'description': 'Time is money. - Benjamin Franklin', 'protected': False, 'followers_count': 20, 'friends_count': 51, 'listed_count': 0, 'created_at': 'Thu Mar 27 20:17:25 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/449335566480322561/7TQ8RBpk_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/449335566480322561/7TQ8RBpk_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Research', 'indices': [63, 72]}], 'symbols': [{'text': 'DELL', 'indices': [40, 45]}, {'text': 'MSCI', 'indices': [46, 51]}, {'text': 'TUP', 'indices': [52, 56]}, {'text': 'AAPL', 'indices': [57, 62]}], 'urls': [{'url': 'http://t.co/kTTwJWsUDi', 'expanded_url': 'http://bit.ly/1hYtVhd', 'display_url': 'bit.ly/1hYtVhd', 'indices': [73, 95]}], 'user_mentions': []}",False,False,medium,en,0.0,0.004047959,0.1948283,0.8011236
