,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,retweeted_status,possibly_sensitive,negative,neutral,positive
0,2014-05-08 12:11:30+00:00,464377048228970496,464377048228970496,$AAPL Apple price target raised to $660 from $610 at as surveys indicate favorable trends for a strong iPhone 6 upgraded cycle.,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 235422006, 'id_str': '235422006', 'name': 'SpeediTrader', 'screen_name': 'speeditrader', 'location': '', 'url': None, 'description': 'Options & Equities Trader / Investor 15+ years. Technical day and swing trading focused on leading stocks. Tweeting stock info, biz news & anything interesting!', 'protected': False, 'followers_count': 143, 'friends_count': 136, 'listed_count': 1, 'created_at': 'Sat Jan 08 04:08:43 +0000 2011', 'favourites_count': 15, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 2676, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/440191970011799552/Z46986UT_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/440191970011799552/Z46986UT_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/235422006/1385141912', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,,0.0033712538,0.14366804,0.85296065
1,2014-05-08 14:56:31+00:00,464418576007725056,464418576007725056,RT @KapitalCo: $AAPL tiene un potencial de alza de acuerdo a su precio objetivo de 6% mientras que $AMZN de 44%. Sugerimos ese swap,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 42934099, 'id_str': '42934099', 'name': 'Instituto Finanzas', 'screen_name': 'tusfinanzas', 'location': 'Venezuela', 'url': 'http://www.instituto-finanzas.com/', 'description': 'El Instituto de Finanzas y Empresas (IFE) es  un Instituto dedicado a la educación financiera y al emprendimiento. Tlf: +58-212-5141474', 'protected': False, 'followers_count': 19887, 'friends_count': 227, 'listed_count': 584, 'created_at': 'Wed May 27 17:44:30 +0000 2009', 'favourites_count': 39, 'utc_offset': -16200, 'time_zone': 'Caracas', 'geo_enabled': False, 'verified': False, 'statuses_count': 12263, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/544413242/Bolsa_subiendo_azul_larga.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/544413242/Bolsa_subiendo_azul_larga.jpg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000096674140/13be478edc11b5a30d7e6fa5afa22ec3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000096674140/13be478edc11b5a30d7e6fa5afa22ec3_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/42934099/1373132260', 'profile_link_color': '003399', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [15, 20]}, {'text': 'AMZN', 'indices': [99, 104]}], 'urls': [], 'user_mentions': [{'screen_name': 'KapitalCo', 'name': 'Kapital Consultores', 'id': 509196046, 'id_str': '509196046', 'indices': [3, 13]}]}",False,False,medium,es,"{'created_at': 'Thu May 08 14:56:10 +0000 2014', 'id': 464418485867905024, 'id_str': '464418485867905024', 'text': '$AAPL tiene un potencial de alza de acuerdo a su precio objetivo de 6% mientras que $AMZN de 44%. Sugerimos ese swap', 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 509196046, 'id_str': '509196046', 'name': 'Kapital Consultores', 'screen_name': 'KapitalCo', 'location': 'Caracas, Venezuela', 'url': 'http://www.kapitalconsultores.com', 'description': 'Firma consultora enfocada en estrategias de inversión en mercados financieros globales. David Alayón, Victor Silva y Asdrúbal Rivas.', 'protected': False, 'followers_count': 1982, 'friends_count': 113, 'listed_count': 49, 'created_at': 'Wed Feb 29 20:28:49 +0000 2012', 'favourites_count': 1, 'utc_offset': -16200, 'time_zone': 'Caracas', 'geo_enabled': False, 'verified': False, 'statuses_count': 2317, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/542002944/3.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/542002944/3.jpg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2185309335/Logo_Twitter_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2185309335/Logo_Twitter_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/509196046/1371770163', 'profile_link_color': '006666', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}, {'text': 'AMZN', 'indices': [84, 89]}], 'urls': [], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'lang': 'es'}",,0.028065832,0.8496474,0.12228681
2,2014-05-08 14:15:41+00:00,464408299975106560,464408299975106560,Booked short put profits $AAPL &amp; $FB. Premiums were worn down &amp; don't want duration risk for last few cents. Professional Vs. Retail Mindset,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 18944615, 'id_str': '18944615', 'name': 'Justin Pulitzer', 'screen_name': 'JustinPulitzer', 'location': 'New York City', 'url': None, 'description': ""'Do or do not. There is no try.' - Yoda, Jedi Master || I'm a Prop Trader & Fader of Wall Street Consensus Group Think. #PriceIsTruth"", 'protected': False, 'followers_count': 2244, 'friends_count': 387, 'listed_count': 88, 'created_at': 'Tue Jan 13 17:17:16 +0000 2009', 'favourites_count': 501, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 26593, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000535024495/9012fd757c25a08934a805c162298a10_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000535024495/9012fd757c25a08934a805c162298a10_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/18944615/1398362867', 'profile_link_color': '000000', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [25, 30]}, {'text': 'FB', 'indices': [37, 40]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,,0.31345063,0.6051427,0.08140676
3,2014-05-07 22:48:48+00:00,464175042134556672,464175042134556672,RT @ReutersMoney: Families bemoan Apple's limits on sharing iTunes accounts http://t.co/WZ5VameNTu @LouCarlozo63 $AAPL http://t.co/b6FIBbi5…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 874233404, 'id_str': '874233404', 'name': 'Litsa', 'screen_name': 'LitsaPavlidou', 'location': 'Manchester, UK', 'url': None, 'description': 'Just looking', 'protected': False, 'followers_count': 36, 'friends_count': 276, 'listed_count': 0, 'created_at': 'Thu Oct 11 19:59:11 +0000 2012', 'favourites_count': 250, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 463, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000763384496/ab41dbf1a9c747a63d247c2d5ae779b2_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000763384496/ab41dbf1a9c747a63d247c2d5ae779b2_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/874233404/1384903413', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [113, 118]}], 'urls': [{'url': 'http://t.co/WZ5VameNTu', 'expanded_url': 'http://reut.rs/1imx53n', 'display_url': 'reut.rs/1imx53n', 'indices': [76, 98]}], 'user_mentions': [{'screen_name': 'ReutersMoney', 'name': 'Reuters Money', 'id': 224240358, 'id_str': '224240358', 'indices': [3, 16]}, {'screen_name': 'LouCarlozo63', 'name': 'Lou Carlozo', 'id': 21787573, 'id_str': '21787573', 'indices': [99, 112]}], 'media': [{'id': 464149645023653888, 'id_str': '464149645023653888', 'indices': [139, 140], 'media_url': 'http://pbs.twimg.com/media/BnD9pJpCMAAIPOp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/BnD9pJpCMAAIPOp.jpg', 'url': 'http://t.co/b6FIBbi5cM', 'display_url': 'pic.twitter.com/b6FIBbi5cM', 'expanded_url': 'http://twitter.com/ReutersMoney/status/464149645971574784/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 220, 'h': 150, 'resize': 'fit'}, 'medium': {'w': 220, 'h': 150, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 220, 'h': 150, 'resize': 'fit'}}, 'source_status_id': 464149645971574784, 'source_status_id_str': '464149645971574784'}]}",False,False,medium,en,"{'created_at': 'Wed May 07 21:07:53 +0000 2014', 'id': 464149645971574784, 'id_str': '464149645971574784', 'text': ""Families bemoan Apple's limits on sharing iTunes accounts http://t.co/WZ5VameNTu @LouCarlozo63 $AAPL http://t.co/b6FIBbi5cM"", 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 224240358, 'id_str': '224240358', 'name': 'Reuters Money', 'screen_name': 'ReutersMoney', 'location': '', 'url': 'http://blogs.reuters.com/reuters-wealth/', 'description': 'Your guide to wealth management', 'protected': False, 'followers_count': 18637, 'friends_count': 250, 'listed_count': 586, 'created_at': 'Wed Dec 08 14:15:39 +0000 2010', 'favourites_count': 134, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 11262, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '444444', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/179502796/reuters_twitter_bg.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/179502796/reuters_twitter_bg.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1462484392/reuters_twitter_avatar_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1462484392/reuters_twitter_avatar_normal.png', 'profile_link_color': '006F97', 'profile_sidebar_border_color': 'F5F5F5', 'profile_sidebar_fill_color': 'F5F5F5', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 32, 'favorite_count': 24, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [95, 100]}], 'urls': [{'url': 'http://t.co/WZ5VameNTu', 'expanded_url': 'http://reut.rs/1imx53n', 'display_url': 'reut.rs/1imx53n', 'indices': [58, 80]}], 'user_mentions': [{'screen_name': 'LouCarlozo63', 'name': 'Lou Carlozo', 'id': 21787573, 'id_str': '21787573', 'indices': [81, 94]}], 'media': [{'id': 464149645023653888, 'id_str': '464149645023653888', 'indices': [101, 123], 'media_url': 'http://pbs.twimg.com/media/BnD9pJpCMAAIPOp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/BnD9pJpCMAAIPOp.jpg', 'url': 'http://t.co/b6FIBbi5cM', 'display_url': 'pic.twitter.com/b6FIBbi5cM', 'expanded_url': 'http://twitter.com/ReutersMoney/status/464149645971574784/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 220, 'h': 150, 'resize': 'fit'}, 'medium': {'w': 220, 'h': 150, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 220, 'h': 150, 'resize': 'fit'}}}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0.0,0.15907449,0.81796336,0.022962136
4,2014-05-08 02:19:34+00:00,464228083323502594,464228083323502592,$AAPL 2015 Cadillac Escalade Test Drive And Review: Big Lux Redux http://t.co/f4O8rxdmBt,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1676299297, 'id_str': '1676299297', 'name': 'StockNewsForYou', 'screen_name': 'StockNewsForYou', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 181, 'friends_count': 0, 'listed_count': 4, 'created_at': 'Fri Aug 16 17:41:13 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 76135, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000309044154/beb68dc62171a4ed52781f1468d2d57c_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000309044154/beb68dc62171a4ed52781f1468d2d57c_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/f4O8rxdmBt', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.forbes.com/sites/jasonfogelson/2014/05/07/2015-cadillac-escalade-test-drive-and-review-big-lux-redux/?partner=yahootix&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [66, 88]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.0068847523,0.8056847,0.18743059
5,2014-05-08 11:27:59+00:00,464366096909234176,464366096909234176,#Apple’s head of North America sales being replaced $AAPL http://t.co/ppS7BcBsKV,web,False,,,,,,"{'id': 23954327, 'id_str': '23954327', 'name': 'Hotpage', 'screen_name': 'HOTPAGEinfo', 'location': 'Lexington, Ma.', 'url': 'http://www.hotpage.info', 'description': 'Hotpage is a Global News Aggregation Website that focuses on the Top Global Trending Stories on the Web @ http://hotpage.info', 'protected': False, 'followers_count': 16244, 'friends_count': 380, 'listed_count': 252, 'created_at': 'Thu Mar 12 14:16:30 +0000 2009', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 66263, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000111282749/db1e7391635df7c0ca35bd8c5d42bd91_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000111282749/db1e7391635df7c0ca35bd8c5d42bd91_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/23954327/1398782447', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [0, 6]}], 'symbols': [{'text': 'AAPL', 'indices': [52, 57]}], 'urls': [{'url': 'http://t.co/ppS7BcBsKV', 'expanded_url': 'http://hotpage.info/news/category/tech', 'display_url': 'hotpage.info/news/category/…', 'indices': [58, 80]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.046238534,0.8808881,0.0728733
6,2014-05-08 16:46:30+00:00,464446254244958208,464446254244958208,How $AAPL is helping $NKE become a technology company || via @motleyfool || http://t.co/DigR3W4XH8,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 1520072330, 'id_str': '1520072330', 'name': 'knewsapp', 'screen_name': 'knewsapp', 'location': 'Seatte & New York', 'url': 'http://www.knewsapp.com', 'description': ""Real-time news scoring & discovery. Find news that you didn't know to look for."", 'protected': False, 'followers_count': 123, 'friends_count': 108, 'listed_count': 2, 'created_at': 'Sat Jun 15 18:15:24 +0000 2013', 'favourites_count': 97, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 316, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/463746487466217472/xYqKKCce_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/463746487466217472/xYqKKCce_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1520072330/1399399701', 'profile_link_color': 'DE7E09', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [4, 9]}, {'text': 'NKE', 'indices': [21, 25]}], 'urls': [{'url': 'http://t.co/DigR3W4XH8', 'expanded_url': 'http://stks.co/p0J6o', 'display_url': 'stks.co/p0J6o', 'indices': [76, 98]}], 'user_mentions': [{'screen_name': 'MotleyFool', 'name': 'MotleyFool', 'id': 15808525, 'id_str': '15808525', 'indices': [61, 72]}]}",False,False,medium,en,,0.0,0.0037717274,0.522455,0.47377324
7,2014-05-08 16:47:26+00:00,464446489105018880,464446489105018880,$AAPL - [video] Yahoos Core Business Is in Decline: NYUs Galloway -&gt; http://t.co/yPO3rkVJtU #stock #stocks #stockaction,"<a href=""http://pagemy.de"" rel=""nofollow"">timeline4you</a>",False,,,,,,"{'id': 2180886595, 'id_str': '2180886595', 'name': 'stocknews247', 'screen_name': 'stocknews247', 'location': '', 'url': None, 'description': 'Stock Market News every Day', 'protected': False, 'followers_count': 760, 'friends_count': 17, 'listed_count': 18, 'created_at': 'Thu Nov 07 21:27:01 +0000 2013', 'favourites_count': 0, 'utc_offset': 7200, 'time_zone': 'Amsterdam', 'geo_enabled': False, 'verified': False, 'statuses_count': 103164, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000722319261/dd1f0da18eb09daa96f38f0ddaa1886d_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000722319261/dd1f0da18eb09daa96f38f0ddaa1886d_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stock', 'indices': [95, 101]}, {'text': 'stocks', 'indices': [102, 109]}, {'text': 'stockaction', 'indices': [110, 122]}], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/yPO3rkVJtU', 'expanded_url': 'http://stock-news.net/802072', 'display_url': 'stock-news.net/802072', 'indices': [72, 94]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.38418236,0.5915523,0.024265321
8,2014-05-08 20:30:07+00:00,464502529213333504,464502529213333504,"#elliottwave Simplified. $AAPL
""The secret of your future is hidden in your daily routine."" http://t.co/9wbcph39wQ",web,False,,,,,,"{'id': 460975199, 'id_str': '460975199', 'name': '†', 'screen_name': 'EmanuilValkov', 'location': '', 'url': None, 'description': 'I surrender my opinion, I shall judge not. Humble are my thoughts, ample are my crops.', 'protected': False, 'followers_count': 114, 'friends_count': 306, 'listed_count': 3, 'created_at': 'Wed Jan 11 09:45:23 +0000 2012', 'favourites_count': 131, 'utc_offset': 7200, 'time_zone': 'Amsterdam', 'geo_enabled': False, 'verified': False, 'statuses_count': 2402, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/631519420/lesom69vdigrs1dlghpx.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/631519420/lesom69vdigrs1dlghpx.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1747637113/IMG_2501_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1747637113/IMG_2501_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/460975199/1357689654', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'elliottwave', 'indices': [0, 12]}], 'symbols': [{'text': 'AAPL', 'indices': [25, 30]}], 'urls': [], 'user_mentions': [], 'media': [{'id': 464502526260563968, 'id_str': '464502526260563968', 'indices': [92, 114], 'media_url': 'http://pbs.twimg.com/media/BnI-lisIUAA9q_9.png', 'media_url_https': 'https://pbs.twimg.com/media/BnI-lisIUAA9q_9.png', 'url': 'http://t.co/9wbcph39wQ', 'display_url': 'pic.twitter.com/9wbcph39wQ', 'expanded_url': 'http://twitter.com/EmanuilValkov/status/464502529213333504/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 598, 'h': 345, 'resize': 'fit'}, 'small': {'w': 338, 'h': 195, 'resize': 'fit'}, 'large': {'w': 1017, 'h': 586, 'resize': 'fit'}}}]}",False,False,medium,en,,0.0,0.009715857,0.4988412,0.4914428
9,2014-05-08 19:31:03+00:00,464487664608354305,464487664608354304,"buying $buying $AAPL 590 calls at .98-1.04 same contract amount as the 595 calls , this way at the close we -&gt; http://t.co/78fagIFJEc","<a href=""http://tradersplayground.com"" rel=""nofollow"">MMASSASSINTraderBot</a>",False,,,,,,"{'id': 34715151, 'id_str': '34715151', 'name': 'stock options picks', 'screen_name': 'MMASSASSIN', 'location': 'Miami beach', 'url': 'http://tradersplayground.com/phpbb/', 'description': 'Real stock and options picks for serious traders. if from http://tradersplayground.com/phpbb/ then you know I dont post hype but research my in depth discipline', 'protected': False, 'followers_count': 3055, 'friends_count': 221, 'listed_count': 116, 'created_at': 'Thu Apr 23 20:12:05 +0000 2009', 'favourites_count': 44, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 12495, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/134746253/Traders_Playground.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/134746253/Traders_Playground.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1102002544/_-_3_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1102002544/_-_3_normal.png', 'profile_link_color': '009999', 'profile_sidebar_border_color': '919191', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '7A7A7A', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'buying', 'indices': [7, 14]}, {'text': 'AAPL', 'indices': [15, 20]}], 'urls': [{'url': 'http://t.co/78fagIFJEc', 'expanded_url': 'http://tinyurl.com/5urojmv', 'display_url': 'tinyurl.com/5urojmv', 'indices': [114, 136]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.009346593,0.88193244,0.108721
