,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,possibly_sensitive,extended_entities,retweeted_status,negative,neutral,positive
0,2016-03-11 18:58:17+00:00,708366452139626497,708366452139626496,"RT $TSLA HFT Algos BROKE 206.50 in SIGMA-X, CROSSFINDER, ATS, LX @ 13:58, P/T 195.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as offers to sell or to buy securities.', 'protected': False, 'verified': False, 'followers_count': 1051, 'friends_count': 1357, 'listed_count': 23, 'favourites_count': 91, 'statuses_count': 15166, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '01a9a39529b27f36', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'place_type': 'city', 'name': 'Manhattan', 'full_name': 'Manhattan, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]}, 'attributes': {}}",,False,0,0,"{'hashtags': [{'text': 'Quant', 'indices': [85, 91]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'TSLA', 'indices': [3, 8]}, {'text': 'MSFT', 'indices': [92, 97]}, {'text': 'TWTR', 'indices': [98, 103]}, {'text': 'GOOG', 'indices': [104, 109]}, {'text': 'AMZN', 'indices': [110, 115]}, {'text': 'AAPL', 'indices': [116, 121]}, {'text': 'NFLX', 'indices': [122, 127]}, {'text': 'FB', 'indices': [128, 131]}, {'text': 'QQQ', 'indices': [132, 136]}]}",False,False,low,en,2016-03-11 18:58:17.659,,,,0.17878023,0.7859282,0.035291478
1,2016-03-11 19:05:20+00:00,708368226347061249,708368226347061248,"RT $TSLA HFT Algos BROKE 206.50 in SIGMA-X, CROSSFINDER, ATS, LX @ 14:05, P/T 195.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as offers to sell or to buy securities.', 'protected': False, 'verified': False, 'followers_count': 1050, 'friends_count': 1357, 'listed_count': 23, 'favourites_count': 91, 'statuses_count': 15175, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '01a9a39529b27f36', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'place_type': 'city', 'name': 'Manhattan', 'full_name': 'Manhattan, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]}, 'attributes': {}}",,False,0,0,"{'hashtags': [{'text': 'Quant', 'indices': [85, 91]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'TSLA', 'indices': [3, 8]}, {'text': 'MSFT', 'indices': [92, 97]}, {'text': 'TWTR', 'indices': [98, 103]}, {'text': 'GOOG', 'indices': [104, 109]}, {'text': 'AMZN', 'indices': [110, 115]}, {'text': 'AAPL', 'indices': [116, 121]}, {'text': 'NFLX', 'indices': [122, 127]}, {'text': 'FB', 'indices': [128, 131]}, {'text': 'QQQ', 'indices': [132, 136]}]}",False,False,low,en,2016-03-11 19:05:20.663,,,,0.18970588,0.7765339,0.03376024
2,2016-03-11 19:11:17+00:00,708369723726163968,708369723726163968,"RT $TSLA HFT Algos BROKE 206.50 in SIGMA-X, CROSSFINDER, ATS, LX @ 14:10, P/T 195.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as offers to sell or to buy securities.', 'protected': False, 'verified': False, 'followers_count': 1050, 'friends_count': 1357, 'listed_count': 23, 'favourites_count': 91, 'statuses_count': 15178, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '01a9a39529b27f36', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'place_type': 'city', 'name': 'Manhattan', 'full_name': 'Manhattan, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]}, 'attributes': {}}",,False,0,0,"{'hashtags': [{'text': 'Quant', 'indices': [85, 91]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'TSLA', 'indices': [3, 8]}, {'text': 'MSFT', 'indices': [92, 97]}, {'text': 'TWTR', 'indices': [98, 103]}, {'text': 'GOOG', 'indices': [104, 109]}, {'text': 'AMZN', 'indices': [110, 115]}, {'text': 'AAPL', 'indices': [116, 121]}, {'text': 'NFLX', 'indices': [122, 127]}, {'text': 'FB', 'indices': [128, 131]}, {'text': 'QQQ', 'indices': [132, 136]}]}",False,False,low,en,2016-03-11 19:11:17.666,,,,0.18523455,0.7805621,0.034203213
3,2016-03-11 14:07:22+00:00,708293240580136960,708293240580136960,"$AAPL $BAC:

Trending Tickers: Apple Inc. (NASDAQ:AAPL), Bank of America …:

https://t.co/9chJPw00LL","<a href=""http://fnsappbg.blogspot.com/"" rel=""nofollow"">FNS_APP</a>",False,,,,,,"{'id': 2881595931, 'id_str': '2881595931', 'name': 'ProVesting', 'screen_name': 'ProVesting', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 715, 'friends_count': 6, 'listed_count': 124, 'favourites_count': 0, 'statuses_count': 311340, 'created_at': 'Mon Nov 17 20:15:38 +0000 2014', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/542392174428434432/PfyzCfya_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/542392174428434432/PfyzCfya_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/9chJPw00LL', 'expanded_url': 'http://StockNewsHour.com/aapl-bac-trending-tickers-apple-inc-nasdaqaapl-bank-of-america/', 'display_url': 'StockNewsHour.com/aapl-bac-trend…', 'indices': [77, 100]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}, {'text': 'BAC', 'indices': [6, 10]}]}",False,False,low,en,2016-03-11 14:07:22.663,0.0,,,0.01779793,0.7862337,0.19596843
4,2016-03-11 17:24:07+00:00,708342754338803714,708342754338803712,"RT $TSLA HFT Algos BROKE 206.00 in SIGMA-X, CROSSFINDER, ATS, LX @ 12:24, P/T 195.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as offers to sell or to buy securities.', 'protected': False, 'verified': False, 'followers_count': 1051, 'friends_count': 1357, 'listed_count': 23, 'favourites_count': 90, 'statuses_count': 15065, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '01a9a39529b27f36', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'place_type': 'city', 'name': 'Manhattan', 'full_name': 'Manhattan, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]}, 'attributes': {}}",,False,0,0,"{'hashtags': [{'text': 'Quant', 'indices': [85, 91]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'TSLA', 'indices': [3, 8]}, {'text': 'MSFT', 'indices': [92, 97]}, {'text': 'TWTR', 'indices': [98, 103]}, {'text': 'GOOG', 'indices': [104, 109]}, {'text': 'AMZN', 'indices': [110, 115]}, {'text': 'AAPL', 'indices': [116, 121]}, {'text': 'NFLX', 'indices': [122, 127]}, {'text': 'FB', 'indices': [128, 131]}, {'text': 'QQQ', 'indices': [132, 136]}]}",False,False,low,en,2016-03-11 17:24:07.663,,,,0.21380249,0.752684,0.033513587
5,2016-03-11 13:19:39+00:00,708281232266698752,708281232266698752,#FBI warns it could demand Apple's #iPhone code $AAPL https://t.co/y0ExKf68M5,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 76921999, 'id_str': '76921999', 'name': 'Bobby Wilbert', 'screen_name': 'bobbyw24', 'location': 'Jacksonille, Fla.', 'url': 'http://bobbyw24.tumblr.com', 'description': '#Bankruptcy #Lawyer in Fla. & Md. #GaslightAnthem, #LuceroMusic   #Libertarian #Springsteen #StockTwits #Lucero  Consumer rights  - English & broken German', 'protected': False, 'verified': False, 'followers_count': 2196, 'friends_count': 2765, 'listed_count': 91, 'favourites_count': 371, 'statuses_count': 23888, 'created_at': 'Thu Sep 24 11:59:58 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000041568957/c21234cc61f44643017ada4fba2b80ea.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000041568957/c21234cc61f44643017ada4fba2b80ea.jpeg', 'profile_background_tile': True, 'profile_link_color': 'DD2E44', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/611966767347294208/yPwhkMhr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/611966767347294208/yPwhkMhr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/76921999/1443355442', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'FBI', 'indices': [0, 4]}, {'text': 'iPhone', 'indices': [35, 42]}], 'urls': [{'url': 'https://t.co/y0ExKf68M5', 'expanded_url': 'http://stks.co/e3Tyj', 'display_url': 'stks.co/e3Tyj', 'indices': [54, 77]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [48, 53]}]}",False,False,low,en,2016-03-11 13:19:39.658,0.0,,,0.108823285,0.8515206,0.03965609
6,2016-03-11 22:09:01+00:00,708414451775483904,708414451775483904,"Tim Cook, Larry Page and Elon Musk attend secret #Trump meeting https://t.co/ngS0QCbsLq $TSLA $FB $AAPL https://t.co/0m06yuchSE","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 19560636, 'id_str': '19560636', 'name': 'SF Business Times', 'screen_name': 'SFBusinessTimes', 'location': 'San Francisco', 'url': 'http://www.sanfranciscobusinesstimes.com', 'description': 'Breaking news and developing stories direct from our newsroom.', 'protected': False, 'verified': False, 'followers_count': 29170, 'friends_count': 1609, 'listed_count': 1629, 'favourites_count': 2513, 'statuses_count': 79866, 'created_at': 'Mon Jan 26 21:53:18 +0000 2009', 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'B4DEFA', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/598563953984155648/835ZtQMh.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/598563953984155648/835ZtQMh.jpg', 'profile_background_tile': False, 'profile_link_color': '89C9FA', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/456849053133725697/U_NFM6pS_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/456849053133725697/U_NFM6pS_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19560636/1435766944', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Trump', 'indices': [49, 55]}], 'urls': [{'url': 'https://t.co/ngS0QCbsLq', 'expanded_url': 'http://bizj.us/1lmigo', 'display_url': 'bizj.us/1lmigo', 'indices': [64, 87]}], 'user_mentions': [], 'symbols': [{'text': 'TSLA', 'indices': [88, 93]}, {'text': 'FB', 'indices': [94, 97]}, {'text': 'AAPL', 'indices': [98, 103]}], 'media': [{'id': 707327091700801536, 'id_str': '707327091700801536', 'indices': [104, 127], 'media_url': 'http://pbs.twimg.com/media/CdDuPgjWIAARC30.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CdDuPgjWIAARC30.jpg', 'url': 'https://t.co/0m06yuchSE', 'display_url': 'pic.twitter.com/0m06yuchSE', 'expanded_url': 'http://twitter.com/SFBusinessTimes/status/707327136194019328/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 191, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 421, 'resize': 'fit'}}, 'source_status_id': 707327136194019328, 'source_status_id_str': '707327136194019328', 'source_user_id': 19560636, 'source_user_id_str': '19560636'}]}",False,False,low,en,2016-03-11 22:09:01.664,0.0,"{'media': [{'id': 707327091700801536, 'id_str': '707327091700801536', 'indices': [104, 127], 'media_url': 'http://pbs.twimg.com/media/CdDuPgjWIAARC30.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CdDuPgjWIAARC30.jpg', 'url': 'https://t.co/0m06yuchSE', 'display_url': 'pic.twitter.com/0m06yuchSE', 'expanded_url': 'http://twitter.com/SFBusinessTimes/status/707327136194019328/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 191, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 421, 'resize': 'fit'}}, 'source_status_id': 707327136194019328, 'source_status_id_str': '707327136194019328', 'source_user_id': 19560636, 'source_user_id_str': '19560636'}]}",,0.016454807,0.9334257,0.050119363
7,2016-03-11 06:46:57+00:00,708182406105182208,708182406105182208,Aaron Burr's Clerk Gets Pulled Into Government's Legal Duel With #Apple ( $AAPL). Read more: https://t.co/rLZLPXeRSs,"<a href=""https://www.owler.com"" rel=""nofollow"">Electronic Equipment</a>",False,,,,,,"{'id': 4830653904, 'id_str': '4830653904', 'name': 'Electronic News', 'screen_name': 'electronic_eqpt', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Electronic News with Owler. View all companies in the Electronic Equipment Sector: http://www.owler.com/iaApp/sector/i13_s4/owler/', 'protected': False, 'verified': False, 'followers_count': 24, 'friends_count': 2, 'listed_count': 30, 'favourites_count': 0, 'statuses_count': 14856, 'created_at': 'Fri Jan 29 14:58:33 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693086251323228161/LmjrYJ3y_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693086251323228161/LmjrYJ3y_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830653904/1454079668', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [65, 71]}], 'urls': [{'url': 'https://t.co/rLZLPXeRSs', 'expanded_url': 'https://www.owler.com/iaApp/article/56e269cde4b085a052f0cd28.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ElectronicEquipment', 'display_url': 'owler.com/iaApp/article/…', 'indices': [93, 116]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [74, 79]}]}",False,False,low,en,2016-03-11 06:46:57.665,0.0,,,0.06253316,0.91236156,0.025105326
8,2016-03-11 06:46:57+00:00,708182406096769024,708182406096769024,Aaron Burr's Clerk Gets Pulled Into Government's Legal Duel With #Apple ( $AAPL). Read more: https://t.co/NNHFEJIIuG,"<a href=""https://www.owler.com"" rel=""nofollow"">computer hware</a>",False,,,,,,"{'id': 4830708541, 'id_str': '4830708541', 'name': 'Computer News', 'screen_name': 'computer_hware', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Computer News with Owler. View all companies in the Computer Hardware Sector: http://www.owler.com/iaApp/sector/i13_s1/owler/', 'protected': False, 'verified': False, 'followers_count': 23, 'friends_count': 2, 'listed_count': 26, 'favourites_count': 0, 'statuses_count': 13118, 'created_at': 'Fri Jan 29 14:37:00 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830708541/1454078382', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [65, 71]}], 'urls': [{'url': 'https://t.co/NNHFEJIIuG', 'expanded_url': 'https://www.owler.com/iaApp/article/56e269cde4b085a052f0cd28.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware', 'display_url': 'owler.com/iaApp/article/…', 'indices': [93, 116]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [74, 79]}]}",False,False,low,en,2016-03-11 06:46:57.663,0.0,,,0.06253316,0.91236156,0.025105326
9,2016-03-11 17:36:28+00:00,708345862297092096,708345862297092096,"RT $TSLA HFT Algos BROKE 206.50 in SIGMA-X, CROSSFINDER, ATS, LX @ 12:38, P/T 195.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as offers to sell or to buy securities.', 'protected': False, 'verified': False, 'followers_count': 1051, 'friends_count': 1357, 'listed_count': 23, 'favourites_count': 90, 'statuses_count': 15074, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '01a9a39529b27f36', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'place_type': 'city', 'name': 'Manhattan', 'full_name': 'Manhattan, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]}, 'attributes': {}}",,False,0,0,"{'hashtags': [{'text': 'Quant', 'indices': [85, 91]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'TSLA', 'indices': [3, 8]}, {'text': 'MSFT', 'indices': [92, 97]}, {'text': 'TWTR', 'indices': [98, 103]}, {'text': 'GOOG', 'indices': [104, 109]}, {'text': 'AMZN', 'indices': [110, 115]}, {'text': 'AAPL', 'indices': [116, 121]}, {'text': 'NFLX', 'indices': [122, 127]}, {'text': 'FB', 'indices': [128, 131]}, {'text': 'QQQ', 'indices': [132, 136]}]}",False,False,low,en,2016-03-11 17:36:28.658,,,,0.17496614,0.7882643,0.03676952
