,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,negative,neutral,positive
0,2014-09-29 10:09:16+00:00,516530139845242880,516530139845242880,EU to accuse Apple of taking illicit Irish state aid.. http://t.co/OGBTcTTTLq $AAPL #tech #stocks,"<a href=""http://12stocks.com/tech"" rel=""nofollow"">TechStocksTweets</a>",False,,,,,,"{'id': 2459430642, 'id_str': '2459430642', 'name': '12Stocks.com Tech', 'screen_name': 'Top_Tech_Stocks', 'location': 'Orlando, FL', 'url': 'http://12stocks.com/tech', 'description': 'New! Just Launched Twitter Page of http://12Stocks.com/tech. Follow Best Performing and Top Trending Tech Stocks Along With Latest Tech Stocks News & Updates @', 'protected': False, 'verified': False, 'followers_count': 159, 'friends_count': 63, 'listed_count': 4, 'favourites_count': 0, 'statuses_count': 31977, 'created_at': 'Wed Apr 23 08:56:25 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/458892842325118976/_1nUL7gj_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/458892842325118976/_1nUL7gj_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'tech', 'indices': [84, 89]}, {'text': 'stocks', 'indices': [90, 97]}], 'trends': [], 'urls': [{'url': 'http://t.co/OGBTcTTTLq', 'expanded_url': 'http://uk.finance.yahoo.com/news/eu-accuse-apple-taking-illicit-234247283.html', 'display_url': 'uk.finance.yahoo.com/news/eu-accuse…', 'indices': [55, 77]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [78, 83]}]}",False,False,False,medium,en,2014-09-29 10:09:16.667,0.19336228,0.7731353,0.03350234
1,2014-09-29 14:00:07+00:00,516588235137765377,516588235137765376,"""@i7up2001: $AAPL I said last week this was going to happen.KIDS Bend an iPhone 6 plus IN APPLE STORE http://t.co/tbxD5FAzPZ $BBRY","<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 266780644, 'id_str': '266780644', 'name': 'Phillip Byers', 'screen_name': 'ByersPJr', 'location': 'South Carolina', 'url': 'http://blackberrylyfe.wordpress.com', 'description': 'Owner of Byers High End Auto/Marine Detailing , Single, No Kids...#TeamBlackberry, TeamCowboys, TeamFSU,  TeamDuke Careful wat ya ask from me..out^', 'protected': False, 'verified': False, 'followers_count': 277, 'friends_count': 300, 'listed_count': 10, 'favourites_count': 445, 'statuses_count': 38982, 'created_at': 'Tue Mar 15 20:12:48 +0000 2011', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/435644925380923392/p_aY4d4c_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/435644925380923392/p_aY4d4c_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/tbxD5FAzPZ', 'expanded_url': 'http://stks.co/h17Ie', 'display_url': 'stks.co/h17Ie', 'indices': [102, 124]}], 'user_mentions': [{'screen_name': 'I7up2001', 'name': 'I7up2001 ', 'id': 2158915123, 'id_str': '2158915123', 'indices': [1, 10]}], 'symbols': [{'text': 'AAPL', 'indices': [12, 17]}, {'text': 'BBRY', 'indices': [125, 130]}]}",False,False,False,medium,en,2014-09-29 14:00:07.704,0.02011845,0.5932649,0.38661662
2,2014-09-29 13:26:39+00:00,516579812975337472,516579812975337472,$AAPL down 2% in pre market. European commission to accuse the company over illegal Irish tax trades.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 930323269, 'id_str': '930323269', 'name': 'Mythra Capital', 'screen_name': 'MythraCapital', 'location': 'Lewes, Delaware', 'url': 'http://www.mythracapital.com', 'description': 'We offer our personal and professional commitment to gain your trust.  We deliver the best financial advisory services with one objective: optimize your Wealth.', 'protected': False, 'verified': False, 'followers_count': 141, 'friends_count': 234, 'listed_count': 1, 'favourites_count': 4, 'statuses_count': 2220, 'created_at': 'Tue Nov 06 18:53:36 +0000 2012', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '050505', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/777381656/f70ac1c78276654f49de0c2f25aaa4c0.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/777381656/f70ac1c78276654f49de0c2f25aaa4c0.jpeg', 'profile_background_tile': True, 'profile_link_color': '050505', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2820738493/fd8af377a41dc6fa32d89c15bbb595a6_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2820738493/fd8af377a41dc6fa32d89c15bbb595a6_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/930323269/1400856066', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,medium,en,2014-09-29 13:26:39.663,0.7139231,0.2765349,0.009541944
3,2014-09-29 15:40:44+00:00,516613556151017472,516613556151017472,UPDATE 2-EU watchdog to give detail on Apple and Fiat tax investigations. $AAPL. http://t.co/Mise7wC2zO,"<a href=""http://www.consestimate.com"" rel=""nofollow"">Consestimate</a>",False,,,,,,"{'id': 1354252658, 'id_str': '1354252658', 'name': 'Consestimate', 'screen_name': 'Consestimate', 'location': 'United Kingdom', 'url': 'http://www.consestimate.com', 'description': 'Consestimate is an open financial estimate platform enabling investors to share forecasts with peers and find the fundamental value of public companies.', 'protected': False, 'verified': False, 'followers_count': 1795, 'friends_count': 2001, 'listed_count': 18, 'favourites_count': 3, 'statuses_count': 3510, 'created_at': 'Mon Apr 15 12:31:15 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/874251462/a4f70cc0360fa1e5276048016f41f36b.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/874251462/a4f70cc0360fa1e5276048016f41f36b.jpeg', 'profile_background_tile': False, 'profile_link_color': '24A1F8', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3710653472/d5a01c8b181e5293d45596dff46eb065_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3710653472/d5a01c8b181e5293d45596dff46eb065_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1354252658/1404219361', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/Mise7wC2zO', 'expanded_url': 'http://www.consestimate.com/us/en/NewsExchange/Article/700064', 'display_url': 'consestimate.com/us/en/NewsExch…', 'indices': [81, 103]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [74, 79]}]}",False,False,False,medium,en,2014-09-29 15:40:44.665,0.03884508,0.9042005,0.056954607
4,2014-09-29 12:43:00+00:00,516568828109930496,516568828109930496,There was much hoopla over YOY share repurchases being down in Q2. This was a function of $AAPL repurchasing $16 billion in last year Q2,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 28402887, 'id_str': '28402887', 'name': 'Tsachy Mishal', 'screen_name': 'CapitalObserver', 'location': 'New York', 'url': 'http://www.capitalobserver.com/', 'description': 'Portolio Manager at TAM Capital Management. Author of the investment blog Capital Observer. Tweets are not recommendations & are for educational purposes only', 'protected': False, 'verified': False, 'followers_count': 2984, 'friends_count': 326, 'listed_count': 135, 'favourites_count': 50, 'statuses_count': 11825, 'created_at': 'Thu Apr 02 19:37:54 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3717147122/9816ec5caaa2bec7809c314b1109b19b_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3717147122/9816ec5caaa2bec7809c314b1109b19b_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [90, 95]}]}",False,False,False,medium,en,2014-09-29 12:43:00.668,0.27505422,0.6791239,0.045821927
5,2014-09-29 10:33:03+00:00,516536125104852992,516536125104852992,Stock Review: Apple (NASDAQ AAPL) Claims That Bendgate is Hyped $AAPL : http://t.co/jM8ZeWbDcF,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2605137385, 'id_str': '2605137385', 'name': 'TechNews.org', 'screen_name': 'techfinnews', 'location': 'New-York City', 'url': 'http://www.technews.org', 'description': 'Financial news, Technology stocks, Business news. #Internet #Mobile #BioTech #Software #Finance #Stocks', 'protected': False, 'verified': False, 'followers_count': 17, 'friends_count': 72, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 480, 'created_at': 'Sat Jul 05 08:51:24 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/486185092109197313/2nnX7vKM_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/486185092109197313/2nnX7vKM_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2605137385/1404750485', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/jM8ZeWbDcF', 'expanded_url': 'http://ift.tt/1taPJfT', 'display_url': 'ift.tt/1taPJfT', 'indices': [72, 94]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [64, 69]}]}",False,False,False,medium,en,2014-09-29 10:33:03.664,0.006302711,0.5500798,0.44361746
6,2014-09-29 14:26:12+00:00,516594799223525376,516594799223525376,@AAPLTree The European Commission Is Not About To Fine Apple; Nor Even To Accuse The Company Of Anything $AAPL http://t.co/lfLmTgJREO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,1624638168.0,1624638168.0,AAPLTree,"{'id': 2766213605, 'id_str': '2766213605', 'name': 'bribedDuck', 'screen_name': 'bribedDuck', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 22, 'friends_count': 20, 'listed_count': 0, 'favourites_count': 19, 'statuses_count': 97, 'created_at': 'Wed Sep 10 10:24:13 +0000 2014', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'ru', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/509648995975983104/3VTAM7ks_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/509648995975983104/3VTAM7ks_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/lfLmTgJREO', 'expanded_url': 'http://www.forbes.com/sites/timworstall/2014/09/29/the-european-commission-is-not-about-to-fine-apple-nor-even-to-accuse-the-company-of-anything/', 'display_url': 'forbes.com/sites/timworst…', 'indices': [111, 133]}], 'user_mentions': [{'screen_name': 'AAPLTree', 'name': 'AAPL Tree', 'id': 1624638168, 'id_str': '1624638168', 'indices': [0, 9]}], 'symbols': [{'text': 'AAPL', 'indices': [105, 110]}]}",False,False,False,medium,en,2014-09-29 14:26:12.662,0.71369344,0.27421564,0.012090846
7,2014-09-29 14:30:01+00:00,516595759731712000,516595759731712000,Watch #Emini $ES_F #DayTrading Training Videos http://t.co/cXU3TUH0jM &amp; imagine if you attend our $SPX $SPY $AAPL $FB #ES_F Live TradingRoom,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>",False,,,,,,"{'id': 330283150, 'id_str': '330283150', 'name': 'Emini Scalping', 'screen_name': 'ScalpingAcademy', 'location': 'Chicago IL', 'url': 'http://www.scalpingacademy.com', 'description': 'Educating High Accuracy Scalping Strategy works in any Markets(Stock,Futures,Emini,Forex) to earn money as much as you want CHK PRFRMNC http://bit.ly/liM06i', 'protected': False, 'verified': False, 'followers_count': 1601, 'friends_count': 1998, 'listed_count': 20, 'favourites_count': 1, 'statuses_count': 15918, 'created_at': 'Wed Jul 06 11:46:55 +0000 2011', 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1429385556/Add_Design_web_2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1429385556/Add_Design_web_2_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Emini', 'indices': [6, 12]}, {'text': 'DayTrading', 'indices': [19, 30]}, {'text': 'ES_F', 'indices': [122, 127]}], 'trends': [], 'urls': [{'url': 'http://t.co/cXU3TUH0jM', 'expanded_url': 'http://goo.gl/BTCYv', 'display_url': 'goo.gl/BTCYv', 'indices': [47, 69]}], 'user_mentions': [], 'symbols': [{'text': 'ES_F', 'indices': [13, 18]}, {'text': 'SPX', 'indices': [102, 106]}, {'text': 'SPY', 'indices': [107, 111]}, {'text': 'AAPL', 'indices': [112, 117]}, {'text': 'FB', 'indices': [118, 121]}]}",False,False,False,medium,en,2014-09-29 14:30:01.666,0.004712565,0.8480288,0.14725868
8,2014-09-29 15:06:49+00:00,516605020733575170,516605020733575168,http://t.co/UUQeeS6eNk bobirw: Cover 1000 $AAPL at 99.80 -.03: bobirw http://t.co/w1W1d6PR4t http://t.co/UUQeeS6eNk,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",False,,,,,,"{'id': 1137633156, 'id_str': '1137633156', 'name': 'OTPicks.com', 'screen_name': 'DayTradingClass', 'location': 'Wall St , NY', 'url': 'http://OTPicks.com', 'description': 'Subscribe to http://OTPicks.com for On Time Picks ! we are a free service and always will be ! tweets are not recommendations.. subscribe now!', 'protected': False, 'verified': False, 'followers_count': 5214, 'friends_count': 1954, 'listed_count': 23, 'favourites_count': 9, 'statuses_count': 122058, 'created_at': 'Thu Jan 31 18:49:29 +0000 2013', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000116839744/5172b17f134a3e058ca9c03eb3f7598b.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000116839744/5172b17f134a3e058ca9c03eb3f7598b.jpeg', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000740594323/13b72303c52a42d5cfe5448c3763e505_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000740594323/13b72303c52a42d5cfe5448c3763e505_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/UUQeeS6eNk', 'expanded_url': 'http://OTPicks.com', 'display_url': 'OTPicks.com', 'indices': [0, 22]}, {'url': 'http://t.co/w1W1d6PR4t', 'expanded_url': 'http://bit.ly/YCd6qs', 'display_url': 'bit.ly/YCd6qs', 'indices': [70, 92]}, {'url': 'http://t.co/UUQeeS6eNk', 'expanded_url': 'http://OTPicks.com', 'display_url': 'OTPicks.com', 'indices': [93, 115]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [42, 47]}]}",False,False,False,medium,en,2014-09-29 15:06:49.662,0.012047443,0.90429664,0.08365594
9,2014-09-29 14:10:32+00:00,516590856594538496,516590856594538496,Apple Inc. is doomed. $AAPL dropped by 1.62%! Currently priced at 99.12. http://t.co/A2YnXmdmST #AAPL,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 14814502, 'id_str': '14814502', 'name': 'macsquad', 'screen_name': 'macsquad', 'location': 'iPhone: 46.9612,8.465856\u200e', 'url': 'http://maps.google.com/m/m?q=46.9612,8.465856&site=maps', 'description': 'All tweets CC-By-NC-SA 3.0 - no distribution on facebook', 'protected': False, 'verified': False, 'followers_count': 173, 'friends_count': 172, 'listed_count': 4, 'favourites_count': 546, 'statuses_count': 9267, 'created_at': 'Sat May 17 20:49:28 +0000 2008', 'utc_offset': 7200, 'time_zone': 'Berlin', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'B2DFDA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': False, 'profile_link_color': '93A644', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1170784983/426535091_be4ad7a890_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1170784983/426535091_be4ad7a890_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'AAPL', 'indices': [96, 101]}], 'trends': [], 'urls': [{'url': 'http://t.co/A2YnXmdmST', 'expanded_url': 'http://ift.tt/e6XGix', 'display_url': 'ift.tt/e6XGix', 'indices': [73, 95]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [22, 27]}]}",False,False,False,medium,en,2014-09-29 14:10:32.667,0.9264955,0.06278474,0.01071971
