,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,possibly_sensitive,retweeted_status,extended_entities,negative,neutral,positive
0,2016-03-22 21:52:03+00:00,712396448483119112,712396448483119104,@timseymour @RiskReversal @MelissaLeeCNBC What then if China requested the key/code to access locked phones? The predent has been set! $AAPL,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,7.123960340062372e+17,7.123960340062372e+17,43549084.0,43549084.0,CausalNexus,"{'id': 43549084, 'id_str': '43549084', 'name': 'Causal Nexus', 'screen_name': 'CausalNexus', 'location': None, 'url': None, 'description': 'SPACE JOCKEY FROM A DISTANT STAR. TRAVELER OF TIME AND SPACE. My tweets should not be used as investment or trading advice.', 'protected': False, 'verified': False, 'followers_count': 138, 'friends_count': 104, 'listed_count': 8, 'favourites_count': 178, 'statuses_count': 4349, 'created_at': 'Sat May 30 16:10:22 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '131516', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/550314396598034432/hMufoOzU_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/550314396598034432/hMufoOzU_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/43549084/1419405062', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'timseymour', 'name': 'Tim Seymour', 'id': 39853973, 'id_str': '39853973', 'indices': [0, 11]}, {'screen_name': 'RiskReversal', 'name': 'Dan Nathan', 'id': 271211220, 'id_str': '271211220', 'indices': [12, 25]}, {'screen_name': 'MelissaLeeCNBC', 'name': 'Melissa Lee', 'id': 1347071545, 'id_str': '1347071545', 'indices': [26, 41]}], 'symbols': [{'text': 'AAPL', 'indices': [135, 140]}]}",False,False,low,en,2016-03-22 21:52:03.661,,,,0.12617682,0.822677,0.05114617
1,2016-03-22 21:42:34+00:00,712394061911625730,712394061911625728,#Apple ( $AAPL) About To Run News Ads But They Look Awfully Familiar. Read more: https://t.co/owyjHT2Exv,"<a href=""https://qe.owler.com"" rel=""nofollow"">owler_news</a>",False,,,,,,"{'id': 4844519120, 'id_str': '4844519120', 'name': 'Owlerowl', 'screen_name': 'owlerowl', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 6, 'friends_count': 0, 'listed_count': 11, 'favourites_count': 0, 'statuses_count': 10535, 'created_at': 'Mon Feb 01 12:24:52 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png', 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [0, 6]}], 'urls': [{'url': 'https://t.co/owyjHT2Exv', 'expanded_url': 'https://www.owler.com/iaApp/article/56e83230e4b0deadc736087b.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ComputerHardware', 'display_url': 'owler.com/iaApp/article/…', 'indices': [81, 104]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [9, 14]}]}",False,False,low,en,2016-03-22 21:42:34.658,0.0,,,0.1303727,0.76246345,0.10716375
2,2016-03-22 19:10:53+00:00,712355889567522816,712355889567522816,"@Nate_Tingley @Bdave100 that along with uncertainty on $AAPL's next ""big thing"" could definitely drop prices and lessen trades","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,7.120304077645496e+17,7.120304077645496e+17,870692802.0,870692802.0,Nate_Tingley,"{'id': 492677237, 'id_str': '492677237', 'name': 'Caleb Davis', 'screen_name': 'Calb_04', 'location': 'Kansas  ✈️', 'url': None, 'description': 'Maximize your experience', 'protected': False, 'verified': False, 'followers_count': 271, 'friends_count': 365, 'listed_count': 4, 'favourites_count': 486, 'statuses_count': 598, 'created_at': 'Wed Feb 15 00:26:22 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/656692849073741825/kRWcSk3D_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/656692849073741825/kRWcSk3D_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/492677237/1457950603', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Nate_Tingley', 'name': 'Nate Tingley', 'id': 870692802, 'id_str': '870692802', 'indices': [0, 13]}, {'screen_name': 'Bdave100', 'name': 'Brandon Davis', 'id': 4837193773, 'id_str': '4837193773', 'indices': [14, 23]}], 'symbols': [{'text': 'AAPL', 'indices': [55, 60]}]}",False,False,low,en,2016-03-22 19:10:53.662,,,,0.7266656,0.25893837,0.014395913
3,2016-03-22 20:04:24+00:00,712369357481873408,712369357481873408,iPhone SE may not make #Apple's India bite bigger. Read more: https://t.co/mPCTiK24TB $AAPL,"<a href=""https://www.owler.com"" rel=""nofollow""> Peripherals</a>",False,,,,,,"{'id': 4830764948, 'id_str': '4830764948', 'name': 'Peripheral News', 'screen_name': '_peripherals', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Peripheral News with Owler. View all companies in the Peripherals Sector: http://www.owler.com/iaApp/sector/i13_s6/owler/', 'protected': False, 'verified': False, 'followers_count': 24, 'friends_count': 3, 'listed_count': 34, 'favourites_count': 0, 'statuses_count': 15518, 'created_at': 'Fri Jan 29 15:06:34 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693088344448700416/AROpSZy7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693088344448700416/AROpSZy7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830764948/1454080208', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [23, 29]}], 'urls': [{'url': 'https://t.co/mPCTiK24TB', 'expanded_url': 'http://owler.us/aacfvZ', 'display_url': 'owler.us/aacfvZ', 'indices': [62, 85]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [86, 91]}]}",False,False,low,en,2016-03-22 20:04:24.663,0.0,,,0.24198031,0.6720155,0.08600418
4,2016-03-22 20:04:24+00:00,712369357465124865,712369357465124864,iPhone SE may not make #Apple's India bite bigger. Read more: https://t.co/3hfDwhtSph $AAPL,"<a href=""https://www.owler.com"" rel=""nofollow"">computer hware</a>",False,,,,,,"{'id': 4830708541, 'id_str': '4830708541', 'name': 'Computer News', 'screen_name': 'computer_hware', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Computer News with Owler. View all companies in the Computer Hardware Sector: http://www.owler.com/iaApp/sector/i13_s1/owler/', 'protected': False, 'verified': False, 'followers_count': 28, 'friends_count': 2, 'listed_count': 30, 'favourites_count': 0, 'statuses_count': 18145, 'created_at': 'Fri Jan 29 14:37:00 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830708541/1454078382', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [23, 29]}], 'urls': [{'url': 'https://t.co/3hfDwhtSph', 'expanded_url': 'http://owler.us/aacfvo', 'display_url': 'owler.us/aacfvo', 'indices': [62, 85]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [86, 91]}]}",False,False,low,en,2016-03-22 20:04:24.659,0.0,,,0.24198031,0.6720155,0.08600418
5,2016-03-22 20:04:24+00:00,712369357486067712,712369357486067712,iPhone SE may not make #Apple's India bite bigger. Read more: https://t.co/gRlamP3fE0 $AAPL,"<a href=""https://www.owler.com"" rel=""nofollow"">Electronic Equipment</a>",False,,,,,,"{'id': 4830653904, 'id_str': '4830653904', 'name': 'Electronic News', 'screen_name': 'electronic_eqpt', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Electronic News with Owler. View all companies in the Electronic Equipment Sector: http://www.owler.com/iaApp/sector/i13_s4/owler/', 'protected': False, 'verified': False, 'followers_count': 29, 'friends_count': 2, 'listed_count': 36, 'favourites_count': 0, 'statuses_count': 20519, 'created_at': 'Fri Jan 29 14:58:33 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693086251323228161/LmjrYJ3y_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693086251323228161/LmjrYJ3y_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830653904/1454079668', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [23, 29]}], 'urls': [{'url': 'https://t.co/gRlamP3fE0', 'expanded_url': 'http://owler.us/aacfwq', 'display_url': 'owler.us/aacfwq', 'indices': [62, 85]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [86, 91]}]}",False,False,low,en,2016-03-22 20:04:24.664,0.0,,,0.24198031,0.6720155,0.08600418
6,2016-03-22 01:22:09+00:00,712086934034767872,712086934034767872,$AAPL - U.S. Says 'Outside Party' Could Unlock Terrorist's iPhone -- Update https://t.co/4yyyl4Ul9l,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>",False,,,,,,"{'id': 1025520031, 'id_str': '1025520031', 'name': 'Эрдэнэбаатар', 'screen_name': 'naatraa_12', 'location': None, 'url': None, 'description': 'Mongolian', 'protected': False, 'verified': False, 'followers_count': 785, 'friends_count': 858, 'listed_count': 6, 'favourites_count': 2481, 'statuses_count': 7729, 'created_at': 'Fri Dec 21 02:56:23 +0000 2012', 'utc_offset': 28800, 'time_zone': 'Beijing', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '76CC14', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': False, 'profile_link_color': '102AD1', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645777513424138240/sQtCpUHg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645777513424138240/sQtCpUHg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1025520031/1407177720', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/4yyyl4Ul9l', 'expanded_url': 'http://ih.advfn.com/p.php?pid=nmona&article=70847012&adw=1126416', 'display_url': 'ih.advfn.com/p.php?pid=nmon…', 'indices': [76, 99]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,low,en,2016-03-22 01:22:09.666,0.0,,,0.115084395,0.8529195,0.031996068
7,2016-03-22 15:35:36+00:00,712301711730319360,712301711730319360,Apple Inc. $AAPL Given a $135.00 Price Target at Nomura https://t.co/UqucHMK4bA #acn,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 52210566, 'id_str': '52210566', 'name': 'Consumer News', 'screen_name': 'AmConsumerNews', 'location': 'Sioux Falls, SD', 'url': 'http://www.americanconsumernews.com/', 'description': 'Personal Finance and Consumer Tips', 'protected': False, 'verified': False, 'followers_count': 1459, 'friends_count': 1409, 'listed_count': 158, 'favourites_count': 0, 'statuses_count': 783281, 'created_at': 'Mon Jun 29 22:22:08 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/20558354/back.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/20558354/back.jpg', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'ADADAD', 'profile_sidebar_fill_color': 'E8E8E8', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/289298274/text_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/289298274/text_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'acn', 'indices': [80, 84]}], 'urls': [{'url': 'https://t.co/UqucHMK4bA', 'expanded_url': 'http://ift.tt/25j09jD', 'display_url': 'ift.tt/25j09jD', 'indices': [56, 79]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [11, 16]}]}",False,False,low,en,2016-03-22 15:35:36.659,0.0,,,0.0066617215,0.7016244,0.29171383
8,2016-03-22 02:24:05+00:00,712102520055705600,712102520055705600,"@pateltexas $googl, $FB , $AAPL","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,7.120699887234826e+17,7.120699887234826e+17,2898526274.0,2898526274.0,pateltexas,"{'id': 2903269091, 'id_str': '2903269091', 'name': 'Jeremy Arizola', 'screen_name': 'Ziggityzola', 'location': 'Las Vegas', 'url': None, 'description': 'Perpetual student. Options are my thing. I am THE tattooed trader. A journal of my trades n thoughts *Not Invesment advice,these r my views only.', 'protected': False, 'verified': False, 'followers_count': 526, 'friends_count': 84, 'listed_count': 25, 'favourites_count': 2516, 'statuses_count': 5728, 'created_at': 'Wed Dec 03 03:26:42 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/609939936335126530/znx02o0c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/609939936335126530/znx02o0c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2903269091/1426366898', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'pateltexas', 'name': 'Dharmesh Patel', 'id': 2898526274, 'id_str': '2898526274', 'indices': [0, 11]}], 'symbols': [{'text': 'googl', 'indices': [12, 18]}, {'text': 'FB', 'indices': [20, 23]}, {'text': 'AAPL', 'indices': [26, 31]}]}",False,False,low,in,2016-03-22 02:24:05.663,,,,0.013485015,0.7600388,0.22647634
9,2016-03-22 00:03:25+00:00,712067120125710337,712067120125710336,"DoJ says 'possible method' found to unlocking iPhone, asking for hearing with #Apple to be ... Read more: https://t.co/Kn12Y648CW $AAPL","<a href=""https://www.owler.com"" rel=""nofollow"">computer hware</a>",False,,,,,,"{'id': 4830708541, 'id_str': '4830708541', 'name': 'Computer News', 'screen_name': 'computer_hware', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Computer News with Owler. View all companies in the Computer Hardware Sector: http://www.owler.com/iaApp/sector/i13_s1/owler/', 'protected': False, 'verified': False, 'followers_count': 26, 'friends_count': 2, 'listed_count': 30, 'favourites_count': 0, 'statuses_count': 17107, 'created_at': 'Fri Jan 29 14:37:00 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830708541/1454078382', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [78, 84]}], 'urls': [{'url': 'https://t.co/Kn12Y648CW', 'expanded_url': 'http://owler.us/aaa8Jj', 'display_url': 'owler.us/aaa8Jj', 'indices': [106, 129]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [130, 135]}]}",False,False,low,en,2016-03-22 00:03:25.662,0.0,,,0.014138388,0.88506943,0.10079228
