,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,retweeted_status,negative,neutral,positive
0,2014-10-06 22:09:20+00:00,519248065606070272,519248065606070272,"$EBAY News: ""Apple Poses No Threat To PayPal $AAPL #APPLE $EBAY …"" http://t.co/05Dcj4n6mt Board view: https://t.co/2WYMm6I5Ol","<a href=""https://quantpost.com"" rel=""nofollow"">Quantpost Herald</a>",False,,,,,,"{'id': 1924310023, 'id_str': '1924310023', 'name': 'Quantpost Service', 'screen_name': 'QP_Service', 'location': '', 'url': 'http://quantpost.com', 'description': '@Quantpost trade discovery reports updated in real-time for significant events in the Services\nsector.', 'protected': False, 'verified': False, 'followers_count': 113, 'friends_count': 195, 'listed_count': 8, 'favourites_count': 0, 'statuses_count': 4868, 'created_at': 'Tue Oct 01 18:45:29 +0000 2013', 'utc_offset': -21600, 'time_zone': 'Mountain Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000086200385/8400c43a4d4f8926bc84ddb373b8a88c.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000086200385/8400c43a4d4f8926bc84ddb373b8a88c.png', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/513300283833593856/l68aPCfT_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/513300283833593856/l68aPCfT_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1924310023/1411215310', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'APPLE', 'indices': [51, 57]}], 'trends': [], 'urls': [{'url': 'http://t.co/05Dcj4n6mt', 'expanded_url': 'http://seekingalpha.com/article/2543995-apple-poses-no-threat-to-paypal?source=feed_f', 'display_url': 'seekingalpha.com/article/254399…', 'indices': [67, 89]}, {'url': 'https://t.co/2WYMm6I5Ol', 'expanded_url': 'https://quantpost.com/list/?symbol=EBAY', 'display_url': 'quantpost.com/list/?symbol=E…', 'indices': [102, 125]}], 'user_mentions': [], 'symbols': [{'text': 'EBAY', 'indices': [0, 5]}, {'text': 'AAPL', 'indices': [45, 50]}, {'text': 'EBAY', 'indices': [58, 63]}]}",False,False,False,medium,en,2014-10-06 22:09:20.665,,0.01324352,0.796768,0.18998839
1,2014-10-07 20:47:04+00:00,519589750374555648,519589750374555648,Business is booming...$AAPL PT Lifted to $120 at Susquehanna on Richer iPhone Mix http://t.co/8J6EHTxSzL via @Street_Insider,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",False,,,,,,"{'id': 319622801, 'id_str': '319622801', 'name': 'RT', 'screen_name': 'RTAutomator', 'location': '', 'url': None, 'description': 'Entrepreneur, Wall Street, Boston Sports Fan, Moody Maine, Marco Island', 'protected': False, 'verified': False, 'followers_count': 43, 'friends_count': 156, 'listed_count': 0, 'favourites_count': 22, 'statuses_count': 593, 'created_at': 'Sat Jun 18 12:55:47 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2179561768/USD_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2179561768/USD_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/8J6EHTxSzL', 'expanded_url': 'http://www.streetinsider.com/Analyst+Comments/Apple+%28AAPL%29+PT+Lifted+to+%24120+at+Susquehanna+on+Richer+iPhone+Mix/9891000.html', 'display_url': 'streetinsider.com/Analyst+Commen…', 'indices': [82, 104]}], 'user_mentions': [{'screen_name': 'Street_Insider', 'name': 'Streetinsider.com', 'id': 84402174, 'id_str': '84402174', 'indices': [109, 124]}], 'symbols': []}",False,False,False,medium,en,2014-10-07 20:47:04.666,,0.0021786054,0.03896825,0.9588531
2,2014-10-07 21:09:33+00:00,519595408507420674,519595408507420672,NEW VIDEO: Back to the lows! Action Recap: http://t.co/N9tNwjPXct $SPY $IWM $GM $AAPL $GPRO and more #stocks #trading,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 24609836, 'id_str': '24609836', 'name': 'Evan Medeiros', 'screen_name': 'EvanMedeiros', 'location': 'Boston', 'url': 'http://www.theTradeRisk.com', 'description': 'trader - software developer - entrepreneur', 'protected': False, 'verified': False, 'followers_count': 308, 'friends_count': 200, 'listed_count': 19, 'favourites_count': 208, 'statuses_count': 5267, 'created_at': 'Sun Mar 15 23:42:19 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/455033791669477376/hT25IWlb_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/455033791669477376/hT25IWlb_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/24609836/1403228810', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stocks', 'indices': [101, 108]}, {'text': 'trading', 'indices': [109, 117]}], 'trends': [], 'urls': [{'url': 'http://t.co/N9tNwjPXct', 'expanded_url': 'http://stks.co/f18lA', 'display_url': 'stks.co/f18lA', 'indices': [43, 65]}], 'user_mentions': [], 'symbols': [{'text': 'SPY', 'indices': [66, 70]}, {'text': 'IWM', 'indices': [71, 75]}, {'text': 'GM', 'indices': [76, 79]}, {'text': 'AAPL', 'indices': [80, 85]}, {'text': 'GPRO', 'indices': [86, 91]}]}",False,False,False,medium,en,2014-10-07 21:09:33.666,,0.05012418,0.8473181,0.102557704
3,2014-10-06 23:58:38+00:00,519275571868491776,519275571868491776,IPhone 6 issue creates hairy situation for Apple http://t.co/H0s8WW82bu #IBDBlogs via @IBDinvestors  $AAPL,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",False,,,,,,"{'id': 21066382, 'id_str': '21066382', 'name': 'TradeFunHealthMoney', 'screen_name': 'EliRaam', 'location': 'New Jersey USA', 'url': 'http://www.facebook.com/eli.raam', 'description': 'Highly educated.\r\nStockbroker/Trader , Entrepreneur, Teacher,  World Traveler,\r\nStudent Of Life.', 'protected': False, 'verified': False, 'followers_count': 1486, 'friends_count': 696, 'listed_count': 7, 'favourites_count': 21, 'statuses_count': 3906, 'created_at': 'Tue Feb 17 05:15:27 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '352726', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/6632832/hot_005.JPG', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/6632832/hot_005.JPG', 'profile_background_tile': False, 'profile_link_color': 'D02B55', 'profile_sidebar_border_color': '829D5E', 'profile_sidebar_fill_color': '99CC33', 'profile_text_color': '3E4415', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1861021454/meinj__1__normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1861021454/meinj__1__normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/21066382/1401765652', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'IBDBlogs', 'indices': [72, 81]}], 'trends': [], 'urls': [{'url': 'http://t.co/H0s8WW82bu', 'expanded_url': 'http://news.investors.com/technology-click/100614-720420-apple-iphone-6-design-can-snag-users-hair.htm', 'display_url': 'news.investors.com/technology-cli…', 'indices': [49, 71]}], 'user_mentions': [{'screen_name': 'IBDinvestors', 'name': 'Investors.com', 'id': 21328656, 'id_str': '21328656', 'indices': [86, 99]}], 'symbols': [{'text': 'AAPL', 'indices': [101, 106]}]}",False,False,False,medium,en,2014-10-06 23:58:38.669,,0.2247735,0.6915406,0.08368595
4,2014-10-07 19:54:18+00:00,519576471216459776,519576471216459776,RT @FortuneMagazine: Apple’s iPhone is facing a new social media storm http://t.co/zcmA3KPg0j $AAPL,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",False,,,,,,"{'id': 2729080552, 'id_str': '2729080552', 'name': 'joe gondwe', 'screen_name': 'joegondwe27', 'location': 'Lusaka,Zambia ', 'url': None, 'description': 'No need', 'protected': False, 'verified': False, 'followers_count': 5, 'friends_count': 78, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 2, 'created_at': 'Wed Jul 30 14:26:38 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/497025950681694208/M1gHMHVq_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/497025950681694208/M1gHMHVq_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2729080552/1407335543', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/zcmA3KPg0j', 'expanded_url': 'http://for.tn/1vOQgqh', 'display_url': 'for.tn/1vOQgqh', 'indices': [71, 93]}], 'user_mentions': [{'screen_name': 'FortuneMagazine', 'name': 'Fortune Magazine', 'id': 25053299, 'id_str': '25053299', 'indices': [3, 19]}], 'symbols': [{'text': 'AAPL', 'indices': [94, 99]}]}",False,False,False,medium,en,2014-10-07 19:54:18.696,"{'created_at': 'Tue Oct 07 19:53:03 +0000 2014', 'id': 519576154252922880, 'id_str': '519576154252922880', 'text': 'Apple’s iPhone is facing a new social media storm http://t.co/zcmA3KPg0j $AAPL', 'source': '<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 25053299, 'id_str': '25053299', 'name': 'Fortune Magazine', 'screen_name': 'FortuneMagazine', 'location': 'New York', 'url': 'http://fortune.com', 'description': ""FORTUNE's official Twitter feed. Here's what we're hearing, seeing, reading and writing. Visit us at http://www.fortune.com"", 'protected': False, 'verified': True, 'followers_count': 1373850, 'friends_count': 484, 'listed_count': 17791, 'favourites_count': 129, 'statuses_count': 32825, 'created_at': 'Wed Mar 18 10:23:54 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/638320730/tdcsbedbx8z80a2jf3r2.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/638320730/tdcsbedbx8z80a2jf3r2.jpeg', 'profile_background_tile': False, 'profile_link_color': '6E6E6E', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/459373605852172288/XtTZlC8V_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/459373605852172288/XtTZlC8V_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/25053299/1398270168', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 1, 'entities': {'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/zcmA3KPg0j', 'expanded_url': 'http://for.tn/1vOQgqh', 'display_url': 'for.tn/1vOQgqh', 'indices': [50, 72]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [73, 78]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0.038033314,0.8131451,0.14882162
5,2014-10-07 04:13:03+00:00,519339597911031808,519339597911031808,Sell $AAPL!!! Earn 100% per year with our 'Top 10 Hedge Fund' Artificial Intelligence - http://t.co/x7MDlPJXnp @CNBC $SPY,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>",False,,,,,,"{'id': 368615592, 'id_str': '368615592', 'name': '♥ @MyOrgone ♥', 'screen_name': 'MyOrgone', 'location': 'Southwest Florida, USA', 'url': 'http://stores.ebay.com/Orgone-Radionics-Crystal-Activators', 'description': 'We make & sell Orgone, and we also sell Orgone Making supplies! See our $29.99 Lighted Orgone Pyramid & our $29.95 Orgone Making Kit! 100% eBay Feedback!', 'protected': False, 'verified': False, 'followers_count': 1461, 'friends_count': 1903, 'listed_count': 33, 'favourites_count': 6, 'statuses_count': 129648, 'created_at': 'Mon Sep 05 23:04:10 +0000 2011', 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/500820666682056704/QjBAemHu_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/500820666682056704/QjBAemHu_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/368615592/1393224075', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/x7MDlPJXnp', 'expanded_url': 'http://thebestlittlehedgefund.com', 'display_url': 'thebestlittlehedgefund.com', 'indices': [88, 110]}], 'user_mentions': [{'screen_name': 'CNBC', 'name': 'CNBC', 'id': 20402945, 'id_str': '20402945', 'indices': [111, 116]}], 'symbols': [{'text': 'AAPL', 'indices': [5, 10]}, {'text': 'SPY', 'indices': [117, 121]}]}",False,False,False,medium,en,2014-10-07 04:13:03.666,,0.0069255754,0.150428,0.8426465
6,2014-10-07 12:07:48+00:00,519459072664690688,519459072664690688,RT @WrigleyTom: $FEYE $AAPL | FireEye Delivers Targeted Attack Protection for the Apple Platform http://t.co/aK28s7RZ5z,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 322090544, 'id_str': '322090544', 'name': 'Fahd El', 'screen_name': 'fahdieno', 'location': 'Rotterdam', 'url': None, 'description': 'Day trader, loving husband and father', 'protected': False, 'verified': False, 'followers_count': 172, 'friends_count': 218, 'listed_count': 4, 'favourites_count': 513, 'statuses_count': 1811, 'created_at': 'Wed Jun 22 16:29:37 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/485910598782566401/PgNGCWhO_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/485910598782566401/PgNGCWhO_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/322090544/1410639468', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/aK28s7RZ5z', 'expanded_url': 'http://bit.ly/ZbqCkZ', 'display_url': 'bit.ly/ZbqCkZ', 'indices': [97, 119]}], 'user_mentions': [{'screen_name': 'WrigleyTom', 'name': 'Tom Wrigley', 'id': 545618159, 'id_str': '545618159', 'indices': [3, 14]}], 'symbols': [{'text': 'FEYE', 'indices': [16, 21]}, {'text': 'AAPL', 'indices': [22, 27]}]}",False,False,False,medium,en,2014-10-07 12:07:48.683,"{'created_at': 'Tue Oct 07 12:07:37 +0000 2014', 'id': 519459026778611713, 'id_str': '519459026778611713', 'text': '$FEYE $AAPL | FireEye Delivers Targeted Attack Protection for the Apple Platform http://t.co/aK28s7RZ5z', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 545618159, 'id_str': '545618159', 'name': 'Tom Wrigley', 'screen_name': 'WrigleyTom', 'location': 'Chicago, IL', 'url': None, 'description': '16-yr Experienced Trader                      ★ Information Only ★ Tweets & RT ≠ Endorsements ★              Fools talk ◆ Cowards are silent ◆ Wise men listen ◆', 'protected': False, 'verified': False, 'followers_count': 2354, 'friends_count': 224, 'listed_count': 78, 'favourites_count': 36931, 'statuses_count': 5952, 'created_at': 'Thu Apr 05 02:22:06 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '240DF7', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/446057511817195520/dOdLYTDc.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/446057511817195520/dOdLYTDc.png', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/504392171730898944/WNdxBqOn_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/504392171730898944/WNdxBqOn_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/545618159/1403495339', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/aK28s7RZ5z', 'expanded_url': 'http://bit.ly/ZbqCkZ', 'display_url': 'bit.ly/ZbqCkZ', 'indices': [81, 103]}], 'user_mentions': [], 'symbols': [{'text': 'FEYE', 'indices': [0, 5]}, {'text': 'AAPL', 'indices': [6, 11]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0.0044487524,0.7079095,0.2876417
7,2014-10-07 20:12:34+00:00,519581068177838080,519581068177838080,@RTAutomator $AAPL Temporarily helped by the PPT.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,5.1957990433859174e+17,5.1957990433859174e+17,319622801.0,319622801.0,RTAutomator,"{'id': 43549084, 'id_str': '43549084', 'name': 'Causal Nexus', 'screen_name': 'CausalNexus', 'location': '', 'url': None, 'description': 'IT consultant, stock market trader/investor, music aficionado.', 'protected': False, 'verified': False, 'followers_count': 98, 'friends_count': 112, 'listed_count': 9, 'favourites_count': 106, 'statuses_count': 2655, 'created_at': 'Sat May 30 16:10:22 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000279378084/80f0b003118a1c0b38a1547d69861f5f_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000279378084/80f0b003118a1c0b38a1547d69861f5f_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/43549084/1371164993', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [{'screen_name': 'RTAutomator', 'name': 'RT', 'id': 319622801, 'id_str': '319622801', 'indices': [0, 12]}], 'symbols': [{'text': 'AAPL', 'indices': [13, 18]}]}",False,False,False,medium,en,2014-10-07 20:12:34.667,,0.006181605,0.31640437,0.67741406
8,2014-10-07 12:00:00+00:00,519457109717827584,519457109717827584,$AAPL Price taget $120 $QQQ $SPY http://t.co/h8i3YtHz0u,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 2674385893, 'id_str': '2674385893', 'name': 'BUMBLEBEECHARTS', 'screen_name': 'BUMBLEBEECHARTS', 'location': '', 'url': None, 'description': 'CHARTS: INSIDE BAR, REVERSALS, BREAKOUTS, FILL THE GAP.', 'protected': False, 'verified': False, 'followers_count': 28, 'friends_count': 42, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 975, 'created_at': 'Wed Jul 23 16:30:18 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFF04D', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0099CC', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F6FFD1', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/492465531484504064/rBtWCru2_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/492465531484504064/rBtWCru2_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2674385893/1406248449', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/h8i3YtHz0u', 'expanded_url': 'http://stks.co/f18Zs', 'display_url': 'stks.co/f18Zs', 'indices': [33, 55]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}, {'text': 'QQQ', 'indices': [23, 27]}, {'text': 'SPY', 'indices': [28, 32]}]}",False,False,False,medium,en,2014-10-07 12:00:00.682,,0.029543035,0.86397934,0.106477626
9,2014-10-07 10:23:32+00:00,519432833107243008,519432833107243008,Apple's patented flexible device display triggers data events through bending $AAPL http://t.co/baDHzUSSfq,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",False,,,,,,"{'id': 2766213605, 'id_str': '2766213605', 'name': 'bribedDuck', 'screen_name': 'bribedDuck', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 37, 'friends_count': 20, 'listed_count': 2, 'favourites_count': 230, 'statuses_count': 101, 'created_at': 'Wed Sep 10 10:24:13 +0000 2014', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'ru', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/509648995975983104/3VTAM7ks_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/509648995975983104/3VTAM7ks_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/baDHzUSSfq', 'expanded_url': 'http://appleinsider.com/articles/14/10/07/apples-patented-flexible-device-display-triggers-data-events-through-bending', 'display_url': 'appleinsider.com/articles/14/10…', 'indices': [84, 106]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [78, 83]}]}",False,False,False,medium,en,2014-10-07 10:23:32.672,,0.0054439977,0.44485986,0.54969615
