,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,retweeted_status,negative,neutral,positive
0,2015-11-24 23:37:03+00:00,669298716583399425,669298716583399424,"DUST Direxion Daily Gold Miners Bear 3x Shares % Change
https://t.co/jZKXRWZA86

$DUST $MO $PG $AAPL #DUST #invest #finance","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2181357950, 'id_str': '2181357950', 'name': 'Stock_Tracker', 'screen_name': 'Stock_Tracker1', 'location': None, 'url': None, 'description': 'Tracking HOT Stocks', 'protected': False, 'verified': False, 'followers_count': 1604, 'friends_count': 451, 'listed_count': 202, 'favourites_count': 0, 'statuses_count': 259876, 'created_at': 'Fri Nov 08 03:17:00 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000709688369/82fcc4db78e7f089d78d19d3d6d963d6_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000709688369/82fcc4db78e7f089d78d19d3d6d963d6_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'DUST', 'indices': [101, 106]}, {'text': 'invest', 'indices': [107, 114]}, {'text': 'finance', 'indices': [115, 123]}], 'urls': [{'url': 'https://t.co/jZKXRWZA86', 'expanded_url': 'http://dlvr.it/CqnlY2', 'display_url': 'dlvr.it/CqnlY2', 'indices': [56, 79]}], 'user_mentions': [], 'symbols': [{'text': 'DUST', 'indices': [81, 86]}, {'text': 'MO', 'indices': [87, 90]}, {'text': 'PG', 'indices': [91, 94]}, {'text': 'AAPL', 'indices': [95, 100]}]}",False,False,0.0,low,en,2015-11-24 23:37:03.659,,0.035060626,0.90217763,0.06276171
1,2015-11-25 05:22:16+00:00,669385593198129152,669385593198129152,kthirum1: kthirum1: bosocial: Screen through high rated articles for US Tech Kings at once $AAPL $GOOG $FB … https://t.co/lhZ4vyiZ3H,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 24567136, 'id_str': '24567136', 'name': 'Krishna', 'screen_name': 'kthirum1', 'location': 'Washington DC', 'url': None, 'description': 'Professional Smart Pants | Engineer | Kinda okay meh.. Stock Investor | Adventuristic', 'protected': False, 'verified': False, 'followers_count': 235, 'friends_count': 210, 'listed_count': 148, 'favourites_count': 390, 'statuses_count': 23207, 'created_at': 'Sun Mar 15 19:00:21 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/501552496884854786/bMnEjT-u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/501552496884854786/bMnEjT-u_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/24567136/1411760333', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/lhZ4vyiZ3H', 'expanded_url': 'http://bit.ly/options_1', 'display_url': 'bit.ly/options_1', 'indices': [109, 132]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [91, 96]}, {'text': 'GOOG', 'indices': [97, 102]}, {'text': 'FB', 'indices': [103, 106]}]}",False,False,0.0,low,en,2015-11-25 05:22:16.658,,0.005645906,0.6048932,0.38946083
2,2015-11-25 01:51:24+00:00,669332526897504256,669332526897504256,"StockWebTrading: $AAPL $AMAT $AMGN $AMTD $AMZN $ATVI Trade long and short positions from the #NASDAQ, up to 190% since 2011. …","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 24567136, 'id_str': '24567136', 'name': 'Krishna', 'screen_name': 'kthirum1', 'location': 'Washington DC', 'url': None, 'description': 'Professional Smart Pants | Engineer | Kinda okay meh.. Stock Investor | Adventuristic', 'protected': False, 'verified': False, 'followers_count': 233, 'friends_count': 210, 'listed_count': 145, 'favourites_count': 390, 'statuses_count': 22850, 'created_at': 'Sun Mar 15 19:00:21 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/501552496884854786/bMnEjT-u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/501552496884854786/bMnEjT-u_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/24567136/1411760333', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'NASDAQ', 'indices': [93, 100]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [17, 22]}, {'text': 'AMAT', 'indices': [23, 28]}, {'text': 'AMGN', 'indices': [29, 34]}, {'text': 'AMTD', 'indices': [35, 40]}, {'text': 'AMZN', 'indices': [41, 46]}, {'text': 'ATVI', 'indices': [47, 52]}]}",False,False,,low,en,2015-11-25 01:51:24.666,,0.009068097,0.757575,0.23335682
3,2015-11-25 16:48:38+00:00,669558323050450944,669558323050450944,Apple Inc. (AAPL) iPad Pro Reaction Was Full of Problems $AAPL #Apple iPadPro https://t.co/akntzLsq1m,"<a href=""http://LearnBonds.com"" rel=""nofollow"">LearnBonds</a>",False,,,,,,"{'id': 393797909, 'id_str': '393797909', 'name': 'LearnBonds.com', 'screen_name': 'LearnBonds', 'location': 'Las Vegas, NV', 'url': 'http://www.learnbonds.com', 'description': 'Breaking Bond and Finance News http://www.learnbonds.com', 'protected': False, 'verified': False, 'followers_count': 1176, 'friends_count': 246, 'listed_count': 121, 'favourites_count': 12, 'statuses_count': 12304, 'created_at': 'Wed Oct 19 02:50:03 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '022330', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/592810924265906178/N6h7m2SI_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/592810924265906178/N6h7m2SI_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/393797909/1430172204', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [63, 69]}], 'urls': [{'url': 'https://t.co/akntzLsq1m', 'expanded_url': 'http://learnbonds.com/125233/apple-inc-aapl-ipad-pro-reaction-was-full-of-problems/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitterUpdated', 'display_url': 'learnbonds.com/125233/apple-i…', 'indices': [78, 101]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [57, 62]}]}",False,False,0.0,low,en,2015-11-25 16:48:38.664,,0.7694776,0.20441566,0.026106717
4,2015-11-25 20:01:17+00:00,669606805006393344,669606805006393344,$AAPL - Apple Music Comes to Alphabet's Android https://t.co/ERWeFQogCM,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>",False,,,,,,"{'id': 946313485, 'id_str': '946313485', 'name': 'The Cardiac Kid', 'screen_name': '_CardiacKid', 'location': None, 'url': None, 'description': 'Follower of Jesus Christ, ASE Master Automotive Technician, Stock Trader.  What does it profit a man to gain the whole world and forfeit his own soul? Mark 8:36', 'protected': False, 'verified': False, 'followers_count': 837, 'friends_count': 354, 'listed_count': 39, 'favourites_count': 128, 'statuses_count': 102579, 'created_at': 'Tue Nov 13 18:49:54 +0000 2012', 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000816903625/cd39673317ca9d13977bad8e5e55d9bd_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000816903625/cd39673317ca9d13977bad8e5e55d9bd_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/946313485/1385926224', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ERWeFQogCM', 'expanded_url': 'http://ih.advfn.com/p.php?pid=nmona&article=69474853&xref=newsalerttweet&adw=1126416', 'display_url': 'ih.advfn.com/p.php?pid=nmon…', 'indices': [48, 71]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,0.0,low,en,2015-11-25 20:01:17.663,,0.0071215136,0.72859883,0.26427975
5,2015-11-25 14:00:02+00:00,669515893462933508,669515893462933504,RT @SentiQuant: toptickertweets $DAX $AAPL $SPY $AEMD $FB #FinTech #FinServ https://t.co/NKDRUaTly8 20151125-08:00,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",False,,,,,,"{'id': 2801334731, 'id_str': '2801334731', 'name': 'James DiPlata', 'screen_name': 'diggingplatinum', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 1005, 'friends_count': 1499, 'listed_count': 295, 'favourites_count': 539, 'statuses_count': 37311, 'created_at': 'Fri Oct 03 04:28:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556454430032551936/lD-7VMlA_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556454430032551936/lD-7VMlA_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2801334731/1412850943', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'FinTech', 'indices': [58, 66]}, {'text': 'FinServ', 'indices': [67, 75]}], 'urls': [{'url': 'https://t.co/NKDRUaTly8', 'expanded_url': 'http://sentiquant.com', 'display_url': 'sentiquant.com', 'indices': [76, 99]}], 'user_mentions': [{'screen_name': 'SentiQuant', 'name': 'SentiQuant', 'id': 2440894303, 'id_str': '2440894303', 'indices': [3, 14]}], 'symbols': [{'text': 'DAX', 'indices': [32, 36]}, {'text': 'AAPL', 'indices': [37, 42]}, {'text': 'SPY', 'indices': [43, 47]}, {'text': 'AEMD', 'indices': [48, 53]}, {'text': 'FB', 'indices': [54, 57]}]}",False,False,0.0,low,nl,2015-11-25 14:00:02.662,"{'created_at': 'Wed Nov 25 13:00:02 +0000 2015', 'id': 669500794631290881, 'id_str': '669500794631290881', 'text': 'toptickertweets $DAX $AAPL $SPY $AEMD $FB #FinTech #FinServ https://t.co/NKDRUaTly8 20151125-08:00', 'source': '<a href=""http://www.quantheta.com"" rel=""nofollow"">quantheta</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2440894303, 'id_str': '2440894303', 'name': 'SentiQuant', 'screen_name': 'SentiQuant', 'location': 'Manhattan, NY', 'url': 'http://www.sentiquant.com', 'description': None, 'protected': False, 'verified': False, 'followers_count': 776, 'friends_count': 773, 'listed_count': 90, 'favourites_count': 147, 'statuses_count': 17990, 'created_at': 'Sun Apr 13 02:26:38 +0000 2014', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/669284218107797505/h1KesD3l_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/669284218107797505/h1KesD3l_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [{'text': 'FinTech', 'indices': [42, 50]}, {'text': 'FinServ', 'indices': [51, 59]}], 'urls': [{'url': 'https://t.co/NKDRUaTly8', 'expanded_url': 'http://sentiquant.com', 'display_url': 'sentiquant.com', 'indices': [60, 83]}], 'user_mentions': [], 'symbols': [{'text': 'DAX', 'indices': [16, 20]}, {'text': 'AAPL', 'indices': [21, 26]}, {'text': 'SPY', 'indices': [27, 31]}, {'text': 'AEMD', 'indices': [32, 37]}, {'text': 'FB', 'indices': [38, 41]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'nl'}",0.011125955,0.86359286,0.1252813
6,2015-11-25 12:08:13+00:00,669487753885818880,669487753885818880,Pre Thanksgiving Update for : Apple Incorporated(NASDAQ:AAPL) https://t.co/peVygzd4aV $AAPL,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",False,,,,,,"{'id': 3031051012, 'id_str': '3031051012', 'name': 'TickerLens Apple', 'screen_name': 'TickerLensAAPL', 'location': None, 'url': 'https://tickerlens.com', 'description': 'Apple Channel (Ticker AAPL). TickerLens provides almost Realtime News for mature stocks.', 'protected': False, 'verified': False, 'followers_count': 74, 'friends_count': 2, 'listed_count': 12, 'favourites_count': 7772, 'statuses_count': 5020, 'created_at': 'Wed Feb 11 19:03:56 +0000 2015', 'utc_offset': 3600, 'time_zone': 'Bern', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/663941543187869696/hD1lwGXJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/663941543187869696/hD1lwGXJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3031051012/1424439327', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/peVygzd4aV', 'expanded_url': 'http://goo.gl/fb/ScPxlS', 'display_url': 'goo.gl/fb/ScPxlS', 'indices': [62, 85]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [86, 91]}]}",False,False,0.0,low,en,2015-11-25 12:08:13.664,,0.0053830366,0.70751077,0.28710613
7,2015-11-25 07:47:57+00:00,669422255642951680,669422255642951680,RT @karenmpd: Apple Pay is coming to China: https://t.co/lox0FLxnL1 $AAPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 552166082, 'id_str': '552166082', 'name': 'ERMAN KINAY', 'screen_name': 'erman_kinay', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 233, 'friends_count': 190, 'listed_count': 19, 'favourites_count': 812, 'statuses_count': 1504, 'created_at': 'Thu Apr 12 21:02:02 +0000 2012', 'utc_offset': 7200, 'time_zone': 'Istanbul', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'B2DFDA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': False, 'profile_link_color': '93A644', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/661872568652156928/O2qq1Nn8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/661872568652156928/O2qq1Nn8_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/552166082/1446637819', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/lox0FLxnL1', 'expanded_url': 'http://ow.ly/V2b2d', 'display_url': 'ow.ly/V2b2d', 'indices': [44, 67]}], 'user_mentions': [{'screen_name': 'karenmpd', 'name': 'Karen Webster', 'id': 19717217, 'id_str': '19717217', 'indices': [3, 12]}], 'symbols': [{'text': 'AAPL', 'indices': [68, 73]}]}",False,False,0.0,low,en,2015-11-25 07:47:57.666,"{'created_at': 'Tue Nov 24 20:40:17 +0000 2015', 'id': 669254230797115392, 'id_str': '669254230797115392', 'text': 'Apple Pay is coming to China: https://t.co/lox0FLxnL1 $AAPL', 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 19717217, 'id_str': '19717217', 'name': 'Karen Webster', 'screen_name': 'karenmpd', 'location': 'Boston. MA', 'url': 'http://www.PYMNTS.com', 'description': 'CEO of Market Platform Dynamics, CEO of http://PYMNTS.com, Innovation Advocate', 'protected': False, 'verified': False, 'followers_count': 6114, 'friends_count': 327, 'listed_count': 321, 'favourites_count': 272, 'statuses_count': 6686, 'created_at': 'Thu Jan 29 16:04:26 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'EDECE9', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/741645267/cc14f8cfdaf14d0ea7ae0996c0fe2bb2.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/741645267/cc14f8cfdaf14d0ea7ae0996c0fe2bb2.png', 'profile_background_tile': False, 'profile_link_color': '4F4F4F', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'E3E2DE', 'profile_text_color': '634047', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/501471449169686530/iOCOTwri_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/501471449169686530/iOCOTwri_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19717217/1408394159', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/lox0FLxnL1', 'expanded_url': 'http://ow.ly/V2b2d', 'display_url': 'ow.ly/V2b2d', 'indices': [30, 53]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [54, 59]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0.003783169,0.64441067,0.35180613
8,2015-11-24 23:10:22+00:00,669292001515450369,669292001515450368,Paylocity: Tapping A High Growth Market https://t.co/jspKzfucfQ https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 3389486308, 'id_str': '3389486308', 'name': 'John Lee', 'screen_name': 'JohnyTradr', 'location': 'New York, USA', 'url': None, 'description': 'Father of 2 childrens, Husband, Full-time day trader. I particularly enjoy when everything goes parabolic ! #trader #trading #stockmarket', 'protected': False, 'verified': False, 'followers_count': 1020, 'friends_count': 81, 'listed_count': 33, 'favourites_count': 0, 'statuses_count': 15216, 'created_at': 'Thu Jul 23 15:56:01 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/624266308612399104/zH8KqAHb_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/624266308612399104/zH8KqAHb_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3389486308/1438072056', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'stocks', 'indices': [88, 95]}, {'text': 'trading', 'indices': [96, 104]}, {'text': 'investing', 'indices': [105, 115]}], 'urls': [{'url': 'https://t.co/jspKzfucfQ', 'expanded_url': 'http://snip.ly/Qqvr', 'display_url': 'snip.ly/Qqvr', 'indices': [40, 63]}, {'url': 'https://t.co/JlYeulNmT2', 'expanded_url': 'http://investwall.com', 'display_url': 'investwall.com', 'indices': [64, 87]}], 'user_mentions': [], 'symbols': [{'text': 'FB', 'indices': [116, 119]}, {'text': 'AAPL', 'indices': [120, 125]}]}",False,False,0.0,low,en,2015-11-24 23:10:22.662,,0.0062572723,0.41872033,0.57502246
9,2015-11-25 01:03:12+00:00,669320396940910592,669320396940910592,"kthirum1: kthirum1: BUZZ_Just_In: Access curated tweets- high relevancy, less spam- US Tech Giants https://t.co/nFWHlYEtXV $AAPL $GOOGL $M…","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 24567136, 'id_str': '24567136', 'name': 'Krishna', 'screen_name': 'kthirum1', 'location': 'Washington DC', 'url': None, 'description': 'Professional Smart Pants | Engineer | Kinda okay meh.. Stock Investor | Adventuristic', 'protected': False, 'verified': False, 'followers_count': 233, 'friends_count': 210, 'listed_count': 146, 'favourites_count': 390, 'statuses_count': 22745, 'created_at': 'Sun Mar 15 19:00:21 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/501552496884854786/bMnEjT-u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/501552496884854786/bMnEjT-u_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/24567136/1411760333', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/nFWHlYEtXV', 'expanded_url': 'http://www.cityfalcon.com/watchlists?name=US%20Tech%20Giants', 'display_url': 'cityfalcon.com/watchlists?nam…', 'indices': [99, 122]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [123, 128]}, {'text': 'GOOGL', 'indices': [129, 135]}]}",False,False,0.0,low,en,2015-11-25 01:03:12.659,,0.008226999,0.50440174,0.48737127
