,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,extended_entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,retweeted_status,negative,neutral,positive
0,2015-05-21 10:18:16+00:00,601331165329551360,601331165329551360,"34/ 12/5/2011 - 6/5/2011. $EUI, $CDD, $BPX, $AAPL. Up 2.25% to $125,758. http://t.co/d1cDFTuqbc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 87133189, 'id_str': '87133189', 'name': 'David Pinsen', 'screen_name': 'dpinsen', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 1480, 'friends_count': 744, 'listed_count': 76, 'favourites_count': 7101, 'statuses_count': 65957, 'created_at': 'Tue Nov 03 07:40:14 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/260395760/Karate_Do.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/260395760/Karate_Do.jpg', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1837034192/Twitter_pic_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1837034192/Twitter_pic_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/87133189/1419049159', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'EUI', 'indices': [26, 30]}, {'text': 'CDD', 'indices': [32, 36]}, {'text': 'BPX', 'indices': [38, 42]}, {'text': 'AAPL', 'indices': [44, 49]}], 'media': [{'id': 601331162213134337, 'id_str': '601331162213134337', 'indices': [73, 95], 'media_url': 'http://pbs.twimg.com/media/CFhbgYwWMAE_wmO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CFhbgYwWMAE_wmO.jpg', 'url': 'http://t.co/d1cDFTuqbc', 'display_url': 'pic.twitter.com/d1cDFTuqbc', 'expanded_url': 'http://twitter.com/dpinsen/status/601331165329551360/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 79, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 240, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 140, 'resize': 'fit'}}}]}","{'media': [{'id': 601331162213134337, 'id_str': '601331162213134337', 'indices': [73, 95], 'media_url': 'http://pbs.twimg.com/media/CFhbgYwWMAE_wmO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CFhbgYwWMAE_wmO.jpg', 'url': 'http://t.co/d1cDFTuqbc', 'display_url': 'pic.twitter.com/d1cDFTuqbc', 'expanded_url': 'http://twitter.com/dpinsen/status/601331165329551360/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 79, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 240, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 140, 'resize': 'fit'}}}]}",False,False,False,low,en,2015-05-21 10:18:16.664,,0.006674688,0.57909393,0.4142314
1,2015-05-21 07:31:10+00:00,601289113237524480,601289113237524480,"AAPL Apple, Inc. Current Price
Click Here -&gt; http://t.co/KdLy22jDTx

Trending $AAPL $GENE $BBRY $CSIQ #AAPL #finance #invest","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2181357950, 'id_str': '2181357950', 'name': 'Stock_Tracker', 'screen_name': 'Stock_Tracker1', 'location': '', 'url': None, 'description': 'Tracking HOT Stocks', 'protected': False, 'verified': False, 'followers_count': 1369, 'friends_count': 499, 'listed_count': 67, 'favourites_count': 0, 'statuses_count': 141273, 'created_at': 'Fri Nov 08 03:17:00 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000709688369/82fcc4db78e7f089d78d19d3d6d963d6_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000709688369/82fcc4db78e7f089d78d19d3d6d963d6_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'AAPL', 'indices': [105, 110]}, {'text': 'finance', 'indices': [111, 119]}, {'text': 'invest', 'indices': [120, 127]}], 'trends': [], 'urls': [{'url': 'http://t.co/KdLy22jDTx', 'expanded_url': 'http://dlvr.it/9vcmPg', 'display_url': 'dlvr.it/9vcmPg', 'indices': [48, 70]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [81, 86]}, {'text': 'GENE', 'indices': [87, 92]}, {'text': 'BBRY', 'indices': [93, 98]}, {'text': 'CSIQ', 'indices': [99, 104]}]}",,False,False,False,low,en,2015-05-21 07:31:10.664,,0.010444773,0.79682386,0.19273132
2,2015-05-21 18:27:03+00:00,601454171691175937,601454171691175936,"$AAPL Daily Deals: Seagate Barracuda, Asus Transformer, Nintendo 2DS http://t.co/DNLIjmIj7d @MaximumPenny","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",False,,,,,,"{'id': 2377574335, 'id_str': '2377574335', 'name': 'Apple News $AAPL', 'screen_name': 'AppleNewsAAPL', 'location': '', 'url': None, 'description': 'Follow @AppleNewsAAPL for the latest Apple News!', 'protected': False, 'verified': False, 'followers_count': 78, 'friends_count': 57, 'listed_count': 5, 'favourites_count': 0, 'statuses_count': 2485, 'created_at': 'Fri Mar 07 19:37:15 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/442021638742093825/3KyYGqUt_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/442021638742093825/3KyYGqUt_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/DNLIjmIj7d', 'expanded_url': 'http://bit.ly/1R7p5CB', 'display_url': 'bit.ly/1R7p5CB', 'indices': [69, 91]}], 'user_mentions': [{'screen_name': 'MAXIMUMPENNY', 'name': 'MAXIMUM PENNY STOCKS', 'id': 889783477, 'id_str': '889783477', 'indices': [92, 105]}], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",,False,False,False,low,en,2015-05-21 18:27:03.666,,0.0035271319,0.71668035,0.2797927
3,2015-05-21 10:31:19+00:00,601334449452634112,601334449452634112,"AAPL Apple, Inc. Ask
Click Here -&gt; http://t.co/uJfw66x5jr

Trending $AAPL $HJOE $UEPS $ILMN #AAPL #stocks #stocks","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2285996066, 'id_str': '2285996066', 'name': 'DennyT', 'screen_name': 'DennyT14', 'location': '', 'url': None, 'description': 'Researching Stocks', 'protected': False, 'verified': False, 'followers_count': 687, 'friends_count': 904, 'listed_count': 48, 'favourites_count': 0, 'statuses_count': 45693, 'created_at': 'Sat Jan 11 02:59:55 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/421840422743191553/cATIxqz5_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/421840422743191553/cATIxqz5_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'AAPL', 'indices': [95, 100]}, {'text': 'stocks', 'indices': [101, 108]}, {'text': 'stocks', 'indices': [109, 116]}], 'trends': [], 'urls': [{'url': 'http://t.co/uJfw66x5jr', 'expanded_url': 'http://dlvr.it/9vkdSn', 'display_url': 'dlvr.it/9vkdSn', 'indices': [38, 60]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [71, 76]}, {'text': 'HJOE', 'indices': [77, 82]}, {'text': 'UEPS', 'indices': [83, 88]}, {'text': 'ILMN', 'indices': [89, 94]}]}",,False,False,False,low,en,2015-05-21 10:31:19.660,,0.013204406,0.84407556,0.14272018
4,2015-05-21 08:15:36+00:00,601300295260463104,601300295260463104,RT @StockDawgzz: Our Stock Picks Have Been Seeing MASSIVE Gains This Year! Special Update: http://t.co/rq5jT8kFaS $AAPL $BAC $CBIS,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 186607338, 'id_str': '186607338', 'name': 'Pepe Plata', 'screen_name': 'penny_stocks1', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 2221, 'friends_count': 1985, 'listed_count': 66, 'favourites_count': 0, 'statuses_count': 19948, 'created_at': 'Fri Sep 03 22:31:17 +0000 2010', 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': True, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFF04D', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0099CC', 'profile_sidebar_border_color': 'FFF8AD', 'profile_sidebar_fill_color': 'F6FFD1', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1802008672/penny-stock_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1802008672/penny-stock_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/rq5jT8kFaS', 'expanded_url': 'http://bit.ly/1E23d3D', 'display_url': 'bit.ly/1E23d3D', 'indices': [91, 113]}], 'user_mentions': [{'screen_name': 'StockDawgzz', 'name': 'Stock Dawgzz', 'id': 3091884801, 'id_str': '3091884801', 'indices': [3, 15]}], 'symbols': [{'text': 'AAPL', 'indices': [114, 119]}, {'text': 'BAC', 'indices': [120, 124]}, {'text': 'CBIS', 'indices': [125, 130]}]}",,False,False,False,low,en,2015-05-21 08:15:36.666,"{'created_at': 'Wed May 06 21:34:39 +0000 2015', 'id': 596065562268016641, 'id_str': '596065562268016641', 'text': 'Our Stock Picks Have Been Seeing MASSIVE Gains This Year! Special Update: http://t.co/rq5jT8kFaS $AAPL $BAC $CBIS', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3091884801, 'id_str': '3091884801', 'name': 'Stock Dawgzz', 'screen_name': 'StockDawgzz', 'location': '', 'url': None, 'description': 'Read our full disclaimer before looking at any of our tweets! Full Disclaimer: http://tinyurl.com/mcsbvzz', 'protected': False, 'verified': False, 'followers_count': 15885, 'friends_count': 1, 'listed_count': 22, 'favourites_count': 0, 'statuses_count': 43280, 'created_at': 'Sun Mar 15 06:13:17 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/576989971883499521/yv0Bp7te_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/576989971883499521/yv0Bp7te_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 2, 'favorite_count': 1, 'entities': {'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/rq5jT8kFaS', 'expanded_url': 'http://bit.ly/1E23d3D', 'display_url': 'bit.ly/1E23d3D', 'indices': [74, 96]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [97, 102]}, {'text': 'BAC', 'indices': [103, 107]}, {'text': 'CBIS', 'indices': [108, 113]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",0.0020569242,0.052373353,0.9455696
5,2015-05-21 03:24:54+00:00,601227138210123777,601227138210123776,The news hit yesterday that $AAPL is not working on an actual Apple-made TV. Wait... I thought that is exactly what an iPhone 6-Plus is. ;-),"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 6460172, 'id_str': '6460172', 'name': 'Sean Fenlon', 'screen_name': 'seanfenlon', 'location': 'Baltimore, MD', 'url': 'http://www.seanfenlon.com', 'description': '42 [+4]  DoublePositive Founder, musician, husband, father, online marketing veteran, seeker of inspiration. Star Wars geek. Pat Metheny fanatic. Google admirer', 'protected': False, 'verified': False, 'followers_count': 303, 'friends_count': 42, 'listed_count': 18, 'favourites_count': 82, 'statuses_count': 798, 'created_at': 'Thu May 31 02:57:37 +0000 2007', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000182130278/nFXl8hox.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000182130278/nFXl8hox.jpeg', 'profile_background_tile': False, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/561043298098221056/_MbNrBt3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/561043298098221056/_MbNrBt3_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/6460172/1402421726', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [28, 33]}]}",,False,False,False,low,en,2015-05-21 03:24:54.666,,0.44817558,0.44887164,0.102952704
6,2015-05-21 15:19:33+00:00,601406985754521600,601406985754521600,Nice on $BABA need $AAPL to go as I need to run!,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 2920720174, 'id_str': '2920720174', 'name': 'dan hecht', 'screen_name': 'hecht_dan', 'location': '', 'url': None, 'description': 'Investor and Trader (TG without a red day in 1 month)', 'protected': False, 'verified': False, 'followers_count': 143, 'friends_count': 143, 'listed_count': 15, 'favourites_count': 399, 'statuses_count': 4150, 'created_at': 'Sun Dec 14 01:33:16 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'BABA', 'indices': [8, 13]}, {'text': 'AAPL', 'indices': [19, 24]}]}",,False,False,False,low,en,2015-05-21 15:19:33.662,,0.003886819,0.03940619,0.95670694
7,2015-05-20 22:01:33+00:00,601145764518219776,601145764518219776,"bosocial: bosocial: jotaibi61: $LRCX PUT
$SPY $QQQ $AAPL $GOOGL $GOOG $TWTR $FB $BABA $PCLN $TSLA $BIDU $AMZN $MSF… http://t.co/i8HJt85krl","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 279, 'friends_count': 142, 'listed_count': 126, 'favourites_count': 1, 'statuses_count': 24000, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/i8HJt85krl', 'expanded_url': 'http://ift.tt/1A0QLVQ', 'display_url': 'ift.tt/1A0QLVQ', 'indices': [116, 138]}], 'user_mentions': [], 'symbols': [{'text': 'LRCX', 'indices': [31, 36]}, {'text': 'SPY', 'indices': [41, 45]}, {'text': 'QQQ', 'indices': [46, 50]}, {'text': 'AAPL', 'indices': [51, 56]}, {'text': 'GOOGL', 'indices': [57, 63]}, {'text': 'GOOG', 'indices': [64, 69]}, {'text': 'TWTR', 'indices': [70, 75]}, {'text': 'FB', 'indices': [76, 79]}, {'text': 'BABA', 'indices': [80, 85]}, {'text': 'PCLN', 'indices': [86, 91]}, {'text': 'TSLA', 'indices': [92, 97]}, {'text': 'BIDU', 'indices': [98, 103]}, {'text': 'AMZN', 'indices': [104, 109]}]}",,False,False,False,low,in,2015-05-20 22:01:33.666,,0.0306629,0.8677241,0.10161299
8,2015-05-21 15:31:43+00:00,601410047596503041,601410047596503040,10 most undervalued dividend payers $GILD $ALK $TSM $CTB $RCL $AAPL $TSO $SIMO $SAFM $THO #valueinvesting #vectorvest http://t.co/yMCqY9b1Y0,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,,,,,,"{'id': 24981322, 'id_str': '24981322', 'name': 'VectorVest', 'screen_name': 'VectorVest', 'location': 'Cornelius, NC', 'url': 'http://www.vectorvest.com', 'description': '1-888-658-7638. VectorVest gives you the investment tools you need to make faster, smarter, better trading decisions.', 'protected': False, 'verified': False, 'followers_count': 2026, 'friends_count': 111, 'listed_count': 61, 'favourites_count': 612, 'statuses_count': 2179, 'created_at': 'Tue Mar 17 23:35:09 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'CDCDCD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/74465122/twitter1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/74465122/twitter1.jpg', 'profile_background_tile': False, 'profile_link_color': '000066', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'D1C7A7', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/405539812/VectorVest_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/405539812/VectorVest_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'valueinvesting', 'indices': [90, 105]}, {'text': 'vectorvest', 'indices': [106, 117]}], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'GILD', 'indices': [36, 41]}, {'text': 'ALK', 'indices': [42, 46]}, {'text': 'TSM', 'indices': [47, 51]}, {'text': 'CTB', 'indices': [52, 56]}, {'text': 'RCL', 'indices': [57, 61]}, {'text': 'AAPL', 'indices': [62, 67]}, {'text': 'TSO', 'indices': [68, 72]}, {'text': 'SIMO', 'indices': [73, 78]}, {'text': 'SAFM', 'indices': [79, 84]}, {'text': 'THO', 'indices': [85, 89]}], 'media': [{'id': 601410047067987968, 'id_str': '601410047067987968', 'indices': [118, 140], 'media_url': 'http://pbs.twimg.com/media/CFijQFvWoAAUWEY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CFijQFvWoAAUWEY.jpg', 'url': 'http://t.co/yMCqY9b1Y0', 'display_url': 'pic.twitter.com/yMCqY9b1Y0', 'expanded_url': 'http://twitter.com/VectorVest/status/601410047596503041/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 89, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 269, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 157, 'resize': 'fit'}}}]}","{'media': [{'id': 601410047067987968, 'id_str': '601410047067987968', 'indices': [118, 140], 'media_url': 'http://pbs.twimg.com/media/CFijQFvWoAAUWEY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CFijQFvWoAAUWEY.jpg', 'url': 'http://t.co/yMCqY9b1Y0', 'display_url': 'pic.twitter.com/yMCqY9b1Y0', 'expanded_url': 'http://twitter.com/VectorVest/status/601410047596503041/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 89, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 269, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 157, 'resize': 'fit'}}}]}",False,False,False,low,en,2015-05-21 15:31:43.662,,0.11532659,0.7121633,0.17250991
9,2015-05-21 16:53:07+00:00,601430532572979200,601430532572979200,Apple Wisely Ditches Plans for a 4K Apple TV (AAPL) http://t.co/3TerdBQLoE $AAPL,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",False,,,,,,"{'id': 3031051012, 'id_str': '3031051012', 'name': 'TickerLens Apple', 'screen_name': 'TickerLensAAPL', 'location': '', 'url': 'http://tickerlens.com', 'description': 'Apple Channel (Ticker AAPL). TickerLens provides almost Realtime News for mature stocks. At the time we are in BETA phase. Founded Feb 2015.', 'protected': False, 'verified': False, 'followers_count': 58, 'friends_count': 1, 'listed_count': 7, 'favourites_count': 7805, 'statuses_count': 2285, 'created_at': 'Wed Feb 11 19:03:56 +0000 2015', 'utc_offset': 7200, 'time_zone': 'Bern', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/565587353398300672/jkx7K9S9_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/565587353398300672/jkx7K9S9_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3031051012/1424439327', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/3TerdBQLoE', 'expanded_url': 'http://goo.gl/fb/OfXIat', 'display_url': 'goo.gl/fb/OfXIat', 'indices': [52, 74]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [75, 80]}]}",,False,False,False,low,en,2015-05-21 16:53:07.661,,0.06516719,0.7997344,0.1350984
