,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,quoted_status_id,quoted_status_id_str,quoted_status,extended_entities,retweeted_status,negative,neutral,positive
0,2015-11-23 22:54:10+00:00,668925536769470465,668925536769470464,Day 1 - AAPL $AAPL https://t.co/j0iF2LbVPP ~ via https://t.co/Kd2qwcsyit,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 15977038, 'id_str': '15977038', 'name': 'CopyTrade FX Signals', 'screen_name': 'RobotsFX', 'location': '↓ ↓ Trade Forex Signals', 'url': 'http://RobotsFX.org', 'description': '#FX #Forex #ForexSignals  #CopyTrade  COPY TRADE the best #Forex traders. Trade Forex Signals ➡ via http://RobotsFX.org', 'protected': False, 'verified': False, 'followers_count': 10077, 'friends_count': 9350, 'listed_count': 389, 'favourites_count': 26, 'statuses_count': 413638, 'created_at': 'Mon Aug 25 03:17:30 +0000 2008', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/59908341/eurusd.gif', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/59908341/eurusd.gif', 'profile_background_tile': False, 'profile_link_color': '203BA8', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'F5E531', 'profile_text_color': '050430', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/530880802725179393/aohk5lsJ_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/530880802725179393/aohk5lsJ_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/j0iF2LbVPP', 'expanded_url': 'http://dlvr.it/CqHh5k', 'display_url': 'dlvr.it/CqHh5k', 'indices': [19, 42]}, {'url': 'https://t.co/Kd2qwcsyit', 'expanded_url': 'http://RobotsFX.org', 'display_url': 'RobotsFX.org', 'indices': [49, 72]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [13, 18]}]}",False,False,0.0,low,en,2015-11-23 22:54:10.658,,,,,,0.0038708018,0.70373404,0.2923953
1,2015-11-23 04:48:10+00:00,668652235925012480,668652235925012480,"SMN ProShares UltraShort Basic Materials Last Trade
https://t.co/1BifbZQ68v

$SMN $AAPL $SLW.TO $M #SMN #nasdaq #pennystocks","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2233924628, 'id_str': '2233924628', 'name': 'Lucky Jimmy', 'screen_name': '1LuckyJimmy', 'location': 'IH', 'url': 'http://investorshangout.com/', 'description': 'Stock Fan', 'protected': False, 'verified': False, 'followers_count': 522, 'friends_count': 447, 'listed_count': 158, 'favourites_count': 0, 'statuses_count': 145392, 'created_at': 'Sat Dec 07 04:18:13 +0000 2013', 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000839297690/965cfbf31e1acaf0b02762d155a1ee16_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000839297690/965cfbf31e1acaf0b02762d155a1ee16_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'SMN', 'indices': [99, 103]}, {'text': 'nasdaq', 'indices': [104, 111]}, {'text': 'pennystocks', 'indices': [112, 124]}], 'urls': [{'url': 'https://t.co/1BifbZQ68v', 'expanded_url': 'http://dlvr.it/CpvHwX', 'display_url': 'dlvr.it/CpvHwX', 'indices': [52, 75]}], 'user_mentions': [], 'symbols': [{'text': 'SMN', 'indices': [77, 81]}, {'text': 'AAPL', 'indices': [82, 87]}, {'text': 'SLW.TO', 'indices': [88, 95]}, {'text': 'M', 'indices': [96, 98]}]}",False,False,0.0,low,en,2015-11-23 04:48:10.659,,,,,,0.020178003,0.8406626,0.13915943
2,2015-11-23 13:23:46+00:00,668781990934523904,668781990934523904,Holiday Seen as Inflection Point for Apple Watch $AAPL - Analyst https://t.co/pBQnVq3gOk,"<a href=""http://www.streetinsider.com/"" rel=""nofollow"">StreetInsider.com Integration</a>",False,,,,,,"{'id': 818081647, 'id_str': '818081647', 'name': 'SIAnalystWire', 'screen_name': 'AnalystWire', 'location': None, 'url': 'http://www.streetinsider.com/signup_custom.php?id=25&pid=46', 'description': 'For the full feed, real-time alerts, research updates and a lot more upgrade to http://StreetInsider.com Premium', 'protected': False, 'verified': False, 'followers_count': 2725, 'friends_count': 1, 'listed_count': 157, 'favourites_count': 1, 'statuses_count': 61302, 'created_at': 'Tue Sep 11 19:57:26 +0000 2012', 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2600218874/alkkkjlbds18yu6ld9xj_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2600218874/alkkkjlbds18yu6ld9xj_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/pBQnVq3gOk', 'expanded_url': 'http://streetinsider.com/r/11099138', 'display_url': 'streetinsider.com/r/11099138', 'indices': [65, 88]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [49, 54]}]}",False,False,0.0,low,en,2015-11-23 13:23:46.664,,,,,,0.0060194666,0.7872837,0.20669678
3,2015-11-23 21:07:50+00:00,668898777122471936,668898777122471936,"@RiskReversal Fitbit, Apple Watch demand up ahead of holidays https://t.co/dbSzlez5pJ via @IBDeditorials  $FIT $AAPL $GRMN","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,271211220.0,271211220.0,RiskReversal,"{'id': 288236378, 'id_str': '288236378', 'name': 'Jared', 'screen_name': 'JDR1024', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 207, 'friends_count': 204, 'listed_count': 17, 'favourites_count': 2511, 'statuses_count': 18887, 'created_at': 'Tue Apr 26 13:53:41 +0000 2011', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/608345550065442817/VnqA9VqO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/608345550065442817/VnqA9VqO_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/dbSzlez5pJ', 'expanded_url': 'http://news.investors.com/technology-click/112015-781862-fit-aapl-benefiting-from-fitness-tracker-demand.htm', 'display_url': 'news.investors.com/technology-cli…', 'indices': [62, 85]}], 'user_mentions': [{'screen_name': 'RiskReversal', 'name': 'Dan Nathan', 'id': 271211220, 'id_str': '271211220', 'indices': [0, 13]}, {'screen_name': 'IBDeditorials', 'name': 'IBDeditorials', 'id': 18513241, 'id_str': '18513241', 'indices': [90, 104]}], 'symbols': [{'text': 'FIT', 'indices': [106, 110]}, {'text': 'AAPL', 'indices': [111, 116]}, {'text': 'GRMN', 'indices': [117, 122]}]}",False,False,0.0,low,en,2015-11-23 21:07:50.661,,,,,,0.004117352,0.7205333,0.27534926
4,2015-11-23 14:54:04+00:00,668804715652608000,668804715652608000,"$BAC News: ""Actives on open @ CBOE: $AAPL $FB $BAC $MSFT $PFE $AMZN $DIS $GE …"" https://t.co/1TWJJyiZor  Analyze: https://t.co/2TqhC31ILw","<a href=""https://quantpost.com"" rel=""nofollow"">Quantpost Herald</a>",False,,,,,,"{'id': 1861822034, 'id_str': '1861822034', 'name': 'Quantpost $BAC', 'screen_name': 'QP_BAC', 'location': None, 'url': 'http://quantpost.com', 'description': 'Quantpost it. Options analysis on $BAC here https://quantpost.com/views/?symbol=BAC&expiration=20150417\n#OptionsTrading', 'protected': False, 'verified': False, 'followers_count': 223, 'friends_count': 189, 'listed_count': 11, 'favourites_count': 12, 'statuses_count': 2841, 'created_at': 'Fri Sep 13 21:44:09 +0000 2013', 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000086226825/8400c43a4d4f8926bc84ddb373b8a88c.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000086226825/8400c43a4d4f8926bc84ddb373b8a88c.png', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/583253039156371457/-OGvqAy6_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/583253039156371457/-OGvqAy6_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1861822034/1427893345', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,True,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/1TWJJyiZor', 'expanded_url': 'https://twitter.com/CBOE/status/668804710032363520', 'display_url': 'twitter.com/CBOE/status/66…', 'indices': [80, 103]}, {'url': 'https://t.co/2TqhC31ILw', 'expanded_url': 'https://quantpost.com/views/?symbol=BAC&t=VlMoiw', 'display_url': 'quantpost.com/views/?symbol=…', 'indices': [114, 137]}], 'user_mentions': [], 'symbols': [{'text': 'BAC', 'indices': [0, 4]}, {'text': 'AAPL', 'indices': [36, 41]}, {'text': 'FB', 'indices': [42, 45]}, {'text': 'BAC', 'indices': [46, 50]}, {'text': 'MSFT', 'indices': [51, 56]}, {'text': 'PFE', 'indices': [57, 61]}, {'text': 'AMZN', 'indices': [62, 67]}, {'text': 'DIS', 'indices': [68, 72]}, {'text': 'GE', 'indices': [73, 76]}]}",False,False,0.0,low,en,2015-11-23 14:54:04.659,6.688047100323635e+17,6.688047100323635e+17,"{'created_at': 'Mon Nov 23 14:54:03 +0000 2015', 'id': 668804710032363520, 'id_str': '668804710032363520', 'text': 'Actives on open @ CBOE: $AAPL $FB $BAC $MSFT $PFE $AMZN $DIS $GE $WMT $CMG $X $GILD $GPRO', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 16827489, 'id_str': '16827489', 'name': 'CBOE', 'screen_name': 'CBOE', 'location': 'Chicago', 'url': 'http://www.cboe.com/socialoverview', 'description': 'Chicago Board Options Exchange (CBOE) is the largest U.S. options exchange and the creator of listed options.', 'protected': False, 'verified': True, 'followers_count': 725635, 'friends_count': 2402, 'listed_count': 3001, 'favourites_count': 19, 'statuses_count': 20164, 'created_at': 'Fri Oct 17 17:20:29 +0000 2008', 'utc_offset': -25200, 'time_zone': 'Mountain Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000004627172/771396a84d8c51d95ff429383c3b3298.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000004627172/771396a84d8c51d95ff429383c3b3298.jpeg', 'profile_background_tile': False, 'profile_link_color': '1F98C7', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DAECF4', 'profile_text_color': '663B12', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2651857971/942c3527598a5c87edacdc78bde4045e_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2651857971/942c3527598a5c87edacdc78bde4045e_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16827489/1438882882', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [24, 29]}, {'text': 'FB', 'indices': [30, 33]}, {'text': 'BAC', 'indices': [34, 38]}, {'text': 'MSFT', 'indices': [39, 44]}, {'text': 'PFE', 'indices': [45, 49]}, {'text': 'AMZN', 'indices': [50, 55]}, {'text': 'DIS', 'indices': [56, 60]}, {'text': 'GE', 'indices': [61, 64]}, {'text': 'WMT', 'indices': [65, 69]}, {'text': 'CMG', 'indices': [70, 74]}, {'text': 'X', 'indices': [75, 77]}, {'text': 'GILD', 'indices': [78, 83]}, {'text': 'GPRO', 'indices': [84, 89]}]}, 'favorited': False, 'retweeted': False, 'filter_level': 'low', 'lang': 'nl'}",,,0.0069982624,0.860123,0.13287857
5,2015-11-23 18:17:13+00:00,668855840045142016,668855840045142016,Apple Will Soar After Solving This One Problem $AAPL https://t.co/qDX2h6QqNO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 194681383, 'id_str': '194681383', 'name': 'Laurance Allen', 'screen_name': 'LarryVNN', 'location': 'Massachusetts ', 'url': 'http://www.valuenewsnetwork.com', 'description': 'Financial Times, Harvard Business Review, Strategy + Business, Book publisher, custom publishing consultant to consulting and other professional services firms.', 'protected': False, 'verified': False, 'followers_count': 1388, 'friends_count': 2092, 'listed_count': 68, 'favourites_count': 93, 'statuses_count': 26274, 'created_at': 'Fri Sep 24 18:50:59 +0000 2010', 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000181126647/0Xh1VfTO.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000181126647/0Xh1VfTO.jpeg', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/485660494858973184/9ydHm4C6_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/485660494858973184/9ydHm4C6_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/194681383/1402544860', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/qDX2h6QqNO', 'expanded_url': 'http://www.seekingalpha.com/article/3706616', 'display_url': 'seekingalpha.com/article/3706616', 'indices': [53, 76]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [47, 52]}]}",False,False,0.0,low,en,2015-11-23 18:17:13.664,,,,,,0.0154594155,0.28850558,0.696035
6,2015-11-23 18:19:09+00:00,668856326567698432,668856326567698432,"RT bosocial: #Apple -- among #cheapest P/E fwds. in #technology #stocks 
$AAPL #tech #DOW #Nasdaq $DJI $DJIA $NDX https://t.co/2Aj7lcjJXW …","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 606, 'friends_count': 141, 'listed_count': 1040, 'favourites_count': 0, 'statuses_count': 361672, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [13, 19]}, {'text': 'cheapest', 'indices': [29, 38]}, {'text': 'technology', 'indices': [52, 63]}, {'text': 'stocks', 'indices': [64, 71]}, {'text': 'tech', 'indices': [79, 84]}, {'text': 'DOW', 'indices': [85, 89]}, {'text': 'Nasdaq', 'indices': [90, 97]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [73, 78]}, {'text': 'DJI', 'indices': [98, 102]}, {'text': 'DJIA', 'indices': [103, 108]}, {'text': 'NDX', 'indices': [109, 113]}], 'media': [{'id': 668852052081123328, 'id_str': '668852052081123328', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/CUg9ZcuWIAAWEAz.png', 'media_url_https': 'https://pbs.twimg.com/media/CUg9ZcuWIAAWEAz.png', 'url': 'https://t.co/2Aj7lcjJXW', 'display_url': 'pic.twitter.com/2Aj7lcjJXW', 'expanded_url': 'http://twitter.com/EquityRexx/status/668852053138120704/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 717, 'h': 578, 'resize': 'fit'}, 'small': {'w': 340, 'h': 274, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 483, 'resize': 'fit'}}, 'source_status_id': 668852053138120704, 'source_status_id_str': '668852053138120704', 'source_user_id': 3379115890, 'source_user_id_str': '3379115890'}]}",False,False,0.0,low,en,2015-11-23 18:19:09.660,,,,"{'media': [{'id': 668852052081123328, 'id_str': '668852052081123328', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/CUg9ZcuWIAAWEAz.png', 'media_url_https': 'https://pbs.twimg.com/media/CUg9ZcuWIAAWEAz.png', 'url': 'https://t.co/2Aj7lcjJXW', 'display_url': 'pic.twitter.com/2Aj7lcjJXW', 'expanded_url': 'http://twitter.com/EquityRexx/status/668852053138120704/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 717, 'h': 578, 'resize': 'fit'}, 'small': {'w': 340, 'h': 274, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 483, 'resize': 'fit'}}, 'source_status_id': 668852053138120704, 'source_status_id_str': '668852053138120704', 'source_user_id': 3379115890, 'source_user_id_str': '3379115890'}]}",,0.004020616,0.14979848,0.846181
7,2015-11-23 18:30:57+00:00,668859296139096068,668859296139096064,Monitor your watchlist of assets for tweets- US Tech Giants https://t.co/kdZSg01UFl $AAPL $GOOGL $MSFT $FB $TWTR,"<a href=""http://www.buzzjust.in/"" rel=""nofollow"">BiteTheBuzz</a>",False,,,,,,"{'id': 2373813025, 'id_str': '2373813025', 'name': 'FinBUZZ Just-IN', 'screen_name': 'BUZZ_Just_In', 'location': 'London', 'url': 'http://www.cityfalcon.com', 'description': 'FinTech startup providing crowd-sourced crowd-curated real-time financial news from 200+ news publications and from Twitter for free', 'protected': False, 'verified': False, 'followers_count': 834, 'friends_count': 387, 'listed_count': 99, 'favourites_count': 2135, 'statuses_count': 52085, 'created_at': 'Wed Mar 05 14:01:04 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/490884520665559040/YX-2OHzM_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/490884520665559040/YX-2OHzM_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2373813025/1426349451', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/kdZSg01UFl', 'expanded_url': 'http://www.cityfalcon.com/watchlists?name=US%20Tech%20Giants', 'display_url': 'cityfalcon.com/watchlists?nam…', 'indices': [60, 83]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [84, 89]}, {'text': 'GOOGL', 'indices': [90, 96]}, {'text': 'MSFT', 'indices': [97, 102]}, {'text': 'FB', 'indices': [103, 106]}, {'text': 'TWTR', 'indices': [107, 112]}]}",False,False,0.0,low,en,2015-11-23 18:30:57.661,,,,,,0.008407932,0.73327434,0.25831786
8,2015-11-23 07:10:01+00:00,668687933642272768,668687933642272768,$AAPL:US Apple wins patent trial against Pendrell subsidiary #APPLE INC  https://t.co/xJBi7T8QvF #SP500,"<a href=""http://www.finsents.com"" rel=""nofollow"">FinSentS_SP500</a>",False,,,,,,"{'id': 2643714854, 'id_str': '2643714854', 'name': 'FinSentS SP500', 'screen_name': 'FinSentS_SP500', 'location': 'New York', 'url': 'http://www.finsents.com', 'description': 'Stock sentiment analysis on US market | News Analytics | Big Data | Real Time API | 15y + Market Data | http://www.infotrie.com', 'protected': False, 'verified': False, 'followers_count': 3221, 'friends_count': 628, 'listed_count': 119, 'favourites_count': 4, 'statuses_count': 58100, 'created_at': 'Mon Jul 14 06:20:03 +0000 2014', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/523944267954151426/Z7W3DHg-_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/523944267954151426/Z7W3DHg-_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2643714854/1446188578', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'APPLE', 'indices': [61, 67]}, {'text': 'SP500', 'indices': [97, 103]}], 'urls': [{'url': 'https://t.co/xJBi7T8QvF', 'expanded_url': 'http://tinyurl.com/oryf57a', 'display_url': 'tinyurl.com/oryf57a', 'indices': [73, 96]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,0.0,low,en,2015-11-23 07:10:01.658,,,,,,0.008163957,0.5929416,0.39889443
9,2015-11-23 13:29:50+00:00,668783517665525761,668783517665525760,"Morning Traders! Watching $CANF $KBIO $MCUR $CLDX
https://t.co/Bfqou7YeXP - live screen share, chat room, live lessons 
$FB $AAPL #DAYTRADE","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 1262364356, 'id_str': '1262364356', 'name': 'LiveStreamTrading', 'screen_name': 'TSXtrad3r', 'location': None, 'url': 'http://www.livestreamtrading.com', 'description': 'Watch my live screen share as I trade in and out of stocks during the day, share trade ideas, alerts, lessons, and more alongside our chatroom of traders/mods', 'protected': False, 'verified': False, 'followers_count': 619, 'friends_count': 48, 'listed_count': 15, 'favourites_count': 266, 'statuses_count': 936, 'created_at': 'Tue Mar 12 16:32:53 +0000 2013', 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/666816399382331392/PyDkCV1h_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/666816399382331392/PyDkCV1h_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1262364356/1444871122', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'DAYTRADE', 'indices': [130, 139]}], 'urls': [{'url': 'https://t.co/Bfqou7YeXP', 'expanded_url': 'http://www.livestreamtrading.com', 'display_url': 'livestreamtrading.com', 'indices': [50, 73]}], 'user_mentions': [], 'symbols': [{'text': 'CANF', 'indices': [26, 31]}, {'text': 'KBIO', 'indices': [32, 37]}, {'text': 'MCUR', 'indices': [38, 43]}, {'text': 'CLDX', 'indices': [44, 49]}, {'text': 'FB', 'indices': [120, 123]}, {'text': 'AAPL', 'indices': [124, 129]}]}",False,False,0.0,low,en,2015-11-23 13:29:50.665,,,,,,0.005650646,0.69739705,0.29695225
