,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,extended_entities,possibly_sensitive,retweeted_status,negative,neutral,positive
0,2016-03-31 13:15:24+00:00,715527920064860160,715527920064860160,"$FIT furry this am on stronger than expected #Blaze shipments - @jimcramer looking right on recent + comments 
$NKE $AMZN $AAPL $LULU $UA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 2428916787, 'id_str': '2428916787', 'name': 'Zero Filter', 'screen_name': 'zerofiltertruth', 'location': 'Invest YOUR ideas at YOUR risk', 'url': None, 'description': 'SIMPLY TRUTH YOU MAY NOT WANT BUT NEED TO HEAR - Portfolio Manager / Realist Not advice but often have positions in cos discussed as 100% belief in view', 'protected': False, 'verified': False, 'followers_count': 198, 'friends_count': 41, 'listed_count': 73, 'favourites_count': 478, 'statuses_count': 5453, 'created_at': 'Sat Mar 22 13:21:50 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/497038230823649280/gsfC9L1V_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/497038230823649280/gsfC9L1V_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Blaze', 'indices': [45, 51]}], 'urls': [], 'user_mentions': [{'screen_name': 'jimcramer', 'name': 'Jim Cramer', 'id': 14216123, 'id_str': '14216123', 'indices': [64, 74]}], 'symbols': [{'text': 'FIT', 'indices': [0, 4]}, {'text': 'NKE', 'indices': [111, 115]}, {'text': 'AMZN', 'indices': [116, 121]}, {'text': 'AAPL', 'indices': [122, 127]}, {'text': 'LULU', 'indices': [128, 133]}, {'text': 'UA', 'indices': [134, 137]}]}",False,False,low,en,2016-03-31 13:15:24.666,,,,0.0033606607,0.055399172,0.94124013
1,2016-03-31 13:33:15+00:00,715532412130713600,715532412130713600,"betting on $AAPL hitting 105, maybe even lower, before earnings on the 25th

what about you guys","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 18983688, 'id_str': '18983688', 'name': 'Stefan Constantine', 'screen_name': 'WhatTheBit', 'location': None, 'url': 'https://vine.co/v/e30YQw30uTJ', 'description': 'Go away.', 'protected': False, 'verified': True, 'followers_count': 6634, 'friends_count': 79, 'listed_count': 484, 'favourites_count': 12, 'statuses_count': 760, 'created_at': 'Wed Jan 14 17:19:29 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/47625605/supermantypewriter.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/47625605/supermantypewriter.jpg', 'profile_background_tile': True, 'profile_link_color': 'E36A29', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1528516437/whatthebit_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1528516437/whatthebit_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/18983688/1347978644', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [11, 16]}]}",False,False,low,en,2016-03-31 13:33:15.658,,,,0.03620368,0.793965,0.1698313
2,2016-03-31 21:34:37+00:00,715653552048308224,715653552048308224,3 Winners from the Apple Inc. iPhone SE Teardown --  The Motley Fool $AAPL #wlst https://t.co/5GjqgdMhdB https://t.co/Pe2WbtvG2R,"<a href=""http://www.wlst.com"" rel=""nofollow"">wlst</a>",False,,,,,,"{'id': 3044159284, 'id_str': '3044159284', 'name': 'WLST.com', 'screen_name': 'wlstcom', 'location': 'digital', 'url': 'http://wlst.com', 'description': 'wall street breaking news, investing news, trading news ++free streaming news, trends, buzz', 'protected': False, 'verified': False, 'followers_count': 1783, 'friends_count': 76, 'listed_count': 1071, 'favourites_count': 17, 'statuses_count': 202276, 'created_at': 'Wed Feb 18 01:26:31 +0000 2015', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/569924896747438080/E4LyeJyN_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/569924896747438080/E4LyeJyN_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3044159284/1424715158', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'wlst', 'indices': [75, 80]}], 'urls': [{'url': 'https://t.co/5GjqgdMhdB', 'expanded_url': 'http://www.fool.com/investing/general/2016/03/31/3-winners-from-the-apple-inc-iphone-se-teardown.aspx', 'display_url': 'fool.com/investing/gene…', 'indices': [81, 104]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [69, 74]}], 'media': [{'id': 715653551788265472, 'id_str': '715653551788265472', 'indices': [105, 128], 'media_url': 'http://pbs.twimg.com/media/Ce6DHRiWEAAWyZi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ce6DHRiWEAAWyZi.jpg', 'url': 'https://t.co/Pe2WbtvG2R', 'display_url': 'pic.twitter.com/Pe2WbtvG2R', 'expanded_url': 'http://twitter.com/wlstcom/status/715653552048308224/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 718, 'h': 780, 'resize': 'fit'}, 'small': {'w': 340, 'h': 369, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 652, 'resize': 'fit'}}}]}",False,False,low,en,2016-03-31 21:34:37.665,"{'media': [{'id': 715653551788265472, 'id_str': '715653551788265472', 'indices': [105, 128], 'media_url': 'http://pbs.twimg.com/media/Ce6DHRiWEAAWyZi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ce6DHRiWEAAWyZi.jpg', 'url': 'https://t.co/Pe2WbtvG2R', 'display_url': 'pic.twitter.com/Pe2WbtvG2R', 'expanded_url': 'http://twitter.com/wlstcom/status/715653552048308224/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 718, 'h': 780, 'resize': 'fit'}, 'small': {'w': 340, 'h': 369, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 652, 'resize': 'fit'}}}]}",0.0,,0.0018988041,0.14473179,0.85336924
3,2016-03-31 10:21:52+00:00,715484248950452225,715484248950452224,Three Penny Stock Picks More Than QUADRUPLED In Value! More Big Things On The Way: https://t.co/fctN9sgRRp $TRX $AAPL $GOOG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 2447967798, 'id_str': '2447967798', 'name': 'Stockaholics', 'screen_name': 'Stockaholics', 'location': None, 'url': None, 'description': 'Read our full disclaimer before looking at any of our tweets! Full Disclaimer:  http://tinyurl.com/mcsbvzz', 'protected': False, 'verified': False, 'followers_count': 13804, 'friends_count': 8, 'listed_count': 115, 'favourites_count': 22, 'statuses_count': 462575, 'created_at': 'Wed Apr 16 20:27:43 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/456529846420525056/wLucrlXI_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/456529846420525056/wLucrlXI_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/fctN9sgRRp', 'expanded_url': 'http://tr.im/PqYLx', 'display_url': 'tr.im/PqYLx', 'indices': [83, 106]}], 'user_mentions': [], 'symbols': [{'text': 'TRX', 'indices': [107, 111]}, {'text': 'AAPL', 'indices': [112, 117]}, {'text': 'GOOG', 'indices': [118, 123]}]}",False,False,low,en,2016-03-31 10:21:52.661,,0.0,,0.0018789013,0.09327672,0.9048444
4,2016-03-31 14:02:45+00:00,715539836078133248,715539836078133248,Rumor: #Apple targeting 4-5M iPhone SE shipments in second quarter. Read more: https://t.co/ACi37gAmdl $AAPL,"<a href=""https://www.owler.com"" rel=""nofollow"">computer hware</a>",False,,,,,,"{'id': 4830708541, 'id_str': '4830708541', 'name': 'Computer News', 'screen_name': 'computer_hware', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Computer News with Owler. View all companies in the Computer Hardware Sector: http://www.owler.com/iaApp/sector/i13_s1/owler/', 'protected': False, 'verified': False, 'followers_count': 25, 'friends_count': 2, 'listed_count': 36, 'favourites_count': 0, 'statuses_count': 21669, 'created_at': 'Fri Jan 29 14:37:00 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830708541/1454078382', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [7, 13]}], 'urls': [{'url': 'https://t.co/ACi37gAmdl', 'expanded_url': 'http://owler.us/aajlpb', 'display_url': 'owler.us/aajlpb', 'indices': [79, 102]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [103, 108]}]}",False,False,low,en,2016-03-31 14:02:45.665,,0.0,,0.0041759848,0.5616343,0.43418977
5,2016-03-31 17:01:02+00:00,715584702527111170,715584702527111168,'Disney Infinity' drops support for its #Apple TV version. Read more: https://t.co/aMKwxhzqX7 $AAPL,"<a href=""https://www.owler.com"" rel=""nofollow"">computer hware</a>",False,,,,,,"{'id': 4830708541, 'id_str': '4830708541', 'name': 'Computer News', 'screen_name': 'computer_hware', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Computer News with Owler. View all companies in the Computer Hardware Sector: http://www.owler.com/iaApp/sector/i13_s1/owler/', 'protected': False, 'verified': False, 'followers_count': 25, 'friends_count': 2, 'listed_count': 36, 'favourites_count': 0, 'statuses_count': 21739, 'created_at': 'Fri Jan 29 14:37:00 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693080925446352897/u7-H9-rJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830708541/1454078382', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [40, 46]}], 'urls': [{'url': 'https://t.co/aMKwxhzqX7', 'expanded_url': 'http://owler.us/aajAc2', 'display_url': 'owler.us/aajAc2', 'indices': [70, 93]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [94, 99]}]}",False,False,low,en,2016-03-31 17:01:02.660,,0.0,,0.172688,0.76915866,0.058153298
6,2016-03-31 17:01:02+00:00,715584702535458816,715584702535458816,'Disney Infinity' drops support for its #Apple TV version. Read more: https://t.co/V06zmolcqA $AAPL,"<a href=""https://www.owler.com"" rel=""nofollow""> Peripherals</a>",False,,,,,,"{'id': 4830764948, 'id_str': '4830764948', 'name': 'Peripheral News', 'screen_name': '_peripherals', 'location': 'San Mateo, CA', 'url': 'http://owler.com', 'description': 'Track all of the latest Peripheral News with Owler. View all companies in the Peripherals Sector: http://www.owler.com/iaApp/sector/i13_s6/owler/', 'protected': False, 'verified': False, 'followers_count': 24, 'friends_count': 3, 'listed_count': 38, 'favourites_count': 0, 'statuses_count': 18564, 'created_at': 'Fri Jan 29 15:06:34 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '2B7BB9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693088344448700416/AROpSZy7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693088344448700416/AROpSZy7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4830764948/1454080208', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [40, 46]}], 'urls': [{'url': 'https://t.co/V06zmolcqA', 'expanded_url': 'http://owler.us/aajAdo', 'display_url': 'owler.us/aajAdo', 'indices': [70, 93]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [94, 99]}]}",False,False,low,en,2016-03-31 17:01:02.662,,0.0,,0.172688,0.76915866,0.058153298
7,2016-03-31 17:03:07+00:00,715585226823499776,715585226823499776,#Technical #scans $AMZN $DIA $AAPL $SBUX $YVXY $NFLX https://t.co/1fXNX1qwOA #charts #patterns #doji #pullbacks #20dma #50dma #trading,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 72928001, 'id_str': '72928001', 'name': 'Briefing.com', 'screen_name': 'Briefingcom', 'location': 'Chicago', 'url': 'http://www.briefing.com', 'description': 'Award-winning, LIVE analysis of U.S. & international equity markets. Email us at service@briefing.com or call 800-752-3013 for a free trial.', 'protected': False, 'verified': False, 'followers_count': 17554, 'friends_count': 3310, 'listed_count': 927, 'favourites_count': 25, 'statuses_count': 202363, 'created_at': 'Wed Sep 09 19:23:53 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/35620880/BriefingLogo8.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/35620880/BriefingLogo8.jpg', 'profile_background_tile': True, 'profile_link_color': '4E77BA', 'profile_sidebar_border_color': 'DFDFDF', 'profile_sidebar_fill_color': 'F3F3F3', 'profile_text_color': '1C1C1C', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461180942367739904/_atv5vcZ_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461180942367739904/_atv5vcZ_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/72928001/1425408216', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Technical', 'indices': [0, 10]}, {'text': 'scans', 'indices': [11, 17]}, {'text': 'charts', 'indices': [77, 84]}, {'text': 'patterns', 'indices': [85, 94]}, {'text': 'doji', 'indices': [95, 100]}, {'text': 'pullbacks', 'indices': [101, 111]}, {'text': '20dma', 'indices': [112, 118]}, {'text': '50dma', 'indices': [119, 125]}, {'text': 'trading', 'indices': [126, 134]}], 'urls': [{'url': 'https://t.co/1fXNX1qwOA', 'expanded_url': 'http://bit.ly/1RnwcJ7', 'display_url': 'bit.ly/1RnwcJ7', 'indices': [53, 76]}], 'user_mentions': [], 'symbols': [{'text': 'AMZN', 'indices': [18, 23]}, {'text': 'DIA', 'indices': [24, 28]}, {'text': 'AAPL', 'indices': [29, 34]}, {'text': 'SBUX', 'indices': [35, 40]}, {'text': 'YVXY', 'indices': [41, 46]}, {'text': 'NFLX', 'indices': [47, 52]}]}",False,False,low,en,2016-03-31 17:03:07.662,,0.0,,0.08035831,0.87967837,0.039963316
8,2016-03-31 04:32:55+00:00,715396432790827008,715396432790827008,Premium Alerts Ranked #1 For Gains 2834% Last Week At https://t.co/ewcYkKTvDH .. $MYL $VOLC $AAPL,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 3984396012, 'id_str': '3984396012', 'name': 'Rapid Stocks', 'screen_name': 'rapidstocks', 'location': 'United States', 'url': 'http://PennyStockSecret.com', 'description': 'Sign up to http://PennyStockSecret.com  and get the premiere penny stock newsletter for free! make sure you subscribe today!', 'protected': False, 'verified': False, 'followers_count': 7096, 'friends_count': 0, 'listed_count': 14, 'favourites_count': 0, 'statuses_count': 15964, 'created_at': 'Thu Oct 22 21:59:46 +0000 2015', 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/661557812254760960/mmHDjNJk_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/661557812254760960/mmHDjNJk_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3984396012/1446562658', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ewcYkKTvDH', 'expanded_url': 'http://tinyurl.com/nk7dlv', 'display_url': 'tinyurl.com/nk7dlv', 'indices': [54, 77]}], 'user_mentions': [], 'symbols': [{'text': 'MYL', 'indices': [81, 85]}, {'text': 'VOLC', 'indices': [86, 91]}, {'text': 'AAPL', 'indices': [92, 97]}]}",False,False,low,en,2016-03-31 04:32:55.657,,0.0,,0.0053064236,0.4605459,0.53414774
9,2016-03-31 12:04:01+00:00,715509955827249153,715509955827249152,"RT $QQQ HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 08:03, P/T 107.50 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $TSLA","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as offers to sell or to buy securities.', 'protected': False, 'verified': False, 'followers_count': 1076, 'friends_count': 1387, 'listed_count': 23, 'favourites_count': 94, 'statuses_count': 15705, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '01a9a39529b27f36', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'place_type': 'city', 'name': 'Manhattan', 'full_name': 'Manhattan, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]}, 'attributes': {}}",,False,0,0,"{'hashtags': [{'text': 'Quant', 'indices': [86, 92]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'QQQ', 'indices': [3, 7]}, {'text': 'MSFT', 'indices': [93, 98]}, {'text': 'TWTR', 'indices': [99, 104]}, {'text': 'GOOG', 'indices': [105, 110]}, {'text': 'AMZN', 'indices': [111, 116]}, {'text': 'AAPL', 'indices': [117, 122]}, {'text': 'NFLX', 'indices': [123, 128]}, {'text': 'FB', 'indices': [129, 132]}, {'text': 'TSLA', 'indices': [133, 138]}]}",False,False,low,en,2016-03-31 12:04:01.658,,,,0.013019741,0.89101535,0.095964864
