,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,negative,neutral,positive
0,2014-04-19 08:51:06+00:00,457441246454497280,457441246454497280,$XOM Top Performing #Stocks today $INCY $DFS $AAPL #overvalued http://t.co/367uSpdFvn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2486316717, 'id_str': '2486316717', 'name': 'NASDAQ Guru', 'screen_name': 'PattyPorterb', 'location': 'Onia, AR', 'url': None, 'description': 'The breakfast of champions is not cereal, its the opposition. - Nick Seitz', 'protected': False, 'followers_count': 10, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Tue Apr 15 11:07:15 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 312, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/456219360722305024/JNeP_cOP_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/456219360722305024/JNeP_cOP_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Stocks', 'indices': [20, 27]}, {'text': 'overvalued', 'indices': [51, 62]}], 'symbols': [{'text': 'XOM', 'indices': [0, 4]}, {'text': 'INCY', 'indices': [34, 39]}, {'text': 'DFS', 'indices': [40, 44]}, {'text': 'AAPL', 'indices': [45, 50]}], 'urls': [{'url': 'http://t.co/367uSpdFvn', 'expanded_url': 'http://bit.ly/1jSWiSq', 'display_url': 'bit.ly/1jSWiSq', 'indices': [63, 85]}], 'user_mentions': []}",False,False,0.0,medium,en,0.013086313,0.27275392,0.71415967
1,2014-04-19 08:53:50+00:00,457441934337126400,457441934337126400,Top Performing #Stocks today $CPWR $SEE $HRS $AAPL #liquidity http://t.co/TBZGdYRdKN,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2486332377, 'id_str': '2486332377', 'name': 'Money Major', 'screen_name': 'CristianoIverz', 'location': 'Long Point, New Brunswick', 'url': None, 'description': 'Motivation is a fire from within. If someone else tries to light that fire under you, chances are it will burn very briefly.- Stephen R. Covey', 'protected': False, 'followers_count': 2, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Tue Apr 15 11:16:20 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 277, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/456227158327689217/uqLGJPB__normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/456227158327689217/uqLGJPB__normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Stocks', 'indices': [15, 22]}, {'text': 'liquidity', 'indices': [51, 61]}], 'symbols': [{'text': 'CPWR', 'indices': [29, 34]}, {'text': 'SEE', 'indices': [35, 39]}, {'text': 'HRS', 'indices': [40, 44]}, {'text': 'AAPL', 'indices': [45, 50]}], 'urls': [{'url': 'http://t.co/TBZGdYRdKN', 'expanded_url': 'http://bit.ly/1jSWH7m', 'display_url': 'bit.ly/1jSWH7m', 'indices': [62, 84]}], 'user_mentions': []}",False,False,0.0,medium,en,0.003392296,0.14534417,0.8512635
2,2014-04-19 17:36:25+00:00,457573446743257088,457573446743257088,This enormous table shows key financial ratios for 10 of the most talked about stocks http://t.co/yxRyACOEYH $DDD $PLUG $AAPL,web,False,,,,,,"{'id': 14886375, 'id_str': '14886375', 'name': 'StockTwits', 'screen_name': 'StockTwits', 'location': 'New York, NY', 'url': 'http://www.stocktwits.com', 'description': 'We created the $ prefix for stocks (e.g. $MSFT). Follow @StockTwits and go to http://stocktwits.com for real-time ideas and stock conversations.', 'protected': False, 'followers_count': 350357, 'friends_count': 106959, 'listed_count': 6086, 'created_at': 'Fri May 23 20:53:49 +0000 2008', 'favourites_count': 601, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 40815, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/371870912/stocktwits_twitter_bg.gif', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/371870912/stocktwits_twitter_bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000440279061/ab556bed5939337ecdab9ba713378c32_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000440279061/ab556bed5939337ecdab9ba713378c32_normal.jpeg', 'profile_link_color': '89130A', 'profile_sidebar_border_color': 'DDDDDD', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '171717', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'DDD', 'indices': [109, 113]}, {'text': 'PLUG', 'indices': [114, 119]}, {'text': 'AAPL', 'indices': [120, 125]}], 'urls': [{'url': 'http://t.co/yxRyACOEYH', 'expanded_url': 'http://stks.co/f0WDN', 'display_url': 'stks.co/f0WDN', 'indices': [86, 108]}], 'user_mentions': []}",False,False,0.0,medium,en,0.008002726,0.58935446,0.40264273
3,2014-04-19 18:40:03+00:00,457589460566151169,457589460566151168,$AAPL Can Apple Inc. Finally Ditch Google? http://t.co/cwEkDiJXYD,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2358944184, 'id_str': '2358944184', 'name': 'Teodor Gareth', 'screen_name': 'TeodorGareth', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 28, 'friends_count': 0, 'listed_count': 1, 'created_at': 'Mon Feb 24 04:34:18 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 15524, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/437811737769697280/fHbdO6Em_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/437811737769697280/fHbdO6Em_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/cwEkDiJXYD', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://t.co/INo9orZreM&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://t…', 'indices': [43, 65]}], 'user_mentions': []}",False,False,0.0,medium,en,0.13186452,0.7199131,0.14822227
4,2014-04-19 20:02:12+00:00,457610134290591744,457610134290591744,$AAPL Apple Inc. (AAPL) Earnings Preview http://t.co/JEnD4pHA3E,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2358944184, 'id_str': '2358944184', 'name': 'Teodor Gareth', 'screen_name': 'TeodorGareth', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 28, 'friends_count': 0, 'listed_count': 1, 'created_at': 'Mon Feb 24 04:34:18 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 15531, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/437811737769697280/fHbdO6Em_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/437811737769697280/fHbdO6Em_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/JEnD4pHA3E', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://t.co/NRINbfPSmv&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://t…', 'indices': [41, 63]}], 'user_mentions': []}",False,False,0.0,medium,en,0.011251014,0.6664174,0.32233167
5,2014-04-19 20:05:36+00:00,457610989949554688,457610989949554688,"$AAPL: http://t.co/dQsE76QcMc , Inc. Earnings: Expect Big Things http://t.co/rvnfARrWdc","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2342531144, 'id_str': '2342531144', 'name': 'Informer', 'screen_name': 'metheinformer', 'location': '', 'url': None, 'description': 'Inform investors about stock news.', 'protected': False, 'followers_count': 21, 'friends_count': 5, 'listed_count': 0, 'created_at': 'Thu Feb 13 20:20:00 +0000 2014', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 13031, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'BADFCD', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/456757907078410240/CSXGRc5U_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/456757907078410240/CSXGRc5U_normal.jpeg', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'F2E195', 'profile_sidebar_fill_color': 'FFF7CC', 'profile_text_color': '0C3E53', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/dQsE76QcMc', 'expanded_url': 'http://Amazon.com', 'display_url': 'Amazon.com', 'indices': [7, 29]}, {'url': 'http://t.co/rvnfARrWdc', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.fool.com/investing/general/2014/04/19/amazoncom-inc-earnings-expect-big-things.aspx&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [65, 87]}], 'user_mentions': []}",False,False,0.0,medium,en,0.002346409,0.07576024,0.9218933
6,2014-04-19 09:47:21+00:00,457455402238885889,457455402238885888,$MON #Stocks to hold onto $SFG $RGA $AAPL #wealthmanagement http://t.co/2NpzWEHtRh,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2473755827, 'id_str': '2473755827', 'name': 'Braylin McQuillen', 'screen_name': 'BraylinMcQuille', 'location': 'Somers, New York', 'url': None, 'description': 'No one can make you feel inferior without your consent. - Eleanor Roosevelt', 'protected': False, 'followers_count': 18, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Thu Apr 10 11:14:06 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1114, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/454990374876876801/GuPgxMzM_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/454990374876876801/GuPgxMzM_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Stocks', 'indices': [5, 12]}, {'text': 'wealthmanagement', 'indices': [42, 59]}], 'symbols': [{'text': 'MON', 'indices': [0, 4]}, {'text': 'SFG', 'indices': [26, 30]}, {'text': 'RGA', 'indices': [31, 35]}, {'text': 'AAPL', 'indices': [36, 41]}], 'urls': [{'url': 'http://t.co/2NpzWEHtRh', 'expanded_url': 'http://bit.ly/1mlBLqH', 'display_url': 'bit.ly/1mlBLqH', 'indices': [60, 82]}], 'user_mentions': []}",False,False,0.0,medium,en,0.008983197,0.8131585,0.17785831
7,2014-04-19 19:18:03+00:00,457599023596048384,457599023596048384,$AAPL: Comcast’s Real Repairman http://t.co/IFfvvvkR4g,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1923869994, 'id_str': '1923869994', 'name': 'GavinGreenberg', 'screen_name': 'GavinGreenberg', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 311, 'friends_count': 0, 'listed_count': 13, 'created_at': 'Tue Oct 01 16:15:27 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 153237, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000534323802/19f5c2deffd0abaf49d952502be684c3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000534323802/19f5c2deffd0abaf49d952502be684c3_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/IFfvvvkR4g', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.nytimes.com/2014/04/20/business/media/comcasts-real-repairman.html&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [32, 54]}], 'user_mentions': []}",False,False,0.0,medium,en,0.009882845,0.7508161,0.23930098
8,2014-04-19 00:18:28+00:00,457312238072627200,457312238072627200,Nike will stop making wearable hardware. Fires majority of Fuelband team. This is your leading indicator Apple iWatch is imminent $NKE $AAPL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 22270809, 'id_str': '22270809', 'name': 'Ryan Lambert', 'screen_name': 'Lambies', 'location': 'Toronto', 'url': 'http://lambies.wordpress.com/', 'description': 'I lead an Emerging Business Group /Prod Mgr.  Former Consultant. MBA grad. Media&Tech aficinado. Blue Jays & Blackhawks fan. EDM. Motto: Excelsior', 'protected': False, 'followers_count': 277, 'friends_count': 559, 'listed_count': 14, 'created_at': 'Sat Feb 28 16:34:41 +0000 2009', 'favourites_count': 189, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 4476, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/670367788/526185c23083ed7e213703194c5e5268.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/670367788/526185c23083ed7e213703194c5e5268.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2801297311/fdedb7e22710daf56d5d03d0e982266d_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2801297311/fdedb7e22710daf56d5d03d0e982266d_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/22270809/1351464556', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'NKE', 'indices': [130, 134]}, {'text': 'AAPL', 'indices': [135, 140]}], 'urls': [], 'user_mentions': []}",False,False,,medium,en,0.34836838,0.4969175,0.15471412
9,2014-04-18 22:00:05+00:00,457277412770734080,457277412770734080,$AAPL: Millennial Customers Require A Different Customer Experience: Heres Wh... http://t.co/lXJjpiiFml,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1923869994, 'id_str': '1923869994', 'name': 'GavinGreenberg', 'screen_name': 'GavinGreenberg', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 310, 'friends_count': 0, 'listed_count': 13, 'created_at': 'Tue Oct 01 16:15:27 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 151973, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000534323802/19f5c2deffd0abaf49d952502be684c3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000534323802/19f5c2deffd0abaf49d952502be684c3_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/lXJjpiiFml', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.forbes.com/sites/micahsolomon/2014/04/18/are-you-getting-millennial-customers-backwards-customer-service-and-technology-in-b2b-and-b2c/&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [81, 103]}], 'user_mentions': []}",False,False,0.0,medium,en,0.059162468,0.8829384,0.057899132
