,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,possibly_sensitive,retweeted_status,negative,neutral,positive
0,2014-03-12 12:06:27+00:00,443719668994297856,443719668994297856,@sharkbiotech Point is tablet prices will eventually come down &amp; $AAPL will need to lower prices or lose volume. Neither good for profits,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,4.437176825135882e+17,4.437176825135882e+17,255996385.0,255996385.0,sharkbiotech,"{'id': 28402887, 'id_str': '28402887', 'name': 'Tsachy Mishal', 'screen_name': 'CapitalObserver', 'location': 'New York', 'url': 'http://www.capitalobserver.com/', 'description': 'Portolio Manager at TAM Capital Management. Author of the investment blog Capital Observer. Tweets are not recommendations & are for educational purposes only', 'protected': False, 'followers_count': 2611, 'friends_count': 290, 'listed_count': 115, 'created_at': 'Thu Apr 02 19:37:54 +0000 2009', 'favourites_count': 29, 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'verified': False, 'statuses_count': 8556, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3717147122/9816ec5caaa2bec7809c314b1109b19b_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3717147122/9816ec5caaa2bec7809c314b1109b19b_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [69, 74]}], 'urls': [], 'user_mentions': [{'screen_name': 'sharkbiotech', 'name': 'Dan Rosenblum', 'id': 255996385, 'id_str': '255996385', 'indices': [0, 13]}]}",False,False,medium,en,,,0.62696326,0.3466511,0.026385639
1,2014-03-12 15:38:45+00:00,443773096038633472,443773096038633472,$AAPL Risk Range 428 &lt;&lt;==&gt;&gt; 438,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 111838410, 'id_str': '111838410', 'name': 'abhishek m r', 'screen_name': 'trendtrader3333', 'location': 'India             ', 'url': 'http://tinyurl.com/Trendtradersonline-com', 'description': 'Contributor@Investing.com Trend-Opinion - Analysis-Trading Strategies-Signals Financial Markets World Wide -CommoditIes - Forex - Bonds - Stocks - Indices', 'protected': False, 'followers_count': 434, 'friends_count': 36, 'listed_count': 15, 'created_at': 'Sat Feb 06 08:54:49 +0000 2010', 'favourites_count': 1366, 'utc_offset': 19800, 'time_zone': 'New Delhi', 'geo_enabled': False, 'verified': False, 'statuses_count': 11737, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/434676337152753664/VOR41bPc_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/434676337152753664/VOR41bPc_normal.jpeg', 'profile_link_color': '990000', 'profile_sidebar_border_color': 'DFDFDF', 'profile_sidebar_fill_color': 'F3F3F3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,,0.13176502,0.8031882,0.06504673
2,2014-03-12 15:49:10+00:00,443775717495427072,443775717495427072,"$AAPL [video] Speed reading at 1,000 words a minute http://t.co/CbkxtqxRXP","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1604673104, 'id_str': '1604673104', 'name': 'CramerBuffett', 'screen_name': 'CramerBuffett', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 256, 'friends_count': 0, 'listed_count': 3, 'created_at': 'Fri Jul 19 00:25:29 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 67900, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000155876331/d2474b5e12a5fb5a1e0447380c387bb1_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000155876331/d2474b5e12a5fb5a1e0447380c387bb1_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/CbkxtqxRXP', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://money.cnn.com/video/technology/2014/03/12/t-ts-spritz-speed-reading.cnnmoney&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://m…', 'indices': [52, 74]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.009243664,0.8735733,0.11718307
3,2014-03-12 01:43:20+00:00,443562856563236866,443562856563236864,$AAPL strong back month call buying today as April and May expiry straddle spike 2.5% at end of day http://t.co/g34e6V1Myg,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 904243855, 'id_str': '904243855', 'name': 'OptionCast', 'screen_name': 'OptionCast', 'location': 'Chicago', 'url': 'http://www.optioncast.com', 'description': 'OptionCast is a trading service that highlights unusual options activity, news, and key levels that forecast market movements. Sign up for a Free 14 day trial.', 'protected': False, 'followers_count': 4643, 'friends_count': 114, 'listed_count': 121, 'created_at': 'Thu Oct 25 16:38:35 +0000 2012', 'favourites_count': 1, 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 2487, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2996650169/467234e3b93bf14e4a02e7d8ed66c023_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2996650169/467234e3b93bf14e4a02e7d8ed66c023_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/g34e6V1Myg', 'expanded_url': 'http://stks.co/e0K2w', 'display_url': 'stks.co/e0K2w', 'indices': [100, 122]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.0053186333,0.23364875,0.76103246
4,2014-03-12 21:07:21+00:00,443855790953095169,443855790953095168,http://t.co/iMDUprewAr Top investors long Herbalife: CNBC's Kate Kelly reports some of the... http://t.co/7g6PSn1dsg $PSID $BA $AAPL $SPY,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",False,,,,,,"{'id': 2348855077, 'id_str': '2348855077', 'name': 'Positive ID ($PSID)', 'screen_name': 'PSID_Stock', 'location': '', 'url': 'https://www.facebook.com/pages/Positive-Id-Corp-PSID/621996931188562', 'description': ""-- PSID -- is an emerging growth company and developer of biological detection systems for America's homeland defense industry as well as rapid medical testing."", 'protected': False, 'followers_count': 13679, 'friends_count': 2, 'listed_count': 1, 'created_at': 'Mon Feb 17 17:56:33 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 10659, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/435479362930876416/Ay_Yc9ct.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/435479362930876416/Ay_Yc9ct.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/435483900870025217/hWd-LdE9_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/435483900870025217/hWd-LdE9_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2348855077/1392662372', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'PSID', 'indices': [117, 122]}, {'text': 'BA', 'indices': [123, 126]}, {'text': 'AAPL', 'indices': [127, 132]}, {'text': 'SPY', 'indices': [133, 137]}], 'urls': [{'url': 'http://t.co/iMDUprewAr', 'expanded_url': 'http://PositiveIDCorp.com', 'display_url': 'PositiveIDCorp.com', 'indices': [0, 22]}, {'url': 'http://t.co/7g6PSn1dsg', 'expanded_url': 'http://cnb.cx/1iemC9x', 'display_url': 'cnb.cx/1iemC9x', 'indices': [94, 116]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.0052679987,0.8102359,0.18449624
5,2014-03-12 22:21:17+00:00,443874396868841472,443874396868841472,RT @Forbes: Pacific Crest's Apple analyst raised his rating on Apple based on iPhone 6 expectations http://t.co/df4qKhNgX4 $AAPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 247647197, 'id_str': '247647197', 'name': 'Deepak', 'screen_name': 'dvji', 'location': 'India', 'url': None, 'description': ""I believe in India. It can't change by status quo colonial sepoy influencers & politicians, Modi is the future. \nSuccessful Equity Investor. IIM Grad."", 'protected': False, 'followers_count': 196, 'friends_count': 73, 'listed_count': 3, 'created_at': 'Sat Feb 05 07:29:48 +0000 2011', 'favourites_count': 4967, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 18894, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'ACDED6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000770041408/abdbd90e0e3786bd101e913ece8718f4_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000770041408/abdbd90e0e3786bd101e913ece8718f4_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/247647197/1379767795', 'profile_link_color': 'E81055', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F6F6F6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [123, 128]}], 'urls': [{'url': 'http://t.co/df4qKhNgX4', 'expanded_url': 'http://onforb.es/1qwpja6', 'display_url': 'onforb.es/1qwpja6', 'indices': [100, 122]}], 'user_mentions': [{'screen_name': 'Forbes', 'name': 'Forbes', 'id': 91478624, 'id_str': '91478624', 'indices': [3, 10]}]}",False,False,medium,en,0.0,"{'created_at': 'Wed Mar 12 22:03:11 +0000 2014', 'id': 443869839254618112, 'id_str': '443869839254618112', 'text': ""Pacific Crest's Apple analyst raised his rating on Apple based on iPhone 6 expectations http://t.co/df4qKhNgX4 $AAPL"", 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 91478624, 'id_str': '91478624', 'name': 'Forbes', 'screen_name': 'Forbes', 'location': 'New York, NY', 'url': 'http://forbes.com', 'description': ""Official Twitter account of http://Forbes.com, homepage for the world's business leaders."", 'protected': False, 'followers_count': 2799518, 'friends_count': 386, 'listed_count': 29720, 'created_at': 'Sat Nov 21 02:09:57 +0000 2009', 'favourites_count': 210, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 54468, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '072250', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/457626324/twitter_background_dark3.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/457626324/twitter_background_dark3.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1824717932/Forbes_Icon_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1824717932/Forbes_Icon_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/91478624/1328307742', 'profile_link_color': '072250', 'profile_sidebar_border_color': 'CCCCCC', 'profile_sidebar_fill_color': 'F7F7F7', 'profile_text_color': '000000', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 30, 'favorite_count': 14, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [111, 116]}], 'urls': [{'url': 'http://t.co/df4qKhNgX4', 'expanded_url': 'http://onforb.es/1qwpja6', 'display_url': 'onforb.es/1qwpja6', 'indices': [88, 110]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0.0025840474,0.19430351,0.80311227
6,2014-03-12 13:51:09+00:00,443746017620406272,443746017620406272,$AAPL [video] Celine Dion on tech's play in the music space http://t.co/hxikehLtAr,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1604673104, 'id_str': '1604673104', 'name': 'CramerBuffett', 'screen_name': 'CramerBuffett', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 254, 'friends_count': 0, 'listed_count': 3, 'created_at': 'Fri Jul 19 00:25:29 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 67821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000155876331/d2474b5e12a5fb5a1e0447380c387bb1_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000155876331/d2474b5e12a5fb5a1e0447380c387bb1_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/hxikehLtAr', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://video.cnbc.com/gallery/?video=3000255778&__source=yahoo%7cheadline%7cquote%7cvideo%7c&par=yahoo&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://v…', 'indices': [60, 82]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.0062526856,0.8175656,0.1761817
7,2014-03-12 14:37:26+00:00,443757665190440960,443757665190440960,some kind of accumulation in $AAPL and $TWTR ..need to see above key levels,web,False,,,,,,"{'id': 312812068, 'id_str': '312812068', 'name': 'Jeff Focker', 'screen_name': 'jefffocker', 'location': 'virginia', 'url': None, 'description': '#fedfan forever, Part time options trader', 'protected': False, 'followers_count': 85, 'friends_count': 97, 'listed_count': 4, 'created_at': 'Tue Jun 07 18:13:59 +0000 2011', 'favourites_count': 382, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4817, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2429171727/ve5rc88a43onhtodsqoy_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2429171727/ve5rc88a43onhtodsqoy_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [29, 34]}, {'text': 'TWTR', 'indices': [39, 44]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,,0.01220326,0.44089654,0.54690015
8,2014-03-12 18:19:04+00:00,443813441074388993,443813441074388992,"Apple wants Samsung to pay $40 per accused device, court documents reveal http://t.co/8QTUyOmKLd Discuss: http://t.co/LxkVsA1Htz $AAPL","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 46192094, 'id_str': '46192094', 'name': 'Brian Joseph', 'screen_name': 'howlongtoretire', 'location': 'Chicagoland', 'url': 'http://www.rebelmouse.com/applenews/', 'description': 'Technology enthusiast and investor, hopeless early adopter.', 'protected': False, 'followers_count': 95, 'friends_count': 57, 'listed_count': 6, 'created_at': 'Wed Jun 10 18:52:22 +0000 2009', 'favourites_count': 0, 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 4165, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/651266413/avatar2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/651266413/avatar2_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'CCE8FF', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [129, 134]}], 'urls': [{'url': 'http://t.co/8QTUyOmKLd', 'expanded_url': 'http://ift.tt/1g8EwFA', 'display_url': 'ift.tt/1g8EwFA', 'indices': [74, 96]}, {'url': 'http://t.co/LxkVsA1Htz', 'expanded_url': 'http://ift.tt/1i8Y6ch', 'display_url': 'ift.tt/1i8Y6ch', 'indices': [106, 128]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.09790415,0.85954344,0.042552393
9,2014-03-12 21:00:15+00:00,443854004167409664,443854004167409664,ModernGraham Quarterly Valuation Of Apple $AAPL http://t.co/AHJmerOfoX,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",False,,,,,,"{'id': 16362169, 'id_str': '16362169', 'name': '464W', 'screen_name': '464W', 'location': 'United Kingdom', 'url': 'http://464W.com', 'description': 'Journal 2014', 'protected': False, 'followers_count': 6, 'friends_count': 1, 'listed_count': 0, 'created_at': 'Fri Sep 19 11:50:51 +0000 2008', 'favourites_count': 2, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': False, 'statuses_count': 274, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1517296162/IMG_0288_normal.JPG', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1517296162/IMG_0288_normal.JPG', 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [42, 47]}], 'urls': [{'url': 'http://t.co/AHJmerOfoX', 'expanded_url': 'http://seekingalpha.com/article/2083253?source=iphoneportfolioapp_twitter', 'display_url': 'seekingalpha.com/article/208325…', 'indices': [48, 70]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.010758249,0.80720323,0.1820384
