,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,quoted_status_id,quoted_status_id_str,quoted_status,retweeted_status,extended_entities,negative,neutral,positive
0,2015-09-14 21:54:51+00:00,643543458649624576,643543458649624576,"$V $WFC News: ""The Dual Synergy - Coupling Dividends And Share Buybacks $AAPL …"" http://t.co/AxA0SnVl5m  Analyze: https://t.co/kQIPwuZ36t","<a href=""https://quantpost.com"" rel=""nofollow"">Quantpost Herald</a>",False,,,,,,"{'id': 1923947209, 'id_str': '1923947209', 'name': 'Quantpost Financial', 'screen_name': 'QP_Finance', 'location': '', 'url': 'http://quantpost.com', 'description': 'Your destination for resources to design optimal options trades. Harness the power of Quantpost’s quantitative finance and machine learning engine.', 'protected': False, 'verified': False, 'followers_count': 486, 'friends_count': 422, 'listed_count': 35, 'favourites_count': 2, 'statuses_count': 6591, 'created_at': 'Tue Oct 01 16:21:29 +0000 2013', 'utc_offset': -21600, 'time_zone': 'Mountain Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000086196259/8400c43a4d4f8926bc84ddb373b8a88c.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000086196259/8400c43a4d4f8926bc84ddb373b8a88c.png', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/513299617606164482/09sm3oSE_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/513299617606164482/09sm3oSE_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1923947209/1411215152', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/AxA0SnVl5m', 'expanded_url': 'http://seekingalpha.com/article/3509736-the-dual-synergy-coupling-dividends-and-share-buybacks?source=feed_f', 'display_url': 'seekingalpha.com/article/350973…', 'indices': [81, 103]}, {'url': 'https://t.co/kQIPwuZ36t', 'expanded_url': 'https://quantpost.com/views/?symbol=V&t=VfdCKw', 'display_url': 'quantpost.com/views/?symbol=…', 'indices': [114, 137]}], 'user_mentions': [], 'symbols': [{'text': 'V', 'indices': [0, 2]}, {'text': 'WFC', 'indices': [3, 7]}, {'text': 'AAPL', 'indices': [72, 77]}]}",False,False,False,low,en,2015-09-14 21:54:51.658,,,,,,0.008584621,0.8921928,0.09922254
1,2015-09-14 12:30:42+00:00,643401485666152449,643401485666152448,RT http://t.co/BtrNske6dr alexjenith31 investFeed is raising $1 Million on Crowdfunder https://t.co/gye1S94Xp2 $AAPL $TSLA #Stocks #Mark…,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 3331182800, 'id_str': '3331182800', 'name': 'Binary Trader Pro', 'screen_name': 'BinaryTrading13', 'location': 'Wall Street', 'url': None, 'description': 'I tweet about the best resources in #BinaryOptions #Trading occasionally #Forex #Stocks pretty much all about #Money', 'protected': False, 'verified': False, 'followers_count': 282, 'friends_count': 127, 'listed_count': 230, 'favourites_count': 8, 'statuses_count': 51222, 'created_at': 'Mon Aug 24 23:15:35 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/635960318905024512/SlZ9zUMt_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/635960318905024512/SlZ9zUMt_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3331182800/1440459768', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Stocks', 'indices': [123, 130]}, {'text': 'Mark', 'indices': [131, 136]}], 'trends': [], 'urls': [{'url': 'http://t.co/BtrNske6dr', 'expanded_url': 'http://twitter.com/FloorTrader212/status/643401060774739968', 'display_url': 'twitter.com/FloorTrader212…', 'indices': [3, 25]}, {'url': 'https://t.co/gye1S94Xp2', 'expanded_url': 'https://goo.gl/BwHRQz', 'display_url': 'goo.gl/BwHRQz', 'indices': [87, 110]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [111, 116]}, {'text': 'TSLA', 'indices': [117, 122]}]}",False,False,False,low,en,2015-09-14 12:30:42.661,6.4340106077474e+17,6.4340106077474e+17,"{'created_at': 'Mon Sep 14 12:29:01 +0000 2015', 'id': 643401060774739968, 'id_str': '643401060774739968', 'text': '@alexjenith31 investFeed is raising $1 Million on Crowdfunder https://t.co/GayB38AhbI $AAPL $TSLA #Stocks #Markets', 'source': '<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': 3245347070, 'in_reply_to_user_id_str': '3245347070', 'in_reply_to_screen_name': 'alexjenith31', 'user': {'id': 3267162684, 'id_str': '3267162684', 'name': 'Anthony Elonzo', 'screen_name': 'FloorTrader212', 'location': 'Los Angeles, CA', 'url': None, 'description': 'Futures & Options trader, devoted husband, and wannabe frisbee thrower.', 'protected': False, 'verified': False, 'followers_count': 335, 'friends_count': 2001, 'listed_count': 34, 'favourites_count': 1159, 'statuses_count': 3495, 'created_at': 'Fri Jul 03 15:30:43 +0000 2015', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/618415661514010624/xzrFTR6__normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/618415661514010624/xzrFTR6__normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3267162684/1436276879', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 0, 'favorite_count': 0, 'entities': {'hashtags': [{'text': 'Stocks', 'indices': [98, 105]}, {'text': 'Markets', 'indices': [106, 114]}], 'trends': [], 'urls': [{'url': 'https://t.co/GayB38AhbI', 'expanded_url': 'https://goo.gl/BwHRQz', 'display_url': 'goo.gl/BwHRQz', 'indices': [62, 85]}], 'user_mentions': [{'screen_name': 'alexjenith31', 'name': 'Christine Mitchell', 'id': 3245347070, 'id_str': '3245347070', 'indices': [0, 13]}], 'symbols': [{'text': 'AAPL', 'indices': [86, 91]}, {'text': 'TSLA', 'indices': [92, 97]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,0.004915384,0.56904554,0.4260391
2,2015-09-14 12:30:49+00:00,643401515009445888,643401515009445888,@Benzinga @lamonicabuzz Yes but they are in a prices weighted Dow index. $AAPL is only going up if the overall market goes up.,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,6.434012376777646e+17,6.434012376777646e+17,44060322.0,44060322.0,Benzinga,"{'id': 245219041, 'id_str': '245219041', 'name': 'Ronnie DiMaio ', 'screen_name': 'ronniedimaio', 'location': 'Atlanta, Georgia', 'url': None, 'description': 'Tweetin all the way to the top.', 'protected': False, 'verified': False, 'followers_count': 241872, 'friends_count': 1028, 'listed_count': 8, 'favourites_count': 189, 'statuses_count': 4843, 'created_at': 'Mon Jan 31 04:47:00 +0000 2011', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '352726', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'E0194E', 'profile_sidebar_border_color': '829D5E', 'profile_sidebar_fill_color': '99CC33', 'profile_text_color': '3E4415', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/643080898217443328/KMn5aScw_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/643080898217443328/KMn5aScw_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/245219041/1428350870', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [{'screen_name': 'Benzinga', 'name': 'Benzinga.com', 'id': 44060322, 'id_str': '44060322', 'indices': [0, 9]}, {'screen_name': 'LaMonicaBuzz', 'name': 'Paul R. La Monica', 'id': 104952689, 'id_str': '104952689', 'indices': [10, 23]}], 'symbols': [{'text': 'AAPL', 'indices': [73, 78]}]}",False,False,False,low,en,2015-09-14 12:30:49.657,,,,,,0.06188226,0.6959915,0.24212626
3,2015-09-14 12:37:35+00:00,643403217922072576,643403217922072576,"Apple makes no comment on first 24-hr iPhone sales but says it's ""on pace"" to break first-weekend sales record  http://t.co/uCvEPj2Sxn $AAPL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 110639889, 'id_str': '110639889', 'name': 'Ben Berkowitz', 'screen_name': 'BerkowitzBT', 'location': 'Englewood Cliffs, NJ', 'url': 'http://www.cnbc.com', 'description': 'Deputy managing editor of @CNBC Digital. Previously Reuters, AP, AOL, Fidelity. Opinions my own, RTs not endorsements', 'protected': False, 'verified': True, 'followers_count': 3288, 'friends_count': 651, 'listed_count': 187, 'favourites_count': 64, 'statuses_count': 12593, 'created_at': 'Tue Feb 02 07:33:24 +0000 2010', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/481136569965768707/fchpPTSU.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/481136569965768707/fchpPTSU.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1155257770/ben_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1155257770/ben_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/110639889/1403546797', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/uCvEPj2Sxn', 'expanded_url': 'http://cnb.cx/1glUoMz', 'display_url': 'cnb.cx/1glUoMz', 'indices': [112, 134]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [135, 140]}]}",False,False,False,low,en,2015-09-14 12:37:35.663,,,,,,0.004946475,0.47328985,0.5217638
4,2015-09-13 23:10:36+00:00,643200133925085184,643200133925085184,SharePlanner: Trading Profitably in a Falling Market | SharePlanner http://t.co/Rn7sQcB8dW #stocks #charts $AAPL… http://t.co/X3n8d6GPom,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 3341108853, 'id_str': '3341108853', 'name': 'zooey m', 'screen_name': 'm_zooey', 'location': '', 'url': 'http://bit.ly/affprogr', 'description': '#aff #affiliate @cpa #forex #makemoney', 'protected': False, 'verified': False, 'followers_count': 1426, 'friends_count': 907, 'listed_count': 566, 'favourites_count': 26, 'statuses_count': 144687, 'created_at': 'Mon Jun 22 11:56:21 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme18/bg.gif', 'profile_background_tile': False, 'profile_link_color': '89C9FA', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/612969970595557376/5tCHyp65_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/612969970595557376/5tCHyp65_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3341108853/1434978570', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stocks', 'indices': [91, 98]}, {'text': 'charts', 'indices': [99, 106]}], 'trends': [], 'urls': [{'url': 'http://t.co/Rn7sQcB8dW', 'expanded_url': 'http://www.shareplanner.com/featured-blogs/ryan-mallory/technical-discussion/21495-trading-profitably-in-falling-market.html', 'display_url': 'shareplanner.com/featured-blogs…', 'indices': [68, 90]}, {'url': 'http://t.co/X3n8d6GPom', 'expanded_url': 'http://goo.gl/MQRRCT', 'display_url': 'goo.gl/MQRRCT', 'indices': [114, 136]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,2015-09-13 23:10:36.665,,,,,,0.031100024,0.8911424,0.07775755
5,2015-09-14 12:46:06+00:00,643405361215578113,643405361215578112,$AAPL doing its thing again where it turns the entire market around.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 1969740852, 'id_str': '1969740852', 'name': 'selling_theta', 'screen_name': 'selling_theta', 'location': 'Washington, DC', 'url': None, 'description': 'independent trader, (former) economist, crossfitter, empiricist, fan of hilarity.  Price action over everything else. Keep Calm and Short the VIX.', 'protected': False, 'verified': False, 'followers_count': 1234, 'friends_count': 264, 'listed_count': 74, 'favourites_count': 1270, 'statuses_count': 18894, 'created_at': 'Fri Oct 18 23:44:40 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/608403144247230465/T-4TrfHw_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/608403144247230465/T-4TrfHw_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1969740852/1433889528', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,low,en,2015-09-14 12:46:06.664,,,,,,0.0069901985,0.07105117,0.9219586
6,2015-09-14 21:18:52+00:00,643534403172499456,643534403172499456,$FB $TSLA $AMZN $AAPL some leaders to look at when things resolve.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 171164646, 'id_str': '171164646', 'name': 'Osmar Morales', 'screen_name': 'xtranger51', 'location': 'Miami, FL', 'url': None, 'description': ""I'm an option/stock/futures trader using technical, and CROWD analysis to create trading ideas. My strategy is simple: Follow MOMENTUM and follow the LEADERS."", 'protected': False, 'verified': False, 'followers_count': 229, 'friends_count': 356, 'listed_count': 16, 'favourites_count': 158, 'statuses_count': 4754, 'created_at': 'Mon Jul 26 18:26:09 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/531600383194726400/54hlruxv_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/531600383194726400/54hlruxv_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/171164646/1438536756', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'FB', 'indices': [0, 3]}, {'text': 'TSLA', 'indices': [4, 9]}, {'text': 'AMZN', 'indices': [10, 15]}, {'text': 'AAPL', 'indices': [16, 21]}]}",False,False,False,low,en,2015-09-14 21:18:52.664,,,,,,0.013460885,0.5063273,0.48021194
7,2015-09-13 22:00:10+00:00,643182408767008768,643182408767008768,Free Video: 30-minute Market Update http://t.co/2MCk1bNuUG #trading #startups #stock $AAPL #money #investor #angel,"<a href=""http://www.chaytonfalke.com"" rel=""nofollow"">StocksOnTheMove</a>",False,,,,,,"{'id': 1648349564, 'id_str': '1648349564', 'name': 'Chayton Falke', 'screen_name': 'ChaytonFalke', 'location': 'Orange County, CA', 'url': 'http://MoveToProve.com', 'description': 'Chayton Falke Global Equity&trade; - Founder/Creator of the worlds most accurate stock market timing toolset.', 'protected': False, 'verified': False, 'followers_count': 242, 'friends_count': 8, 'listed_count': 145, 'favourites_count': 2, 'statuses_count': 52842, 'created_at': 'Mon Aug 05 18:03:06 +0000 2013', 'utc_offset': -25200, 'time_zone': 'Arizona', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000099460790/3a10c0c776f88c645cfa19f685751c10.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000099460790/3a10c0c776f88c645cfa19f685751c10.jpeg', 'profile_background_tile': True, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/523818954045677569/YzF0o5a-_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/523818954045677569/YzF0o5a-_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1648349564/1411414323', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'trading', 'indices': [59, 67]}, {'text': 'startups', 'indices': [68, 77]}, {'text': 'stock', 'indices': [78, 84]}, {'text': 'money', 'indices': [91, 97]}, {'text': 'investor', 'indices': [98, 107]}, {'text': 'angel', 'indices': [108, 114]}], 'trends': [], 'urls': [{'url': 'http://t.co/2MCk1bNuUG', 'expanded_url': 'http://bit.ly/1xXeaSR', 'display_url': 'bit.ly/1xXeaSR', 'indices': [36, 58]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [85, 90]}]}",False,False,False,low,en,2015-09-13 22:00:10.658,,,,,,0.007532122,0.7601823,0.23228543
8,2015-09-14 21:01:40+00:00,643530074654928896,643530074654928896,"While Not Apples to Apples for Apple (AAPL), iPhone Numbers Still a Peach – Analyst http://t.co/mqtsCIZ0gr $AAPL","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",False,,,,,,"{'id': 3031051012, 'id_str': '3031051012', 'name': 'TickerLens Apple', 'screen_name': 'TickerLensAAPL', 'location': '', 'url': 'http://tickerlens.com', 'description': 'Apple Channel (Ticker AAPL). TickerLens provides almost Realtime News for mature stocks. At the time we are in BETA phase. Founded Feb 2015.', 'protected': False, 'verified': False, 'followers_count': 61, 'friends_count': 2, 'listed_count': 13, 'favourites_count': 7777, 'statuses_count': 3771, 'created_at': 'Wed Feb 11 19:03:56 +0000 2015', 'utc_offset': 7200, 'time_zone': 'Bern', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/565587353398300672/jkx7K9S9_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/565587353398300672/jkx7K9S9_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3031051012/1424439327', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/mqtsCIZ0gr', 'expanded_url': 'http://goo.gl/fb/2NIytI', 'display_url': 'goo.gl/fb/2NIytI', 'indices': [84, 106]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [107, 112]}]}",False,False,False,low,en,2015-09-14 21:01:40.665,,,,,,0.016819369,0.47126114,0.51191956
9,2015-09-14 11:24:37+00:00,643384855242375168,643384855242375168,thomasgr investFeed is raising $1 Million on Crowdfunder https://t.co/PTRwHsEIhV $AAPL $TSLA #Stocks #Markets http://t.co/XG5hVFJGig,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 559, 'friends_count': 141, 'listed_count': 708, 'favourites_count': 0, 'statuses_count': 249597, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Stocks', 'indices': [93, 100]}, {'text': 'Markets', 'indices': [101, 109]}], 'trends': [], 'urls': [{'url': 'https://t.co/PTRwHsEIhV', 'expanded_url': 'https://goo.gl/BwHRQz', 'display_url': 'goo.gl/BwHRQz', 'indices': [57, 80]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [110, 132]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [81, 86]}, {'text': 'TSLA', 'indices': [87, 92]}]}",False,False,False,low,en,2015-09-14 11:24:37.659,,,,,,0.004429034,0.57416505,0.4214058
