,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,possibly_sensitive,extended_entities,negative,neutral,positive
0,2015-12-04 16:03:29+00:00,672808451454705664,672808451454705664,RT @DanZanger: $AAPL the power of price and volume today - Nothing more is needed,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 3944115435, 'id_str': '3944115435', 'name': 'Katherine laurice', 'screen_name': 'Lasueca85', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 26, 'friends_count': 81, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 22, 'created_at': 'Tue Oct 13 06:43:43 +0000 2015', 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/658821176089812993/OpUM8IhD_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/658821176089812993/OpUM8IhD_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3944115435/1447954805', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Fri Dec 04 15:57:17 +0000 2015', 'id': 672806891341275136, 'id_str': '672806891341275136', 'text': '$AAPL the power of price and volume today - Nothing more is needed', 'source': '<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 49663664, 'id_str': '49663664', 'name': 'Dan Zanger', 'screen_name': 'DanZanger', 'location': 'Global', 'url': 'http://chartpattern.com', 'description': 'World Record Holder Top Swing Trader - Turned $11,000 to over $40,000,000.', 'protected': False, 'verified': False, 'followers_count': 43110, 'friends_count': 8, 'listed_count': 1119, 'favourites_count': 313, 'statuses_count': 13256, 'created_at': 'Mon Jun 22 15:36:41 +0000 2009', 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '030303', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/19850525/twitter-background2.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/19850525/twitter-background2.jpg', 'profile_background_tile': True, 'profile_link_color': '000DFF', 'profile_sidebar_border_color': 'FFEA00', 'profile_sidebar_fill_color': '4DC412', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/283993488/twitter-avatar_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/283993488/twitter-avatar_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/49663664/1403614451', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 3, 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}, 'favorited': False, 'retweeted': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'DanZanger', 'name': 'Dan Zanger', 'id': 49663664, 'id_str': '49663664', 'indices': [3, 13]}], 'symbols': [{'text': 'AAPL', 'indices': [15, 20]}]}",False,False,low,en,2015-12-04 16:03:29.660,,,0.004747769,0.072128326,0.92312396
1,2015-12-04 13:35:48+00:00,672771285731119104,672771285731119104,"$SPY $USO $AAPL $AMZN U.S. creates 211,000 jobs in November; unemployment 5% https://t.co/Xx7iDeMzPh","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 476337209, 'id_str': '476337209', 'name': 'Elly', 'screen_name': 'EllyElllly', 'location': 'Philly', 'url': 'http://www.CorporationsRule-Theydontcareaboutyou.com', 'description': ""Stock-Options-Everything is my opinion, & yes I am a girl. Don't analyze my behavior-Truth never told in the 9-5 hours-NO Party-I'll trade for a firm PM me-"", 'protected': False, 'verified': False, 'followers_count': 1243, 'friends_count': 719, 'listed_count': 33, 'favourites_count': 921, 'statuses_count': 24152, 'created_at': 'Sat Jan 28 01:19:58 +0000 2012', 'utc_offset': -25200, 'time_zone': 'Arizona', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FCEBB6', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/484431123334692864/1fNwVKJO.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/484431123334692864/1fNwVKJO.png', 'profile_background_tile': True, 'profile_link_color': 'F5ABB5', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '78C0A8', 'profile_text_color': '120C08', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/639834384879620096/VOt2vvjV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/639834384879620096/VOt2vvjV_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Xx7iDeMzPh', 'expanded_url': 'http://on.mktw.net/1YNk1HB', 'display_url': 'on.mktw.net/1YNk1HB', 'indices': [77, 100]}], 'user_mentions': [], 'symbols': [{'text': 'SPY', 'indices': [0, 4]}, {'text': 'USO', 'indices': [5, 9]}, {'text': 'AAPL', 'indices': [10, 15]}, {'text': 'AMZN', 'indices': [16, 21]}]}",False,False,low,en,2015-12-04 13:35:48.661,0.0,,0.089262396,0.7626869,0.14805073
2,2015-12-04 17:46:10+00:00,672834292549074944,672834292549074944,#WatchList: 4 top-notch #stocks nearing buy points https://t.co/cOd3gTOWnm $EPAM $MTSI $TDG $AVGO $AAPL $BA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",False,,,,,,"{'id': 2788398967, 'id_str': '2788398967', 'name': 'Alissa Williams', 'screen_name': 'IBD_AWilliams', 'location': 'Los Angeles', 'url': 'http://www.investors.com', 'description': 'Reporter at Investor’s Business Daily', 'protected': False, 'verified': False, 'followers_count': 1217, 'friends_count': 487, 'listed_count': 60, 'favourites_count': 16, 'statuses_count': 1261, 'created_at': 'Wed Sep 03 17:58:32 +0000 2014', 'utc_offset': -25200, 'time_zone': 'Arizona', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/509765035246116865/vpuJBGnW_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/509765035246116865/vpuJBGnW_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2788398967/1413835606', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [{'text': 'WatchList', 'indices': [0, 10]}, {'text': 'stocks', 'indices': [24, 31]}], 'urls': [{'url': 'https://t.co/cOd3gTOWnm', 'expanded_url': 'http://ow.ly/VuTUD', 'display_url': 'ow.ly/VuTUD', 'indices': [51, 74]}], 'user_mentions': [], 'symbols': [{'text': 'EPAM', 'indices': [75, 80]}, {'text': 'MTSI', 'indices': [81, 86]}, {'text': 'TDG', 'indices': [87, 91]}, {'text': 'AVGO', 'indices': [92, 97]}, {'text': 'AAPL', 'indices': [98, 103]}, {'text': 'BA', 'indices': [104, 107]}]}",False,False,low,en,2015-12-04 17:46:10.657,0.0,,0.004621233,0.33505368,0.660325
3,2015-12-04 04:01:18+00:00,672626708084862976,672626708084862976,$AAPL - Toshiba Looks to Spin Off PC Business https://t.co/RnoGwUaREz,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>",False,,,,,,"{'id': 946313485, 'id_str': '946313485', 'name': 'The Cardiac Kid', 'screen_name': '_CardiacKid', 'location': None, 'url': None, 'description': 'Follower of Jesus Christ, ASE Master Automotive Technician, Stock Trader.  What does it profit a man to gain the whole world and forfeit his own soul? Mark 8:36', 'protected': False, 'verified': False, 'followers_count': 828, 'friends_count': 351, 'listed_count': 39, 'favourites_count': 128, 'statuses_count': 103241, 'created_at': 'Tue Nov 13 18:49:54 +0000 2012', 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000816903625/cd39673317ca9d13977bad8e5e55d9bd_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000816903625/cd39673317ca9d13977bad8e5e55d9bd_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/946313485/1385926224', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/RnoGwUaREz', 'expanded_url': 'http://ih.advfn.com/p.php?pid=nmona&article=69583698&xref=newsalerttweet&adw=1126416', 'display_url': 'ih.advfn.com/p.php?pid=nmon…', 'indices': [46, 69]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,low,en,2015-12-04 04:01:18.664,0.0,,0.0047517098,0.84996617,0.14528216
4,2015-12-04 13:02:07+00:00,672762809038577664,672762809038577664,toptickertweets $DAX $SPY $AAPL $SPX $GPRO #FinTech #FinServ https://t.co/vn5AdIm3L7 20151204-08:00 https://t.co/sIuA5Lg1Kl,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 628, 'friends_count': 142, 'listed_count': 1114, 'favourites_count': 0, 'statuses_count': 383916, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [{'text': 'FinTech', 'indices': [43, 51]}, {'text': 'FinServ', 'indices': [52, 60]}], 'urls': [{'url': 'https://t.co/vn5AdIm3L7', 'expanded_url': 'http://sentiquant.com', 'display_url': 'sentiquant.com', 'indices': [61, 84]}, {'url': 'https://t.co/sIuA5Lg1Kl', 'expanded_url': 'http://bit.ly/port_sign', 'display_url': 'bit.ly/port_sign', 'indices': [100, 123]}], 'user_mentions': [], 'symbols': [{'text': 'DAX', 'indices': [16, 20]}, {'text': 'SPY', 'indices': [21, 25]}, {'text': 'AAPL', 'indices': [26, 31]}, {'text': 'SPX', 'indices': [32, 36]}, {'text': 'GPRO', 'indices': [37, 42]}]}",False,False,low,en,2015-12-04 13:02:07.660,0.0,,0.009561351,0.8175181,0.17292058
5,2015-12-04 20:00:07+00:00,672868002174509060,672868002174509056,Free Video: Understanding Single Stock Data Metrics https://t.co/v52l9yawwR #trading #startups #stock $AAPL #money #investor #angel,"<a href=""http://www.chaytonfalke.com"" rel=""nofollow"">StocksOnTheMove</a>",False,,,,,,"{'id': 1648349564, 'id_str': '1648349564', 'name': 'Chayton Falke', 'screen_name': 'ChaytonFalke', 'location': 'Orange County, CA', 'url': 'http://MoveToProve.com', 'description': 'Chayton Falke Global Equity&trade; - Founder/Creator of the worlds most accurate stock market timing toolset.', 'protected': False, 'verified': False, 'followers_count': 257, 'friends_count': 8, 'listed_count': 186, 'favourites_count': 2, 'statuses_count': 55467, 'created_at': 'Mon Aug 05 18:03:06 +0000 2013', 'utc_offset': -25200, 'time_zone': 'Arizona', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000099460790/3a10c0c776f88c645cfa19f685751c10.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000099460790/3a10c0c776f88c645cfa19f685751c10.jpeg', 'profile_background_tile': True, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/523818954045677569/YzF0o5a-_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/523818954045677569/YzF0o5a-_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1648349564/1411414323', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [{'text': 'trading', 'indices': [76, 84]}, {'text': 'startups', 'indices': [85, 94]}, {'text': 'stock', 'indices': [95, 101]}, {'text': 'money', 'indices': [108, 114]}, {'text': 'investor', 'indices': [115, 124]}, {'text': 'angel', 'indices': [125, 131]}], 'urls': [{'url': 'https://t.co/v52l9yawwR', 'expanded_url': 'http://bit.ly/113jPei', 'display_url': 'bit.ly/113jPei', 'indices': [52, 75]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [102, 107]}]}",False,False,low,en,2015-12-04 20:00:07.658,0.0,,0.007534489,0.7684655,0.22399978
6,2015-12-04 06:13:00+00:00,672659851454103552,672659851454103552,We use Benzinga for breaking news inside our day trading chat room | Review Here https://t.co/cx1ZLfgRco $AAPL $F… https://t.co/g2qiIuHcOg,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 629, 'friends_count': 142, 'listed_count': 1114, 'favourites_count': 0, 'statuses_count': 383234, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/cx1ZLfgRco', 'expanded_url': 'http://bit.ly/1lJ31UF', 'display_url': 'bit.ly/1lJ31UF', 'indices': [81, 104]}, {'url': 'https://t.co/g2qiIuHcOg', 'expanded_url': 'http://bit.ly/appl_wt_2', 'display_url': 'bit.ly/appl_wt_2', 'indices': [115, 138]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [105, 110]}]}",False,False,low,en,2015-12-04 06:13:00.659,0.0,,0.0050685382,0.8445307,0.15040079
7,2015-12-04 15:56:42+00:00,672806744385540096,672806744385540096,Look at the $MTUM yo. $SPY $AAPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 4245186766, 'id_str': '4245186766', 'name': 'Maverick', 'screen_name': 'FuturesMaverick', 'location': None, 'url': None, 'description': 'Profitable #ES_F trader and stock market investor.', 'protected': False, 'verified': False, 'followers_count': 53, 'friends_count': 107, 'listed_count': 2, 'favourites_count': 1, 'statuses_count': 67, 'created_at': 'Sat Nov 21 22:07:33 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '1A1B1F', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/670021012747124738/ZkGYgUcY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/670021012747124738/ZkGYgUcY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4245186766/1448555464', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'MTUM', 'indices': [12, 17]}, {'text': 'SPY', 'indices': [22, 26]}, {'text': 'AAPL', 'indices': [27, 32]}]}",False,False,low,en,2015-12-04 15:56:42.663,,,0.017179586,0.5096615,0.4731589
8,2015-12-04 12:46:43+00:00,672758933526880257,672758933526880256,"$AAPL News: ""Sit Tight Till Selling Is Over - Cramer's Mad Money (12/3/15) $S …"" https://t.co/iDzEUozGEQ  Analyze… https://t.co/g2qiIuHcOg","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 628, 'friends_count': 142, 'listed_count': 1114, 'favourites_count': 0, 'statuses_count': 383875, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/iDzEUozGEQ', 'expanded_url': 'http://seekingalpha.com/article/3733246-sit-tight-till-selling-is-over-cramers-mad-money-12-3-15?source=feed_f', 'display_url': 'seekingalpha.com/article/373324…', 'indices': [81, 104]}, {'url': 'https://t.co/g2qiIuHcOg', 'expanded_url': 'http://bit.ly/appl_wt_2', 'display_url': 'bit.ly/appl_wt_2', 'indices': [115, 138]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}, {'text': 'S', 'indices': [75, 77]}]}",False,False,low,en,2015-12-04 12:46:43.666,0.0,,0.0366116,0.8961111,0.06727741
9,2015-12-04 03:24:39+00:00,672617484793602048,672617484793602048,"A B O V E average VOL cont'd

$AAPL
$UVXY
$VXX
$XIV
$SPLV

$USO
$UUP
$EWZ
$FXY
$FXE
$FXF
$GREK
$EWI
$EWG
$EWJ
$RTH… https://t.co/g2qiIuHcOg","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 629, 'friends_count': 142, 'listed_count': 1114, 'favourites_count': 0, 'statuses_count': 383001, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/g2qiIuHcOg', 'expanded_url': 'http://bit.ly/appl_wt_2', 'display_url': 'bit.ly/appl_wt_2', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [30, 35]}, {'text': 'UVXY', 'indices': [36, 41]}, {'text': 'VXX', 'indices': [42, 46]}, {'text': 'XIV', 'indices': [47, 51]}, {'text': 'SPLV', 'indices': [52, 57]}, {'text': 'USO', 'indices': [59, 63]}, {'text': 'UUP', 'indices': [64, 68]}, {'text': 'EWZ', 'indices': [69, 73]}, {'text': 'FXY', 'indices': [74, 78]}, {'text': 'FXE', 'indices': [79, 83]}, {'text': 'FXF', 'indices': [84, 88]}, {'text': 'GREK', 'indices': [89, 94]}, {'text': 'EWI', 'indices': [95, 99]}, {'text': 'EWG', 'indices': [100, 104]}, {'text': 'EWJ', 'indices': [105, 109]}]}",False,False,low,und,2015-12-04 03:24:39.660,0.0,,0.05196546,0.83498466,0.1130499
