,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,retweeted_status,possibly_sensitive,negative,neutral,positive
0,2014-01-07 02:05:16+00:00,420375552885657601,420375552885657600,$AAPL I love my iPad b/c no virus and I am protected by Apple. Android is open source and full of virus etc. I don't want it in my car...,web,False,,,,,,"{'id': 943969916, 'id_str': '943969916', 'name': 'mfd504', 'screen_name': 'mfd504', 'location': 'New Orleans, LA', 'url': 'http://researchforprofit.com', 'description': 'Investor and researcher. Recently: Long in NBG with Jan 2015 calls @$7. Long in AAPL with various S/T calls. Long JCP with Jan 2015 calls @$18/20/25.', 'protected': False, 'followers_count': 60, 'friends_count': 68, 'listed_count': 1, 'created_at': 'Mon Nov 12 16:39:31 +0000 2012', 'favourites_count': 136, 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 2220, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3601543404/50e984d9dc7264642844e772fcb88d08_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3601543404/50e984d9dc7264642844e772fcb88d08_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,,0.048151135,0.11707786,0.83477104
1,2014-01-07 02:25:59+00:00,420380766401732609,420380766401732608,RT @ValaAfshar: Why 2014 could be the most interesting year in technology in a long time http://t.co/NsFlq9imIz $AAPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 126500452, 'id_str': '126500452', 'name': 'Tarun Agarwal', 'screen_name': 'iTarunAgarwal', 'location': 'New York, NY', 'url': 'http://tarunagarwals.blogspot.com/', 'description': 'Seasoned IT professional, visionary, leader and architect with core expetise in Business Intelligence and Data Warehousing.', 'protected': False, 'followers_count': 196, 'friends_count': 343, 'listed_count': 2, 'created_at': 'Fri Mar 26 02:16:08 +0000 2010', 'favourites_count': 144, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 237, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '352726', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1853300903/DSC05894_normal.JPG', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1853300903/DSC05894_normal.JPG', 'profile_link_color': 'D02B55', 'profile_sidebar_border_color': '829D5E', 'profile_sidebar_fill_color': '99CC33', 'profile_text_color': '3E4415', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [112, 117]}], 'urls': [{'url': 'http://t.co/NsFlq9imIz', 'expanded_url': 'http://bit.ly/KsNm8W', 'display_url': 'bit.ly/KsNm8W', 'indices': [89, 111]}], 'user_mentions': [{'screen_name': 'ValaAfshar', 'name': 'Vala Afshar', 'id': 259725229, 'id_str': '259725229', 'indices': [3, 14]}]}",False,False,medium,en,"{'created_at': 'Tue Jan 07 01:25:12 +0000 2014', 'id': 420365469283921921, 'id_str': '420365469283921921', 'text': 'Why 2014 could be the most interesting year in technology in a long time http://t.co/NsFlq9imIz $AAPL', 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 259725229, 'id_str': '259725229', 'name': 'Vala Afshar', 'screen_name': 'ValaAfshar', 'location': '', 'url': 'http://www.informationweek.com/authors/Vala-Afshar', 'description': 'CMO, Extreme Networks. http://www.huffingtonpost.com/vala-afshar/', 'protected': False, 'followers_count': 23565, 'friends_count': 1300, 'listed_count': 1505, 'created_at': 'Wed Mar 02 13:31:29 +0000 2011', 'favourites_count': 1, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 146150, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1259558245/vala_300dpi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1259558245/vala_300dpi_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/259725229/1363372637', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 2, 'favorite_count': 0, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [96, 101]}], 'urls': [{'url': 'http://t.co/NsFlq9imIz', 'expanded_url': 'http://bit.ly/KsNm8W', 'display_url': 'bit.ly/KsNm8W', 'indices': [73, 95]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0.0,0.0015362488,0.02813202,0.9703318
2,2014-01-07 20:09:04+00:00,420648300086177792,420648300086177792,$AAPL [video] How Much Does the App Store Mean to Apple? http://t.co/UuQ4kj4Syl,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1934537768, 'id_str': '1934537768', 'name': 'Greater Stocks', 'screen_name': 'GreaterStocks', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 3, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Fri Oct 04 15:06:30 +0000 2013', 'favourites_count': 0, 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 29553, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000547622732/a08cac0036b154d7c2a6e57103cd5204_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000547622732/a08cac0036b154d7c2a6e57103cd5204_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/UuQ4kj4Syl', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.bloomberg.com/video/how-much-does-the-app-store-mean-to-apple-bi4Z241RRcurRUf3Hd0hGw.html?cmpid=yhoo', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [57, 79]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.008954738,0.875071,0.11597417
3,2014-01-07 05:11:18+00:00,420422369698521088,420422369698521088,$AAPL Samsung to report profit decline as phone sales lag http://t.co/xIxfXlSII8,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1934537768, 'id_str': '1934537768', 'name': 'Greater Stocks', 'screen_name': 'GreaterStocks', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 3, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Fri Oct 04 15:06:30 +0000 2013', 'favourites_count': 0, 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 29230, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000547622732/a08cac0036b154d7c2a6e57103cd5204_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000547622732/a08cac0036b154d7c2a6e57103cd5204_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/xIxfXlSII8', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://money.cnn.com/2014/01/06/technology/samsung-earnings/index.html?source=yahoo_quote', 'display_url': 'top10stocks2buy.com/i.php?http://m…', 'indices': [58, 80]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.5728566,0.3907583,0.036385104
4,2014-01-07 14:41:56+00:00,420565974266302465,420565974266302464,$FSLR $AAPL $MU $C $MA $YOKU $SD $MRK $V Active equity options trading on open: Full Story http://t.co/vLwV2vz756,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",False,,,,,,"{'id': 166597717, 'id_str': '166597717', 'name': 'The Fly', 'screen_name': 'theflynews', 'location': 'Wall Street', 'url': 'http://www.theflyonthewall.com', 'description': 'The Stock News that Matters', 'protected': False, 'followers_count': 3867, 'friends_count': 73, 'listed_count': 144, 'created_at': 'Wed Jul 14 15:10:34 +0000 2010', 'favourites_count': 7, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 96176, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '254B82', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000828748402/b70290685700f1b0ecd377cb25cb542f_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000828748402/b70290685700f1b0ecd377cb25cb542f_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/166597717/1363287910', 'profile_link_color': '254B82', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'FSLR', 'indices': [0, 5]}, {'text': 'AAPL', 'indices': [6, 11]}, {'text': 'MU', 'indices': [12, 15]}, {'text': 'C', 'indices': [16, 18]}, {'text': 'MA', 'indices': [19, 22]}, {'text': 'YOKU', 'indices': [23, 28]}, {'text': 'SD', 'indices': [29, 32]}, {'text': 'MRK', 'indices': [33, 37]}, {'text': 'V', 'indices': [38, 40]}], 'urls': [{'url': 'http://t.co/vLwV2vz756', 'expanded_url': 'http://tinyurl.com/kjzuzzp', 'display_url': 'tinyurl.com/kjzuzzp', 'indices': [91, 113]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.009785431,0.92391527,0.06629923
5,2014-01-07 16:57:25+00:00,420600069750919168,420600069750919168,$AAPL seeing potential to hold a higher low above yest's LOD &amp; if so 550/51 is 1st key trgt; +551 = grind in2 earnings; -540 = 536 then 529,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 102212196, 'id_str': '102212196', 'name': 'MockTrade', 'screen_name': 'MockTrade', 'location': 'Fort Lauderdale', 'url': None, 'description': 'Very active swing trader, hedger, & active day trader with options & futures.', 'protected': False, 'followers_count': 2128, 'friends_count': 282, 'listed_count': 101, 'created_at': 'Wed Jan 06 00:13:39 +0000 2010', 'favourites_count': 144, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 17490, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://a0.twimg.com/profile_background_images/413778731/Japanese-Candlestick-Charting.jpg', 'profile_background_image_url_https': 'https://si0.twimg.com/profile_background_images/413778731/Japanese-Candlestick-Charting.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/612669969/2_006_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/612669969/2_006_normal.jpg', 'profile_link_color': '1642E0', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,,0.013461913,0.45842808,0.52811
6,2014-01-07 14:44:40+00:00,420566662157307905,420566662157307904,$AAPL lows of the day.  http://t.co/BIMpdEfg2P http://t.co/8YzhXOkrhI,web,False,,,,,,"{'id': 1878120410, 'id_str': '1878120410', 'name': 'Matt', 'screen_name': 'TheRealMatt8181', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 72, 'friends_count': 188, 'listed_count': 1, 'created_at': 'Wed Sep 18 05:08:53 +0000 2013', 'favourites_count': 2242, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4700, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/412822772914466816/rHFOYK7U_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/412822772914466816/rHFOYK7U_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/BIMpdEfg2P', 'expanded_url': 'http://Apple.com', 'display_url': 'Apple.com', 'indices': [24, 46]}], 'user_mentions': [], 'media': [{'id': 420566662165696512, 'id_str': '420566662165696512', 'indices': [47, 69], 'media_url': 'http://pbs.twimg.com/media/BdYnJqbCEAABpRi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/BdYnJqbCEAABpRi.jpg', 'url': 'http://t.co/8YzhXOkrhI', 'display_url': 'pic.twitter.com/8YzhXOkrhI', 'expanded_url': 'http://twitter.com/TheRealMatt8181/status/420566662157307905/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 600, 'h': 522, 'resize': 'fit'}, 'small': {'w': 340, 'h': 296, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 522, 'resize': 'fit'}}}]}",False,False,medium,en,,0.0,0.38553086,0.55183244,0.06263664
7,2014-01-07 14:51:36+00:00,420568406962622464,420568406962622464,RT @CNBC: Apple reports $10 billion worth of apps sold in 2013: http://t.co/F7UpW2lUqJ $AAPL,web,False,,,,,,"{'id': 40641597, 'id_str': '40641597', 'name': 'Jobfoxx', 'screen_name': 'Jobfoxx', 'location': 'India', 'url': 'http://customeriskinginc.com', 'description': 'Jobs For The Day @ http://Customeriskinginc.com\r\nUSA | UK | CANADA | FRANCE |\r\nSWITZERLAND | GERMANY | ITALY |\tOnline HR.', 'protected': False, 'followers_count': 2668, 'friends_count': 2721, 'listed_count': 5, 'created_at': 'Sun May 17 10:49:08 +0000 2009', 'favourites_count': 526, 'utc_offset': 19800, 'time_zone': 'Chennai', 'geo_enabled': False, 'verified': False, 'statuses_count': 11645, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/877439941/Customer_Is_King_Logo_normal.JPG', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/877439941/Customer_Is_King_Logo_normal.JPG', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [87, 92]}], 'urls': [{'url': 'http://t.co/F7UpW2lUqJ', 'expanded_url': 'http://cnb.cx/KvdkbO', 'display_url': 'cnb.cx/KvdkbO', 'indices': [64, 86]}], 'user_mentions': [{'screen_name': 'CNBC', 'name': 'CNBC', 'id': 20402945, 'id_str': '20402945', 'indices': [3, 8]}]}",False,False,medium,en,"{'created_at': 'Tue Jan 07 14:50:14 +0000 2014', 'id': 420568060647735296, 'id_str': '420568060647735296', 'text': 'Apple reports $10 billion worth of apps sold in 2013: http://t.co/F7UpW2lUqJ $AAPL', 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 20402945, 'id_str': '20402945', 'name': 'CNBC', 'screen_name': 'CNBC', 'location': '', 'url': 'http://cnbc.com', 'description': 'First in Business Worldwide', 'protected': False, 'followers_count': 1357492, 'friends_count': 828, 'listed_count': 16337, 'created_at': 'Mon Feb 09 00:03:41 +0000 2009', 'favourites_count': 1166, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': True, 'statuses_count': 30741, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '0D181F', 'profile_background_image_url': 'http://a0.twimg.com/profile_background_images/378800000001282625/cb244200a71930168f181caf04dbd4c2.png', 'profile_background_image_url_https': 'https://si0.twimg.com/profile_background_images/378800000001282625/cb244200a71930168f181caf04dbd4c2.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000007832944/b04e266b71155f145eabaa33f58687db_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000007832944/b04e266b71155f145eabaa33f58687db_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/20402945/1371566404', 'profile_link_color': '2D648A', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEBEA', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 11, 'favorite_count': 0, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [77, 82]}], 'urls': [{'url': 'http://t.co/F7UpW2lUqJ', 'expanded_url': 'http://cnb.cx/KvdkbO', 'display_url': 'cnb.cx/KvdkbO', 'indices': [54, 76]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0.0,0.0044932067,0.52566534,0.46984157
8,2014-01-07 14:58:20+00:00,420570101486612480,420570101486612480,“@CNBC: Apple reports $10 billion worth of apps sold in 2013: http://t.co/8IByyOJOka $AAPL” #crazy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,4.205680606477353e+17,4.205680606477353e+17,20402945.0,20402945.0,CNBC,"{'id': 46042370, 'id_str': '46042370', 'name': 'Chansler Poole', 'screen_name': 'ChanslerPoole', 'location': 'Pittsburgh, PA', 'url': 'http://www.youtube.com/user/ChanslerPoole?feature=mhum', 'description': 'Hi. I plan to change the world someday.', 'protected': False, 'followers_count': 439, 'friends_count': 402, 'listed_count': 0, 'created_at': 'Wed Jun 10 05:03:59 +0000 2009', 'favourites_count': 2077, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 5078, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '171A0F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000859283661/BEb3kAdp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000859283661/BEb3kAdp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/46042370/1376110655', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'crazy', 'indices': [92, 98]}], 'symbols': [], 'urls': [{'url': 'http://t.co/8IByyOJOka', 'expanded_url': 'http://cnb.cx/KvdkbO', 'display_url': 'cnb.cx/KvdkbO', 'indices': [62, 84]}], 'user_mentions': [{'screen_name': 'CNBC', 'name': 'CNBC', 'id': 20402945, 'id_str': '20402945', 'indices': [1, 6]}]}",False,False,medium,en,,0.0,0.015912067,0.48994046,0.49414742
9,2014-01-07 13:45:07+00:00,420551675884343296,420551675884343296,$AAPL - 8:34 am Apple announces App store sales topped $10 billion in 2013 -&gt; http://t.co/XtboXHVHZl #stock #stocks #stockaction,"<a href=""http://www.gewinnspiele-de.de"" rel=""nofollow"">GWS Stream</a>",False,,,,,,"{'id': 153395860, 'id_str': '153395860', 'name': 'StockNewsNet', 'screen_name': 'stock_newsnet', 'location': '', 'url': 'http://stock-news.net', 'description': 'Daily free Stock News', 'protected': False, 'followers_count': 1380, 'friends_count': 9, 'listed_count': 16, 'created_at': 'Tue Jun 08 12:53:06 +0000 2010', 'favourites_count': 2, 'utc_offset': 3600, 'time_zone': 'Berlin', 'geo_enabled': False, 'verified': False, 'statuses_count': 40142, 'lang': 'de', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000700176736/5005bc77a2f94c89704d74e87802fb4f_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000700176736/5005bc77a2f94c89704d74e87802fb4f_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stock', 'indices': [104, 110]}, {'text': 'stocks', 'indices': [111, 118]}, {'text': 'stockaction', 'indices': [119, 131]}], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/XtboXHVHZl', 'expanded_url': 'http://stock-news.net/211380', 'display_url': 'stock-news.net/211380', 'indices': [81, 103]}], 'user_mentions': []}",False,False,medium,en,,0.0,0.0037381453,0.2365894,0.7596724
