,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,negative,neutral,positive
0,2014-04-28 16:31:18+00:00,460818550374936576,460818550374936576,"RT @philstockworld: $PFE Buying $AZN for $100Bn?  Last Week's $AAPL trade up 27%, $CAKE up 125%, also $FB, $TXN, $CROX $SPY $SLW $DIA @ htt…",web,False,,,,,,"{'id': 1638734833, 'id_str': '1638734833', 'name': 'SecondDistrictPTA', 'screen_name': '2ndDistrictPTAq', 'location': 'Connecticut', 'url': None, 'description': 'Join the PTA \r\nNoncommercial Policy\r\n\r\nThe mention of any business  service in this !publication does not imply an endorsement by the Second District PTA.', 'protected': False, 'followers_count': 574, 'friends_count': 212, 'listed_count': 0, 'created_at': 'Thu Aug 01 19:44:51 +0000 2013', 'favourites_count': 990, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1761, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000510061140/119c3627309c479b204646e4b1c31d5f_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000510061140/119c3627309c479b204646e4b1c31d5f_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Mon Apr 28 13:20:12 +0000 2014', 'id': 460770458833809408, 'id_str': '460770458833809408', 'text': ""$PFE Buying $AZN for $100Bn?  Last Week's $AAPL trade up 27%, $CAKE up 125%, also $FB, $TXN, $CROX $SPY $SLW $DIA @ http://t.co/TPvpM4PbdY"", 'source': 'web', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 16838276, 'id_str': '16838276', 'name': 'Phil Davis', 'screen_name': 'philstockworld', 'location': 'USA', 'url': 'http://www.philstockworld.com', 'description': 'High Finance For Real People - Fun and Profits!   Order Stock World Weekly or our PSW Report @ http://tinyurl.com/TwitterOffer7', 'protected': False, 'followers_count': 462795, 'friends_count': 174, 'listed_count': 79, 'created_at': 'Sat Oct 18 12:00:54 +0000 2008', 'favourites_count': 25, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 4334, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/62329749/puppet_head_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/62329749/puppet_head_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16838276/1363505184', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 629, 'favorite_count': 35, 'entities': {'hashtags': [], 'symbols': [{'text': 'PFE', 'indices': [0, 4]}, {'text': 'AZN', 'indices': [12, 16]}, {'text': 'AAPL', 'indices': [42, 47]}, {'text': 'CAKE', 'indices': [62, 67]}, {'text': 'FB', 'indices': [82, 85]}, {'text': 'TXN', 'indices': [87, 91]}, {'text': 'CROX', 'indices': [93, 98]}, {'text': 'SPY', 'indices': [99, 103]}, {'text': 'SLW', 'indices': [104, 108]}, {'text': 'DIA', 'indices': [109, 113]}], 'urls': [{'url': 'http://t.co/TPvpM4PbdY', 'expanded_url': 'http://www.philstockworld.com/2014/04/28/monday-market-manipulation-ma-news-keeps-things-hot/', 'display_url': 'philstockworld.com/2014/04/28/mon…', 'indices': [116, 138]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0,0,"{'hashtags': [], 'symbols': [{'text': 'PFE', 'indices': [20, 24]}, {'text': 'AZN', 'indices': [32, 36]}, {'text': 'AAPL', 'indices': [62, 67]}, {'text': 'CAKE', 'indices': [82, 87]}, {'text': 'FB', 'indices': [102, 105]}, {'text': 'TXN', 'indices': [107, 111]}, {'text': 'CROX', 'indices': [113, 118]}, {'text': 'SPY', 'indices': [119, 123]}, {'text': 'SLW', 'indices': [124, 128]}, {'text': 'DIA', 'indices': [129, 133]}], 'urls': [{'url': 'http://t.co/TPvpM4PbdY', 'expanded_url': 'http://www.philstockworld.com/2014/04/28/monday-market-manipulation-ma-news-keeps-things-hot/', 'display_url': 'philstockworld.com/2014/04/28/mon…', 'indices': [139, 140]}], 'user_mentions': [{'screen_name': 'philstockworld', 'name': 'Phil Davis', 'id': 16838276, 'id_str': '16838276', 'indices': [3, 18]}]}",False,False,0.0,medium,en,0.006676795,0.6195325,0.3737906
1,2014-04-28 16:35:05+00:00,460819502481960960,460819502481960960,$AAPL Emerging Markets Contribute To Apple's Growth http://t.co/KQz2oYdKaO,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1729135326, 'id_str': '1729135326', 'name': 'Alfredo Gilham', 'screen_name': 'AlfredoGilham', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 186, 'friends_count': 0, 'listed_count': 3, 'created_at': 'Wed Sep 04 15:58:24 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 73969, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/457137884382765056/EU2fdboy_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/457137884382765056/EU2fdboy_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/KQz2oYdKaO', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://seekingalpha.com/article/2169483-emerging-markets-contribute-to-apples-growth?source=yahoo&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://s…', 'indices': [52, 74]}], 'user_mentions': []}",False,False,0.0,medium,en,0.0035709895,0.23159184,0.7648373
2,2014-04-28 05:31:32+00:00,460652514669756416,460652514669756416,#Stock Market Reports you need on  $KMB $SNPS $REGN  $AAPL #NASDAQ http://t.co/VDuQw7Uuns,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2433843538, 'id_str': '2433843538', 'name': 'Pearline Smiley', 'screen_name': 'bobsledderpym', 'location': 'Richmond, KS', 'url': None, 'description': 'The secret to life is meaningless unless you discover it yourself.- W. Somerset Maugham', 'protected': False, 'followers_count': 42, 'friends_count': 59, 'listed_count': 0, 'created_at': 'Mon Mar 24 18:23:49 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1960, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/455318641127350272/yC_8lJVM_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/455318641127350272/yC_8lJVM_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [{'text': 'Stock', 'indices': [0, 6]}, {'text': 'NASDAQ', 'indices': [59, 66]}], 'symbols': [{'text': 'KMB', 'indices': [35, 39]}, {'text': 'SNPS', 'indices': [40, 45]}, {'text': 'REGN', 'indices': [46, 51]}, {'text': 'AAPL', 'indices': [53, 58]}], 'urls': [{'url': 'http://t.co/VDuQw7Uuns', 'expanded_url': 'http://bit.ly/1lYXN1g', 'display_url': 'bit.ly/1lYXN1g', 'indices': [67, 89]}], 'user_mentions': []}",False,False,0.0,medium,en,0.01207935,0.9030203,0.08490032
3,2014-04-28 14:03:11+00:00,460781275616272385,460781275616272384,$AAPL Alerts over faulty Apple and Samsung handsets http://t.co/YbAFGnCFIj,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1676338525, 'id_str': '1676338525', 'name': 'The Good Trader', 'screen_name': 'TheGoodTrader', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 94, 'friends_count': 0, 'listed_count': 2, 'created_at': 'Fri Aug 16 18:00:38 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 50867, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000309046924/4db7b08ab3f0e51d1e989bd5faf3a38f_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000309046924/4db7b08ab3f0e51d1e989bd5faf3a38f_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/YbAFGnCFIj', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.bbc.co.uk/news/technology-27187615&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [52, 74]}], 'user_mentions': []}",False,False,0.0,medium,en,0.6800799,0.3045602,0.015360065
4,2014-04-28 14:07:07+00:00,460782265438461952,460782265438461952,$AAPL en max 52w llegando a resistencia 585,web,False,,,,,,"{'id': 162419093, 'id_str': '162419093', 'name': 'JPU', 'screen_name': 'jpu19', 'location': 'Buenos Aires / Argentina', 'url': None, 'description': 'Politica y finanzas. Analisis y estrategias de inversion.  https://www.youtube.com/watch?v=217JOBWTolg', 'protected': False, 'followers_count': 341, 'friends_count': 795, 'listed_count': 19, 'created_at': 'Sat Jul 03 16:25:37 +0000 2010', 'favourites_count': 44, 'utc_offset': -10800, 'time_zone': 'Buenos Aires', 'geo_enabled': True, 'verified': False, 'statuses_count': 38540, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FAFAFA', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/140765333/bulls_and_bears.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/140765333/bulls_and_bears.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000573476894/4e4868497b3bc57bbab88ff1a7a628d8_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000573476894/4e4868497b3bc57bbab88ff1a7a628d8_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/162419093/1370823863', 'profile_link_color': '3E0D6B', 'profile_sidebar_border_color': 'F0091D', 'profile_sidebar_fill_color': 'F5F50C', 'profile_text_color': '050505', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [], 'user_mentions': []}",False,False,,medium,en,0.04750527,0.82466364,0.12783106
5,2014-04-28 14:09:54+00:00,460782965900185600,460782965900185600,$AAPL has a 596 target all over it by end of week,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 14633485, 'id_str': '14633485', 'name': 'aznboi27', 'screen_name': 'aznboi27', 'location': 'San Antonio, TX', 'url': None, 'description': 'Options trader. Focused on high beta movers', 'protected': False, 'followers_count': 833, 'friends_count': 37, 'listed_count': 35, 'created_at': 'Sat May 03 01:21:37 +0000 2008', 'favourites_count': 528, 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 17128, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1520954051/stock_money8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1520954051/stock_money8_normal.jpg', 'profile_link_color': '1F98C7', 'profile_sidebar_border_color': 'C6E2EE', 'profile_sidebar_fill_color': 'DAECF4', 'profile_text_color': '663B12', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [], 'user_mentions': []}",False,False,,medium,en,0.053942226,0.5930109,0.3530469
6,2014-04-28 17:26:41+00:00,460832488055918592,460832488055918592,"“@MelissaLeeCNBC: $AAPL 52-wk high”MT, LongTerm investors rewarded today! @AmericanExpress @News12LI @GoldmanSachs","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,4.608103811462226e+17,4.608103811462226e+17,1347071545.0,1347071545.0,MelissaLeeCNBC,"{'id': 1603903236, 'id_str': '1603903236', 'name': 'Jah-son ', 'screen_name': 'Devas777Johnson', 'location': 'New York', 'url': None, 'description': None, 'protected': False, 'followers_count': 25, 'friends_count': 239, 'listed_count': 1, 'created_at': 'Thu Jul 18 17:25:51 +0000 2013', 'favourites_count': 903, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1798, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000157683829/b615a1830a90e2a8a52eef5f33178205_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000157683829/b615a1830a90e2a8a52eef5f33178205_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1603903236/1379014491', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [18, 23]}], 'urls': [], 'user_mentions': [{'screen_name': 'MelissaLeeCNBC', 'name': 'Melissa Lee', 'id': 1347071545, 'id_str': '1347071545', 'indices': [1, 16]}, {'screen_name': 'AmericanExpress', 'name': 'American Express', 'id': 42712551, 'id_str': '42712551', 'indices': [74, 90]}, {'screen_name': 'News12LI', 'name': 'News12LI', 'id': 16543760, 'id_str': '16543760', 'indices': [91, 100]}, {'screen_name': 'GoldmanSachs', 'name': 'Goldman Sachs', 'id': 253167239, 'id_str': '253167239', 'indices': [101, 114]}]}",False,False,,medium,en,0.0026070043,0.030846708,0.9665462
7,2014-04-28 15:59:42+00:00,460810597983342592,460810597983342592,300 bps of implied vol back in $AAPL- 700 more to go,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 431596039, 'id_str': '431596039', 'name': 'Michael Allen', 'screen_name': 'mcvetetic', 'location': 'Tampa, FL', 'url': None, 'description': 'Investor, Entrepreneur', 'protected': False, 'followers_count': 40, 'friends_count': 36, 'listed_count': 0, 'created_at': 'Thu Dec 08 13:23:19 +0000 2011', 'favourites_count': 5, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1261, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1680972759/Untitled_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1680972759/Untitled_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [31, 36]}], 'urls': [], 'user_mentions': []}",False,False,,medium,en,0.0466139,0.8181189,0.13526729
8,2014-04-28 16:02:13+00:00,460811231306448896,460811231306448896,"RT @philstockworld: $PFE Buying $AZN for $100Bn?  Last Week's $AAPL trade up 27%, $CAKE up 125%, also $FB, $TXN, $CROX $SPY $SLW $DIA @ htt…",web,False,,,,,,"{'id': 1657499102, 'id_str': '1657499102', 'name': 'janet ', 'screen_name': 'graeynyg', 'location': 'Arizona', 'url': 'http://www.graeyny.com', 'description': 'Independent   d,esigner, artist, musician. Check out my line!', 'protected': False, 'followers_count': 261, 'friends_count': 145, 'listed_count': 2, 'created_at': 'Fri Aug 09 11:00:16 +0000 2013', 'favourites_count': 1376, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2335, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000507831270/c581ea4df59e5821354e77615943ecf3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000507831270/c581ea4df59e5821354e77615943ecf3_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Mon Apr 28 13:20:12 +0000 2014', 'id': 460770458833809408, 'id_str': '460770458833809408', 'text': ""$PFE Buying $AZN for $100Bn?  Last Week's $AAPL trade up 27%, $CAKE up 125%, also $FB, $TXN, $CROX $SPY $SLW $DIA @ http://t.co/TPvpM4PbdY"", 'source': 'web', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 16838276, 'id_str': '16838276', 'name': 'Phil Davis', 'screen_name': 'philstockworld', 'location': 'USA', 'url': 'http://www.philstockworld.com', 'description': 'High Finance For Real People - Fun and Profits!   Order Stock World Weekly or our PSW Report @ http://tinyurl.com/TwitterOffer7', 'protected': False, 'followers_count': 462781, 'friends_count': 174, 'listed_count': 79, 'created_at': 'Sat Oct 18 12:00:54 +0000 2008', 'favourites_count': 25, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 4334, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/62329749/puppet_head_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/62329749/puppet_head_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16838276/1363505184', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 564, 'favorite_count': 35, 'entities': {'hashtags': [], 'symbols': [{'text': 'PFE', 'indices': [0, 4]}, {'text': 'AZN', 'indices': [12, 16]}, {'text': 'AAPL', 'indices': [42, 47]}, {'text': 'CAKE', 'indices': [62, 67]}, {'text': 'FB', 'indices': [82, 85]}, {'text': 'TXN', 'indices': [87, 91]}, {'text': 'CROX', 'indices': [93, 98]}, {'text': 'SPY', 'indices': [99, 103]}, {'text': 'SLW', 'indices': [104, 108]}, {'text': 'DIA', 'indices': [109, 113]}], 'urls': [{'url': 'http://t.co/TPvpM4PbdY', 'expanded_url': 'http://www.philstockworld.com/2014/04/28/monday-market-manipulation-ma-news-keeps-things-hot/', 'display_url': 'philstockworld.com/2014/04/28/mon…', 'indices': [116, 138]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0,0,"{'hashtags': [], 'symbols': [{'text': 'PFE', 'indices': [20, 24]}, {'text': 'AZN', 'indices': [32, 36]}, {'text': 'AAPL', 'indices': [62, 67]}, {'text': 'CAKE', 'indices': [82, 87]}, {'text': 'FB', 'indices': [102, 105]}, {'text': 'TXN', 'indices': [107, 111]}, {'text': 'CROX', 'indices': [113, 118]}, {'text': 'SPY', 'indices': [119, 123]}, {'text': 'SLW', 'indices': [124, 128]}, {'text': 'DIA', 'indices': [129, 133]}], 'urls': [{'url': 'http://t.co/TPvpM4PbdY', 'expanded_url': 'http://www.philstockworld.com/2014/04/28/monday-market-manipulation-ma-news-keeps-things-hot/', 'display_url': 'philstockworld.com/2014/04/28/mon…', 'indices': [139, 140]}], 'user_mentions': [{'screen_name': 'philstockworld', 'name': 'Phil Davis', 'id': 16838276, 'id_str': '16838276', 'indices': [3, 18]}]}",False,False,0.0,medium,en,0.006676795,0.6195325,0.3737906
9,2014-04-28 16:11:21+00:00,460813529785040896,460813529785040896,Apple Price Target Increased to $590.00 by Analysts at Janney Montgomery Scott $AAPL http://t.co/mADIrdZuLB,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 1979190776, 'id_str': '1979190776', 'name': 'Ticker Report', 'screen_name': 'TickerReport', 'location': 'Virginia', 'url': None, 'description': 'Market moving news', 'protected': False, 'followers_count': 230, 'friends_count': 11, 'listed_count': 5, 'created_at': 'Mon Oct 21 15:58:27 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 57230, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000629011324/02a58ce4852fa2c0b053a8853393c35c_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000629011324/02a58ce4852fa2c0b053a8853393c35c_normal.png', 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [79, 84]}], 'urls': [{'url': 'http://t.co/mADIrdZuLB', 'expanded_url': 'http://ift.tt/1hJimuu', 'display_url': 'ift.tt/1hJimuu', 'indices': [85, 107]}], 'user_mentions': []}",False,False,0.0,medium,en,0.0060174423,0.7225277,0.2714548
