,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,possibly_sensitive,retweeted_status,negative,neutral,positive
0,2014-03-21 18:26:30+00:00,447076802499182593,447076802499182592,@ManzanoStudios The $AAPL pins use to really crack me up,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,4.470748035400581e+17,4.470748035400581e+17,61501509.0,61501509.0,ManzanoStudios,"{'id': 203652149, 'id_str': '203652149', 'name': 'Steve Burns', 'screen_name': 'SJosephBurns', 'location': 'Nashville, TN', 'url': 'http://newtraderu.com/', 'description': 'Option Trader-Trend Trader-Risk Manager-Mentally Disciplined- Author-Blogger- & Showing New Traders how to survive that 1st year in the markets.', 'protected': False, 'followers_count': 13857, 'friends_count': 55, 'listed_count': 405, 'created_at': 'Sat Oct 16 19:43:04 +0000 2010', 'favourites_count': 985, 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 32292, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '40B01E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/866040368/4f9eafaf2c1fbe805d40bf7b58c8bab9.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/866040368/4f9eafaf2c1fbe805d40bf7b58c8bab9.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1728483855/380405_1738298072904_1702200637_849444_1433289644_n_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1728483855/380405_1738298072904_1702200637_849444_1433289644_n_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/203652149/1368305235', 'profile_link_color': '071ED1', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '67B832', 'profile_text_color': '3E4415', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [20, 25]}], 'urls': [], 'user_mentions': [{'screen_name': 'ManzanoStudios', 'name': 'Gary Manzano', 'id': 61501509, 'id_str': '61501509', 'indices': [0, 15]}]}",False,False,medium,en,,,0.12935397,0.3369202,0.53372586
1,2014-03-21 17:41:48+00:00,447065553379659777,447065553379659776,$AAPL chart by @FibLine: http://t.co/wbwEca5jH0 AAPL.,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>",False,,,,,,"{'id': 373457750, 'id_str': '373457750', 'name': 'TradingView', 'screen_name': 'tradingview', 'location': 'Chicago', 'url': 'http://www.tradingview.com', 'description': 'Interactive online charts with free real-time data. Embed charts into any blog or forum and they update themselves. Join the community!', 'protected': False, 'followers_count': 3786, 'friends_count': 710, 'listed_count': 203, 'created_at': 'Wed Sep 14 16:22:38 +0000 2011', 'favourites_count': 153, 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'verified': False, 'statuses_count': 85186, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1542864097/logo-128_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1542864097/logo-128_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/wbwEca5jH0', 'expanded_url': 'http://www.tradingview.com/v/sqmf2cIX/', 'display_url': 'tradingview.com/v/sqmf2cIX/', 'indices': [25, 47]}], 'user_mentions': [{'screen_name': 'FibLine', 'name': 'Juan Doe', 'id': 82711419, 'id_str': '82711419', 'indices': [15, 23]}]}",False,False,medium,en,0.0,,0.008252396,0.8279364,0.16381116
2,2014-03-21 17:45:59+00:00,447066606158372864,447066606158372864,according to my calculations $AAPL makes about $5 Billion net in  2014 only in promoting the Mobile games (made by others) via iTunes !!!,web,False,,,,,,"{'id': 86331716, 'id_str': '86331716', 'name': 'juhani', 'screen_name': 'juhani2004', 'location': 'Orange County Ca', 'url': None, 'description': 'Small/Micro cap & Options investor , made $$$$$$s and invests in real companies mainly in Tech field', 'protected': False, 'followers_count': 641, 'friends_count': 1771, 'listed_count': 6, 'created_at': 'Fri Oct 30 15:10:25 +0000 2009', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 452, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000336251128/5a34ee28cd26fe12fe0d26c9340e5b7c_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000336251128/5a34ee28cd26fe12fe0d26c9340e5b7c_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [29, 34]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,,0.027143415,0.5823853,0.39047128
3,2014-03-21 14:39:05+00:00,447019571245887488,447019571245887488,$AAPL 15 tips for squeezing as much battery life as possible out of your iPhone - BGR http://t.co/EiENVc45Kc,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2283836664, 'id_str': '2283836664', 'name': 'Sharp Trader', 'screen_name': 'SharpTDer', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 3, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Thu Jan 09 16:50:53 +0000 2014', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 12082, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/432056079397031937/SYK_rmKk_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/432056079397031937/SYK_rmKk_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/EiENVc45Kc', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://bgr.com/2014/03/21/iphone-battery-life-tips-and-tricks/&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://b…', 'indices': [86, 108]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.02501636,0.6276406,0.34734294
4,2014-03-21 02:08:05+00:00,446830575878676481,446830575878676480,$AAPL - Investing: New index funds arent always great -&gt; http://t.co/KiXw3mWUDe #stock #stocks #stockaction,"<a href=""http://yahoo.com"" rel=""nofollow"">snnteam</a>",False,,,,,,"{'id': 404613701, 'id_str': '404613701', 'name': 'SNN Team', 'screen_name': 'snn_team', 'location': '', 'url': None, 'description': 'Breaking news and analysis from the SNN Team', 'protected': False, 'followers_count': 306, 'friends_count': 6, 'listed_count': 4, 'created_at': 'Fri Nov 04 05:10:41 +0000 2011', 'favourites_count': 0, 'utc_offset': 3600, 'time_zone': 'Amsterdam', 'geo_enabled': False, 'verified': False, 'statuses_count': 65375, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/395280699/b_Bischoffjkv.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/395280699/b_Bischoffjkv.jpg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000712426415/ba0e794e22c308d74bb69bdde9fcf13d_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000712426415/ba0e794e22c308d74bb69bdde9fcf13d_normal.png', 'profile_link_color': '000000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EADEAA', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stock', 'indices': [83, 89]}, {'text': 'stocks', 'indices': [90, 97]}, {'text': 'stockaction', 'indices': [98, 110]}], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/KiXw3mWUDe', 'expanded_url': 'http://stock-news.net/548745', 'display_url': 'stock-news.net/548745', 'indices': [60, 82]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.65765464,0.3139788,0.028366543
5,2014-03-21 01:54:59+00:00,446827279167934465,446827279167934464,$AAPL chart by @askorbik: http://t.co/FNkSUSbUHR BB getting tigher.,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>",False,,,,,,"{'id': 373457750, 'id_str': '373457750', 'name': 'TradingView', 'screen_name': 'tradingview', 'location': 'Chicago', 'url': 'http://www.tradingview.com', 'description': 'Interactive online charts with free real-time data. Embed charts into any blog or forum and they update themselves. Join the community!', 'protected': False, 'followers_count': 3784, 'friends_count': 708, 'listed_count': 201, 'created_at': 'Wed Sep 14 16:22:38 +0000 2011', 'favourites_count': 150, 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'verified': False, 'statuses_count': 85044, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1542864097/logo-128_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1542864097/logo-128_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/FNkSUSbUHR', 'expanded_url': 'http://www.tradingview.com/v/DAnBjc6r/', 'display_url': 'tradingview.com/v/DAnBjc6r/', 'indices': [26, 48]}], 'user_mentions': [{'screen_name': 'askorbik', 'name': 'Mike', 'id': 43094882, 'id_str': '43094882', 'indices': [15, 24]}]}",False,False,medium,en,0.0,,0.025654607,0.788028,0.18631746
6,2014-03-21 08:28:15+00:00,446926247956733952,446926247956733952,$AAPL Reaching 800 Students With A Stylus and an Ipad - EdSurge http://t.co/D2Fu8tWG46,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2283836664, 'id_str': '2283836664', 'name': 'Sharp Trader', 'screen_name': 'SharpTDer', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 3, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Thu Jan 09 16:50:53 +0000 2014', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 12022, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/432056079397031937/SYK_rmKk_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/432056079397031937/SYK_rmKk_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/D2Fu8tWG46', 'expanded_url': 'http://top10stocks2buy.com/i.php?https://www.edsurge.com/n/2014-03-20-reaching-800-students-with-a-stylus-and-an-ipad&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?https://…', 'indices': [64, 86]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.0047062635,0.494076,0.5012177
7,2014-03-21 04:27:32+00:00,446865669641236480,446865669641236480,"RT @WSJ: If you're looking to get the most out of your iPhone and iOS 7, check out Apple's manual: http://t.co/zy1vwTMBz7 $AAPL",web,False,,,,,,"{'id': 1486117886, 'id_str': '1486117886', 'name': 'Baronian Consulting', 'screen_name': 'BaronianConsult', 'location': '', 'url': None, 'description': 'Interested in Aerospace, Aviation,  Advanced Technologies, HealthCare Technologies, Competitive Intelligence, Human Capital Solutions', 'protected': False, 'followers_count': 522, 'friends_count': 2001, 'listed_count': 21, 'created_at': 'Wed Jun 05 21:52:49 +0000 2013', 'favourites_count': 860, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 79930, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/344513261580112136/1bef8d5247ba652c1f6a57a1311172d0_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/344513261580112136/1bef8d5247ba652c1f6a57a1311172d0_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [122, 127]}], 'urls': [{'url': 'http://t.co/zy1vwTMBz7', 'expanded_url': 'http://on.wsj.com/1pfa7L2', 'display_url': 'on.wsj.com/1pfa7L2', 'indices': [99, 121]}], 'user_mentions': [{'screen_name': 'WSJ', 'name': 'Wall Street Journal', 'id': 3108351, 'id_str': '3108351', 'indices': [3, 7]}]}",False,False,medium,en,0.0,"{'created_at': 'Fri Mar 21 04:26:45 +0000 2014', 'id': 446865470764105728, 'id_str': '446865470764105728', 'text': ""If you're looking to get the most out of your iPhone and iOS 7, check out Apple's manual: http://t.co/zy1vwTMBz7 $AAPL"", 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3108351, 'id_str': '3108351', 'name': 'Wall Street Journal', 'screen_name': 'WSJ', 'location': 'New York, NY', 'url': 'http://wsj.com', 'description': 'In our 125th year, breaking news and features from the WSJ. Tweets by @rubinafillion @elanazak @allisonlichter @sarahmarshall @toddjolmstead @mayaj and @lheron.', 'protected': False, 'followers_count': 4217226, 'friends_count': 835, 'listed_count': 75029, 'created_at': 'Sun Apr 01 06:22:13 +0000 2007', 'favourites_count': 788, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': True, 'statuses_count': 75509, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'EDF2F5', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000026078008/c07ad7d60f01c3a836dd701fc3f71233.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000026078008/c07ad7d60f01c3a836dd701fc3f71233.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/421411290729291776/j3cisjbo_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/421411290729291776/j3cisjbo_normal.jpeg', 'profile_link_color': '093D72', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 2, 'favorite_count': 3, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [113, 118]}], 'urls': [{'url': 'http://t.co/zy1vwTMBz7', 'expanded_url': 'http://on.wsj.com/1pfa7L2', 'display_url': 'on.wsj.com/1pfa7L2', 'indices': [90, 112]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0.0035166913,0.28393054,0.7125528
8,2014-03-21 21:08:38+00:00,447117604713295872,447117604713295872,"$AAPL Apple Inc., Amazon Sued By South Carolinian Over Copyright Sound ... http://t.co/FbFh4qCo1t","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1923869994, 'id_str': '1923869994', 'name': 'GavinGreenberg', 'screen_name': 'GavinGreenberg', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 284, 'friends_count': 0, 'listed_count': 6, 'created_at': 'Tue Oct 01 16:15:27 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 117424, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000534323802/19f5c2deffd0abaf49d952502be684c3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000534323802/19f5c2deffd0abaf49d952502be684c3_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/FbFh4qCo1t', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://t.co/8fYAISntmE&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://t…', 'indices': [75, 97]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.0900508,0.86973715,0.04021218
9,2014-03-21 16:23:05+00:00,447045743686070272,447045743686070272,$AAPL Analysts Weigh In On China Mobile’s iPhone Numbers http://t.co/5Uy5PbiYOP,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1604673104, 'id_str': '1604673104', 'name': 'CramerBuffett', 'screen_name': 'CramerBuffett', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 261, 'friends_count': 0, 'listed_count': 2, 'created_at': 'Fri Jul 19 00:25:29 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 71414, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000155876331/d2474b5e12a5fb5a1e0447380c387bb1_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000155876331/d2474b5e12a5fb5a1e0447380c387bb1_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/5Uy5PbiYOP', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://wallstcheatsheet.com/technology/analysts-weigh-in-on-china-mobiles-iphone-numbers.html/?ref=YF&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [57, 79]}], 'user_mentions': []}",False,False,medium,en,0.0,,0.024250196,0.906488,0.069261886
