,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,extended_entities,retweeted_status,negative,neutral,positive
0,2015-10-05 08:03:35+00:00,650944408746094592,650944408746094592,Bought # $AAPL 1.020438 SL 1.414587 |Auto-copy my #trades via http://t.co/iry937TP3N #stocks $SPY $SPX $VIX,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",False,,,,,,"{'id': 3854311035, 'id_str': '3854311035', 'name': 'John L.', 'screen_name': 'johnlongstrone', 'location': 'Jersey City, NJ', 'url': None, 'description': 'Former NYSE trader for over 20 years. Contributor on @CNBC @Bloomberg and technical chartist. Follow my trades on http://investFeed.com', 'protected': False, 'verified': False, 'followers_count': 13, 'friends_count': 172, 'listed_count': 2, 'favourites_count': 0, 'statuses_count': 106, 'created_at': 'Sat Oct 03 17:49:14 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/650367698581389312/4epilbXH_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/650367698581389312/4epilbXH_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3854311035/1443894744', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'trades', 'indices': [50, 57]}, {'text': 'stocks', 'indices': [85, 92]}], 'urls': [{'url': 'http://t.co/iry937TP3N', 'expanded_url': 'http://bit.ly/1DVnNWt', 'display_url': 'bit.ly/1DVnNWt', 'indices': [62, 84]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [9, 14]}, {'text': 'SPY', 'indices': [93, 97]}, {'text': 'SPX', 'indices': [98, 102]}, {'text': 'VIX', 'indices': [103, 107]}]}",False,False,0.0,low,en,2015-10-05 08:03:35.664,,,0.0078065903,0.8528905,0.139303
1,2015-10-05 13:21:12+00:00,651024339605848064,651024339605848064,WEEK AHEAD - Clash of Greed vs. Fear http://t.co/9RHILUBXtM #stocks #stockmarket $SPY $DIA $QQQ $VXX $GLD $UUP $TLT $IEV $AAPL $FB $GOOGL,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 42091991, 'id_str': '42091991', 'name': 'Markos Kaminis', 'screen_name': 'WallStreetGreek', 'location': 'New York City', 'url': 'http://WallStreetGreek.com', 'description': 'Wall Street Greek: syndicated business news financial markets blog - Daily analysis of global economy, securities & asset markets, plus affluent interests.', 'protected': False, 'verified': False, 'followers_count': 1108, 'friends_count': 2002, 'listed_count': 60, 'favourites_count': 6, 'statuses_count': 2849, 'created_at': 'Sat May 23 20:29:58 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/14469787/WSG_Z_Original_PNG.PNG', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/14469787/WSG_Z_Original_PNG.PNG', 'profile_background_tile': True, 'profile_link_color': '0DADE7', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/566267095969579008/0vbIpgwq_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/566267095969579008/0vbIpgwq_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/42091991/1423843784', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'stocks', 'indices': [60, 67]}, {'text': 'stockmarket', 'indices': [68, 80]}], 'urls': [{'url': 'http://t.co/9RHILUBXtM', 'expanded_url': 'http://seekingalpha.com/article/3550006-the-week-ahead-for-stocks-a-clash-of-greed-and-fear', 'display_url': 'seekingalpha.com/article/355000…', 'indices': [37, 59]}], 'user_mentions': [], 'symbols': [{'text': 'SPY', 'indices': [81, 85]}, {'text': 'DIA', 'indices': [86, 90]}, {'text': 'QQQ', 'indices': [91, 95]}, {'text': 'VXX', 'indices': [96, 100]}, {'text': 'GLD', 'indices': [101, 105]}, {'text': 'UUP', 'indices': [106, 110]}, {'text': 'TLT', 'indices': [111, 115]}, {'text': 'IEV', 'indices': [116, 120]}, {'text': 'AAPL', 'indices': [121, 126]}, {'text': 'FB', 'indices': [127, 130]}, {'text': 'GOOGL', 'indices': [131, 137]}]}",False,False,0.0,low,en,2015-10-05 13:21:12.666,,,0.027123354,0.8225928,0.15028372
2,2015-10-05 13:25:23+00:00,651025392359342080,651025392359342080,7 Quality U.S. Stocks That Can Be Purchased At A Discount Right Now http://t.co/tRwj16couj $AAPL $CSCO $FINL $GILD $RL $TWX $WFC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 322054650, 'id_str': '322054650', 'name': 'Alessandro', 'screen_name': 'pelias01', 'location': 'Livorno', 'url': 'http://pelias01.wordpress.com', 'description': 'Independent Financial Consultant. Finance, investing. Also FX, geopolitics and other interesting stuff. Currently trying to relocate as a financial journalist.', 'protected': False, 'verified': False, 'followers_count': 2613, 'friends_count': 1247, 'listed_count': 322, 'favourites_count': 361, 'statuses_count': 348018, 'created_at': 'Wed Jun 22 15:26:50 +0000 2011', 'utc_offset': 7200, 'time_zone': 'Rome', 'geo_enabled': True, 'lang': 'it', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/609098533690572800/4r0shM0A.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/609098533690572800/4r0shM0A.jpg', 'profile_background_tile': False, 'profile_link_color': '0D1047', 'profile_sidebar_border_color': 'A07B44', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '3F221A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1408052895/ale_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1408052895/ale_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/322054650/1427819738', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'http://t.co/tRwj16couj', 'expanded_url': 'http://seekingalpha.com/article/3549736-7-quality-u-s-stocks-that-can-be-purchased-at-a-discount-right-now?source=tweet', 'display_url': 'seekingalpha.com/article/354973…', 'indices': [68, 90]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [91, 96]}, {'text': 'CSCO', 'indices': [97, 102]}, {'text': 'FINL', 'indices': [103, 108]}, {'text': 'GILD', 'indices': [109, 114]}, {'text': 'RL', 'indices': [115, 118]}, {'text': 'TWX', 'indices': [119, 123]}, {'text': 'WFC', 'indices': [124, 128]}]}",False,False,0.0,low,en,2015-10-05 13:25:23.662,,,0.0042850287,0.33609974,0.65961516
3,2015-10-05 11:46:53+00:00,651000604010115072,651000604010115072,"Died on this date in 2011.

$AAPL
http://t.co/DH7hvGJH66","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 114782468, 'id_str': '114782468', 'name': 'Carl Quintanilla', 'screen_name': 'carlquintanilla', 'location': 'nyc', 'url': None, 'description': '@CNBC anchor / @WSJ alum / Correspondent, @RealSportsHBO with Bryant Gumbel', 'protected': False, 'verified': True, 'followers_count': 103669, 'friends_count': 3370, 'listed_count': 2071, 'favourites_count': 323, 'statuses_count': 1284, 'created_at': 'Tue Feb 16 15:59:04 +0000 2010', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/305554024/carl_quintanilla_twitter_background.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/305554024/carl_quintanilla_twitter_background.jpg', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/551128592735014913/NTnquOuL_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/551128592735014913/NTnquOuL_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/114782468/1440380695', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [28, 33]}], 'media': [{'id': 650998866611961857, 'id_str': '650998866611961857', 'indices': [34, 56], 'media_url': 'http://pbs.twimg.com/media/CQjQBSGWgAEBCWK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CQjQBSGWgAEBCWK.jpg', 'url': 'http://t.co/DH7hvGJH66', 'display_url': 'pic.twitter.com/DH7hvGJH66', 'expanded_url': 'http://twitter.com/FullRepairing/status/650998867597611008/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 175, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 580, 'h': 300, 'resize': 'fit'}, 'large': {'w': 580, 'h': 300, 'resize': 'fit'}}, 'source_status_id': 650998867597611008, 'source_status_id_str': '650998867597611008', 'source_user_id': 1096294531, 'source_user_id_str': '1096294531'}]}",False,False,0.0,low,en,2015-10-05 11:46:53.659,"{'media': [{'id': 650998866611961857, 'id_str': '650998866611961857', 'indices': [34, 56], 'media_url': 'http://pbs.twimg.com/media/CQjQBSGWgAEBCWK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CQjQBSGWgAEBCWK.jpg', 'url': 'http://t.co/DH7hvGJH66', 'display_url': 'pic.twitter.com/DH7hvGJH66', 'expanded_url': 'http://twitter.com/FullRepairing/status/650998867597611008/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 175, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 580, 'h': 300, 'resize': 'fit'}, 'large': {'w': 580, 'h': 300, 'resize': 'fit'}}, 'source_status_id': 650998867597611008, 'source_status_id_str': '650998867597611008', 'source_user_id': 1096294531, 'source_user_id_str': '1096294531'}]}",,0.43541571,0.52436984,0.040214423
4,2015-10-05 21:30:02+00:00,651147358504284167,651147358504284160,Why The Surface Signifies A Bright Future For Microsoft http://t.co/zHbdsN1YWX $AAPL $MSFT,"<a href=""http://seekingalpha.com"" rel=""nofollow"">SeekingAlpha Tech Articles</a>",False,,,,,,"{'id': 201296379, 'id_str': '201296379', 'name': 'Tech Stocks', 'screen_name': 'SAlphaTech', 'location': None, 'url': 'http://seekingalpha.com/currents/tech', 'description': 'Breaking news and analysis about tech stocks from Seeking Alpha. See all SA Twitter options at https://twitter.com/SeekingAlpha/following', 'protected': False, 'verified': False, 'followers_count': 2870, 'friends_count': 33, 'listed_count': 138, 'favourites_count': 0, 'statuses_count': 29385, 'created_at': 'Mon Oct 11 14:58:14 +0000 2010', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000123987065/12db58c4165f5b1230832461011ea368.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000123987065/12db58c4165f5b1230832461011ea368.png', 'profile_background_tile': False, 'profile_link_color': '360000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/562221086536785921/0GCwkfuV_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/562221086536785921/0GCwkfuV_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'http://t.co/zHbdsN1YWX', 'expanded_url': 'http://seekingalpha.com/article/3548526-why-the-surface-signifies-a-bright-future-for-microsoft?source=feed_tags', 'display_url': 'seekingalpha.com/article/354852…', 'indices': [56, 78]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [79, 84]}, {'text': 'MSFT', 'indices': [85, 90]}]}",False,False,0.0,low,en,2015-10-05 21:30:02.657,,,0.0021982403,0.052152224,0.9456497
5,2015-10-05 19:25:21+00:00,651115980920217600,651115980920217600,Wow... Business Insider: #Apple dumps #VMware ESXi for KVM $AAPL http://t.co/2A3R0Kc6Vt http://t.co/XG5hVG1h9O,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 539, 'friends_count': 140, 'listed_count': 697, 'favourites_count': 0, 'statuses_count': 302536, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'Apple', 'indices': [25, 31]}, {'text': 'VMware', 'indices': [38, 45]}], 'urls': [{'url': 'http://t.co/2A3R0Kc6Vt', 'expanded_url': 'http://www.businessinsider.com/apple-dumps-vmware-esxi-for-kvm-2015-10', 'display_url': 'businessinsider.com/apple-dumps-vm…', 'indices': [65, 87]}, {'url': 'http://t.co/XG5hVG1h9O', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [88, 110]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [59, 64]}]}",False,False,0.0,low,en,2015-10-05 19:25:21.658,,,0.023862367,0.29141626,0.68472135
6,2015-10-05 13:44:24+00:00,651030178047639552,651030178047639552,"LNKD Las Vegas Sands Corp. Volume
http://t.co/DFwivaNhJw

$LNKD $AAPL $HGD.TO $QID #LNKD #stocks #investing http://t.co/XG5hVFJGig","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 540, 'friends_count': 140, 'listed_count': 697, 'favourites_count': 0, 'statuses_count': 301708, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'LNKD', 'indices': [83, 88]}, {'text': 'stocks', 'indices': [89, 96]}, {'text': 'investing', 'indices': [97, 107]}], 'urls': [{'url': 'http://t.co/DFwivaNhJw', 'expanded_url': 'http://dlvr.it/CM80Pw', 'display_url': 'dlvr.it/CM80Pw', 'indices': [34, 56]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [108, 130]}], 'user_mentions': [], 'symbols': [{'text': 'LNKD', 'indices': [58, 63]}, {'text': 'AAPL', 'indices': [64, 69]}, {'text': 'HGD.TO', 'indices': [70, 77]}, {'text': 'QID', 'indices': [78, 82]}]}",False,False,0.0,low,en,2015-10-05 13:44:24.659,,,0.015488996,0.83272254,0.15178841
7,2015-10-05 13:51:52+00:00,651032057112489984,651032057112489984,"RT @KeithMcCullough: 2 of the most overowned stocks in US history (Apple and Disney) having trouble going green here 
$DIS $AAPL","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 829989428, 'id_str': '829989428', 'name': 'David Corrie', 'screen_name': 'DGCorrie', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 37, 'friends_count': 290, 'listed_count': 9, 'favourites_count': 57, 'statuses_count': 1305, 'created_at': 'Mon Sep 17 23:23:32 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2621188864/image_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2621188864/image_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'KeithMcCullough', 'name': 'Keith McCullough ', 'id': 18378349, 'id_str': '18378349', 'indices': [3, 19]}], 'symbols': [{'text': 'DIS', 'indices': [118, 122]}, {'text': 'AAPL', 'indices': [123, 128]}]}",False,False,,low,en,2015-10-05 13:51:52.663,,"{'created_at': 'Mon Oct 05 13:46:29 +0000 2015', 'id': 651030702507565056, 'id_str': '651030702507565056', 'text': '2 of the most overowned stocks in US history (Apple and Disney) having trouble going green here \n$DIS $AAPL', 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 18378349, 'id_str': '18378349', 'name': 'Keith McCullough ', 'screen_name': 'KeithMcCullough', 'location': 'Stamford, CT', 'url': 'http://www.hedgeye.com', 'description': 'CEO, Hedgeye Risk Management', 'protected': False, 'verified': True, 'followers_count': 42777, 'friends_count': 466, 'listed_count': 1669, 'favourites_count': 21, 'statuses_count': 142865, 'created_at': 'Thu Dec 25 19:38:54 +0000 2008', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/864622808/HE_KM_headshot2010-150x150_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/864622808/HE_KM_headshot2010-150x150_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'DIS', 'indices': [97, 101]}, {'text': 'AAPL', 'indices': [102, 107]}]}, 'favorited': False, 'retweeted': False, 'filter_level': 'low', 'lang': 'en'}",0.6557232,0.31211102,0.032165784
8,2015-10-05 10:53:35+00:00,650987190655303680,650987190655303680,"QLD ProShares Ultra QQQ Fund Quotes
http://t.co/3P6I8K8hrr

$QLD $CAH $COP $AAPL #QLD #stock #nasdaq http://t.co/XG5hVFJGig","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': None, 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 538, 'friends_count': 140, 'listed_count': 697, 'favourites_count': 0, 'statuses_count': 301568, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'QLD', 'indices': [81, 85]}, {'text': 'stock', 'indices': [86, 92]}, {'text': 'nasdaq', 'indices': [93, 100]}], 'urls': [{'url': 'http://t.co/3P6I8K8hrr', 'expanded_url': 'http://dlvr.it/CM3Zq2', 'display_url': 'dlvr.it/CM3Zq2', 'indices': [36, 58]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [101, 123]}], 'user_mentions': [], 'symbols': [{'text': 'QLD', 'indices': [60, 64]}, {'text': 'CAH', 'indices': [65, 69]}, {'text': 'COP', 'indices': [70, 74]}, {'text': 'AAPL', 'indices': [75, 80]}]}",False,False,0.0,low,en,2015-10-05 10:53:35.666,,,0.014407904,0.89163715,0.09395487
9,2015-10-05 20:48:15+00:00,651136843409330176,651136843409330176,"USO United States Oil Fund, LP Filings
http://t.co/xpHWU0JQuX

$USO $IBB $AAPL $CHK #USO #tradeideas #tradeideas","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1833020461, 'id_str': '1833020461', 'name': 'Rosner Stocks', 'screen_name': 'rosnerstocks', 'location': 'Investors Hangout', 'url': 'http://investorshangout.com/board/87803/Stock-Info', 'description': 'I enjoy posting information about stocks and companies. Please join me here: http://investorshangout.com/board/87803/Stock-Info', 'protected': False, 'verified': False, 'followers_count': 1013, 'friends_count': 144, 'listed_count': 176, 'favourites_count': 0, 'statuses_count': 260321, 'created_at': 'Sun Sep 08 18:45:41 +0000 2013', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000430524635/cbdffbb564e45a01e5918f2846747267_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000430524635/cbdffbb564e45a01e5918f2846747267_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'USO', 'indices': [84, 88]}, {'text': 'tradeideas', 'indices': [89, 100]}, {'text': 'tradeideas', 'indices': [101, 112]}], 'urls': [{'url': 'http://t.co/xpHWU0JQuX', 'expanded_url': 'http://dlvr.it/CMJFh3', 'display_url': 'dlvr.it/CMJFh3', 'indices': [39, 61]}], 'user_mentions': [], 'symbols': [{'text': 'USO', 'indices': [63, 67]}, {'text': 'IBB', 'indices': [68, 72]}, {'text': 'AAPL', 'indices': [73, 78]}, {'text': 'CHK', 'indices': [79, 83]}]}",False,False,0.0,low,en,2015-10-05 20:48:15.663,,,0.024657259,0.85800767,0.11733509
