,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,negative,neutral,positive
0,2014-06-15 21:01:03+00:00,478281052725579776,478281052725579776,$AAPL Apple iPhone 6 leaks in 4.7” and 5.5” display flavors http://t.co/DY1Tzw9wGA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2341281566, 'id_str': '2341281566', 'name': 'AAPL Reporter', 'screen_name': 'AAPLReporter', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 7, 'friends_count': 5, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 338, 'created_at': 'Thu Feb 13 02:56:52 +0000 2014', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FF6699', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'B40B43', 'profile_sidebar_border_color': 'CC3366', 'profile_sidebar_fill_color': 'E5507E', 'profile_text_color': '362720', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/477465582841782272/SsUQmnDG_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/477465582841782272/SsUQmnDG_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/DY1Tzw9wGA', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.gsmarena.com/apple_iphone_6_leaks_in_47_and_55_display_flavors_-news-8786.php&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [60, 82]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,medium,en,0.039584868,0.81281257,0.14760254
1,2014-06-14 23:57:01+00:00,477962948313616384,477962948313616384,"Subscribers saw our Penny Stock Picks gain over 4,000% this year! Subscribe Today: http://t.co/4wK9alr02J $TRX $AAPL $GOOG","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 2447967798, 'id_str': '2447967798', 'name': 'Stockaholics', 'screen_name': 'Stockaholics', 'location': '', 'url': None, 'description': 'Read our full disclaimer before looking at any of our tweets! Full Disclaimer:  http://tinyurl.com/mcsbvzz', 'protected': False, 'verified': False, 'followers_count': 16674, 'friends_count': 1, 'listed_count': 10, 'favourites_count': 13, 'statuses_count': 64550, 'created_at': 'Wed Apr 16 20:27:43 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/456529846420525056/wLucrlXI_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/456529846420525056/wLucrlXI_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/4wK9alr02J', 'expanded_url': 'http://www.pennystockdream.com/blog/within-4-months-subscribers-to-our-penny-stock-newsletter-platform-saw-our-alerts-gain-more', 'display_url': 'pennystockdream.com/blog/within-4-…', 'indices': [83, 105]}], 'user_mentions': [], 'symbols': [{'text': 'TRX', 'indices': [106, 110]}, {'text': 'AAPL', 'indices': [111, 116]}, {'text': 'GOOG', 'indices': [117, 122]}]}",False,False,False,medium,en,0.0021753835,0.059728418,0.93809617
2,2014-06-15 03:23:55+00:00,478015016415670272,478015016415670272,$VMC Are you looking to buy $XEC $VNTA $AAPL #moneymanagement http://t.co/WyNrZzELup,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2491627616, 'id_str': '2491627616', 'name': 'Fardoos Mcguiness', 'screen_name': 'bomyjujucavi', 'location': 'Liverpool', 'url': None, 'description': 'Web maven  ...  ter-friendly zombieaholic ;  Incurable tv fanatic # ,  degree in,  Incurable food buff', 'protected': False, 'verified': False, 'followers_count': 3, 'friends_count': 5, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 246, 'created_at': 'Mon May 12 15:48:50 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'BADFCD', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'F2E195', 'profile_sidebar_fill_color': 'FFF7CC', 'profile_text_color': '0C3E53', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/469066070645420032/HcM5VOv8_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/469066070645420032/HcM5VOv8_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'moneymanagement', 'indices': [45, 61]}], 'trends': [], 'urls': [{'url': 'http://t.co/WyNrZzELup', 'expanded_url': 'http://bit.ly/1lvUQr0', 'display_url': 'bit.ly/1lvUQr0', 'indices': [62, 84]}], 'user_mentions': [], 'symbols': [{'text': 'VMC', 'indices': [0, 4]}, {'text': 'XEC', 'indices': [28, 32]}, {'text': 'VNTA', 'indices': [33, 38]}, {'text': 'AAPL', 'indices': [39, 44]}]}",False,False,False,medium,en,0.008061187,0.91936296,0.07257582
3,2014-06-15 10:11:14+00:00,478117521036292096,478117521036292096,$AAPL Tim Cook: Help At Home donations assist seniors in area http://t.co/WtFr9LI8qt,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2341281566, 'id_str': '2341281566', 'name': 'AAPL Reporter', 'screen_name': 'AAPLReporter', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 4, 'friends_count': 5, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 274, 'created_at': 'Thu Feb 13 02:56:52 +0000 2014', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FF6699', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'B40B43', 'profile_sidebar_border_color': 'CC3366', 'profile_sidebar_fill_color': 'E5507E', 'profile_text_color': '362720', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/477465582841782272/SsUQmnDG_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/477465582841782272/SsUQmnDG_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/WtFr9LI8qt', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.thenorthwestern.com/article/20140615/OSH0603/306150039/Tim-Cook-Help-Home-donations-assist-seniors-area&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [62, 84]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,medium,en,0.005947017,0.69449925,0.29955372
4,2014-06-15 07:32:07+00:00,478077477982466048,478077477982466048,"$AAPL iPhone 6 Release Date, Features &amp; Specs: Apple Phone Already Sold in China ... http://t.co/xYKo1mQ2iw","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2341281566, 'id_str': '2341281566', 'name': 'AAPL Reporter', 'screen_name': 'AAPLReporter', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 3, 'friends_count': 5, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 239, 'created_at': 'Thu Feb 13 02:56:52 +0000 2014', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FF6699', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme11/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'B40B43', 'profile_sidebar_border_color': 'CC3366', 'profile_sidebar_fill_color': 'E5507E', 'profile_text_color': '362720', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/477465582841782272/SsUQmnDG_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/477465582841782272/SsUQmnDG_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/xYKo1mQ2iw', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.latinopost.com/articles/6125/20140614/iphone-6-release-date-features-specs-apple-phone-already-sold.htm&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [89, 111]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,medium,en,0.0045945304,0.6968695,0.29853606
5,2014-06-15 17:15:07+00:00,478224194757341184,478224194757341184,$AAPL 4 More iOS 7 Cydia Tweaks That Bring Android Features to iPhone http://t.co/MbBzYtP4R4,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1676135581, 'id_str': '1676135581', 'name': 'BullishNews', 'screen_name': 'BullishNews', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 322, 'friends_count': 0, 'listed_count': 11, 'favourites_count': 0, 'statuses_count': 98398, 'created_at': 'Fri Aug 16 16:20:40 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000309031393/c7fae676a2b5ff8672ae22edd1c9b2f7_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000309031393/c7fae676a2b5ff8672ae22edd1c9b2f7_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/MbBzYtP4R4', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.gottabemobile.com/2014/06/15/4-more-ios-7-cydia-tweaks-that-bring-android-features-to-iphone/&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [70, 92]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,medium,en,0.003069127,0.3319364,0.6649946
6,2014-06-15 17:59:50+00:00,478235448062386176,478235448062386176,Great #Stock Newsletter on $DECK $NNN $SBAC $AAPL #wallstreet http://t.co/9E6ZkZETrn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2539611705, 'id_str': '2539611705', 'name': 'Jerrod Shaferl', 'screen_name': 'JerrodShaferl', 'location': 'Hickmans Harbour, NL', 'url': None, 'description': 'Good products can be sold by honest advertising. If you dont think the product is good, you have no business to be advertising it. - David Ogilvy', 'protected': False, 'verified': False, 'followers_count': 14, 'friends_count': 0, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 1736, 'created_at': 'Sat May 10 19:52:19 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png', 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Stock', 'indices': [6, 12]}, {'text': 'wallstreet', 'indices': [50, 61]}], 'trends': [], 'urls': [{'url': 'http://t.co/9E6ZkZETrn', 'expanded_url': 'http://bit.ly/1p7tmYj', 'display_url': 'bit.ly/1p7tmYj', 'indices': [62, 84]}], 'user_mentions': [], 'symbols': [{'text': 'DECK', 'indices': [27, 32]}, {'text': 'NNN', 'indices': [33, 37]}, {'text': 'SBAC', 'indices': [38, 43]}, {'text': 'AAPL', 'indices': [44, 49]}]}",False,False,False,medium,en,0.0027258864,0.03510834,0.9621658
7,2014-06-15 03:37:21+00:00,478018397016297472,478018397016297472,$ATO Get the latest on $EL $TFX $AAPL View now http://t.co/2WM96IyKEe,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2493999007, 'id_str': '2493999007', 'name': 'Abishai Getcliffe', 'screen_name': 'xyxoqopusuwo', 'location': 'Newcastle', 'url': None, 'description': 'Social mediaholic  - Extreme alcohol geek ,  Typical beer buff ;  Professional twitter trailblazer .', 'protected': False, 'verified': False, 'followers_count': 10, 'friends_count': 5, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 857, 'created_at': 'Wed May 14 10:16:11 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': '65B0DA', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/469342193807675392/0wU7Do91_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/469342193807675392/0wU7Do91_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/2WM96IyKEe', 'expanded_url': 'http://bit.ly/1lvVPY8', 'display_url': 'bit.ly/1lvVPY8', 'indices': [47, 69]}], 'user_mentions': [], 'symbols': [{'text': 'ATO', 'indices': [0, 4]}, {'text': 'EL', 'indices': [23, 26]}, {'text': 'TFX', 'indices': [27, 31]}, {'text': 'AAPL', 'indices': [32, 37]}]}",False,False,False,medium,en,0.007519806,0.89328086,0.09919939
8,2014-06-15 14:05:34+00:00,478176492912779265,478176492912779264,"$AAPL When He Was A Young Man In Alabama, Tim Cook Stumbled Upon A KKK ... http://t.co/1XcboIdeOs","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1676135581, 'id_str': '1676135581', 'name': 'BullishNews', 'screen_name': 'BullishNews', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 318, 'friends_count': 0, 'listed_count': 11, 'favourites_count': 0, 'statuses_count': 98365, 'created_at': 'Fri Aug 16 16:20:40 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000309031393/c7fae676a2b5ff8672ae22edd1c9b2f7_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000309031393/c7fae676a2b5ff8672ae22edd1c9b2f7_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/1XcboIdeOs', 'expanded_url': 'http://stockratingreport.com/i.php?http://www.businessinsider.com/tim-cook-cross-burning-anecdote-apple-morality-2014-6&t6t=AAPL', 'display_url': 'stockratingreport.com/i.php?http://w…', 'indices': [75, 97]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,medium,en,0.020194795,0.9440126,0.03579253
9,2014-06-14 22:05:45+00:00,477934947177861120,477934947177861120,Small-cap stocks making 52-wk highs $BEAM $USM $THRX $AAPL #NSE http://t.co/60a7Qel3V3,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,"{'id': 2539612037, 'id_str': '2539612037', 'name': 'Alfredia Stylesqcn', 'screen_name': 'AlfrediaStylesq', 'location': 'Pawcatuck, CT', 'url': None, 'description': 'When I am working on a problem I never think about beauty. I only think about how to solve the problem. But when I have finished, if the solution is no', 'protected': False, 'verified': False, 'followers_count': 23, 'friends_count': 0, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 1576, 'created_at': 'Sat May 10 19:48:16 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png', 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'NSE', 'indices': [59, 63]}], 'trends': [], 'urls': [{'url': 'http://t.co/60a7Qel3V3', 'expanded_url': 'http://bit.ly/1llZS4V', 'display_url': 'bit.ly/1llZS4V', 'indices': [64, 86]}], 'user_mentions': [], 'symbols': [{'text': 'BEAM', 'indices': [36, 41]}, {'text': 'USM', 'indices': [42, 46]}, {'text': 'THRX', 'indices': [47, 52]}, {'text': 'AAPL', 'indices': [53, 58]}]}",False,False,False,medium,en,0.008037149,0.43609154,0.55587137
