,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,retweet_count,favorite_count,entities,favorited,retweeted,lang,possibly_sensitive,filter_level,negative,neutral,positive
0,2014-05-15 19:47:08+00:00,467028427174711296,467028427174711296,RT @KeithMcCullough: 2. $AAPL right in the middel of its $582-$599 immediate-term risk range - name to add to long at the low end of range,web,False,,,,,,"{'id': 1299729710, 'id_str': '1299729710', 'name': ""Barron's 400 Index"", 'screen_name': 'Barrons400', 'location': '', 'url': 'http://www.marketgrader.com/MGMainWeb/barrons/barrons.jsp', 'description': ""The Barron's 400 Index collects and follows America's most promising public companies based on the sound fundamentals and attractive pricing of their stocks."", 'protected': False, 'followers_count': 530, 'friends_count': 529, 'listed_count': 14, 'created_at': 'Mon Mar 25 14:34:03 +0000 2013', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1511, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '083876', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3658199023/b80b097c63b0772cc0bf1742bd594f60_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3658199023/b80b097c63b0772cc0bf1742bd594f60_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1299729710/1368219271', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Thu May 15 19:31:19 +0000 2014', 'id': 467024444427608064, 'id_str': '467024444427608064', 'text': '2. $AAPL right in the middel of its $582-$599 immediate-term risk range - name to add to long at the low end of range', 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 18378349, 'id_str': '18378349', 'name': 'Keith McCullough ', 'screen_name': 'KeithMcCullough', 'location': 'Stamford, CT', 'url': 'http://www.hedgeye.com', 'description': 'CEO, Hedgeye Risk Management', 'protected': False, 'followers_count': 34581, 'friends_count': 528, 'listed_count': 1327, 'created_at': 'Thu Dec 25 19:38:54 +0000 2008', 'favourites_count': 6, 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 110121, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/864622808/HE_KM_headshot2010-150x150_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/864622808/HE_KM_headshot2010-150x150_normal.jpg', 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 2, 'favorite_count': 5, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [3, 8]}], 'urls': [], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'lang': 'en'}",0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [24, 29]}], 'urls': [], 'user_mentions': [{'screen_name': 'KeithMcCullough', 'name': 'Keith McCullough ', 'id': 18378349, 'id_str': '18378349', 'indices': [3, 19]}]}",False,False,en,,,0.10248938,0.81747764,0.080032825
1,2014-05-15 21:30:04+00:00,467054331204603904,467054331204603904,$AAPL Switching from the iPhone to Android is now more annoying than ever http://t.co/1c9QodX3ZN,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1676135581, 'id_str': '1676135581', 'name': 'BullishNews', 'screen_name': 'BullishNews', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 254, 'friends_count': 0, 'listed_count': 10, 'created_at': 'Fri Aug 16 16:20:40 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 90722, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000309031393/c7fae676a2b5ff8672ae22edd1c9b2f7_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000309031393/c7fae676a2b5ff8672ae22edd1c9b2f7_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/1c9QodX3ZN', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://bgr.com/2014/05/15/iphone-vs-android-texting-issues/&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://b…', 'indices': [74, 96]}], 'user_mentions': []}",False,False,en,0.0,,0.9062331,0.08249389,0.011273218
2,2014-05-15 21:30:20+00:00,467054398300909568,467054398300909568,$AAPL high open interest range is 530.00 to 600.00 for option expiration 05/17/2014. http://t.co/7hB7exr3LD,"<a href=""http://maximum-pain.com"" rel=""nofollow"">Maximum-Pain.com</a>",False,,,,,,"{'id': 2199676916, 'id_str': '2199676916', 'name': 'Dan', 'screen_name': 'Maximum_Pain_cm', 'location': '', 'url': 'http://maximum-pain.com', 'description': None, 'protected': False, 'followers_count': 159, 'friends_count': 1, 'listed_count': 8, 'created_at': 'Sun Nov 17 15:10:07 +0000 2013', 'favourites_count': 0, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 3207, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000816425875/99ef3c284e643ad0ef0fbd0e466bcebc_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000816425875/99ef3c284e643ad0ef0fbd0e466bcebc_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/7hB7exr3LD', 'expanded_url': 'http://maximum-pain.com/open-interest.aspx?s=AAPL&e=05/17/2014', 'display_url': 'maximum-pain.com/open-interest.…', 'indices': [85, 107]}], 'user_mentions': []}",False,False,en,0.0,,0.011552211,0.8750658,0.11338186
3,2014-05-15 14:00:04+00:00,466941084984041473,466941084984041472,Apple Buying Beats - Method Behind The Madness http://t.co/67Ek52ssLJ $GOOG $P $GOOGL $AAPL,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha Apple</a>",False,,,,,,"{'id': 2173999435, 'id_str': '2173999435', 'name': 'AAPL Stock Alerts', 'screen_name': 'SAlphaAAPL', 'location': 'New York', 'url': 'http://seekingalpha.com/symbol/aapl', 'description': 'News and articles about AAPL from Seeking Alpha. Read More: http://seekingalpha.com/symbol/aapl/news', 'protected': False, 'followers_count': 367, 'friends_count': 15, 'listed_count': 3, 'created_at': 'Mon Nov 04 13:15:33 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2404, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000109529681/c74d2042a05078878683a8ba5186b2b8.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000109529681/c74d2042a05078878683a8ba5186b2b8.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000693410360/faa6d00b7d8eead61a92b2de708d5a7d_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000693410360/faa6d00b7d8eead61a92b2de708d5a7d_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'GOOG', 'indices': [70, 75]}, {'text': 'P', 'indices': [76, 78]}, {'text': 'GOOGL', 'indices': [79, 85]}, {'text': 'AAPL', 'indices': [86, 91]}], 'urls': [{'url': 'http://t.co/67Ek52ssLJ', 'expanded_url': 'http://seekingalpha.com/article/2214313-apple-buying-beats-method-behind-the-madness?source=feed_tickers', 'display_url': 'seekingalpha.com/article/221431…', 'indices': [47, 69]}], 'user_mentions': []}",False,False,en,0.0,,0.0060802014,0.40806746,0.5858522
4,2014-05-15 16:00:16+00:00,466971334309052416,466971334309052416,"I bet the reason for the selloff is the #bruins loss last night, &amp; Milan Lucic is dumping it all on your faces because hes a dick $SPY $AAPL","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 60150406, 'id_str': '60150406', 'name': 'Mike', 'screen_name': 'hillmf', 'location': 'Buffalo, NY ', 'url': None, 'description': 'Trader....Price Pay$ your opinion does not Take a Dollar, shoot it full of steroids & call it Margin', 'protected': False, 'followers_count': 794, 'friends_count': 376, 'listed_count': 23, 'created_at': 'Sat Jul 25 21:10:52 +0000 2009', 'favourites_count': 1044, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 14849, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3475178164/d96eb26a63d4e13bde838c92e1291773_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3475178164/d96eb26a63d4e13bde838c92e1291773_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/60150406/1375404168', 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [{'text': 'bruins', 'indices': [40, 47]}], 'symbols': [{'text': 'SPY', 'indices': [134, 138]}, {'text': 'AAPL', 'indices': [139, 144]}], 'urls': [], 'user_mentions': []}",False,False,en,,medium,0.88950443,0.09715593,0.013339558
5,2014-05-15 19:25:54+00:00,467023083631820800,467023083631820800,"And sold now. 

$AAPL 
BOT 590 P @2.12
SLD @2.35 

Trade of the day.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 229638149, 'id_str': '229638149', 'name': 'Abdullah Ilahi', 'screen_name': 'ilahi25', 'location': 'Chicago, Illinois', 'url': None, 'description': 'Co-Founder of Empire Capital LLC. Financial Markets. Fitness. Motorsports.', 'protected': False, 'followers_count': 78, 'friends_count': 68, 'listed_count': 6, 'created_at': 'Wed Dec 22 22:58:40 +0000 2010', 'favourites_count': 122, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 787, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/825798048/f5a1d597eef9e958cc5f62b99392d549.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/825798048/f5a1d597eef9e958cc5f62b99392d549.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/458468470036779008/D7QMryps_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/458468470036779008/D7QMryps_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [16, 21]}], 'urls': [], 'user_mentions': [{'screen_name': '2', 'name': '\xa0', 'id': 11994, 'id_str': '11994', 'indices': [33, 35]}, {'screen_name': '2', 'name': '\xa0', 'id': 11994, 'id_str': '11994', 'indices': [43, 45]}]}",False,False,en,,medium,0.10198374,0.7431199,0.15489635
6,2014-05-15 18:48:41+00:00,467013717742600193,467013717742600192,Apple Updates iTunes Connect with iOS 7 Redesign http://t.co/ZxBo08R4AX $AAPL,"<a href=""https://feedly.com"" rel=""nofollow"">feedly cloud</a>",False,,,,,,"{'id': 14318277, 'id_str': '14318277', 'name': 'dmackdaddy', 'screen_name': 'dmackdaddy', 'location': 'Yay Area!', 'url': 'http://los49ers.com', 'description': '49ers/SF Giants fan, tech dude, iPhone lover & lover of all things Digital!', 'protected': False, 'followers_count': 1596, 'friends_count': 1905, 'listed_count': 55, 'created_at': 'Sun Apr 06 22:35:26 +0000 2008', 'favourites_count': 5, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 56713, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/3613382/TGF.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/3613382/TGF.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3309930388/2e6670045107f58a4e04d102608bc56e_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3309930388/2e6670045107f58a4e04d102608bc56e_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/14318277/1354393307', 'profile_link_color': '0843DD', 'profile_sidebar_border_color': 'DFC2C6', 'profile_sidebar_fill_color': 'D4D8E3', 'profile_text_color': '191414', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [72, 77]}], 'urls': [{'url': 'http://t.co/ZxBo08R4AX', 'expanded_url': 'http://feedly.com/e/YnyjvCsM', 'display_url': 'feedly.com/e/YnyjvCsM', 'indices': [49, 71]}], 'user_mentions': []}",False,False,en,1.0,medium,0.0034314112,0.47754705,0.5190215
7,2014-05-15 05:02:04+00:00,466805692838318081,466805692838318080,$AAPL Taiwan's Hon Hai profit tops forecasts on iPhone demand http://t.co/u4Uejc6rHp,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1729135326, 'id_str': '1729135326', 'name': 'Alfredo Gilham', 'screen_name': 'AlfredoGilham', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 193, 'friends_count': 0, 'listed_count': 16, 'created_at': 'Wed Sep 04 15:58:24 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 84973, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/457137884382765056/EU2fdboy_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/457137884382765056/EU2fdboy_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/u4Uejc6rHp', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://sg.finance.yahoo.com/news/taiwans-hon-hai-profit-tops-181449698.html&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://s…', 'indices': [62, 84]}], 'user_mentions': []}",False,False,en,0.0,,0.0055736355,0.36321098,0.6312154
8,2014-05-15 20:21:05+00:00,467036970967789568,467036970967789568,RT @Benzinga: Loeb Sold Out of ~100K Share Position in $AAPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 461635838, 'id_str': '461635838', 'name': 'Katy Sayar', 'screen_name': 'SabaDesigns', 'location': 'Los Angeles', 'url': 'http://sabadesign.info', 'description': 'Architect, Columbia University graduate. Architecture+Interior Design Projects in Los Angeles, Dubai. Working on a Novel....', 'protected': False, 'followers_count': 401, 'friends_count': 318, 'listed_count': 18, 'created_at': 'Thu Jan 12 01:01:01 +0000 2012', 'favourites_count': 59, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 17998, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/618031545/xnxdguleykfbl3hz1ftn.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/618031545/xnxdguleykfbl3hz1ftn.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2444432603/l06j55m2jgf2zcd1eoyj_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2444432603/l06j55m2jgf2zcd1eoyj_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/461635838/1353906221', 'profile_link_color': '990000', 'profile_sidebar_border_color': 'DFDFDF', 'profile_sidebar_fill_color': 'F3F3F3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Thu May 15 20:19:43 +0000 2014', 'id': 467036627949608961, 'id_str': '467036627949608961', 'text': 'Loeb Sold Out of ~100K Share Position in $AAPL', 'source': '<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 44060322, 'id_str': '44060322', 'name': 'Benzinga.com', 'screen_name': 'Benzinga', 'location': '', 'url': 'http://benzinga.com', 'description': 'Stay up to date on breaking news & trading ideas throughout the day.\r\n\r\nGet real time alerts. Start your free trial of Benzinga Pro: http://bit.ly/TgWmfa', 'protected': False, 'followers_count': 36154, 'friends_count': 1017, 'listed_count': 1141, 'created_at': 'Tue Jun 02 04:43:10 +0000 2009', 'favourites_count': 307, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': True, 'statuses_count': 62514, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/66656500/benzinga12.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/66656500/benzinga12.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/451701842418745344/H9C2wvwQ_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/451701842418745344/H9C2wvwQ_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/44060322/1398961420', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [41, 46]}], 'urls': [], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'lang': 'en'}",0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [55, 60]}], 'urls': [], 'user_mentions': [{'screen_name': 'Benzinga', 'name': 'Benzinga.com', 'id': 44060322, 'id_str': '44060322', 'indices': [3, 12]}]}",False,False,en,,,0.08944393,0.87694764,0.03360839
9,2014-05-15 04:10:06+00:00,466792615019413504,466792615019413504,$AAPL Sony's big problem? It's just not cool http://t.co/9Bb6DvxqGp,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1676299297, 'id_str': '1676299297', 'name': 'StockNewsForYou', 'screen_name': 'StockNewsForYou', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 197, 'friends_count': 0, 'listed_count': 9, 'created_at': 'Fri Aug 16 17:41:13 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 80652, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000309044154/beb68dc62171a4ed52781f1468d2d57c_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000309044154/beb68dc62171a4ed52781f1468d2d57c_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/9Bb6DvxqGp', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://www.cnbc.com/id/101674297?__source=yahoo%257cfinance%257cheadline%257cheadline%257cstory&par=yahoo&doc=101674297%257cSony%27s+big+problem?+It%27s+&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://w…', 'indices': [45, 67]}], 'user_mentions': []}",False,False,en,0.0,,0.93372196,0.06069493,0.005583238
