,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,extended_entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,negative,neutral,positive
0,2015-03-27 06:46:06+00:00,581346439239962624,581346439239962624,Great FREE #tutorial here for #traders http://t.co/LEJZ0NzJO6 $NFLX $BAC $AMZN $MSFT $AAPL $GOOG $GOOGL $FEYE http://t.co/LxkugprFlF,"<a href=""http://www.simplycast.com"" rel=""nofollow"">SimplyCast</a>",False,,,,,,"{'id': 20458407, 'id_str': '20458407', 'name': 'Bradley', 'screen_name': 'stocknugget', 'location': 'McDonalds', 'url': None, 'description': 'Investor, nugget-eater', 'protected': False, 'verified': False, 'followers_count': 2963, 'friends_count': 1434, 'listed_count': 26, 'favourites_count': 3, 'statuses_count': 14052, 'created_at': 'Mon Feb 09 19:19:31 +0000 2009', 'utc_offset': -21600, 'time_zone': 'Mountain Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/4385350/nuggetgood.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/4385350/nuggetgood.jpg', 'profile_background_tile': False, 'profile_link_color': 'F0C80A', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'D64C00', 'profile_text_color': '323225', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/77098005/nuggetdip_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/77098005/nuggetdip_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'tutorial', 'indices': [11, 20]}, {'text': 'traders', 'indices': [30, 38]}], 'trends': [], 'urls': [{'url': 'http://t.co/LEJZ0NzJO6', 'expanded_url': 'http://bit.ly/1AbctzW', 'display_url': 'bit.ly/1AbctzW', 'indices': [39, 61]}], 'user_mentions': [], 'symbols': [{'text': 'NFLX', 'indices': [62, 67]}, {'text': 'BAC', 'indices': [68, 72]}, {'text': 'AMZN', 'indices': [73, 78]}, {'text': 'MSFT', 'indices': [79, 84]}, {'text': 'AAPL', 'indices': [85, 90]}, {'text': 'GOOG', 'indices': [91, 96]}, {'text': 'GOOGL', 'indices': [97, 103]}, {'text': 'FEYE', 'indices': [104, 109]}], 'media': [{'id': 581346438937972736, 'id_str': '581346438937972736', 'indices': [110, 132], 'media_url': 'http://pbs.twimg.com/media/CBFbgZBWEAAYgft.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CBFbgZBWEAAYgft.jpg', 'url': 'http://t.co/LxkugprFlF', 'display_url': 'pic.twitter.com/LxkugprFlF', 'expanded_url': 'http://twitter.com/stocknugget/status/581346439239962624/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 640, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 375, 'resize': 'fit'}, 'small': {'w': 340, 'h': 212, 'resize': 'fit'}}}]}","{'media': [{'id': 581346438937972736, 'id_str': '581346438937972736', 'indices': [110, 132], 'media_url': 'http://pbs.twimg.com/media/CBFbgZBWEAAYgft.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CBFbgZBWEAAYgft.jpg', 'url': 'http://t.co/LxkugprFlF', 'display_url': 'pic.twitter.com/LxkugprFlF', 'expanded_url': 'http://twitter.com/stocknugget/status/581346439239962624/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 640, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 375, 'resize': 'fit'}, 'small': {'w': 340, 'h': 212, 'resize': 'fit'}}}]}",False,False,False,low,en,2015-03-27 06:46:06.666,0.001940238,0.03427001,0.96378964
1,2015-03-27 10:02:42+00:00,581395915229007872,581395915229007872,"THE BINARY OPTIONS COMPETITION WIN $100,000 http://t.co/QEwKoFFlNt $LNKD $AAPL $GOOGL $GOOLD #bones #options #forex #forextrading #Bonus","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2597179009, 'id_str': '2597179009', 'name': ' Best Sites For Mone', 'screen_name': 'Sara20992', 'location': '', 'url': 'http://goo.gl/1AXWtX', 'description': 'Best Sites For Mone ↓↓↓↓', 'protected': False, 'verified': False, 'followers_count': 1700, 'friends_count': 1400, 'listed_count': 28, 'favourites_count': 0, 'statuses_count': 61978, 'created_at': 'Tue Jul 01 00:56:24 +0000 2014', 'utc_offset': 7200, 'time_zone': 'Kyiv', 'geo_enabled': False, 'lang': 'ar', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'DD2E44', 'profile_sidebar_border_color': '5ED4DC', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/549884617293975552/EUkbkvl6_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/549884617293975552/EUkbkvl6_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2597179009/1427122397', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'bones', 'indices': [93, 99]}, {'text': 'options', 'indices': [100, 108]}, {'text': 'forex', 'indices': [109, 115]}, {'text': 'forextrading', 'indices': [116, 129]}, {'text': 'Bonus', 'indices': [130, 136]}], 'trends': [], 'urls': [{'url': 'http://t.co/QEwKoFFlNt', 'expanded_url': 'http://rbn.cm/VbMIHH', 'display_url': 'rbn.cm/VbMIHH', 'indices': [44, 66]}], 'user_mentions': [], 'symbols': [{'text': 'LNKD', 'indices': [67, 72]}, {'text': 'AAPL', 'indices': [73, 78]}, {'text': 'GOOGL', 'indices': [79, 85]}, {'text': 'GOOLD', 'indices': [86, 92]}]}",,False,False,False,low,en,2015-03-27 10:02:42.661,0.003737714,0.12222741,0.8740349
2,2015-03-27 19:00:01+00:00,581531135416479744,581531135416479744,Analyzing Apple's Expected Cash Dividend Increase In April http://t.co/QBVUZgpxKY $AAPL,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha Apple</a>",False,,,,,,"{'id': 2173999435, 'id_str': '2173999435', 'name': 'AAPL Stock Alerts', 'screen_name': 'SAlphaAAPL', 'location': 'New York', 'url': 'http://seekingalpha.com/symbol/aapl', 'description': 'News and articles about AAPL from Seeking Alpha. Read More: http://seekingalpha.com/symbol/aapl/news', 'protected': False, 'verified': False, 'followers_count': 1738, 'friends_count': 15, 'listed_count': 40, 'favourites_count': 0, 'statuses_count': 7177, 'created_at': 'Mon Nov 04 13:15:33 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000109529681/c74d2042a05078878683a8ba5186b2b8.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000109529681/c74d2042a05078878683a8ba5186b2b8.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000693410360/faa6d00b7d8eead61a92b2de708d5a7d_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000693410360/faa6d00b7d8eead61a92b2de708d5a7d_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/QBVUZgpxKY', 'expanded_url': 'http://seekingalpha.com/article/3031466-analyzing-apples-expected-cash-dividend-increase-in-april?source=feed_tickers', 'display_url': 'seekingalpha.com/article/303146…', 'indices': [59, 81]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [82, 87]}]}",,False,False,False,low,en,2015-03-27 19:00:01.666,0.0053996956,0.7110594,0.2835409
3,2015-03-27 19:01:24+00:00,581531483543728128,581531483543728128,"Video: Weekly Market Wrap: March 27, 2015 $BAC $AAPL $F $KRFT $BBRY #stocks http://t.co/7E5JjihVFK","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",False,,,,,,"{'id': 2497045194, 'id_str': '2497045194', 'name': 'BNK Invest', 'screen_name': 'bnkinvest', 'location': 'New York', 'url': 'http://www.bnkinvest.com/', 'description': 'BNK Invest owns and operates a variety of financial web sites including DividendChannel, ETFChannel, StockOptionsChannel, and others.', 'protected': False, 'verified': False, 'followers_count': 609, 'friends_count': 1195, 'listed_count': 19, 'favourites_count': 0, 'statuses_count': 22765, 'created_at': 'Thu May 15 19:58:09 +0000 2014', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/467032110692188160/UcN8PrzR_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/467032110692188160/UcN8PrzR_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2497045194/1400248423', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stocks', 'indices': [68, 75]}], 'trends': [], 'urls': [{'url': 'http://t.co/7E5JjihVFK', 'expanded_url': 'http://bit.ly/1FSORYw', 'display_url': 'bit.ly/1FSORYw', 'indices': [76, 98]}], 'user_mentions': [], 'symbols': [{'text': 'BAC', 'indices': [42, 46]}, {'text': 'AAPL', 'indices': [47, 52]}, {'text': 'F', 'indices': [53, 55]}, {'text': 'KRFT', 'indices': [56, 61]}, {'text': 'BBRY', 'indices': [62, 67]}]}",,False,False,False,low,en,2015-03-27 19:01:24.666,0.009945565,0.90458363,0.08547077
4,2015-03-27 05:30:53+00:00,581327510325108736,581327510325108736,"Access curated tweets- high relevancy, less spam- US Tech Giants http://t.co/kdZSg01UFl $MSFT $TWTR $AAPL $FB $GOOGL","<a href=""http://www.buzzjust.in/"" rel=""nofollow"">BiteTheBuzz</a>",False,,,,,,"{'id': 2373813025, 'id_str': '2373813025', 'name': 'FinBUZZ Just-IN', 'screen_name': 'BUZZ_Just_In', 'location': 'London', 'url': 'http://www.cityfalcon.com', 'description': 'FinTech startup providing crowd-sourced crowd-curated real-time financial news from 200+ news publications and from Twitter for free', 'protected': False, 'verified': False, 'followers_count': 693, 'friends_count': 348, 'listed_count': 51, 'favourites_count': 1097, 'statuses_count': 17898, 'created_at': 'Wed Mar 05 14:01:04 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/490884520665559040/YX-2OHzM_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/490884520665559040/YX-2OHzM_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2373813025/1426349451', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/kdZSg01UFl', 'expanded_url': 'http://www.cityfalcon.com/watchlists?name=US%20Tech%20Giants', 'display_url': 'cityfalcon.com/watchlists?nam…', 'indices': [65, 87]}], 'user_mentions': [], 'symbols': [{'text': 'MSFT', 'indices': [88, 93]}, {'text': 'TWTR', 'indices': [94, 99]}, {'text': 'AAPL', 'indices': [100, 105]}, {'text': 'FB', 'indices': [106, 109]}, {'text': 'GOOGL', 'indices': [110, 116]}]}",,False,False,False,low,en,2015-03-27 05:30:53.661,0.006681082,0.2522178,0.74110097
5,2015-03-27 14:00:02+00:00,581455642101227520,581455642101227520,"Premarket most active stocks: $BBRY, $XIV, $AAPL, $QQQ, $ADSK, $OREX, $IACI, $EA, $SCAI, $FB","<a href=""http://www.cyborgquant.com/"" rel=""nofollow"">CyborgQuantData</a>",False,,,,,,"{'id': 2646506552, 'id_str': '2646506552', 'name': 'Christopher Angus', 'screen_name': 'CyborgQuant', 'location': 'Oxford, England, UK', 'url': 'http://www.cyborgquant.com', 'description': 'Algorithmic hedge trader, currently futures and commodites. Use my free position sizer and risk vs reward tool to improve your trading @ http://Cyborgquant.com', 'protected': False, 'verified': False, 'followers_count': 142, 'friends_count': 137, 'listed_count': 7, 'favourites_count': 34, 'statuses_count': 3599, 'created_at': 'Mon Jul 14 23:18:51 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '032B36', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/488835795784970240/qyxPuthI_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/488835795784970240/qyxPuthI_normal.png', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'BBRY', 'indices': [30, 35]}, {'text': 'XIV', 'indices': [37, 41]}, {'text': 'AAPL', 'indices': [43, 48]}, {'text': 'QQQ', 'indices': [50, 54]}, {'text': 'ADSK', 'indices': [56, 61]}, {'text': 'OREX', 'indices': [63, 68]}, {'text': 'IACI', 'indices': [70, 75]}, {'text': 'EA', 'indices': [77, 80]}, {'text': 'SCAI', 'indices': [82, 87]}, {'text': 'FB', 'indices': [89, 92]}]}",,False,False,False,low,in,2015-03-27 14:00:02.657,0.010540289,0.66000724,0.32945254
6,2015-03-27 01:00:39+00:00,581259503901007872,581259503901007872,See why these assets are trending in 1 watchlist $GOOGL $USDJPY $GBPUSD $EURUSD $AAPL http://t.co/kSeyjyEpMV,"<a href=""http://www.buzzjust.in/"" rel=""nofollow"">BiteTheBuzz</a>",False,,,,,,"{'id': 2373813025, 'id_str': '2373813025', 'name': 'FinBUZZ Just-IN', 'screen_name': 'BUZZ_Just_In', 'location': 'London', 'url': 'http://www.cityfalcon.com', 'description': 'FinTech startup providing crowd-sourced crowd-curated real-time financial news from 200+ news publications and from Twitter for free', 'protected': False, 'verified': False, 'followers_count': 693, 'friends_count': 348, 'listed_count': 51, 'favourites_count': 1097, 'statuses_count': 17871, 'created_at': 'Wed Mar 05 14:01:04 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/490884520665559040/YX-2OHzM_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/490884520665559040/YX-2OHzM_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2373813025/1426349451', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/kSeyjyEpMV', 'expanded_url': 'http://www.cityfalcon.com/watchlists?assets=$GOOGL,$USDJPY,$GBPUSD,$EURUSD,$AAPL', 'display_url': 'cityfalcon.com/watchlists?ass…', 'indices': [86, 108]}], 'user_mentions': [], 'symbols': [{'text': 'GOOGL', 'indices': [49, 55]}, {'text': 'USDJPY', 'indices': [56, 63]}, {'text': 'GBPUSD', 'indices': [64, 71]}, {'text': 'EURUSD', 'indices': [72, 79]}, {'text': 'AAPL', 'indices': [80, 85]}]}",,False,False,False,low,en,2015-03-27 01:00:39.666,0.005185953,0.32712066,0.66769356
7,2015-03-27 20:59:48+00:00,581561279871115264,581561279871115264,"I had a up day of +.17% or +$26.67, worst performer was $AAPL -.8%, best was $UA +1.36% #performance","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 627580581, 'id_str': '627580581', 'name': 'Will Hassell', 'screen_name': 'WillHassellws', 'location': 'Huntsville, Alabama ', 'url': 'http://willhassellws.wordpress.com/', 'description': '18 year old Investor/trader trying to get out in the big world of wall street. Leaders Investment Club content contributor/20under20', 'protected': False, 'verified': False, 'followers_count': 412, 'friends_count': 187, 'listed_count': 22, 'favourites_count': 1234, 'statuses_count': 4778, 'created_at': 'Thu Jul 05 16:01:18 +0000 2012', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/578608211017732096/mKkm1Q4g_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/578608211017732096/mKkm1Q4g_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/627580581/1426785914', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'performance', 'indices': [88, 100]}], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [56, 61]}, {'text': 'UA', 'indices': [77, 80]}]}",,False,False,False,low,en,2015-03-27 20:59:48.664,0.33040282,0.3429092,0.32668817
8,2015-03-27 18:26:45+00:00,581522763577368576,581522763577368576,http://t.co/PrECfzGF2N &lt;-- CHOOSE FREEDOM FROM PUMP-AND-DUMP SCAMS! Article on my blog $GPRO $AMBA $TUBE $HALO $AAPL,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>",False,,,,,,"{'id': 2534863784, 'id_str': '2534863784', 'name': 'Penny Stock', 'screen_name': 'PennyStockZone2', 'location': '', 'url': 'http://pennystockzone.com', 'description': 'Stock trader and inventor', 'protected': False, 'verified': False, 'followers_count': 11, 'friends_count': 11, 'listed_count': 9, 'favourites_count': 0, 'statuses_count': 6142, 'created_at': 'Fri May 30 11:22:56 +0000 2014', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png', 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/PrECfzGF2N', 'expanded_url': 'http://wp.me/p4f4mU-h2', 'display_url': 'wp.me/p4f4mU-h2', 'indices': [0, 22]}], 'user_mentions': [], 'symbols': [{'text': 'GPRO', 'indices': [90, 95]}, {'text': 'AMBA', 'indices': [96, 101]}, {'text': 'TUBE', 'indices': [102, 107]}, {'text': 'HALO', 'indices': [108, 113]}, {'text': 'AAPL', 'indices': [114, 119]}]}",,False,False,False,low,en,2015-03-27 18:26:45.664,0.071320966,0.7317016,0.1969774
9,2015-03-27 14:06:19+00:00,581457223374663681,581457223374663680,"Apple Inc. (NASDAQ:AAPL) To Partner FOXCONN TECHNOLOGY (OTCMKTS:FXCOF) For iPhone ... - TickerLens $AAPL #AAPL,Apple http://t.co/ihJxpbt7P6","<a href=""http://www.majortopics.com"" rel=""nofollow"">Major Topics</a>",False,,,,,,"{'id': 3044159284, 'id_str': '3044159284', 'name': 'WLST.com', 'screen_name': 'wlstcom', 'location': 'digital', 'url': 'http://wlst.com', 'description': 'wall street breaking news, investing news, trading news ++free streaming news, trends, buzz', 'protected': False, 'verified': False, 'followers_count': 604, 'friends_count': 1574, 'listed_count': 119, 'favourites_count': 4, 'statuses_count': 27043, 'created_at': 'Wed Feb 18 01:26:31 +0000 2015', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/569924896747438080/E4LyeJyN_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/569924896747438080/E4LyeJyN_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3044159284/1424715158', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'AAPL', 'indices': [105, 110]}], 'trends': [], 'urls': [{'url': 'http://t.co/ihJxpbt7P6', 'expanded_url': 'http://tickerlens.com/2015/03/27/apple-inc-nasdaqaapl-to-partner-foxconn-technology-otcmktsfxcof-for-iphone', 'display_url': 'tickerlens.com/2015/03/27/app…', 'indices': [117, 139]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [99, 104]}]}",,False,False,False,low,en,2015-03-27 14:06:19.662,0.0042267255,0.6122217,0.38355166
