,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,extended_entities,negative,neutral,positive
0,2015-07-03 18:38:22+00:00,617039697819402241,617039697819402240,"Hey, look — the company that is supposed to kill Apple just hit a wall http://t.co/bjON8k3ykL via @sai $AAPL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 16789555, 'id_str': '16789555', 'name': 'ybfmiami', 'screen_name': 'ybfmiami', 'location': 'Miami,FL', 'url': None, 'description': 'Lawyer, Investor. Harvard U. Jamerican. #BlackLivesMatter.', 'protected': False, 'verified': False, 'followers_count': 1677, 'friends_count': 1932, 'listed_count': 62, 'favourites_count': 425, 'statuses_count': 11320, 'created_at': 'Wed Oct 15 19:22:58 +0000 2008', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/859659891/0df99ddc55db10e5928bc584b5ef6db7.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/859659891/0df99ddc55db10e5928bc584b5ef6db7.jpeg', 'profile_background_tile': True, 'profile_link_color': '333333', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '0084B4', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/593103787927023616/D2yBrDIn_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/593103787927023616/D2yBrDIn_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16789555/1435386428', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/bjON8k3ykL', 'expanded_url': 'http://read.bi/1LKsTK3', 'display_url': 'read.bi/1LKsTK3', 'indices': [71, 93]}], 'user_mentions': [{'screen_name': 'SAI', 'name': 'BI Tech', 'id': 8841372, 'id_str': '8841372', 'indices': [98, 102]}], 'symbols': [{'text': 'AAPL', 'indices': [103, 108]}]}",False,False,False,low,en,2015-07-03 18:38:22.660,,0.6268294,0.30692455,0.066245995
1,2015-07-03 19:56:44+00:00,617059419432579077,617059419432579072,"SBUX Starbucks Corp. Ask Size
http://t.co/VJf3VqAZbq

$SBUX $IBM $AAPL $AAL #SBUX #tradeideas #stockmarket http://t.co/XG5hVFJGig","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 471, 'friends_count': 142, 'listed_count': 520, 'favourites_count': 0, 'statuses_count': 136276, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'SBUX', 'indices': [76, 81]}, {'text': 'tradeideas', 'indices': [82, 93]}, {'text': 'stockmarket', 'indices': [94, 106]}], 'trends': [], 'urls': [{'url': 'http://t.co/VJf3VqAZbq', 'expanded_url': 'http://dlvr.it/BPxswj', 'display_url': 'dlvr.it/BPxswj', 'indices': [30, 52]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [107, 129]}], 'user_mentions': [], 'symbols': [{'text': 'SBUX', 'indices': [54, 59]}, {'text': 'IBM', 'indices': [60, 64]}, {'text': 'AAPL', 'indices': [65, 70]}, {'text': 'AAL', 'indices': [71, 75]}]}",False,False,False,low,en,2015-07-03 19:56:44.659,,0.01904025,0.8905183,0.09044122
2,2015-07-03 13:35:06+00:00,616963378288812032,616963378288812032,"CSU.TO Barracuda Networks Inc. Tick
http://t.co/5pQ1jiiGhb

$CSU.TO $AAPL $DOL.TO $NEM #CSU.TO #stocks #invest","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2181346825, 'id_str': '2181346825', 'name': 'jim50', 'screen_name': 'Jim5011', 'location': '', 'url': None, 'description': 'Watching the stock market.', 'protected': False, 'verified': False, 'followers_count': 509, 'friends_count': 497, 'listed_count': 79, 'favourites_count': 0, 'statuses_count': 84893, 'created_at': 'Fri Nov 08 03:07:43 +0000 2013', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '122D3B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000709659546/46e4755f6de118b51f9a6c379f7710e2_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000709659546/46e4755f6de118b51f9a6c379f7710e2_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'CSU', 'indices': [87, 91]}, {'text': 'stocks', 'indices': [95, 102]}, {'text': 'invest', 'indices': [103, 110]}], 'trends': [], 'urls': [{'url': 'http://t.co/5pQ1jiiGhb', 'expanded_url': 'http://dlvr.it/BPpBfN', 'display_url': 'dlvr.it/BPpBfN', 'indices': [36, 58]}], 'user_mentions': [], 'symbols': [{'text': 'CSU.TO', 'indices': [60, 67]}, {'text': 'AAPL', 'indices': [68, 73]}, {'text': 'DOL.TO', 'indices': [74, 81]}, {'text': 'NEM', 'indices': [82, 86]}]}",False,False,False,low,en,2015-07-03 13:35:06.666,,0.019078659,0.87545294,0.105468504
3,2015-07-03 17:09:38+00:00,617017367369875457,617017367369875456,@JMitter1987 10 Option Calls With UP To 100% Gain Potential $FSLR $BIDU $DIS $MCD $MSFT $FB $EBAY $EA $AAPL $AVGO http://t.co/NWmWbH2XhU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,6.169287835268588e+17,6.169287835268588e+17,2814053990.0,2814053990.0,JMitter1987,"{'id': 838847929, 'id_str': '838847929', 'name': 'Momentum Beats', 'screen_name': 'MomentumBeats', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 309, 'friends_count': 521, 'listed_count': 7, 'favourites_count': 0, 'statuses_count': 827, 'created_at': 'Sat Sep 22 01:09:36 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/452591409292255232/HleURe6L_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/452591409292255232/HleURe6L_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/NWmWbH2XhU', 'expanded_url': 'http://betweentraders.com/10-option-calls-with-up-to-100-gain-potential/', 'display_url': 'betweentraders.com/10-option-call…', 'indices': [114, 136]}], 'user_mentions': [{'screen_name': 'JMitter1987', 'name': 'Jonathan Mitter', 'id': 2814053990, 'id_str': '2814053990', 'indices': [0, 12]}], 'symbols': [{'text': 'FSLR', 'indices': [60, 65]}, {'text': 'BIDU', 'indices': [66, 71]}, {'text': 'DIS', 'indices': [72, 76]}, {'text': 'MCD', 'indices': [77, 81]}, {'text': 'MSFT', 'indices': [82, 87]}, {'text': 'FB', 'indices': [88, 91]}, {'text': 'EBAY', 'indices': [92, 97]}, {'text': 'EA', 'indices': [98, 101]}, {'text': 'AAPL', 'indices': [102, 107]}, {'text': 'AVGO', 'indices': [108, 113]}]}",False,False,False,low,en,2015-07-03 17:09:38.666,,0.0034662287,0.35212272,0.644411
4,2015-07-03 13:01:59+00:00,616955044198510592,616955044198510592,Stock Market report on Apple INC $AAPL powered by StockTipsDeal: http://t.co/KWHYxXWy8k $QQQ $SPY $DIA $DJIA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 1297336626, 'id_str': '1297336626', 'name': 'Stock Market Picks', 'screen_name': 'StockWebTrading', 'location': 'Miami', 'url': 'http://www.NDAQsystem.com', 'description': 'http://t.co/3aGbgrUCnn, http://t.co/tIwDGU2d60, http://t.co/3ac8ieBvXn, http://t.co/AXGNJvscCG, http://t.co/89iFRmKsZ7 \nMarket Strategies for any trader!', 'protected': False, 'verified': False, 'followers_count': 3053, 'friends_count': 3002, 'listed_count': 41, 'favourites_count': 45, 'statuses_count': 12821, 'created_at': 'Mon Mar 25 02:18:54 +0000 2013', 'utc_offset': -18000, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/823672672/a7cdae7f8e9284b39bd5b21a5cf68c4a.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/823672672/a7cdae7f8e9284b39bd5b21a5cf68c4a.jpeg', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000130355421/78f7103ae7c122374675b27c98dcfb88_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000130355421/78f7103ae7c122374675b27c98dcfb88_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1297336626/1398700687', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/KWHYxXWy8k', 'expanded_url': 'http://www.marketnewsletter.net/2015/05/stock-market-report-apple-aapl.html', 'display_url': 'marketnewsletter.net/2015/05/stock-…', 'indices': [65, 87]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [33, 38]}, {'text': 'QQQ', 'indices': [88, 92]}, {'text': 'SPY', 'indices': [93, 97]}, {'text': 'DIA', 'indices': [98, 102]}, {'text': 'DJIA', 'indices': [103, 108]}]}",False,False,False,low,en,2015-07-03 13:01:59.664,,0.01044433,0.788608,0.20094761
5,2015-07-03 07:11:33+00:00,616866854771011584,616866854771011584,$AAPL $CNAT $ICPT http://t.co/XG5hVFJGig http://t.co/XG5hVFJGig,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 475, 'friends_count': 142, 'listed_count': 517, 'favourites_count': 0, 'statuses_count': 134869, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [18, 40]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [41, 63]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}, {'text': 'CNAT', 'indices': [6, 11]}, {'text': 'ICPT', 'indices': [12, 17]}]}",False,False,False,low,in,2015-07-03 07:11:33.666,,0.019948885,0.81800956,0.16204156
6,2015-07-03 07:11:36+00:00,616866867320332288,616866867320332288,$AAPL $FXCM $HIMX $ASPS $AAL http://t.co/XG5hVFJGig,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 475, 'friends_count': 142, 'listed_count': 517, 'favourites_count': 0, 'statuses_count': 134878, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [29, 51]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}, {'text': 'FXCM', 'indices': [6, 11]}, {'text': 'HIMX', 'indices': [12, 17]}, {'text': 'ASPS', 'indices': [18, 23]}, {'text': 'AAL', 'indices': [24, 28]}]}",False,False,False,low,en,2015-07-03 07:11:36.658,,0.038905535,0.77703017,0.18406424
7,2015-07-03 19:39:11+00:00,617055002847113216,617055002847113216,"IBM International Business Machines Filings
http://t.co/hBDoo3vmwl

$IBM $HVU.TO $AAPL $CVX #IBM #invest #invest","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 2196900553, 'id_str': '2196900553', 'name': 'nasdaqfan', 'screen_name': 'nasdaqfan', 'location': '', 'url': None, 'description': 'Nasdaq Fan', 'protected': False, 'verified': False, 'followers_count': 488, 'friends_count': 499, 'listed_count': 85, 'favourites_count': 0, 'statuses_count': 60026, 'created_at': 'Sat Nov 16 01:26:30 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000745151428/fb47b9b6781fd915df9a57670368f140_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000745151428/fb47b9b6781fd915df9a57670368f140_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'IBM', 'indices': [92, 96]}, {'text': 'invest', 'indices': [97, 104]}, {'text': 'invest', 'indices': [105, 112]}], 'trends': [], 'urls': [{'url': 'http://t.co/hBDoo3vmwl', 'expanded_url': 'http://dlvr.it/BPxbfj', 'display_url': 'dlvr.it/BPxbfj', 'indices': [44, 66]}], 'user_mentions': [], 'symbols': [{'text': 'IBM', 'indices': [68, 72]}, {'text': 'HVU.TO', 'indices': [73, 80]}, {'text': 'AAPL', 'indices': [81, 86]}, {'text': 'CVX', 'indices': [87, 91]}]}",False,False,False,low,en,2015-07-03 19:39:11.663,,0.016635597,0.7460079,0.2373564
8,2015-07-03 15:42:28+00:00,616995431139147776,616995431139147776,"Top #Location news from the past week, feat. .@LocalSearchAssn @Qualia_Media @amobee $AAPL &amp; more! http://t.co/B8RVdF6uiL","<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>",False,,,,,,"{'id': 9013382, 'id_str': '9013382', 'name': 'GeoMarketing', 'screen_name': 'geomarketing', 'location': 'New York, NY', 'url': 'https://geomarketing.com/', 'description': 'http://GeoMarketing.com is the source of record of location-based advertising in all its forms. Sign up for our daily newsletter: http://eepurl.com/UFprr', 'protected': False, 'verified': False, 'followers_count': 2209, 'friends_count': 1549, 'listed_count': 226, 'favourites_count': 731, 'statuses_count': 4999, 'created_at': 'Fri Sep 21 11:43:37 +0000 2007', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/669802022/32476a814c707b11330f1cdb4c04c8ad.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/669802022/32476a814c707b11330f1cdb4c04c8ad.jpeg', 'profile_background_tile': True, 'profile_link_color': '0600B3', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/464819549099933696/83N9z01e_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/464819549099933696/83N9z01e_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/9013382/1398880667', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'Location', 'indices': [4, 13]}], 'trends': [], 'urls': [{'url': 'http://t.co/B8RVdF6uiL', 'expanded_url': 'http://www.geomarketing.com/the-geomarketing-top-5-countdown-45', 'display_url': 'geomarketing.com/the-geomarketi…', 'indices': [103, 125]}], 'user_mentions': [{'screen_name': 'LocalSearchAssn', 'name': 'Local Search Assoc.', 'id': 278155163, 'id_str': '278155163', 'indices': [46, 62]}, {'screen_name': 'Qualia_Media', 'name': 'Qualia', 'id': 174343036, 'id_str': '174343036', 'indices': [63, 76]}, {'screen_name': 'amobee', 'name': '[a•mo•bee]', 'id': 46651529, 'id_str': '46651529', 'indices': [77, 84]}], 'symbols': [{'text': 'AAPL', 'indices': [85, 90]}]}",False,False,False,low,en,2015-07-03 15:42:28.661,,0.003839046,0.35549286,0.64066815
9,2015-07-03 13:18:11+00:00,616959121036808192,616959121036808192,I wish you guys an .... $MDIN $SLNN $COTE $FB $GBSN $ARYC $AAPL $TWTR $SPY $GOOG $MJMJ $MDCN $AURI $BABA $F $GM $NFLX http://t.co/hNUPEl5JVI,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,,,,,,"{'id': 109509176, 'id_str': '109509176', 'name': '♎️Krystian_v♎️', 'screen_name': 'Krystian_v', 'location': 'Charlotte, NC', 'url': 'http://www.apple.com/ca/fr/mac-pro/', 'description': 'http://www.bprising.com/plans.html', 'protected': False, 'verified': False, 'followers_count': 432, 'friends_count': 1030, 'listed_count': 3, 'favourites_count': 8638, 'statuses_count': 13317, 'created_at': 'Fri Jan 29 08:30:03 +0000 2010', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'BADFCD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/609406488608645121/8fP_qlga.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/609406488608645121/8fP_qlga.jpg', 'profile_background_tile': False, 'profile_link_color': '9266CC', 'profile_sidebar_border_color': 'FFF8AD', 'profile_sidebar_fill_color': 'F6FFD1', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/609409974167404544/X8BC0wNI_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/609409974167404544/X8BC0wNI_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/109509176/1434128239', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'MDIN', 'indices': [24, 29]}, {'text': 'SLNN', 'indices': [30, 35]}, {'text': 'COTE', 'indices': [36, 41]}, {'text': 'FB', 'indices': [42, 45]}, {'text': 'GBSN', 'indices': [46, 51]}, {'text': 'ARYC', 'indices': [52, 57]}, {'text': 'AAPL', 'indices': [58, 63]}, {'text': 'TWTR', 'indices': [64, 69]}, {'text': 'SPY', 'indices': [70, 74]}, {'text': 'GOOG', 'indices': [75, 80]}, {'text': 'MJMJ', 'indices': [81, 86]}, {'text': 'MDCN', 'indices': [87, 92]}, {'text': 'AURI', 'indices': [93, 98]}, {'text': 'BABA', 'indices': [99, 104]}, {'text': 'F', 'indices': [105, 107]}, {'text': 'GM', 'indices': [108, 111]}, {'text': 'NFLX', 'indices': [112, 117]}], 'media': [{'id': 616959117408628736, 'id_str': '616959117408628736', 'indices': [118, 140], 'media_url': 'http://pbs.twimg.com/media/CI_hDGoUcAAs6MP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CI_hDGoUcAAs6MP.jpg', 'url': 'http://t.co/hNUPEl5JVI', 'display_url': 'pic.twitter.com/hNUPEl5JVI', 'expanded_url': 'http://twitter.com/Krystian_v/status/616959121036808192/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 279, 'h': 181, 'resize': 'fit'}, 'large': {'w': 279, 'h': 181, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 279, 'h': 181, 'resize': 'fit'}}}]}",False,False,False,low,en,2015-07-03 13:18:11.658,"{'media': [{'id': 616959117408628736, 'id_str': '616959117408628736', 'indices': [118, 140], 'media_url': 'http://pbs.twimg.com/media/CI_hDGoUcAAs6MP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CI_hDGoUcAAs6MP.jpg', 'url': 'http://t.co/hNUPEl5JVI', 'display_url': 'pic.twitter.com/hNUPEl5JVI', 'expanded_url': 'http://twitter.com/Krystian_v/status/616959121036808192/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 279, 'h': 181, 'resize': 'fit'}, 'large': {'w': 279, 'h': 181, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 279, 'h': 181, 'resize': 'fit'}}}]}",0.00790097,0.19964163,0.79245746
