,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms,retweeted_status,extended_entities,negative,neutral,positive
0,2015-09-06 14:29:26+00:00,640532262946230272,640532262946230272,Sony Xperia Z5 vs Apple iPhone 6. Speed comparison. http://t.co/WTUIpZVVYk $SNE $AAPL http://t.co/XG5hVFJGig,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 608, 'friends_count': 142, 'listed_count': 721, 'favourites_count': 0, 'statuses_count': 229359, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/WTUIpZVVYk', 'expanded_url': 'http://www.phonearena.com/news/Sony-Xperia-Z5-vs-Apple-iPhone-6-speed-comparison_id73441', 'display_url': 'phonearena.com/news/Sony-Xper…', 'indices': [52, 74]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [86, 108]}], 'user_mentions': [], 'symbols': [{'text': 'SNE', 'indices': [75, 79]}, {'text': 'AAPL', 'indices': [80, 85]}]}",False,False,False,low,en,2015-09-06 14:29:26.657,,,0.0075837984,0.82405716,0.16835898
1,2015-09-06 19:01:50+00:00,640600814659219456,640600814659219456,RT Stockology101: Some iPhone users are getting a false upgrade alert for iOS 9:  http://t.co/2FyprMbCW5 $AAPL $… http://t.co/XG5hVFJGig,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 603, 'friends_count': 142, 'listed_count': 721, 'favourites_count': 0, 'statuses_count': 229846, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/2FyprMbCW5', 'expanded_url': 'http://yhoo.it/1JZz0bO', 'display_url': 'yhoo.it/1JZz0bO', 'indices': [82, 104]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [114, 136]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [105, 110]}]}",False,False,False,low,en,2015-09-06 19:01:50.659,,,0.48440817,0.49437964,0.021212287
2,2015-09-05 23:24:30+00:00,640304529049841664,640304529049841664,"$LGBS Stock Message Board Updated Saturday, September 5, 2015 6:44:40 PM $MJNA $AVXL $AAPL $AAPL … http://t.co/XG5hVFJGig","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 611, 'friends_count': 142, 'listed_count': 722, 'favourites_count': 0, 'statuses_count': 228181, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [99, 121]}], 'user_mentions': [], 'symbols': [{'text': 'LGBS', 'indices': [0, 5]}, {'text': 'MJNA', 'indices': [73, 78]}, {'text': 'AVXL', 'indices': [79, 84]}, {'text': 'AAPL', 'indices': [85, 90]}, {'text': 'AAPL', 'indices': [91, 96]}]}",False,False,False,low,en,2015-09-05 23:24:30.665,,,0.017675936,0.9224986,0.059825428
3,2015-09-05 23:30:13+00:00,640305967687712768,640305967687712768,RT @dennisonci: $SYMBOL @sa_alerts Subscribe $OA  $FRSH $AAPL $NFLX  $JNJ,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",False,,,,,,"{'id': 2801334731, 'id_str': '2801334731', 'name': 'James DiPlata', 'screen_name': 'diggingplatinum', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 680, 'friends_count': 1015, 'listed_count': 194, 'favourites_count': 501, 'statuses_count': 28952, 'created_at': 'Fri Oct 03 04:28:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556454430032551936/lD-7VMlA_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556454430032551936/lD-7VMlA_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2801334731/1412850943', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [{'screen_name': 'dennisonci', 'name': 'Carol Dennison', 'id': 140561749, 'id_str': '140561749', 'indices': [3, 14]}, {'screen_name': 'sa_alerts', 'name': 'Seeking Alpha Alerts', 'id': 3017654325, 'id_str': '3017654325', 'indices': [24, 34]}], 'symbols': [{'text': 'SYMBOL', 'indices': [16, 23]}, {'text': 'OA', 'indices': [45, 48]}, {'text': 'FRSH', 'indices': [50, 55]}, {'text': 'AAPL', 'indices': [56, 61]}, {'text': 'NFLX', 'indices': [62, 67]}, {'text': 'JNJ', 'indices': [69, 73]}]}",False,False,False,low,en,2015-09-05 23:30:13.663,"{'created_at': 'Sat Sep 05 22:25:20 +0000 2015', 'id': 640289640302428160, 'id_str': '640289640302428160', 'text': '$SYMBOL @sa_alerts Subscribe $OA  $FRSH $AAPL $NFLX  $JNJ', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 140561749, 'id_str': '140561749', 'name': 'Carol Dennison', 'screen_name': 'dennisonci', 'location': 'Kansas', 'url': None, 'description': 'Retired dentist, interested in retirement/college planning and various topics in Science and Medicine.  Married with adult children and grandchildren.', 'protected': False, 'verified': False, 'followers_count': 50, 'friends_count': 223, 'listed_count': 0, 'favourites_count': 97, 'statuses_count': 113, 'created_at': 'Wed May 05 20:41:25 +0000 2010', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'B2DFDA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': False, 'profile_link_color': '93A644', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/530447674357473280/d8nS1U55_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/530447674357473280/d8nS1U55_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/140561749/1427301776', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [{'screen_name': 'sa_alerts', 'name': 'Seeking Alpha Alerts', 'id': 3017654325, 'id_str': '3017654325', 'indices': [8, 18]}], 'symbols': [{'text': 'SYMBOL', 'indices': [0, 7]}, {'text': 'OA', 'indices': [29, 32]}, {'text': 'FRSH', 'indices': [34, 39]}, {'text': 'AAPL', 'indices': [40, 45]}, {'text': 'NFLX', 'indices': [46, 51]}, {'text': 'JNJ', 'indices': [53, 57]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,0.008205565,0.86102176,0.13077281
4,2015-09-05 23:12:59+00:00,640301630777335808,640301630777335808,$AAPL is not a phone company. They are an engineering company which will lead technology into the next few generations.,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",False,,,,,,"{'id': 635951541, 'id_str': '635951541', 'name': 'RexOfWallStreet', 'screen_name': 'RexOfWallStreet', 'location': 'New York ', 'url': None, 'description': 'Options, Equities, Futures, and Forex trader.', 'protected': False, 'verified': False, 'followers_count': 10158, 'friends_count': 31, 'listed_count': 3, 'favourites_count': 7, 'statuses_count': 77, 'created_at': 'Sun Jul 15 03:42:59 +0000 2012', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/589616736221192193/BD90sjMZ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/589616736221192193/BD90sjMZ_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,False,low,en,2015-09-05 23:12:59.663,,,0.023432164,0.54112893,0.43543893
5,2015-09-06 14:16:31+00:00,640529012360642560,640529012360642560,RT howlongtoretire: Talk $AAPL with us here: http://t.co/fGa1w92Mbr http://t.co/XG5hVFJGig,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 608, 'friends_count': 142, 'listed_count': 721, 'favourites_count': 0, 'statuses_count': 229343, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/fGa1w92Mbr', 'expanded_url': 'http://ift.tt/1i8Y6ch', 'display_url': 'ift.tt/1i8Y6ch', 'indices': [45, 67]}, {'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [68, 90]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [25, 30]}]}",False,False,False,low,en,2015-09-06 14:16:31.657,,,0.007104078,0.920813,0.072082825
6,2015-09-06 10:02:43+00:00,640465141528698880,640465141528698880,4 Important Lessons From Psychology For Investors http://t.co/oVGFyZjyAY http://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 3389486308, 'id_str': '3389486308', 'name': 'John Lee', 'screen_name': 'JohnyTradr', 'location': 'New York, USA', 'url': None, 'description': 'Father of 2 childrens, Husband, Full-time day trader. I particularly enjoy when everything goes parabolic ! #trader #trading #stockmarket', 'protected': False, 'verified': False, 'followers_count': 1731, 'friends_count': 81, 'listed_count': 11, 'favourites_count': 0, 'statuses_count': 6038, 'created_at': 'Thu Jul 23 15:56:01 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'fr', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/624266308612399104/zH8KqAHb_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/624266308612399104/zH8KqAHb_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3389486308/1438072056', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'stocks', 'indices': [96, 103]}, {'text': 'trading', 'indices': [104, 112]}, {'text': 'investing', 'indices': [113, 123]}], 'trends': [], 'urls': [{'url': 'http://t.co/oVGFyZjyAY', 'expanded_url': 'http://snip.ly/Bf4Z', 'display_url': 'snip.ly/Bf4Z', 'indices': [50, 72]}, {'url': 'http://t.co/JlYeulNmT2', 'expanded_url': 'http://investwall.com', 'display_url': 'investwall.com', 'indices': [73, 95]}], 'user_mentions': [], 'symbols': [{'text': 'FB', 'indices': [124, 127]}, {'text': 'AAPL', 'indices': [128, 133]}]}",False,False,False,low,en,2015-09-06 10:02:43.664,,,0.0043587424,0.28454664,0.7110945
7,2015-09-06 11:48:28+00:00,640491754391781376,640491754391781376,RT @iMAGLive: $AAPL January 2016 Strangle : UP To 200% Gain Potential … http://t.co/YjHv4nVXtB,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 3169434266, 'id_str': '3169434266', 'name': 'Kaye Natale', 'screen_name': 'KayeNatale', 'location': '', 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 16, 'friends_count': 2, 'listed_count': 3, 'favourites_count': 0, 'statuses_count': 764, 'created_at': 'Fri Apr 24 02:21:06 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/598071639075463170/1OOh8aEH_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/598071639075463170/1OOh8aEH_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3169434266/1431429505', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/YjHv4nVXtB', 'expanded_url': 'http://investorsmag.org/aapl-january-2016-strangle-up-to-200-gain-potential/', 'display_url': 'investorsmag.org/aapl-january-2…', 'indices': [72, 94]}], 'user_mentions': [{'screen_name': 'iMAGLive', 'name': 'investorsMAG', 'id': 2577380516, 'id_str': '2577380516', 'indices': [3, 12]}], 'symbols': [{'text': 'AAPL', 'indices': [14, 19]}]}",False,False,False,low,en,2015-09-06 11:48:28.665,"{'created_at': 'Wed Sep 02 22:54:55 +0000 2015', 'id': 639209920005578752, 'id_str': '639209920005578752', 'text': '$AAPL January 2016 Strangle : UP To 200% Gain Potential … http://t.co/YjHv4nVXtB', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2577380516, 'id_str': '2577380516', 'name': 'investorsMAG', 'screen_name': 'iMAGLive', 'location': '', 'url': 'http://www.investorsmag.org', 'description': 'Get Our Our Weekly Newsletter ( 100% FREE & Profitable ) : http://www.investorsmag.org', 'protected': False, 'verified': False, 'followers_count': 3496, 'friends_count': 0, 'listed_count': 32, 'favourites_count': 23, 'statuses_count': 3222, 'created_at': 'Thu Jun 19 19:51:56 +0000 2014', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/639204702203199488/Tmj1f_ow_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/639204702203199488/Tmj1f_ow_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 61, 'favorite_count': 0, 'entities': {'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/YjHv4nVXtB', 'expanded_url': 'http://investorsmag.org/aapl-january-2016-strangle-up-to-200-gain-potential/', 'display_url': 'investorsmag.org/aapl-january-2…', 'indices': [58, 80]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,0.003473734,0.31707597,0.6794504
8,2015-09-06 11:59:13+00:00,640494459709444096,640494459709444096,$SPY $PCLN $AMZN $DIA $TLT $TSLA $AAPL Friday Cheat Sheet Supt/Res-Bots near Pendulum -continuation due Cheers :D … http://t.co/XG5hVFJGig,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 2863026998, 'id_str': '2863026998', 'name': 'binaryoptionsocial', 'screen_name': 'bosocial', 'location': '', 'url': 'http://binaryoptionsocial.com/', 'description': None, 'protected': False, 'verified': False, 'followers_count': 608, 'friends_count': 142, 'listed_count': 721, 'favourites_count': 0, 'statuses_count': 229117, 'created_at': 'Sat Oct 18 16:36:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '41609C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/524657567956340736/sqOO30VG_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2863026998/1413922739', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [], 'trends': [], 'urls': [{'url': 'http://t.co/XG5hVFJGig', 'expanded_url': 'http://ift.tt/1IAgbuw', 'display_url': 'ift.tt/1IAgbuw', 'indices': [116, 138]}], 'user_mentions': [], 'symbols': [{'text': 'SPY', 'indices': [0, 4]}, {'text': 'PCLN', 'indices': [5, 10]}, {'text': 'AMZN', 'indices': [11, 16]}, {'text': 'DIA', 'indices': [17, 21]}, {'text': 'TLT', 'indices': [22, 26]}, {'text': 'TSLA', 'indices': [27, 32]}, {'text': 'AAPL', 'indices': [33, 38]}]}",False,False,False,low,en,2015-09-06 11:59:13.663,,,0.0054765437,0.28798503,0.70653844
9,2015-09-06 19:52:36+00:00,640613590517460992,640613590517460992,'iPhone 7' Thickness Likely to Approach iPod Touch http://t.co/C18WlANC5H #MacRumors $AAPL http://t.co/zrpOxz7lPx,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 461768237, 'id_str': '461768237', 'name': 'MacHash', 'screen_name': 'MacHashNews', 'location': 'Designed in California', 'url': 'http://machash.com/', 'description': 'Up to the minute Apple news. The best Mac and iOS rumors, apps and more in one feed. #Apple $AAPL From @MobileInfoCtr', 'protected': False, 'verified': False, 'followers_count': 1401, 'friends_count': 217, 'listed_count': 119, 'favourites_count': 9, 'statuses_count': 26779, 'created_at': 'Thu Jan 12 05:04:58 +0000 2012', 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '999999', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/443011773/squares-twt.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/443011773/squares-twt.jpg', 'profile_background_tile': True, 'profile_link_color': '0785E0', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/460560202761109504/cDCqNA6s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/460560202761109504/cDCqNA6s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/461768237/1415379716', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,0,0,"{'hashtags': [{'text': 'MacRumors', 'indices': [74, 84]}], 'trends': [], 'urls': [{'url': 'http://t.co/C18WlANC5H', 'expanded_url': 'http://dlvr.it/C4XbYD', 'display_url': 'dlvr.it/C4XbYD', 'indices': [51, 73]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [85, 90]}], 'media': [{'id': 640613590441979904, 'id_str': '640613590441979904', 'indices': [91, 113], 'media_url': 'http://pbs.twimg.com/media/COPqqpiU8AAxrWn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/COPqqpiU8AAxrWn.jpg', 'url': 'http://t.co/zrpOxz7lPx', 'display_url': 'pic.twitter.com/zrpOxz7lPx', 'expanded_url': 'http://twitter.com/MacHashNews/status/640613590517460992/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 155, 'resize': 'fit'}, 'large': {'w': 750, 'h': 342, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 273, 'resize': 'fit'}}}]}",False,False,False,low,en,2015-09-06 19:52:36.661,,"{'media': [{'id': 640613590441979904, 'id_str': '640613590441979904', 'indices': [91, 113], 'media_url': 'http://pbs.twimg.com/media/COPqqpiU8AAxrWn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/COPqqpiU8AAxrWn.jpg', 'url': 'http://t.co/zrpOxz7lPx', 'display_url': 'pic.twitter.com/zrpOxz7lPx', 'expanded_url': 'http://twitter.com/MacHashNews/status/640613590517460992/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 340, 'h': 155, 'resize': 'fit'}, 'large': {'w': 750, 'h': 342, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 273, 'resize': 'fit'}}}]}",0.07050285,0.86194825,0.06754886
