,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,possibly_sensitive,retweeted_status,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status,negative,neutral,positive
0,2015-09-30 14:27:39+00:00,649229122951114752,649229122951114752,Chatter $GOOG may take stake $GPRO  Been saying ages with video #content King makes sense for #YouTube or $FB // @CNBC @jimcramer $AAPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 2428916787, 'id_str': '2428916787', 'name': 'Zero Filter', 'screen_name': 'zerofiltertruth', 'location': 'Invest YOUR ideas at YOUR risk', 'url': None, 'description': 'SIMPLY TRUTH YOU MAY NOT WANT BUT NEED TO HEAR - Portfolio Manager / Realist Not advice but often have positions in cos discussed as 100% belief in view', 'protected': False, 'verified': False, 'followers_count': 117, 'friends_count': 34, 'listed_count': 48, 'favourites_count': 220, 'statuses_count': 3306, 'created_at': 'Sat Mar 22 13:21:50 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/497038230823649280/gsfC9L1V_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/497038230823649280/gsfC9L1V_normal.jpeg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [{'text': 'content', 'indices': [64, 72]}, {'text': 'YouTube', 'indices': [94, 102]}], 'urls': [], 'user_mentions': [{'screen_name': 'CNBC', 'name': 'CNBC', 'id': 20402945, 'id_str': '20402945', 'indices': [113, 118]}, {'screen_name': 'jimcramer', 'name': 'Jim Cramer', 'id': 14216123, 'id_str': '14216123', 'indices': [119, 129]}], 'symbols': [{'text': 'GOOG', 'indices': [8, 13]}, {'text': 'GPRO', 'indices': [29, 34]}, {'text': 'FB', 'indices': [106, 109]}, {'text': 'AAPL', 'indices': [130, 135]}]}",False,False,low,en,2015-09-30 14:27:39.662,,,,,,,0.0118673565,0.7340271,0.25410536
1,2015-09-30 13:32:40+00:00,649215285937881088,649215285937881088,"Don't let the gap fool you, watch $AAPL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 2341525668, 'id_str': '2341525668', 'name': 'Trading Fraternity', 'screen_name': 'JoshAnswers', 'location': 'San Diego, LA, AZ,NY', 'url': 'http://www.TheTradingFraternity.com', 'description': '22. Mentor. Entrepreneur, day trader, graduate. Assume I own all the stocks I talk about, that they are high risk, and that I will be selling them right away.', 'protected': False, 'verified': False, 'followers_count': 28550, 'friends_count': 24819, 'listed_count': 119, 'favourites_count': 4828, 'statuses_count': 8104, 'created_at': 'Thu Feb 13 06:52:00 +0000 2014', 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/620081726757298176/5o5HHH1S_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/620081726757298176/5o5HHH1S_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2341525668/1399242950', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [34, 39]}]}",False,False,low,en,2015-09-30 13:32:40.661,,,,,,,0.07508108,0.5702951,0.35462373
2,2015-09-30 13:34:34+00:00,649215764097011712,649215764097011712,"RT $AAPL HFT Algos BROKE 109.80 in SIGMA-X, CROSSFINDER, ATS, LX @ 09:34, P/T 108.00 #Quant $MSFT $FB $GPRO $AMZN $GOOG $TSLA $NFLX $QQQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 242469235, 'id_str': '242469235', 'name': 'Guru Algo Trading ', 'screen_name': 'TradingGuru', 'location': 'Wall St, NYC', 'url': None, 'description': 'Tweets are provided for informational purposes only and should not be regarded as offers to sell or to buy securities.', 'protected': False, 'verified': False, 'followers_count': 859, 'friends_count': 799, 'listed_count': 25, 'favourites_count': 33, 'statuses_count': 10589, 'created_at': 'Mon Jan 24 21:23:02 +0000 2011', 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535455821514018816/q_d6uVPp_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/242469235/1353427704', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '01a9a39529b27f36', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'place_type': 'city', 'name': 'Manhattan', 'full_name': 'Manhattan, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]}, 'attributes': {}}",,False,0,0,"{'hashtags': [{'text': 'Quant', 'indices': [85, 91]}], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [3, 8]}, {'text': 'MSFT', 'indices': [92, 97]}, {'text': 'FB', 'indices': [98, 101]}, {'text': 'GPRO', 'indices': [102, 107]}, {'text': 'AMZN', 'indices': [108, 113]}, {'text': 'GOOG', 'indices': [114, 119]}, {'text': 'TSLA', 'indices': [120, 125]}, {'text': 'NFLX', 'indices': [126, 131]}, {'text': 'QQQ', 'indices': [132, 136]}]}",False,False,low,nl,2015-09-30 13:34:34.663,,,,,,,0.14270131,0.8162125,0.041086365
3,2015-09-30 18:03:04+00:00,649283334317699072,649283334317699072,Mizuho Doesn't See Apple Watch Moving The Needle Anytime Soon $AAPL http://t.co/BJzV9eNH9B,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 704897486, 'id_str': '704897486', 'name': 'Stock Wire', 'screen_name': 'stockwire24', 'location': 'United Kingdom', 'url': 'http://dowbands.com/fxcm', 'description': ""'Wiring' you the most recent and relevant news concerning US stocks. Stay ahead of the market with us, since there's no such thing as a free lunch in economics!"", 'protected': False, 'verified': False, 'followers_count': 1233, 'friends_count': 3, 'listed_count': 73, 'favourites_count': 0, 'statuses_count': 161814, 'created_at': 'Thu Jul 19 11:36:58 +0000 2012', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3746097771/0c3f62db6b4f4b9ea3e9fbc867060c96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3746097771/0c3f62db6b4f4b9ea3e9fbc867060c96_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/704897486/1370189920', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'http://t.co/BJzV9eNH9B', 'expanded_url': 'http://bit.ly/1LPAiY3', 'display_url': 'bit.ly/1LPAiY3', 'indices': [68, 90]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [62, 67]}]}",False,False,low,en,2015-09-30 18:03:04.659,0.0,,,,,,0.2727039,0.6814926,0.04580347
4,2015-09-30 18:06:26+00:00,649284181558722560,649284181558722560,RT @Nixon_Investing: Carl Icahn: Considering buying more Apple $AAPL http://t.co/gc9W37pcll,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 89778570, 'id_str': '89778570', 'name': 'ARR', 'screen_name': 'areggeti', 'location': 'ÜT: 10.498521,-66.846609', 'url': None, 'description': 'Director | BLUE CHIP CAPITAL GROUP | Interesado en los mercados financieros.', 'protected': False, 'verified': False, 'followers_count': 440, 'friends_count': 622, 'listed_count': 18, 'favourites_count': 104, 'statuses_count': 7515, 'created_at': 'Fri Nov 13 19:54:06 +0000 2009', 'utc_offset': -16200, 'time_zone': 'Caracas', 'geo_enabled': False, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/608186245295042560/ot_Gbcbi_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/608186245295042560/ot_Gbcbi_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'http://t.co/gc9W37pcll', 'expanded_url': 'http://yhoo.it/1LkhXnt', 'display_url': 'yhoo.it/1LkhXnt', 'indices': [69, 91]}], 'user_mentions': [{'screen_name': 'Nixon_Investing', 'name': 'J.R.Nixon', 'id': 3290123831, 'id_str': '3290123831', 'indices': [3, 19]}], 'symbols': [{'text': 'AAPL', 'indices': [63, 68]}]}",False,False,low,en,2015-09-30 18:06:26.657,0.0,"{'created_at': 'Wed Sep 30 17:13:58 +0000 2015', 'id': 649270978867011584, 'id_str': '649270978867011584', 'text': 'Carl Icahn: Considering buying more Apple $AAPL http://t.co/gc9W37pcll', 'source': '<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3290123831, 'id_str': '3290123831', 'name': 'J.R.Nixon', 'screen_name': 'Nixon_Investing', 'location': 'Deutschland', 'url': None, 'description': 'CFD-Trader & Long-Term Investor - US + German Stocks', 'protected': False, 'verified': False, 'followers_count': 47, 'friends_count': 161, 'listed_count': 14, 'favourites_count': 1, 'statuses_count': 3059, 'created_at': 'Tue May 19 15:22:46 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'de', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/600683728877264898/8eVZxTJW_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/600683728877264898/8eVZxTJW_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3290123831/1432050900', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 1, 'entities': {'hashtags': [], 'urls': [{'url': 'http://t.co/gc9W37pcll', 'expanded_url': 'http://yhoo.it/1LkhXnt', 'display_url': 'yhoo.it/1LkhXnt', 'indices': [48, 70]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [42, 47]}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,,,0.0054373355,0.8170619,0.1775007
5,2015-09-30 18:09:29+00:00,649284949128798208,649284949128798208,6 Best Analyst Rated Stocks in Last 7 Days: $NKE $AGN $VRX $AAPL $YHOO $ADSK View all ratings here: https://t.co/iU8lRcYMF2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 2491897104, 'id_str': '2491897104', 'name': 'FlashRatings', 'screen_name': 'FlashRatings', 'location': 'Palo Alto, CA', 'url': 'https://www.flashratings.com', 'description': None, 'protected': False, 'verified': False, 'followers_count': 319, 'friends_count': 57, 'listed_count': 17, 'favourites_count': 14, 'statuses_count': 1288, 'created_at': 'Mon May 12 20:03:37 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1D4055', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/525774056977489920/_sZKOqNr_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/525774056977489920/_sZKOqNr_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2491897104/1399951291', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/iU8lRcYMF2', 'expanded_url': 'https://www.flashratings.com/most_active?by_rating=true&t=7', 'display_url': 'flashratings.com/most_active?by…', 'indices': [100, 123]}], 'user_mentions': [], 'symbols': [{'text': 'NKE', 'indices': [44, 48]}, {'text': 'AGN', 'indices': [49, 53]}, {'text': 'VRX', 'indices': [54, 58]}, {'text': 'AAPL', 'indices': [59, 64]}, {'text': 'YHOO', 'indices': [65, 70]}, {'text': 'ADSK', 'indices': [71, 76]}]}",False,False,low,en,2015-09-30 18:09:29.660,0.0,,,,,,0.0035924441,0.21495368,0.78145397
6,2015-09-30 16:34:03+00:00,649260932560982020,649260932560982016,$AAPL Rally is feeble with concerns over pushed back earnings report date to 10/28 spooking traders. Sell rallies,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,"{'id': 142351603, 'id_str': '142351603', 'name': 'Marc Chaikin', 'screen_name': 'marcchaikin', 'location': 'Philadelphia, PA', 'url': 'http://www.chaikinanalytics.com', 'description': 'Stock market expert, Founder & CEO, Chaikin Analytics, delivering proven stock analysis and research tools to investors and money managers.', 'protected': False, 'verified': False, 'followers_count': 4134, 'friends_count': 407, 'listed_count': 140, 'favourites_count': 8, 'statuses_count': 3209, 'created_at': 'Mon May 10 17:12:22 +0000 2010', 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'D9D9D9', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/101546411/Marc_Chaikin_Twitter_Background.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/101546411/Marc_Chaikin_Twitter_Background.jpg', 'profile_background_tile': False, 'profile_link_color': '000959', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1116477714/Marc_Chaikin_Avatar_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1116477714/Marc_Chaikin_Avatar_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}]}",False,False,low,en,2015-09-30 16:34:03.664,,,,,,,0.6565555,0.3167914,0.026653087
7,2015-09-30 16:41:36+00:00,649262832563978244,649262832563978240,How many people will take @Carl_C_Icahn's $AAPL comments out of context?,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",False,,,,,,"{'id': 33042193, 'id_str': '33042193', 'name': 'Rich Riker', 'screen_name': 'richriker', 'location': 'Chatham, MA', 'url': None, 'description': 'Former NYSE member, entrepreneur, capital markets junky.  Passionate about education, financial literacy, start-ups, new technologies and driving change.', 'protected': False, 'verified': False, 'followers_count': 850, 'friends_count': 858, 'listed_count': 84, 'favourites_count': 138, 'statuses_count': 27561, 'created_at': 'Sat Apr 18 22:58:35 +0000 2009', 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/587806786373095425/rbxyf5Bj_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/587806786373095425/rbxyf5Bj_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/33042193/1422829155', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Carl_C_Icahn', 'name': 'Carl Icahn', 'id': 1534167900, 'id_str': '1534167900', 'indices': [26, 39]}], 'symbols': [{'text': 'AAPL', 'indices': [42, 47]}]}",False,False,low,en,2015-09-30 16:41:36.660,,,,,,,0.42790577,0.55466586,0.017428296
8,2015-09-30 14:52:04+00:00,649235267593891840,649235267593891840,Apple rakes in $513 on every iPhone 6s Plus sale $AAPL http://t.co/qjhG7IV5HU,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,,,,,,"{'id': 3290123831, 'id_str': '3290123831', 'name': 'J.R.Nixon', 'screen_name': 'Nixon_Investing', 'location': 'Deutschland', 'url': None, 'description': 'CFD-Trader & Long-Term Investor - US + German Stocks', 'protected': False, 'verified': False, 'followers_count': 46, 'friends_count': 161, 'listed_count': 14, 'favourites_count': 1, 'statuses_count': 3020, 'created_at': 'Tue May 19 15:22:46 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'de', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/600683728877264898/8eVZxTJW_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/600683728877264898/8eVZxTJW_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3290123831/1432050900', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'http://t.co/qjhG7IV5HU', 'expanded_url': 'http://yhoo.it/1KLbVsF', 'display_url': 'yhoo.it/1KLbVsF', 'indices': [55, 77]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [49, 54]}]}",False,False,low,en,2015-09-30 14:52:04.659,0.0,,,,,,0.002865176,0.21826947,0.7788654
9,2015-09-30 17:11:35+00:00,649270378137653248,649270378137653248,Option Millionaires: jimmybob: $AAPL 109.26 hanging onto green ..for now http://t.co/decnQSRQYx,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 398134121, 'id_str': '398134121', 'name': 'Mani Ohli', 'screen_name': 'ManiOhli', 'location': None, 'url': None, 'description': None, 'protected': False, 'verified': False, 'followers_count': 140, 'friends_count': 0, 'listed_count': 18, 'favourites_count': 0, 'statuses_count': 309827, 'created_at': 'Tue Oct 25 16:37:39 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png', 'default_profile': True, 'default_profile_image': True, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,"{'hashtags': [], 'urls': [{'url': 'http://t.co/decnQSRQYx', 'expanded_url': 'http://dlvr.it/CJnmHP', 'display_url': 'dlvr.it/CJnmHP', 'indices': [73, 95]}], 'user_mentions': [], 'symbols': [{'text': 'AAPL', 'indices': [31, 36]}]}",False,False,low,en,2015-09-30 17:11:35.665,0.0,,,,,,0.008631043,0.7812019,0.21016683
