,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,possibly_sensitive,negative,neutral,positive
0,2014-02-10 14:26:49+00:00,432883357471756288,432883357471756288,RT @BloombergTV: BREAKING: Icahn says no reason to persist with Apple buyback proposal $AAPL,web,False,,,,,,"{'id': 30874161, 'id_str': '30874161', 'name': 'chuck harrison ', 'screen_name': '0SweetSolace0', 'location': 'Vicksburg,Ms and beyond ', 'url': 'http://www.flickr.com/photos/photog0', 'description': 'Single batchelor. imagine if our society is govern by one choice,,one choice alone for friends,family so is the world of Divergent', 'protected': False, 'followers_count': 1447, 'friends_count': 2001, 'listed_count': 32, 'created_at': 'Mon Apr 13 14:28:58 +0000 2009', 'favourites_count': 314, 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 103469, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000163305787/chiAkppp.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000163305787/chiAkppp.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1630557027/photo_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1630557027/photo_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/30874161/1389801195', 'profile_link_color': '979797', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'A0C5C7', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Mon Feb 10 14:19:58 +0000 2014', 'id': 432881631326916608, 'id_str': '432881631326916608', 'text': 'BREAKING: Icahn says no reason to persist with Apple buyback proposal $AAPL', 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 35002876, 'id_str': '35002876', 'name': 'Bloomberg TV ', 'screen_name': 'BloombergTV', 'location': 'New York', 'url': 'http://bloomberg.com/tv', 'description': 'The official Bloomberg Television Twitter page. Offering the latest global\r\nbusiness and markets news, as well as exclusive insights from newsmakers.', 'protected': False, 'followers_count': 203996, 'friends_count': 426, 'listed_count': 4803, 'created_at': 'Fri Apr 24 18:45:34 +0000 2009', 'favourites_count': 73, 'utc_offset': -18000, 'time_zone': 'Quito', 'geo_enabled': False, 'verified': True, 'statuses_count': 39598, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378170973/Bloomberg_twback_red.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378170973/Bloomberg_twback_red.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1681030657/Television_tw-red_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1681030657/Television_tw-red_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/35002876/1347994402', 'profile_link_color': 'FF8001', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 7, 'favorite_count': 2, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [70, 75]}], 'urls': [], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'lang': 'en'}",0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [87, 92]}], 'urls': [], 'user_mentions': [{'screen_name': 'BloombergTV', 'name': 'Bloomberg TV ', 'id': 35002876, 'id_str': '35002876', 'indices': [3, 15]}]}",False,False,medium,en,,0.01816019,0.8890251,0.09281458
1,2014-02-10 14:34:51+00:00,432885379109093377,432885379109093376,"So now that @Carl_CIcahn is pleased with $AAPL &amp; Tim Cook, will he spend more time harassing John Donahoe &amp; $EBAY to spin-off PayPal?","<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 104952689, 'id_str': '104952689', 'name': 'Paul R. La Monica', 'screen_name': 'LaMonicaBuzz', 'location': 'New York, NY', 'url': 'http://buzz.money.cnn.com/', 'description': ""Paul R. La Monica's The Buzz on @CNNMoney.  All stocks and economy. All the time. Except when I mix in references to sports and pop culture too."", 'protected': False, 'followers_count': 34558, 'friends_count': 550, 'listed_count': 872, 'created_at': 'Thu Jan 14 22:25:06 +0000 2010', 'favourites_count': 4, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 52186, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/66766239/twitter_large_logo_blue_5.gif', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/66766239/twitter_large_logo_blue_5.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/631643264/paul_lamonica_morning_buzz2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/631643264/paul_lamonica_morning_buzz2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/104952689/1353345956', 'profile_link_color': '003366', 'profile_sidebar_border_color': 'D1D1D1', 'profile_sidebar_fill_color': 'F0F0F0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [41, 46]}, {'text': 'EBAY', 'indices': [116, 121]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,0.31494316,0.59950745,0.08554946
2,2014-02-10 22:32:49+00:00,433005663380176896,433005663380176896,Steve Jobs featured in new 'American Cool' exhibit at the National Portrait Gallery $AAPL ​​​#aapl http://t.co/P3lhAdYCdP,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 1671367940, 'id_str': '1671367940', 'name': 'FI Trading Apple', 'screen_name': 'FITradingApple', 'location': '', 'url': 'http://www.financialiceberg.com/tradingapple.html', 'description': None, 'protected': False, 'followers_count': 377, 'friends_count': 444, 'listed_count': 6, 'created_at': 'Wed Aug 14 20:20:10 +0000 2013', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 7722, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000324449063/bae38deaa046eb30ecf6c8b5f57da22e_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000324449063/bae38deaa046eb30ecf6c8b5f57da22e_normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [{'text': 'aapl', 'indices': [93, 98]}], 'symbols': [{'text': 'AAPL', 'indices': [84, 89]}], 'urls': [{'url': 'http://t.co/P3lhAdYCdP', 'expanded_url': 'http://stks.co/j0Gfi', 'display_url': 'stks.co/j0Gfi', 'indices': [99, 121]}], 'user_mentions': []}",False,False,medium,en,0.0,0.004116233,0.42956164,0.56632215
3,2014-02-10 08:11:47+00:00,432788977259905024,432788977259905024,"arl Icahn @Carl_C_Icahn  Feb 7
$GOOG @ 19x2014 est operating profit. At same multiple $AAPL=$1,245 per share. Ridiculous. Keep buying Tim!…","<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",False,,,,,,"{'id': 51145475, 'id_str': '51145475', 'name': 'Nougatine1', 'screen_name': 'nougatine1', 'location': 'HEAVEN', 'url': None, 'description': 'GREATER THAN MAN ON THE MOON.... NOUGATINE ON THE EARTH... JUST AN ANGEL...', 'protected': False, 'followers_count': 82, 'friends_count': 1999, 'listed_count': 10, 'created_at': 'Fri Jun 26 17:31:02 +0000 2009', 'favourites_count': 18, 'utc_offset': 3600, 'time_zone': 'Brussels', 'geo_enabled': True, 'verified': False, 'statuses_count': 34979, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2337600420/image_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2337600420/image_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'GOOG', 'indices': [31, 36]}, {'text': 'AAPL', 'indices': [86, 91]}], 'urls': [], 'user_mentions': [{'screen_name': 'Carl_C_Icahn', 'name': 'Carl Icahn', 'id': 1534167900, 'id_str': '1534167900', 'indices': [10, 23]}]}",False,False,medium,en,,0.37185177,0.5251853,0.102962814
4,2014-02-10 12:09:53+00:00,432848897053294592,432848897053294592,RT @WillardCallejo: Maximum daytrading profits Get Free 1 week Alerts http://t.co/bKYYiIr0yB $AAPL $GOOG,web,False,,,,,,"{'id': 2275009585, 'id_str': '2275009585', 'name': 'Zachery Najarro', 'screen_name': 'ZacheryNajarro', 'location': 'Bruning village, NE, USA', 'url': None, 'description': ""follow n find out.....dnt feel 2 piff 2 press d 'follow' button #LEGGOOOO #SODMG #SCORPIO... No BULLSHIT Allowed....#TeamWhatever.....so 4ck yo feelings:)"", 'protected': False, 'followers_count': 10, 'friends_count': 74, 'listed_count': 0, 'created_at': 'Fri Jan 03 19:49:28 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 589, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/420299752698167296/qPNiu5xi_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/420299752698167296/qPNiu5xi_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Mon Feb 10 11:36:20 +0000 2014', 'id': 432840455110148096, 'id_str': '432840455110148096', 'text': 'Maximum daytrading profits Get Free 1 week Alerts http://t.co/bKYYiIr0yB $AAPL $GOOG', 'source': 'web', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2273815110, 'id_str': '2273815110', 'name': 'Willard Callejo', 'screen_name': 'WillardCallejo', 'location': 'Leisure village, NJ, USA', 'url': None, 'description': 'My Life Your Entertainment|| d only time I suc iz when I succeed', 'protected': False, 'followers_count': 13, 'friends_count': 50, 'listed_count': 0, 'created_at': 'Fri Jan 03 01:59:22 +0000 2014', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 649, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/425715737265594370/cutvBIm2_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/425715737265594370/cutvBIm2_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [73, 78]}, {'text': 'GOOG', 'indices': [79, 84]}], 'urls': [{'url': 'http://t.co/bKYYiIr0yB', 'expanded_url': 'http://bit.ly/1edyFIA', 'display_url': 'bit.ly/1edyFIA', 'indices': [50, 72]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [93, 98]}, {'text': 'GOOG', 'indices': [99, 104]}], 'urls': [{'url': 'http://t.co/bKYYiIr0yB', 'expanded_url': 'http://bit.ly/1edyFIA', 'display_url': 'bit.ly/1edyFIA', 'indices': [70, 92]}], 'user_mentions': [{'screen_name': 'WillardCallejo', 'name': 'Willard Callejo', 'id': 2273815110, 'id_str': '2273815110', 'indices': [3, 18]}]}",False,False,medium,en,0.0,0.0029414077,0.23057485,0.7664836
5,2014-02-10 18:44:57+00:00,432948318852091904,432948318852091904,@trespost good calls on $AAPL and gold btw.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,4.329452980468736e+17,4.329452980468736e+17,263433823.0,263433823.0,trespost,"{'id': 962356764, 'id_str': '962356764', 'name': 'CheshireCapital', 'screen_name': 'SPX10x', 'location': 'FL', 'url': None, 'description': 'Macro Investing & Momentum Trading. Stocks - Futures - Options', 'protected': False, 'followers_count': 414, 'friends_count': 185, 'listed_count': 14, 'created_at': 'Wed Nov 21 13:04:05 +0000 2012', 'favourites_count': 817, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 958, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/738469561/c244602ef91fbfa2acac5b932604575d.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/738469561/c244602ef91fbfa2acac5b932604575d.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/432849342689738752/OEhx9Xu5_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/432849342689738752/OEhx9Xu5_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/962356764/1392036388', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [24, 29]}], 'urls': [], 'user_mentions': [{'screen_name': 'trespost', 'name': 'Robert Post', 'id': 263433823, 'id_str': '263433823', 'indices': [0, 9]}]}",False,False,medium,en,,0.0027449585,0.024579523,0.97267556
6,2014-02-10 18:46:28+00:00,432948700541771777,432948700541771776,RT @SeekingAlpha: Microsoft: This Small Clue Could Mean Big Growth http://t.co/vREfsbyyKP $AAPL #APPLE $MSFT,web,False,,,,,,"{'id': 241589362, 'id_str': '241589362', 'name': 'Tripp Eckerline', 'screen_name': 'Eckerline', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 145, 'friends_count': 475, 'listed_count': 1, 'created_at': 'Sat Jan 22 16:55:13 +0000 2011', 'favourites_count': 54, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 1973, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1869746273/IMG_0791_-_Version_2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1869746273/IMG_0791_-_Version_2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/241589362/1367958300', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,"{'created_at': 'Mon Feb 10 18:40:06 +0000 2014', 'id': 432947096509874177, 'id_str': '432947096509874177', 'text': 'Microsoft: This Small Clue Could Mean Big Growth http://t.co/vREfsbyyKP $AAPL #APPLE $MSFT', 'source': '<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 23059499, 'id_str': '23059499', 'name': 'Seeking Alpha', 'screen_name': 'SeekingAlpha', 'location': '', 'url': 'http://SeekingAlpha.com', 'description': 'Seeking Alpha is the #1 crowd sourced equity research platform. Follow analysis by investors for investors from Seeking Alpha. Sign up at http://t.co/q8sAeDrsnR', 'protected': False, 'followers_count': 50902, 'friends_count': 8, 'listed_count': 1907, 'created_at': 'Fri Mar 06 12:52:56 +0000 2009', 'favourites_count': 0, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 223196, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'D9D9D9', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000045640893/34c179cebc478c1337904ad299fbc49d.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000045640893/34c179cebc478c1337904ad299fbc49d.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/344513261572996299/a2c86214e0300b3112eed81a52ca2318_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/344513261572996299/a2c86214e0300b3112eed81a52ca2318_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/23059499/1374575993', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweet_count': 1, 'favorite_count': 0, 'entities': {'hashtags': [{'text': 'APPLE', 'indices': [78, 84]}], 'symbols': [{'text': 'AAPL', 'indices': [72, 77]}, {'text': 'MSFT', 'indices': [85, 90]}], 'urls': [{'url': 'http://t.co/vREfsbyyKP', 'expanded_url': 'http://seekingalpha.com/article/2008641-microsoft-this-small-clue-could-mean-big-growth?source=feed_f', 'display_url': 'seekingalpha.com/article/200864…', 'indices': [49, 71]}], 'user_mentions': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",0,0,"{'hashtags': [{'text': 'APPLE', 'indices': [96, 102]}], 'symbols': [{'text': 'AAPL', 'indices': [90, 95]}, {'text': 'MSFT', 'indices': [103, 108]}], 'urls': [{'url': 'http://t.co/vREfsbyyKP', 'expanded_url': 'http://seekingalpha.com/article/2008641-microsoft-this-small-clue-could-mean-big-growth?source=feed_f', 'display_url': 'seekingalpha.com/article/200864…', 'indices': [67, 89]}], 'user_mentions': [{'screen_name': 'SeekingAlpha', 'name': 'Seeking Alpha', 'id': 23059499, 'id_str': '23059499', 'indices': [3, 16]}]}",False,False,medium,en,0.0,0.00270048,0.13032728,0.8669722
7,2014-02-10 01:31:33+00:00,432688255222284288,432688255222284288,$AAPL Apple Gets Backing Against Icahn Proposal http://t.co/rSyQuJlzQR,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",False,,,,,,"{'id': 1849605206, 'id_str': '1849605206', 'name': 'Stock Herald', 'screen_name': 'TheStockHerald', 'location': '', 'url': None, 'description': None, 'protected': False, 'followers_count': 14, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Mon Sep 09 22:23:08 +0000 2013', 'favourites_count': 0, 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 65192, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000611513646/92467ae756197245a940eb36e0af80ba_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000611513646/92467ae756197245a940eb36e0af80ba_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [{'url': 'http://t.co/rSyQuJlzQR', 'expanded_url': 'http://top10stocks2buy.com/i.php?http://t.co/FnbBkzRRJ3&t6t=AAPL', 'display_url': 'top10stocks2buy.com/i.php?http://t…', 'indices': [48, 70]}], 'user_mentions': []}",False,False,medium,en,0.0,0.07006632,0.8499658,0.07996794
8,2014-02-10 20:18:09+00:00,432971773378707456,432971773378707456,$AAPL is a trend setter so without a new trend it won't stay up for long. I don't know why they don't get involved in the GPS watch market.,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",False,,,,,,"{'id': 220580561, 'id_str': '220580561', 'name': 'Foghorn returns', 'screen_name': 'Foghornreturns', 'location': 'New Jersey', 'url': None, 'description': 'I am a real American who is tired of being taxed to death because of corruption in our government.', 'protected': False, 'followers_count': 715, 'friends_count': 1996, 'listed_count': 8, 'created_at': 'Sun Nov 28 06:02:28 +0000 2010', 'favourites_count': 60, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 4382, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/318238081/Boston_skyline_against_rippled_American_Flag_illustration.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/318238081/Boston_skyline_against_rippled_American_Flag_illustration.jpg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1766091632/foggy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1766091632/foggy_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/220580561/1354285643', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [0, 5]}], 'urls': [], 'user_mentions': []}",False,False,medium,en,,0.26288024,0.623543,0.11357688
9,2014-02-10 14:51:15+00:00,432889506312617984,432889506312617984,"Icahn concedes on $AAPL, http://t.co/iAhTEhPuZs cites recent $14 Bil buybacks http://t.co/1qznX5DPAJ",web,False,,,,,,"{'id': 145338914, 'id_str': '145338914', 'name': 'Scott Thurm', 'screen_name': 'ScottThurm', 'location': '', 'url': 'http://www.wsj.com', 'description': 'Senior Deputy Technology Editor, The Wall Street Journal', 'protected': False, 'followers_count': 1154, 'friends_count': 382, 'listed_count': 49, 'created_at': 'Tue May 18 18:38:13 +0000 2010', 'favourites_count': 8, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 3119, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000504994337/6b14b01ec3ce70abe1edcb4da68886e0_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000504994337/6b14b01ec3ce70abe1edcb4da68886e0_normal.jpeg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,0,0,"{'hashtags': [], 'symbols': [{'text': 'AAPL', 'indices': [18, 23]}], 'urls': [{'url': 'http://t.co/iAhTEhPuZs', 'expanded_url': 'http://www.shareholderssquaretable.com/our-letter-to-apple-shareholders/', 'display_url': 'shareholderssquaretable.com/our-letter-to-…', 'indices': [25, 47]}, {'url': 'http://t.co/1qznX5DPAJ', 'expanded_url': 'http://on.wsj.com/1ew0ZRT', 'display_url': 'on.wsj.com/1ew0ZRT', 'indices': [78, 100]}], 'user_mentions': []}",False,False,medium,en,0.0,0.046505935,0.8976404,0.055853605
