,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,1310730513305554946,1310730513305554946,2020-09-28 23:58:01 UTC,2020-09-28,23:58:01,0,1123942329025478657,drlpter,DRIP,,Tesla  https://t.co/08nrfVZ7yc,tr,[],[],"['https://pbs.twimg.com/media/EjCmcjeWsAEMkTs.jpg', 'https://pbs.twimg.com/media/EjCmcjlXYAE_NB0.jpg']",1,400,2609,[],[],https://twitter.com/DRlPTER/status/1310730513305554946,False,,1,https://pbs.twimg.com/media/EjCmcjeWsAEMkTs.jpg,,,,,,,[],,,,,0.0135372,0.78786147,0.19860129
1,1310729162953424896,1310729162953424896,2020-09-28 23:52:39 UTC,2020-09-28,23:52:39,0,1689516060,vincent13031925,vincentyu.eth,,Biggest mistakes of the century:  80s: Apple $AAPL is only a PC maker 💻  90s: Amazon $AMZN is only an online bookstore 📚   00s: Google $GOOG $GOOGL is only a search engine 🌐  00s: Netflix $NFLX is only a DVD rental company 📀   10s: Tesla $TSLA is only an automaker 🚗,en,[],[],[],113,672,3708,[],"['aapl', 'amzn', 'goog', 'googl', 'nflx', 'tsla']",https://twitter.com/vincent13031925/status/1310729162953424896,False,,0,,,,,,,,[],,,,,0.6252435,0.34014532,0.034611102
2,1310725245796601856,1310725245796601856,2020-09-28 23:37:05 UTC,2020-09-28,23:37:05,0,34713362,business,Bloomberg,,Tesla secured its own lithium mining rights in Nevada after dropping a plan to buy a company there  https://t.co/utm0EdIvEY,en,[],['https://trib.al/64riwYx'],[],10,52,133,[],[],https://twitter.com/business/status/1310725245796601856,False,,0,,,,,,,,[],,,,,0.0074705356,0.8655393,0.12699014
3,1310723183021109255,1310723183021109255,2020-09-28 23:28:53 UTC,2020-09-28,23:28:53,0,243013409,sawyermerritt,Sawyer Merritt 📈🚀,,"NEWS: Tesla secured its own lithium mining rights in Nevada after dropping a plan to buy a company there; Tesla held discussions in recent months with Cypress Development Corp., which is seeking to extract lithium from clay deposits in S.W. NV;the parties didn’t reach a deal.",en,[],[],[],6,7,130,[],[],https://twitter.com/SawyerMerritt/status/1310723183021109255,False,,0,,,,,,,,[],,,,,0.16461219,0.81007093,0.025316916
4,1310719667166740480,1310719667166740480,2020-09-28 23:14:55 UTC,2020-09-28,23:14:55,0,38253449,fredericlambert,Fred Lambert,,I just reached 1 million @Tesla free Supercharging miles and I want to give them all away. Let's go @elonmusk. Please enable free Supercharger mile sharing. The referral program has already been toned down greatly. Let's not let those miles go to waste.  https://t.co/xPiEOK295J,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/EjCcJTyWoAEzm3D.jpg'],61,51,486,[],[],https://twitter.com/FredericLambert/status/1310719667166740480,False,,1,https://pbs.twimg.com/media/EjCcJTyWoAEzm3D.jpg,,,,,,,[],,,,,0.0039802487,0.059530415,0.9364894
5,1310717364388929537,1310717364388929537,2020-09-28 23:05:46 UTC,2020-09-28,23:05:46,0,1116353841908158464,spotted_model,@spotted_model,,New sticker installed today to help with potential rear-endings experienced during phantom braking on the highway while on AP/FSD. That should keep em back! #tesla  https://t.co/TpG2STV5YV,en,[],[],['https://pbs.twimg.com/media/EjCafrgXkAEG0y1.jpg'],14,4,68,['tesla'],[],https://twitter.com/spotted_model/status/1310717364388929537,False,,1,https://pbs.twimg.com/media/EjCafrgXkAEG0y1.jpg,,,,,,,[],,,,,0.011468254,0.37394762,0.6145842
6,1310715640492290054,1310715640492290054,2020-09-28 22:58:55 UTC,2020-09-28,22:58:55,0,1000210855957540865,teslabros,TESBROS,,A step by step guide on how to change your Tesla Model 3/Y air cabin filter!   Get rid of that musky smell of yours 🤢   https://t.co/CtRRF7FbiD  https://t.co/PW0DJQkGRN,en,[],['https://buff.ly/36eZBDF'],['https://pbs.twimg.com/media/EjCY7d0XsAEpHhQ.jpg'],4,10,59,[],[],https://twitter.com/teslabros/status/1310715640492290054,False,,1,https://pbs.twimg.com/media/EjCY7d0XsAEpHhQ.jpg,,,,,,,[],,,,,0.34543374,0.45806977,0.19649655
7,1310713655235719168,1310713655235719168,2020-09-28 22:51:01 UTC,2020-09-28,22:51:01,0,912969880852299776,klwtts,The Kilowatts 🚗⚡️,,What are those!?! #Tesla #Prototype #ModelY  https://t.co/3ro60Wm8Gt,en,[],[],"['https://pbs.twimg.com/media/EjCXHmCU8AAAKPy.jpg', 'https://pbs.twimg.com/media/EjCXHmDVgAA3GwH.jpg', 'https://pbs.twimg.com/media/EjCXHmLUcAA3tMR.jpg']",46,14,240,"['tesla', 'prototype', 'modely']",[],https://twitter.com/klwtts/status/1310713655235719168,False,,1,https://pbs.twimg.com/media/EjCXHmCU8AAAKPy.jpg,,,,,,,[],,,,,0.009885353,0.64431864,0.345796
8,1310713391481319432,1310713391481319432,2020-09-28 22:49:59 UTC,2020-09-28,22:49:59,0,730786532710334464,edytas00,Edi 🥃,,"OMG, I just realized that on Friday we'll see Tesla for the last time... 😭😭😭 #BayYanlış #CanYaman #ÖzgeGürel #EzGür #TeslaTheDog  https://t.co/i9xuBZhUGT",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/EjCW3GUXkAEVuSn.jpg'],15,77,283,"['bayyanlış', 'canyaman', 'özgegürel', 'ezgür', 'teslathedog']",[],https://twitter.com/EdytaS00/status/1310713391481319432,False,,1,https://pbs.twimg.com/tweet_video_thumb/EjCW3GUXkAEVuSn.jpg,,,,,,,[],,,,,0.19846573,0.2867312,0.51480305
9,1310711381121888256,1310711381121888256,2020-09-28 22:41:59 UTC,2020-09-28,22:41:59,0,415794343,tweetermeyer,E.W. Niedermeyer,,Still can't get over the fact that as soon as Tesla made the industry-standard move of building a margin-boosting CUV version (Model Y) of an existing sedan (Model 3) they decided to throw away any resulting synergies by announcing a major rework of Model Y for the Berlin plant.,en,[],[],[],9,5,79,[],[],https://twitter.com/Tweetermeyer/status/1310711381121888256,False,,0,,,,,,,,[],,,,,0.60423595,0.36931717,0.02644684
