,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,0,1223753335670312960,1223753335670312960,2020-02-01 23:41:46 UTC,2020-02-01,23:41:46,0,985686123123949568,kristennetten,•K10•♥️🕊🇺🇦 🦊,,Autopark working sans hardware 3 Thanks @elonmusk &amp; @tesla! 😀✨,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],5,2,58,[],[],https://twitter.com/Kristennetten/status/1223753335670312960,False,https://twitter.com/kkvr2823/status/1223751040715018240,0,,,,,,,,[],,,,,0.0018220508,0.03132779,0.9668503
1,1,1223751308793921536,1223751308793921536,2020-02-01 23:33:42 UTC,2020-02-01,23:33:42,0,1103454616224583681,statsteslaapp,StatsApp,,This would have been national news if a Tesla was involved in any way.,en,[],[],[],9,47,207,[],[],https://twitter.com/StatsTeslaApp/status/1223751308793921536,False,https://twitter.com/Kristennetten/status/1223689446148562944,0,,,,,,,,[],,,,,0.27540016,0.6323,0.0922998
2,2,1223749956416212992,1223749956416212992,2020-02-01 23:28:20 UTC,2020-02-01,23:28:20,0,2218482964,sgnoogle,Francesco Sgnaolin,,"Hey @elonmusk, I don't know if you've ever come across something like this, but I made a video reaction with very cute 80 year olds.  The experience counts!  If you want to smile, here's the video [EN SUB]:  https://t.co/bZcVduUVMZ  #Tesla #ModelX @thirdrowtesla @vincent13031925",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'thirdrowtesla', 'name': 'third row tesla podcast', 'id': '1139310453987745792'}, {'screen_name': 'vincent13031925', 'name': 'vincentyu.eth', 'id': '1689516060'}]",['https://youtu.be/9utIaa977y0'],[],10,26,155,"['tesla', 'modelx']",[],https://twitter.com/Sgnoogle/status/1223749956416212992,False,,0,,,,,,,,[],,,,,0.003564117,0.029080564,0.9673552
3,3,1223749683199270914,1223749683199270914,2020-02-01 23:27:15 UTC,2020-02-01,23:27:15,0,1139310453987745792,thirdrowtesla,Third Row Tesla Podcast,,"“Some of New York-based Greenlight’s short wagers, including Tesla Inc. and Netflix Inc., may have dragged on returns as those stocks climbed in January”  at least he has those nice short shorts @elonmusk sent him     https://t.co/9O80CCibGY",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['https://www.bloomberg.com/news/articles/2020-02-01/einhorn-s-greenlight-capital-funds-decline-7-6-in-january'],[],16,6,71,[],[],https://twitter.com/thirdrowtesla/status/1223749683199270914,False,,0,,,,,,,,[],,,,,0.18841875,0.5969047,0.21467668
4,4,1223746375843831808,1223746375843831808,2020-02-01 23:14:06 UTC,2020-02-01,23:14:06,0,328553737,jonathanapgar,#BLM Jon Apgar,,dAviD EInhOrN iS a bRiLLiAnT iNVesTOr $TSLAQ $TSLA #Tesla #CYAZ #LFG   https://t.co/aX4OaB9850,en,[],['https://www.bloomberg.com/news/articles/2020-02-01/einhorn-s-greenlight-capital-funds-decline-7-6-in-january'],[],15,24,184,"['tesla', 'cyaz', 'lfg']","['tslaq', 'tsla']",https://twitter.com/JonathanApgar/status/1223746375843831808,False,,0,,,,,,,,[],,,,,0.027149953,0.7182622,0.25458783
5,5,1223746194985218048,1223746194985218048,2020-02-01 23:13:23 UTC,2020-02-01,23:13:23,0,1689516060,vincent13031925,vincentyu.eth,,Tesla V3 Supercharging network keep expanding!!,en,[],[],[],6,12,141,[],[],https://twitter.com/vincent13031925/status/1223746194985218048,False,https://twitter.com/JoshErlanger/status/1223406912802316300,0,,,,,,,,[],,,,,0.0023081298,0.03212037,0.96557146
6,6,1223735082139078656,1223735082139078656,2020-02-01 22:29:14 UTC,2020-02-01,22:29:14,0,1689516060,vincent13031925,vincentyu.eth,,"Prime Minister Supports Tesla Gigafactory 4 Berlin, Asked Critics to Patience.  $TSLA #Tesla #Germany #GF4    https://t.co/2XXIpCiiY4",en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/brandenburg-prime-minister-asks-critics-to-be-patient-with-tesla-gf4'],[],1,18,120,"['tesla', 'germany', 'gf4']",['tsla'],https://twitter.com/vincent13031925/status/1223735082139078656,False,,0,,,,,,,,[],,,,,0.006822509,0.6302906,0.36288676
7,7,1223727481213026305,1223727481213026305,2020-02-01 21:59:01 UTC,2020-02-01,21:59:01,0,62965963,flyerandyp,Andy Phillips,,A parking garage full of Tesla’s is eerily quiet. And you’ll never succumb to carbon monoxide poisoning. @tesla @elonmusk  https://t.co/vMPVSC7S8M,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/EPuNj7FX4AEMcSE.jpg'],28,41,534,[],[],https://twitter.com/flyerandyp/status/1223727481213026305,False,,1,https://pbs.twimg.com/media/EPuNj7FX4AEMcSE.jpg,,,,,,,[],,,,,0.04531586,0.37456566,0.58011854
8,8,1223724668760125440,1223724668760125440,2020-02-01 21:47:51 UTC,2020-02-01,21:47:51,0,705191105256624128,ben__steinberg,benjamin steinberg,,Come to Westlake Village and EVERY car is a Tesla! @thirdrowtesla @lovemesomemusk  https://t.co/ZhipPXSJZv,en,"[{'screen_name': 'thirdrowtesla', 'name': 'third row tesla podcast', 'id': '1139310453987745792'}, {'screen_name': 'lovemesomemusk', 'name': 'danielle x', 'id': '3153323480'}]",[],[],3,14,138,[],[],https://twitter.com/ben__steinberg/status/1223724668760125440,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1223724619225387008/pu/img/DVXNy_zlOW1LlbWx.jpg,,,,,,,[],,,,,0.005401931,0.29776838,0.6968298
9,9,1223724400551321602,1223724400551321602,2020-02-01 21:46:47 UTC,2020-02-01,21:46:47,0,1139310453987745792,thirdrowtesla,Third Row Tesla Podcast,,“What’s the Tesla Network”   “It’s like Uber but all the cars are Teslas”  “Hold on i’ll be right back”   “Where are you going?”  “Gonna grab my phone and delete Uber and Lyft”,en,[],[],[],11,18,245,[],[],https://twitter.com/thirdrowtesla/status/1223724400551321602,False,,0,,,,,,,,[],,,,,0.08923044,0.82426876,0.086500786
10,10,1223723894227554305,1223723894227554305,2020-02-01 21:44:46 UTC,2020-02-01,21:44:46,0,1139310453987745792,thirdrowtesla,Third Row Tesla Podcast,,"one of the most interesting parts of the earnings call was when Elon said Tesla Network would launch before autonomy   he had already mentioned this at the shareholder meeting in response to a question, but good to hear him reconfirm   I can’t wait to call Teslas I stead of Ubers",en,[],[],[],4,15,147,[],[],https://twitter.com/thirdrowtesla/status/1223723894227554305,False,,0,,,,,,,,[],,,,,0.0029102238,0.02716571,0.9699242
11,11,1223723867991969793,1223723867991969793,2020-02-01 21:44:40 UTC,2020-02-01,21:44:40,0,1689516060,vincent13031925,vincentyu.eth,,"Biggest Tesla V3 Supercharger station in Europe to be built in Hilden, Germany 🇩🇪   $TSLA #Tesla #Germany #V3    https://t.co/nXr3Tn8jQo",en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/biggest-v3-supercharger-station-in-europe-to-be-built-in-hilden-germany'],[],0,10,89,"['tesla', 'germany', 'v3']",['tsla'],https://twitter.com/vincent13031925/status/1223723867991969793,False,,0,,,,,,,,[],,,,,0.0027376725,0.36035186,0.6369104
12,12,1223720365911724032,1223720365911724032,2020-02-01 21:30:45 UTC,2020-02-01,21:30:45,0,1689516060,vincent13031925,vincentyu.eth,,Even @elonmusk has the same question 😂😂  Why we named the group @thirdrowtesla??   Check out there full interview: Part 1:  https://t.co/Lkg0Yw0aiq Part 2:  https://t.co/O1UTc1RSVt  @Sofiaan @flcnhvy @Kristennetten @Gfilche @tesla_truth  https://t.co/ouiSAV4WTS,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'thirdrowtesla', 'name': 'third row tesla podcast', 'id': '1139310453987745792'}, {'screen_name': 'sofiaan', 'name': 'sofiaan fraval', 'id': '49417006'}, {'screen_name': 'flcnhvy', 'name': 'viv ✶', 'id': '1060180551544528897'}, {'screen_name': 'kristennetten', 'name': '•k10•♥️🕊🇺🇦 🦊', 'id': '985686123123949568'}, {'screen_name': 'gfilche', 'name': 'gali', 'id': '348844712'}, {'screen_name': 'tesla_truth', 'name': 'steve jobs ghost 👻', 'id': '1067553335970955264'}]","['https://youtu.be/NxmO_QuD4Do', 'https://youtu.be/_a6lF2Ss3G4']",[],36,104,1276,[],[],https://twitter.com/vincent13031925/status/1223720365911724032,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1223720244398608384/pu/img/IGxVi4vtpAO5SE4s.jpg,,,,,,,[],,,,,0.016871918,0.8115443,0.17158377
13,13,1223717838206066688,1223717838206066688,2020-02-01 21:20:42 UTC,2020-02-01,21:20:42,0,1095160105270599680,cadgergreg,Greg Cadger,,Crazy thing about this entire Tesla stock trade. I have been net long this position for over six months while unabashedly destroying this company on Twitter. I am trying to do the right thing from a fiduciary responsibility for clients while trying to educate the masses,en,[],[],[],23,4,60,[],[],https://twitter.com/CadgerGreg/status/1223717838206066688,False,,0,,,,,,,,[],,,,,0.7180904,0.24611264,0.03579683
14,14,1223717337582460928,1223717337582460928,2020-02-01 21:18:43 UTC,2020-02-01,21:18:43,0,2458776518,glenpowell,Glen Powell,,Give @Miles_Teller and me the keys and we’ll turn Truck Month into the new Christmas @Ford @chevrolet @Tesla,en,"[{'screen_name': 'miles_teller', 'name': 'miles teller', 'id': '392447726'}, {'screen_name': 'ford', 'name': 'ford motor company', 'id': '15676492'}, {'screen_name': 'chevrolet', 'name': 'chevrolet', 'id': '66395780'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],1,9,157,[],[],https://twitter.com/glenpowell/status/1223717337582460928,False,https://twitter.com/muldowney/status/1223691401390485504,0,,,,,,,,[],,,,,0.0051485305,0.2518635,0.74298793
15,15,1223716028577959937,1223716028577959937,2020-02-01 21:13:31 UTC,2020-02-01,21:13:31,0,1052869334509469696,teslahistorian,The Short Shorts Historian,,"Tesla on the news - 1 year ago:  "" https://t.co/CoiBz4zM5B includes aerial photography from the Shorty Air Force, a group of pseudonymous researchers who fly over the company’s parking lots and delivery centers to count Tesla’s inventory cars.""🤭🤭🤭   https://t.co/4mSNZrm96m",en,[],"['http://Tslaq.org', 'https://www.cnbc.com/2019/02/01/tesla-shorts-who-take-aerial-pictures-of-parking-lots-launch-web-site.html']",[],9,7,109,[],[],https://twitter.com/TeslaHistorian/status/1223716028577959937,False,,0,,,,,,,,[],,,,,0.048779212,0.7427215,0.20849925
16,16,1223715511793606658,1223715511793606658,2020-02-01 21:11:28 UTC,2020-02-01,21:11:28,0,1139310453987745792,thirdrowtesla,Third Row Tesla Podcast,,"The thing is, Tesla’s internet connected cars + remote control app are perfect for car sharing   Imagine if it just integrated perfectly into a Turo like service, so you could just use the Tesla app to access the car for a limited window of time",en,[],[],[],6,6,62,[],[],https://twitter.com/thirdrowtesla/status/1223715511793606658,False,,0,,,,,,,,[],,,,,0.0071326946,0.07786294,0.9150044
17,17,1223715319237181440,1223715319237181440,2020-02-01 21:10:42 UTC,2020-02-01,21:10:42,0,863210001082576898,tesla_addicted,Gabriel -,,People often Ask me they don’t like white seats because they can be easily stained so next time I’ll show them this video.. @tesla #tesla #whiteseats #teslamodel3  https://t.co/tTM8bHAUmp,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],11,64,318,"['tesla', 'whiteseats', 'teslamodel3']",[],https://twitter.com/tesla_addicted/status/1223715319237181440,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1223715198508376064/pu/img/yLbsGeMbExj6LpwS.jpg,,,,,,,[],,,,,0.40570047,0.53664,0.057659626
18,18,1223714995260788737,1223714995260788737,2020-02-01 21:09:25 UTC,2020-02-01,21:09:25,0,210186434,ceyhunkuburlu,Ceyhun Kuburlu,,🚘2010 yılı değerleri  Tesla:           $2 milyar GM&amp;Ford:   $110 milyar  🚘2020 yılı değerleri  Tesla:           $105 milyar GM&amp;Ford:   $87 milyar,tr,[],[],[],5,19,236,[],[],https://twitter.com/CeyhunKuburlu/status/1223714995260788737,False,,0,,,,,,,,[],,,,,0.090189196,0.84259045,0.06722033
19,19,1223712627177787393,1223712627177787393,2020-02-01 21:00:00 UTC,2020-02-01,21:00:00,0,64643056,rt_com,RT,,"Another day, another Russian #Tesla #Cybertruck:   The unit was made out of an old UAZ (and apparently whatever car parts were found in the garage) &amp; runs on standard gasoline  https://t.co/pIzHTXmuoN",en,[],[],[],8,28,116,"['tesla', 'cybertruck']",[],https://twitter.com/RT_com/status/1223712627177787393,False,,1,https://pbs.twimg.com/amplify_video_thumb/1222166756682162179/img/YQ7FfqJXHl_qkXyn.jpg,,,,,,,[],,,,,0.08754119,0.834314,0.078144714
20,20,1223707664099790849,1223707664099790849,2020-02-01 20:40:17 UTC,2020-02-01,20:40:17,0,420308365,nic__carter,nic carter,,"the future is your Tesla locking you out of your own car for laughing at a borderline Joe Rogan joke and blue checks on twitter justifying it with ""Tesla is just a private company""",en,[],[],[],18,45,397,[],[],https://twitter.com/nic__carter/status/1223707664099790849,False,,0,,,,,,,,[],,,,,0.7911777,0.19245076,0.016371557
21,21,1223706320718659585,1223672676708798465,2020-02-01 20:34:56 UTC,2020-02-01,20:34:56,0,173711717,rocket_jenross,Jen Ross 💚🏁🚀🇺🇸,,@GerberKawasaki @Facebook And they say Tesla doesn’t pay for advertising,en,[],[],[],1,4,61,[],[],https://twitter.com/rocket_jenross/status/1223706320718659585,False,,0,,,,,,,,"[{'screen_name': 'GerberKawasaki', 'name': 'Ross Gerber', 'id': '349249475'}, {'screen_name': 'Facebook', 'name': 'Facebook', 'id': '217804739'}]",,,,,0.44643047,0.52937436,0.024195189
22,22,1223700868299550721,1223700868299550721,2020-02-01 20:13:16 UTC,2020-02-01,20:13:16,0,16258534,hamids,Hamid Shojaee,,"""In 10 years, @Tesla is well positioned to be one of, if not THE largest company in the world...""  Watch the full video here:  https://t.co/1zTPmLIVrW  $TSLA #ClimateAction #ClimateCrisis #ClimateChange  https://t.co/spL1tPWvzg",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",['https://youtu.be/XG3LFGxSMzQ'],[],19,26,137,"['climateaction', 'climatecrisis', 'climatechange']",['tsla'],https://twitter.com/hamids/status/1223700868299550721,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1223700450358132736/pu/img/nlyEaI8nIW4B8-uK.jpg,,,,,,,[],,,,,0.0026512905,0.09187941,0.90546936
23,23,1223694107714957312,1223694107714957312,2020-02-01 19:46:25 UTC,2020-02-01,19:46:25,0,932662123460792321,carloseisdedos,Carlos Seisdedos,,¿Que ve el piloto automático de un vehículo #Tesla?👇  https://t.co/o9cEEdaRbQ  https://t.co/S9doLXkbsN,es,[],['https://www.tesla.com/es_ES/autopilotAI?redirect=no'],[],4,38,78,['tesla'],[],https://twitter.com/CarloSeisdedos/status/1223694107714957312,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1223693946964017152/pu/img/x1p47zHuWyaED3b4.jpg,,,,,,,[],,,,,0.008451359,0.9258919,0.0656566
24,24,1223691762004348934,1223691695956643842,2020-02-01 19:37:05 UTC,2020-02-01,19:37:05,0,44196397,elonmusk,Elon Musk,,@MarcelMeijer @Tesla Yes,und,[],[],[],44,34,838,[],[],https://twitter.com/elonmusk/status/1223691762004348934,False,,0,,,,,,,,"[{'screen_name': 'MarcelMeijer', 'name': 'MarcelMeijer', 'id': '14837114'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,,0.036927737,0.7773712,0.18570101
25,25,1223691695956643842,1223691695956643842,2020-02-01 19:36:50 UTC,2020-02-01,19:36:50,0,14837114,marcelmeijer,MarcelMeijer,,"@Tesla @elonmusk tried advanced summit a multiple times now, but I am disappointed in it. It does not work. Is this due to the regulations in the Netherlands?",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],5,4,209,[],[],https://twitter.com/MarcelMeijer/status/1223691695956643842,False,,0,,,,,,,,[],,,,,0.9209777,0.072650716,0.0063716318
26,26,1223689446148562944,1223689446148562944,2020-02-01 19:27:53 UTC,2020-02-01,19:27:53,0,985686123123949568,kristennetten,•K10•♥️🕊🇺🇦 🦊,,“Nothing to see here” state of the world on fossil fuels while Tesla appears to be a threat to this odd existence.  https://t.co/IGMiQghIIJ,en,[],[],[],28,59,411,[],[],https://twitter.com/Kristennetten/status/1223689446148562944,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1223594869551259651/pu/img/viBlUWu45gD1mdYf.jpg,,,,,,,[],,,,,0.49520186,0.47656593,0.028232103
27,27,1223688660500930560,1223688660500930560,2020-02-01 19:24:46 UTC,2020-02-01,19:24:46,0,237903992,gabosalazar21,Gabo Salazar,,Dos cositas que me gustan mucho. Nikola y Tesla 😂  https://t.co/ukF46SygUz,es,[],[],['https://pbs.twimg.com/media/EPtqV9MX0AI_mOZ.jpg'],17,17,626,[],[],https://twitter.com/gabosalazar21/status/1223688660500930560,False,,1,https://pbs.twimg.com/media/EPtqV9MX0AI_mOZ.jpg,,,,,,,[],,,,,0.018512929,0.42120233,0.56028473
28,28,1223688318539321344,1223688318539321344,2020-02-01 19:23:24 UTC,2020-02-01,19:23:24,0,1689516060,vincent13031925,vincentyu.eth,,"This is not a Tesla, so MSM won’t give a 💩",en,[],[],[],8,23,225,[],[],https://twitter.com/vincent13031925/status/1223688318539321344,False,https://twitter.com/WesWeather/status/1223594900270338051,0,,,,,,,,[],,,,,0.8109005,0.17608608,0.013013372
