,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,1263981053649342465,1263981053649342465,2020-05-22 23:52:21 UTC,2020-05-22,23:52:21,0,272456454,mayer,Mayer Mizrachi,,Un #Tesla no se ahoga en inundaciones  https://t.co/OqUDcY0O26,es,[],[],[],128,235,1354,['tesla'],[],https://twitter.com/Mayer/status/1263981053649342465,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1263980850636558338/pu/img/lr4J5YgPWHZHxXWB.jpg,,,,,,,[],,,,,0.12687531,0.80827576,0.06484896
1,1263979473088610304,1263979473088610304,2020-05-22 23:46:04 UTC,2020-05-22,23:46:04,0,189775074,sheridan_pierce,Sheridan Pierce,,I have this problem where I think every Pontiac is a Tesla,en,[],[],[],2,3,80,[],[],https://twitter.com/sheridan_pierce/status/1263979473088610304,False,,0,,,,,,,,[],,,,,0.43584675,0.51255757,0.051595606
2,1263979216334458883,1263979216334458883,2020-05-22 23:45:03 UTC,2020-05-22,23:45:03,0,3108351,wsj,The Wall Street Journal,,"Hollywood movie executive William Sadleir diverted $25 million from a BlackRock fund that financed his film distribution holding company into a fake fund, using some of the money to buy a Tesla car and a mansion, and to remodel his home, SEC alleges  https://t.co/8GKHL55m8z",en,[],['https://on.wsj.com/2Zrzd68'],[],26,80,157,[],[],https://twitter.com/WSJ/status/1263979216334458883,False,,0,,,,,,,,[],,,,,0.34127903,0.6397164,0.019004574
3,1263976045553778698,1263976045553778698,2020-05-22 23:32:27 UTC,2020-05-22,23:32:27,0,15088481,mikehudema,Mike Hudema,,"Tesla is supplying the island of Hawaii with 54,978 #solar panels, hooked up to 272 power packs to help provide 24 hr #solarenergy.  We have solutions to the #climate crisis, let's implement them.  #ActOnClimate #energy #cdnpoli #climatesurvival #greennewdeal #panelsnotpipelines  https://t.co/cYiGAy0K6S",en,[],[],[],6,104,219,"['solar', 'solarenergy', 'climate', 'actonclimate', 'energy', 'cdnpoli', 'climatesurvival', 'greennewdeal', 'panelsnotpipelines']",[],https://twitter.com/MikeHudema/status/1263976045553778698,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1263975937269432320/pu/img/AO_OQeW3IFHOj_mS.jpg,,,,,,,[],,,,,0.009157278,0.29383746,0.6970054
4,1263970593210171394,1263970593210171394,2020-05-22 23:10:47 UTC,2020-05-22,23:10:47,0,1689516060,vincent13031925,vincentyu.eth,,Tesla CEO @ElonMusk Talks About Roadster 2.0 in @JayLeno's Garage   https://t.co/wxciumfAGs,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'jayleno', 'name': 'jay leno', 'id': '35859588'}]",['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-ceo-elon-musk-talks-about-roadster-2-0-in-jay-lenos-garage'],[],1,25,191,[],[],https://twitter.com/vincent13031925/status/1263970593210171394,False,,0,,,,,,,,[],,,,,0.0033063316,0.861143,0.13555063
5,1263962450497613829,1263962450497613829,2020-05-22 22:38:26 UTC,2020-05-22,22:38:26,0,959471389282578432,evafoxu,Eva Fox 狐🦊❤️🇺🇦,,Tesla CEO Elon Musk Talks About Roadster 2.0 in Jay Leno's Garage     🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀  @Tesla @elonmusk 🤘🏼 #Tesla #Roadster   https://t.co/jiDs5RpoXw,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-ceo-elon-musk-talks-about-roadster-2-0-in-jay-lenos-garage'],[],11,63,781,"['tesla', 'roadster']",[],https://twitter.com/EvaFoxU/status/1263962450497613829,False,,0,,,,,,,,[],,,,,0.0021951273,0.19306436,0.8047406
6,1263955155390795777,1263955155390795777,2020-05-22 22:09:26 UTC,2020-05-22,22:09:26,0,20567939,meekmill,MeekMill.nft,,I wanna buy all Tesla’s... I need a Tesla rep ASAP!!!,en,[],[],[],1090,2223,42459,[],[],https://twitter.com/MeekMill/status/1263955155390795777,False,,0,,,,,,,,[],,,,,0.042021587,0.28338316,0.67459524
7,1263954873520992263,1263954873520992263,2020-05-22 22:08:19 UTC,2020-05-22,22:08:19,0,17060015,cleantechnica,CleanTechnica,,Big Oil States To Elon Musk: We Want Tesla!  https://t.co/WlfSDQGo5i,en,[],['https://cleantechnica.com/2020/05/22/big-oil-states-to-elon-musk-we-want-tesla/'],[],21,84,1324,[],[],https://twitter.com/cleantechnica/status/1263954873520992263,False,,0,,,,,,,,[],,,,,0.012836849,0.557709,0.42945403
8,1263954847868628994,1263954847868628994,2020-05-22 22:08:13 UTC,2020-05-22,22:08:13,0,331791521,mrkylefield,🇺🇦 Kyle Field 🇺🇦,,Big Oil States To Elon Musk: We Want Tesla!  https://t.co/TEKvb4Gsyk,en,[],['https://cleantechnica.com/2020/05/22/big-oil-states-to-elon-musk-we-want-tesla/'],[],13,31,206,[],[],https://twitter.com/mrkylefield/status/1263954847868628994,False,,0,,,,,,,,[],,,,,0.012836849,0.557709,0.42945403
9,1263953119207137284,1263953119207137284,2020-05-22 22:01:21 UTC,2020-05-22,22:01:21,0,133420513,lenosgarage,Jay Leno's Garage,,"It's heeeeeeere.  Cybertruck rolls into #JayLenosGarage this Wednesday on @CNBCPrime!  Go inside the #Cybertruck and all the newest, latest and coolest 🔌🚘 from the man himself #ElonMusk. Just going leave this here: Rocket thrusters.  #tesla #spacex #cars #modely #electriccar  https://t.co/920lVRJzjV",en,"[{'screen_name': 'cnbcprime', 'name': 'cnbc-tv18 prime fans', 'id': '398112389'}]",[],['https://pbs.twimg.com/media/EYp2iHxWAAU78Id.jpg'],44,241,1422,"['jaylenosgarage', 'cybertruck', 'elonmusk', 'tesla', 'spacex', 'cars', 'modely', 'electriccar']",[],https://twitter.com/LenosGarage/status/1263953119207137284,False,,1,https://pbs.twimg.com/media/EYp2iHxWAAU78Id.jpg,,,,,,,[],,,,,0.00226654,0.14468193,0.85305154
