,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,0,1180993405117239296,1180993405117239296,2019-10-06 23:49:04 UTC,2019-10-06,23:49:04,0,15650636,leilanimunter,Leilani Münter 🇺🇦,,Water droplets on our Tesla glass roof. #NoFilter  https://t.co/tIjGv3wLfu,en,[],[],['https://pbs.twimg.com/media/EGO7PYrXUAAVreC.jpg'],18,15,368,['nofilter'],[],https://twitter.com/LeilaniMunter/status/1180993405117239296,False,,1,https://pbs.twimg.com/media/EGO7PYrXUAAVreC.jpg,,,,,,,[],,,,,0.113916285,0.8075886,0.07849527
1,1,1180985256867811328,1180985256867811328,2019-10-06 23:16:41 UTC,2019-10-06,23:16:41,0,1116353841908158464,spotted_model,@spotted_model,,My @Tesla #mini3 in front of my #model3 @elonmusk  https://t.co/UXb6RIN6u9,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/EGOz1ITUEAEYEN8.jpg'],5,8,107,"['mini3', 'model3']",[],https://twitter.com/spotted_model/status/1180985256867811328,False,,1,https://pbs.twimg.com/media/EGOz1ITUEAEYEN8.jpg,,,,,,,[],,,,,0.006246788,0.8756708,0.11808243
2,2,1180976883946491904,1180976883946491904,2019-10-06 22:43:25 UTC,2019-10-06,22:43:25,0,1149937520999723008,oztesla,TeslaAU,,Love this @Tesla supercharger location! #Model3 #Model3Au  https://t.co/pbs1y9UIoB,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],"['https://pbs.twimg.com/media/EGOsNaDUcAAJxGG.jpg', 'https://pbs.twimg.com/media/EGOsNaDUcAEBxbC.jpg']",11,22,178,"['model3', 'model3au']",[],https://twitter.com/oztesla/status/1180976883946491904,False,,1,https://pbs.twimg.com/media/EGOsNaDUcAAJxGG.jpg,,,,,,,[],,,,,0.001709081,0.012283382,0.9860076
3,3,1180972189199294467,1180972189199294467,2019-10-06 22:24:45 UTC,2019-10-06,22:24:45,0,875831639624044544,mattstert3,Mattster,,"@elonmusk @tesla @TeslaOwnersUK @28delayslater @mortenlund89 @tesla_truth @Model3Owners @vincent13031925 @evmanuk Finally did it. So excited! Can't wait...  ... Hardest thing was choosing a colour. Still nervous if I made the right choice, lol!  https://t.co/Cy8CYHEhFJ",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'teslaownersuk', 'name': 'tesla owners uk 🇬🇧', 'id': '856406682552946688'}, {'screen_name': '28delayslater', 'name': '🇺🇦 🦊 earl of frunkpuppy 🇺🇦', 'id': '998140573008695296'}, {'screen_name': 'mortenlund89', 'name': 'morten grove - captain of all tesla-ships 🚢', 'id': '855795055'}, {'screen_name': 'tesla_truth', 'name': 'steve jobs ghost 👻', 'id': '1067553335970955264'}, {'screen_name': 'model3owners', 'name': 'trev page', 'id': '704835627183788032'}, {'screen_name': 'vincent13031925', 'name': 'vincentyu.eth', 'id': '1689516060'}, {'screen_name': 'evmanuk', 'name': 'ev man uk', 'id': '20501763'}]",[],['https://pbs.twimg.com/media/EGOn8a0XUAEcSQI.jpg'],18,7,133,[],[],https://twitter.com/MattsterT3/status/1180972189199294467,False,,1,https://pbs.twimg.com/media/EGOn8a0XUAEcSQI.jpg,,,,,,,[],,,,,0.005505746,0.026581595,0.96791285
4,4,1180967372859023362,1180356762567954432,2019-10-06 22:05:37 UTC,2019-10-06,22:05:37,0,989986448295235586,teslatino,"TesLatino 🚀 Rafael - Lover, not a hater.",,"@elonmusk @yukaichou @Tesla Definitely, having the ability to instantly review TeslaCam incidents from the car’s screen, would be helpful to show footage to the authorities, without having to use a computer or third party solutions. There are great solutions to view footage on phones, but should be native.",en,[],[],[],7,1,82,[],[],https://twitter.com/TesLatino/status/1180967372859023362,False,,0,,,,,,,,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}, {'screen_name': 'yukaichou', 'name': 'Yu-kai Chou', 'id': '14391119'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,,0.02862003,0.36927035,0.60210955
5,5,1180966393421811712,1180966393421811712,2019-10-06 22:01:44 UTC,2019-10-06,22:01:44,0,741047000301371393,rich_teer,Rich Teer,,"I know it’s subjective, but I’ll take the naked Aero wheels (on the left) over the dressed ones any day, even though the latter does have a 5% efficiency advantage over the former. What do you think, @Tesla Tweeps?  https://t.co/3Du5fvVExN",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],['https://pbs.twimg.com/media/EGOiqsHUYAA33tw.jpg'],59,3,128,[],[],https://twitter.com/rich_teer/status/1180966393421811712,False,,1,https://pbs.twimg.com/media/EGOiqsHUYAA33tw.jpg,,,,,,,[],,,,,0.03319929,0.6692637,0.297537
6,6,1180966045152157696,1180966045152157696,2019-10-06 22:00:21 UTC,2019-10-06,22:00:21,0,1365400670,kelvinyang7,Kelvin Yang,,Sales: Tesla China will stop taking orders of imported SR+ on Oct. 13th.,en,[],[],[],2,5,85,[],[],https://twitter.com/KelvinYang7/status/1180966045152157696,False,,0,,,,,,,,[],,,,,0.07487598,0.8848296,0.040294465
7,7,1180958356971720704,1180958356971720704,2019-10-06 21:29:48 UTC,2019-10-06,21:29:48,0,1689516060,vincent13031925,vincentyu.eth,,University students love Tesla  College students love Tesla   High school students love Tesla  Middle school students love Tesla  Even Element kids love Tesla  And the media keep telling me about Tesla demand problem....🤦🏻‍♂️,en,[],[],[],48,79,937,[],[],https://twitter.com/vincent13031925/status/1180958356971720704,False,,0,,,,,,,,[],,,,,0.093793616,0.2721925,0.63401383
8,8,1180957431368568832,1180356762567954432,2019-10-06 21:26:07 UTC,2019-10-06,21:26:07,0,44196397,elonmusk,Elon Musk,,@TameemJi @yukaichou @Tesla Good ones,en,[],[],[],97,27,1144,[],[],https://twitter.com/elonmusk/status/1180957431368568832,False,,0,,,,,,,,"[{'screen_name': 'TameemJi', 'name': 'Tameem Ji', 'id': '352847585'}, {'screen_name': 'yukaichou', 'name': 'Yu-kai Chou', 'id': '14391119'}, {'screen_name': 'Tesla', 'name': 'Tesla', 'id': '13298072'}]",,,,,0.005162095,0.060137197,0.93470067
9,9,1180950913818738689,1180950913818738689,2019-10-06 21:00:13 UTC,2019-10-06,21:00:13,0,1308211178,teslarati,TESLARATI,,Tesla and EV drivers are front and center in young advocate’s heartfelt initiative  https://t.co/wR9CLY5BDO,en,[],['https://www.teslarati.com/tesla-ev-thank-you-movement'],[],4,25,265,[],[],https://twitter.com/Teslarati/status/1180950913818738689,False,,0,,,,,,,,[],,,,,0.0035707767,0.2459862,0.75044304
