,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,0,976606915391352833,976606915391352833,2018-03-21 23:50:07 UTC,2018-03-21,23:50:07,0,759251,cnn,CNN,,A new Tesla pay package could make Elon Musk the richest man alive  https://t.co/mwZK5QLBnA  https://t.co/m7ttLX45HO,en,[],['http://cnn.it/2pv3z4O'],['https://pbs.twimg.com/media/DY2a0ERXcAAGcaT.jpg'],29,65,211,[],[],https://twitter.com/CNN/status/976606915391352833,False,,1,https://pbs.twimg.com/media/DY2a0ERXcAAGcaT.jpg,,,,,,,[],,,,,0.0048410366,0.13658367,0.8585751
1,1,976598416540274689,976598416540274689,2018-03-21 23:16:21 UTC,2018-03-21,23:16:21,0,16184358,cnnbusiness,CNN Business,,A new Tesla pay package could make Elon Musk the richest man alive  https://t.co/tAQ0RwbCfs  https://t.co/Gtu7DjUQqR,en,[],['http://cnnmon.ie/2GcKSfG'],['https://pbs.twimg.com/media/DY2TFYFXkAIgI1v.jpg'],6,93,240,[],[],https://twitter.com/CNNBusiness/status/976598416540274689,False,,1,https://pbs.twimg.com/media/DY2TFYFXkAIgI1v.jpg,,,,,,,[],,,,,0.0048410366,0.13658367,0.8585751
2,2,976590967774957568,976590967774957568,2018-03-21 22:46:45 UTC,2018-03-21,22:46:45,0,870629200348274688,simonahac,💧simon holmes à court,,"last june, australia's @MineralsCouncil released a report saying it takes 3 _years_ to build a 'megabattery' project.  before the end of the november, @tesla built the largest in the world. it took just 3 _months_.  https://t.co/ygohGJpRGS",en,"[{'screen_name': 'mineralscouncil', 'name': 'mineralscouncilaust', 'id': '739838958'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],['https://pbs.twimg.com/media/DY2K8GRUMAA-M-A.jpg'],24,219,224,[],[],https://twitter.com/simonahac/status/976590967774957568,False,,1,https://pbs.twimg.com/media/DY2K8GRUMAA-M-A.jpg,,,,,,,[],,,,,0.024158461,0.76334304,0.21249844
3,3,976571511103406080,976571511103406080,2018-03-21 21:29:26 UTC,2018-03-21,21:29:26,0,456230845,renew_economy,RenewEconomy,,Tesla and Fluence to build two new big batteries in Victoria after ARENA steps in to help state government with funding.  https://t.co/9ADCSMnz8Z,en,[],['http://reneweconomy.com.au/tesla-fluence-build-two-big-batteries-victoria-88655/'],[],4,55,73,[],[],https://twitter.com/renew_economy/status/976571511103406080,False,,0,,,,,,,,[],,,,,0.00543027,0.6519782,0.34259146
4,4,976568435596554243,976568435596554243,2018-03-21 21:17:13 UTC,2018-03-21,21:17:13,0,2148233600,electrekco,Electrek.co,,"Tesla starts Model 3 launch in Canada, confirms starting price at $45,600 CAD  https://t.co/mTD5HO4cSG  https://t.co/KW661uGX6d",en,[],['https://wp.me/p3P83g-gEy'],['https://pbs.twimg.com/media/DY130O_VMAAYKlt.jpg'],10,50,222,[],[],https://twitter.com/ElectrekCo/status/976568435596554243,False,,1,https://pbs.twimg.com/media/DY130O_VMAAYKlt.jpg,,,,,,,[],,,,,0.003208071,0.7332258,0.26356602
5,5,976561705047093248,976561705047093248,2018-03-21 20:50:28 UTC,2018-03-21,20:50:28,0,519388948,reclaimanglesea,Andrew Laird,,"Victoria to turn to Tesla battery power in time for next summer (With large scale storage ☀️💨 now increasingly common the case for dirty, expensive #fossilfuel generation collapses #auspol #springst #KeepItInTheGround #RenewableEnergy #VRET)  https://t.co/ABj74YdNdo via @theage",en,"[{'screen_name': 'theage', 'name': 'the age', 'id': '32201814'}]",['https://www.theage.com.au/politics/victoria/victoria-to-turn-to-tesla-battery-power-in-time-for-next-summer-20180321-p4z5hh.html'],[],6,67,108,"['fossilfuel', 'auspol', 'springst', 'keepitintheground', 'renewableenergy', 'vret']",[],https://twitter.com/ReclaimAnglesea/status/976561705047093248,False,,0,,,,,,,,[],,,,,0.15467426,0.7627182,0.08260755
6,6,976560802084745216,976560802084745216,2018-03-21 20:46:53 UTC,2018-03-21,20:46:53,0,704835627183788032,model3owners,Trev Page,,"Model 3 official Canadian base price starts at $45,600. My estimate was BANG ON!  #tesla #model3   https://t.co/nHHJRfy1ZJ  https://t.co/4rCZbNKegj",en,[],['https://www.tesla.com/en_CA/model3'],['https://pbs.twimg.com/media/DY1w3TFVQAAr_1w.jpg'],27,12,122,"['tesla', 'model3']",[],https://twitter.com/Model3Owners/status/976560802084745216,False,,1,https://pbs.twimg.com/media/DY1w3TFVQAAr_1w.jpg,,,,,,,[],,,,,0.0064031305,0.19542024,0.7981765
7,7,976559911080378368,976559911080378368,2018-03-21 20:43:21 UTC,2018-03-21,20:43:21,0,46034868,buffalobillgore,Zach Bilgore,,Just witnessed a Brentwood mom running out of Bristol Farms with a produce bag wrapped over her head for her 15 step walk to her Tesla. Really loving all this #LARain !!,en,[],[],[],2,10,89,['larain'],[],https://twitter.com/BuffaloBillGore/status/976559911080378368,False,,0,,,,,,,,[],,,,,0.0045536216,0.05279252,0.9426539
8,8,976559128301666305,976559128301666305,2018-03-21 20:40:14 UTC,2018-03-21,20:40:14,0,2148233600,electrekco,Electrek.co,,Tesla Model 3 spotted being tested on Ford’s campus  https://t.co/2PHLU3dpJC  https://t.co/kSuhXveLx2,en,[],['https://wp.me/p3P83g-gEn'],['https://pbs.twimg.com/media/DY1vWdcVwAEsrmt.jpg'],6,18,92,[],[],https://twitter.com/ElectrekCo/status/976559128301666305,False,,1,https://pbs.twimg.com/media/DY1vWdcVwAEsrmt.jpg,,,,,,,[],,,,,0.0035346628,0.8890599,0.107405305
9,9,976548213229371392,976548213229371392,2018-03-21 19:56:52 UTC,2018-03-21,19:56:52,0,862483279,ericidle,Eric Idle,,@elonmusk  I’m loving my Tesla 3.  I get thumbs up and shoutouts.  You have made me unexpectedly hip after all these years.,en,[],[],[],13,19,223,[],[],https://twitter.com/EricIdle/status/976548213229371392,False,,0,,,,,,,,[],,,,,0.0044460124,0.009811726,0.98574245
10,10,976533673121058816,976533673121058816,2018-03-21 18:59:05 UTC,2018-03-21,18:59:05,0,1652541,reuters,Reuters,,Tesla shareholders approve CEO @elonmusk's $2.6 billion compensation plan. Here's what that means:  https://t.co/pzs1PkAWdT $TSLA  https://t.co/riHzlIrMwa,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",['http://reut.rs/2DKT3dU'],['https://pbs.twimg.com/media/DY1YMwgWAAErJg0.jpg'],2,40,105,[],['tsla'],https://twitter.com/Reuters/status/976533673121058816,False,,1,https://pbs.twimg.com/media/DY1YMwgWAAErJg0.jpg,,,,,,,[],,,,,0.0029394813,0.14795287,0.8491077
11,11,976533507211186177,976533507211186177,2018-03-21 18:58:25 UTC,2018-03-21,18:58:25,0,252751061,quicktake,Bloomberg Quicktake,,Tesla shareholders approved Elon Musk's $2.6 billion pay package #tictocnews  https://t.co/FeDyvG7uG8  https://t.co/IOSOmQ9O2q,en,[],['https://bloom.bg/2G2W0ZC'],[],10,204,479,['tictocnews'],[],https://twitter.com/Quicktake/status/976533507211186177,False,,1,https://pbs.twimg.com/amplify_video_thumb/976533379335114752/img/HR7TrXL1tDVEvd-V.jpg,,,,,,,[],,,,,0.0047325413,0.36220586,0.63306147
12,12,976533230726844416,976533230726844416,2018-03-21 18:57:19 UTC,2018-03-21,18:57:19,0,2148233600,electrekco,Electrek.co,,Tesla Powerpacks power up new microgrid to stop outages in town in the Philippines  https://t.co/nvRF67xImV  https://t.co/OdBVA5PLKk,en,[],['https://wp.me/p3P83g-gE9'],['https://pbs.twimg.com/media/DY1XzCxVMAEnjLX.jpg'],1,57,172,[],[],https://twitter.com/ElectrekCo/status/976533230726844416,False,,1,https://pbs.twimg.com/media/DY1XzCxVMAEnjLX.jpg,,,,,,,[],,,,,0.008406124,0.7282959,0.26329803
13,13,976523170546102272,976523170546102272,2018-03-21 18:17:21 UTC,2018-03-21,18:17:21,0,1344951,wired,WIRED,,Today's decision by Tesla's shareholders to approve Elon Musk's unusual compensation package isn't a bet on Tesla the Maverick Automaker—it's a bet on Elon Musk the Soothsayer  https://t.co/Et7fjlSIDW,en,[],['https://wired.trib.al/vPaFBEX'],[],10,55,131,[],[],https://twitter.com/WIRED/status/976523170546102272,False,,0,,,,,,,,[],,,,,0.11727026,0.79709405,0.085635744
14,14,976512486441717760,976512486441717760,2018-03-21 17:34:54 UTC,2018-03-21,17:34:54,0,275686563,verge,The Verge,,Elon Musk’s new $2.6 billion compensation plan approved by Tesla shareholders  https://t.co/ly6bEIvrmA  https://t.co/NT8jjzoRHv,en,[],['https://www.theverge.com/2018/3/21/17147678/elon-musk-tesla-ceo-compensation-award-plan?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/DY1E7huWkAInVyj.jpg'],4,26,147,[],[],https://twitter.com/verge/status/976512486441717760,False,,1,https://pbs.twimg.com/media/DY1E7huWkAInVyj.jpg,,,,,,,[],,,,,0.0046388395,0.43464196,0.5607191
15,15,976509216356696064,976509216356696064,2018-03-21 17:21:54 UTC,2018-03-21,17:21:54,0,1308211178,teslarati,TESLARATI,,Tesla Powerpack batteries help Philippines town end longtime power crisis -  https://t.co/6o6OPRI9gk  https://t.co/xA3QqBmLWA,en,[],['https://www.teslarati.com/tesla-powerpack-batteries-philippines-town-end-power-crisis/'],['https://pbs.twimg.com/media/DY1B9PFX4AAaeGV.jpg'],3,40,170,[],[],https://twitter.com/Teslarati/status/976509216356696064,False,,1,https://pbs.twimg.com/media/DY1B9PFX4AAaeGV.jpg,,,,,,,[],,,,,0.004253531,0.31042683,0.6853198
