,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,0,1249848449350041600,1249848449350041600,2020-04-13 23:54:26 UTC,2020-04-13,23:54:26,0,311338317,mikaelapeach,freak hoe,,i want a baby blue tesla,en,[],[],[],1,16,76,[],[],https://twitter.com/mikaelapeach/status/1249848449350041600,False,,0,,,,,,,,[],,,,,0.11558298,0.5169179,0.36749917
1,1,1249840673982779392,1249840673982779392,2020-04-13 23:23:32 UTC,2020-04-13,23:23:32,0,1175164547746844672,teslaownersebay,Tesla East Bay Club |Fremont| 🇺🇦🕊🦊,,"Anyone else feel nostalgic whenever a metallic silver @Tesla passes by? In my opinion, the color that seems to really go super well with the chrome. 🤷🏻‍♂️  https://t.co/WSfUyRvTiy",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],['https://pbs.twimg.com/media/EVhTdzBVAAASAsr.jpg'],18,3,93,[],[],https://twitter.com/TeslaOwnersEBay/status/1249840673982779392,False,,1,https://pbs.twimg.com/media/EVhTdzBVAAASAsr.jpg,,,,,,,[],,,,,0.0055053975,0.038336966,0.9561577
2,2,1249835415156207619,1249835415156207619,2020-04-13 23:02:38 UTC,2020-04-13,23:02:38,0,102475599,scheplick,stef,,"Tesla being up 55% this year is a sign that way too many people keep thinking they’re smart enough to short it, so they all do it at once, but what they’re really doing is effectively squeezing themselves in a massively overcrowded and unoriginal trade",en,[],[],[],7,11,101,[],[],https://twitter.com/scheplick/status/1249835415156207619,False,,0,,,,,,,,[],,,,,0.5511618,0.38159084,0.06724732
3,3,1249829993275850758,1249304586743156737,2020-04-13 22:41:05 UTC,2020-04-13,22:41:05,0,4009148182,clashroyale,Clash Royale,,Answers...  1. Baby Dragon 2. Electro Wizard 3. Bowler 4. Battle Ram 5. Hog Rider 6. Tesla 7. Lava Hound 8. Knight 9. Flying Machine 10. Royal Recruits  Bonus: Sparky  GGWP to those who guessed correctly! 💪,en,[],[],[],44,4,389,[],[],https://twitter.com/ClashRoyale/status/1249829993275850758,False,,0,,,,,,,,[],,,,,0.004870662,0.50453717,0.49059218
4,4,1249825341037821954,1249825341037821954,2020-04-13 22:22:36 UTC,2020-04-13,22:22:36,0,3224616765,techinsider,Tech Insider,,Where in space is Elon Musk's $100K Tesla Roadster?  https://t.co/UmcKAmrlC9,en,[],[],[],2,32,102,[],[],https://twitter.com/TechInsider/status/1249825341037821954,False,,1,https://pbs.twimg.com/media/FQ_ku4sWUAU-JuM.png,,,,,,,[],,,,,0.005886629,0.836865,0.15724844
5,5,1249820221461889025,1249820221461889025,2020-04-13 22:02:15 UTC,2020-04-13,22:02:15,0,3063324590,wk057,Jason Hughes,,Um... hey @Tesla ... can we maybe have a way to disable the traffic cone visualization? It's pretty broken. Shows cones _everywhere_. All over the place where there is nothing.  It's actually super distracting seeing the blips of orange for no reason... 😐,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],14,5,64,[],[],https://twitter.com/wk057/status/1249820221461889025,False,,0,,,,,,,,[],,,,,0.90843964,0.08510067,0.006459601
6,6,1249820166164107264,1249820166164107264,2020-04-13 22:02:02 UTC,2020-04-13,22:02:02,0,1689516060,vincent13031925,vincentyu.eth,,Tesla Gigafactory Shanghai 🇨🇳 Is Preparing for China-Made Model Y Production with 3A 3B Construction  $TSLA #Tesla #China #ModelY  https://t.co/OQeU3sAO9T,en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/tesla-giga-shanghai-is-preparing-china-made-model-y-production-with-3a-3b-construstion'],[],3,18,127,"['tesla', 'china', 'modely']",['tsla'],https://twitter.com/vincent13031925/status/1249820166164107264,False,,0,,,,,,,,[],,,,,0.0035228056,0.5092009,0.48727632
7,7,1249818164977963008,1249818164977963008,2020-04-13 21:54:05 UTC,2020-04-13,21:54:05,0,34713362,business,Bloomberg,,"Tesla rose for a 6th straight session, capping a 43% gain  https://t.co/jaL5C0SpVV",en,[],['https://trib.al/xwOfrfp'],[],3,24,102,[],[],https://twitter.com/business/status/1249818164977963008,False,,0,,,,,,,,[],,,,,0.0020437979,0.08055183,0.91740435
8,8,1249816980724412416,1249816980724412416,2020-04-13 21:49:23 UTC,2020-04-13,21:49:23,0,1689516060,vincent13031925,vincentyu.eth,,"Tesla Will Mainly Focus on Battery in The Upcoming Investor Day, Says Elon Musk  $TSLA #Tesla #BatteryDay   https://t.co/uI9jKs0Kad",en,[],['https://www.tesmanian.com/blogs/tesmanian-blog/elon-musk-tesla-s-upcoming-event-will-focus-on-batteries-not-powertrain'],[],10,33,204,"['tesla', 'batteryday']",['tsla'],https://twitter.com/vincent13031925/status/1249816980724412416,False,,0,,,,,,,,[],,,,,0.0036557605,0.42122528,0.5751191
9,9,1249809346701164545,1249809346701164545,2020-04-13 21:19:03 UTC,2020-04-13,21:19:03,0,15650636,leilanimunter,Leilani Münter 🇺🇦,,"Good news! @Discovery is showing an encore presentation of our Emmy-nominated film @RacingXtinction on Earth Day 2020. In it @elonmusk takes us behind the scenes at @Tesla &amp; I drive a one-of-a-kind Tesla unlike any you’ve ever seen. Racing Extinction airs at 7am PT/ET, April 22.  https://t.co/fz4bGAheR6",en,"[{'screen_name': 'discovery', 'name': 'discovery', 'id': '17842366'}, {'screen_name': 'racingxtinction', 'name': 'racing extinction', 'id': '2437502443'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],['https://pbs.twimg.com/media/EVg298vXQAUzh5h.jpg'],12,34,128,[],[],https://twitter.com/LeilaniMunter/status/1249809346701164545,False,,1,https://pbs.twimg.com/media/EVg298vXQAUzh5h.jpg,,,,,,,[],,,,,0.001352496,0.048666485,0.94998103
10,10,1249803894236098561,1249803894236098561,2020-04-13 20:57:23 UTC,2020-04-13,20:57:23,0,830122005030694920,hyperchangetv,HyperChange,,Tesla Q1 2020 US Marketshare 📊🚘🇺🇸 (spoiler: they dominate) $TSLA  https://t.co/lrWJOJVrcY,en,[],['https://youtu.be/ccP9f3o7QE0'],[],9,35,214,[],['tsla'],https://twitter.com/HyperChangeTV/status/1249803894236098561,False,,0,,,,,,,,[],,,,,0.008295075,0.278927,0.7127778
11,11,1249803734298710016,1249803734298710016,2020-04-13 20:56:45 UTC,2020-04-13,20:56:45,0,35293052,scottwww,Scott Wainner,,".@elonmusk and @Tesla, thanks for touchless delivery during the pandemic. Please make trade ins touchless too!",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],0,7,68,[],[],https://twitter.com/scottwww/status/1249803734298710016,False,,0,,,,,,,,[],,,,,0.006284717,0.049201354,0.944514
12,12,1249803453720752128,1249803453720752128,2020-04-13 20:55:38 UTC,2020-04-13,20:55:38,0,35293052,scottwww,Scott Wainner,,"What car lets you charge at home to never touch another gas pump or to congregate at gas stations, doesn’t need maintenance, lets you buy online and have a touchless delivery without ever even coming in contact with another person? @Tesla",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],3,13,89,[],[],https://twitter.com/scottwww/status/1249803453720752128,False,,0,,,,,,,,[],,,,,0.21967421,0.6827238,0.09760204
13,13,1249801755921207298,1249801755921207298,2020-04-13 20:48:53 UTC,2020-04-13,20:48:53,0,14216123,jimcramer,Jim Cramer,,"Tesla, Netflix, AMD, Amazon... oh boy",en,[],[],[],169,171,2327,[],[],https://twitter.com/jimcramer/status/1249801755921207298,False,,0,,,,,,,,[],,,,,0.024566082,0.34173188,0.6337021
14,14,1249801157129596928,1249801157129596928,2020-04-13 20:46:30 UTC,2020-04-13,20:46:30,0,349249475,gerberkawasaki,Ross Gerber,,Let me explain. Tesla’s competition is dead. Gone. Unable to produce #EVs let alone cars! $tsla,en,[],[],[],28,70,450,['evs'],['tsla'],https://twitter.com/GerberKawasaki/status/1249801157129596928,False,https://twitter.com/ElectrekCo/status/1249753231095406600,0,,,,,,,,[],,,,,0.8506807,0.13109398,0.018225234
15,15,1249800067420172288,1249800067420172288,2020-04-13 20:42:10 UTC,2020-04-13,20:42:10,0,1208022342015897600,racheltortorici,✨Star Stuff✨,,"I needed to do something unproductive, so here is a Tesla Roadster Heavy  https://t.co/L0y2540p5m",en,[],[],['https://pbs.twimg.com/media/EVguiPEWoAcsOY8.jpg'],9,6,60,[],[],https://twitter.com/RachelTortorici/status/1249800067420172288,False,,1,https://pbs.twimg.com/media/EVguiPEWoAcsOY8.jpg,,,,,,,[],,,,,0.11335066,0.64049184,0.24615754
16,16,1249796498696462336,1249796498696462336,2020-04-13 20:28:00 UTC,2020-04-13,20:28:00,0,49417006,sofiaan,Sofiaan Fraval,,Taking a break from work to share a photo of my new #Tesla Tee just arrived 😍  Pure Energy Powerwall T available in the Tesla shop if it isn’t sold out...   https://t.co/6YMksS3rrE  https://t.co/CzRCn9pP4W,en,[],['https://shop.tesla.com/product/men_s-powerwall-tee?sku=9877034-00-A'],['https://pbs.twimg.com/media/EVgrSjqU0AA7Rrg.jpg'],15,12,181,['tesla'],[],https://twitter.com/Sofiaan/status/1249796498696462336,False,,1,https://pbs.twimg.com/media/EVgrSjqU0AA7Rrg.jpg,,,,,,,[],,,,,0.0016529837,0.08299782,0.9153491
