,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,0,1109965367118569473,1109965367118569473,2019-03-24 23:49:00 UTC,2019-03-24,23:49:00,0,2148233600,electrekco,Electrek.co,,"Tesla raises Model Y prices by $1k, will raise inventory car prices April 2  https://t.co/m1Pp4G4mSc  https://t.co/ATX0hJPHHz",es,[],['https://electrek.co/2019/03/24/tesla-raises-model-y-price-inventory-prices-april-2/'],['https://pbs.twimg.com/media/D2djno2X4AYwMQT.jpg'],12,18,127,[],[],https://twitter.com/ElectrekCo/status/1109965367118569473,False,,1,https://pbs.twimg.com/media/D2djno2X4AYwMQT.jpg,,,,,,,[],,,,,0.016649215,0.8404503,0.14290057
1,1,1109962254399606785,1109962254399606785,2019-03-24 23:36:38 UTC,2019-03-24,23:36:38,0,416741102,troopr1023,Jason,,Looks like #Tesla is back at Louise in #Lathrop. Lots of very brand new looking car carriers parked there with some factory wrapped Teslas. Drone footage to come.  #Model3 #TM3 #TeslaModel3 #TeslaLouise,en,[],[],[],2,5,53,"['tesla', 'lathrop', 'model3', 'tm3', 'teslamodel3', 'teslalouise']",[],https://twitter.com/troopr1023/status/1109962254399606785,False,,0,,,,,,,,[],,,,,0.0031314646,0.18283418,0.8140344
2,2,1109959798215401472,1109959798215401472,2019-03-24 23:26:52 UTC,2019-03-24,23:26:52,0,1019985498662670337,pluginfud,Elmer Spud,,today's sign of the End Times:  Tesla has apparently run out of the clips that attach the wheel wells to the body.   Wonder if that supplier went COD.  Read in full for a hilariously terrible delivery experience and overall quality of this SR+ Tesla Model 3.  $tsla $tslaq  https://t.co/gxeAZaGM9m,en,[],[],['https://pbs.twimg.com/media/D2dehKIXgAE4VQO.jpg'],18,12,89,[],"['tsla', 'tslaq']",https://twitter.com/PlugInFUD/status/1109959798215401472,False,,1,https://pbs.twimg.com/media/D2dehKIXgAE4VQO.jpg,,,,,,,[],,,,,0.9073488,0.08380085,0.008850337
3,3,1109958283094380545,1109958283094380545,2019-03-24 23:20:51 UTC,2019-03-24,23:20:51,0,2799771869,fernandocluiz,O Jardineiro,,Short do século esta Tesla ... pqp ! Que merda de carro 🚘,pt,[],[],[],24,3,83,[],[],https://twitter.com/fernandocluiz/status/1109958283094380545,False,https://twitter.com/SnazzyQ/status/1109250289704427520,0,,,,,,,,[],,,,,0.028014764,0.8108452,0.16113995
4,4,1109952026010505216,1109952026010505216,2019-03-24 22:55:59 UTC,2019-03-24,22:55:59,0,1092885761328701440,teslajoy,Tesla Joy,,"Today after church, I opened my frunk to put bag in, the guy parked next to me asked “Do you need help?” This opened up a convo about Tesla and now he’s thinking about getting EV after his current ICE. I often get this Q when I pop frunk b/c people thought my car broke down. 😂",en,[],[],[],22,21,414,[],[],https://twitter.com/TeslaJoy/status/1109952026010505216,False,,0,,,,,,,,[],,,,,0.034700084,0.7735231,0.19177674
5,5,1109951835559944193,1109951835559944193,2019-03-24 22:55:14 UTC,2019-03-24,22:55:14,0,1308211178,teslarati,TESLARATI,,"Everyday Tesla owners are finding a sense of community on the race track, discovering new friendships over the the thrill of all-electric performance #TeslaCorsa Who's in?  https://t.co/4xacPEFpg7",en,[],['https://www.teslarati.com/tesla-corsa-tesla-race-track-performance/'],[],8,21,263,['teslacorsa'],[],https://twitter.com/Teslarati/status/1109951835559944193,False,,0,,,,,,,,[],,,,,0.00201042,0.07514297,0.9228467
6,6,1109949373817905152,1109949373817905152,2019-03-24 22:45:27 UTC,2019-03-24,22:45:27,0,1730405706,trumpery45,Justin,,"Desperation alert. 🛑🛑 Tesla told a bunch of people their SR would be available on the 29th of March. now they text them all there is a delay, please consider the more expensive SR+ version, we can get you that one. $tsla  https://t.co/jh3RWB6VjM",en,[],[],"['https://pbs.twimg.com/media/D2dVEFyUgAASEic.jpg', 'https://pbs.twimg.com/media/D2dVEFsU0AIMN28.jpg', 'https://pbs.twimg.com/media/D2dVEF1U8AAgQbW.jpg']",7,11,51,[],['tsla'],https://twitter.com/Trumpery45/status/1109949373817905152,False,,1,https://pbs.twimg.com/media/D2dVEFyUgAASEic.jpg,,,,,,,[],,,,,0.843389,0.14522193,0.011389142
7,7,1109940304537374728,1109940304537374728,2019-03-24 22:09:24 UTC,2019-03-24,22:09:24,0,3532426698,teslamodel3fan,Tesla Model 3 Fan,,S/X new configs seem to show they're shipping with HW3. Not sure how I missed this story yesterday. #tesla #aph4  https://t.co/dARmtdXn4C,en,[],['https://www.teslarati.com/tesla-autopilot-hardware-3-model-s-x/'],[],2,15,51,"['tesla', 'aph4']",[],https://twitter.com/teslamodel3fan/status/1109940304537374728,False,,0,,,,,,,,[],,,,,0.057312246,0.8353132,0.10737454
8,8,1109937748604059649,1109937748604059649,2019-03-24 21:59:15 UTC,2019-03-24,21:59:15,0,837048318865862666,goldtelegraph_,Gold Telegraph ⚡,,Year Founded:   1865 Nokia 1876 Ericsson  1911 IBM 1928 Motorola 1938 Samsung 1939 HP 1946 Sony 1963 Comcast 1968 Intel 1975 Microsoft 1976 Apple 1984 Dell 1984 Cisco 1994 Amazon 1997 Netflix 1998 Google 1999 Salesforce 2003 Tesla 2004 Facebook 2006 Twitter 2008 Airbnb 2009 Uber,en,[],[],[],5,47,94,[],[],https://twitter.com/GoldTelegraph_/status/1109937748604059649,False,,0,,,,,,,,[],,,,,0.012634386,0.9100487,0.077316776
9,9,1109922152382414848,1109922152382414848,2019-03-24 20:57:17 UTC,2019-03-24,20:57:17,0,441271748,javascriptual,JavaScript Teacher,,"Destructure and rename:  let { automobile: car } = { automobile: ""Tesla"" };  car; // ""Tesla",ro,[],[],[],7,14,113,[],[],https://twitter.com/javascriptual/status/1109922152382414848,False,,0,,,,,,,,[],,,,,0.06568118,0.8768044,0.05751443
