,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,negative,neutral,positive
0,0,972246779591888898,972246779591888898,2018-03-09 23:04:30 UTC,2018-03-09,23:04:30,0,911316744282796033,thelateempire,ramadhan,,"Because 3 dudes I work with have defected to Tesla in the past 3 weeks, I now have insider information that leads me to believe that their company is comically overvalued--their manufacturing operations are significantly inferior to the Big 3's  Musk knows how to hype the normies",en,[],[],[],6,6,61,[],[],https://twitter.com/thelateempire/status/972246779591888898,False,,0,,,,,,,,[],,,,,0.80093855,0.17681377,0.022247652
1,1,972226179972452352,972226179972452352,2018-03-09 21:42:39 UTC,2018-03-09,21:42:39,0,59405213,salrashed,⚓صلاح صالح الراشد,,1945 Nicola Tesla راعي الاختراعات للقرن الماضي والحاضر 💙  https://t.co/9QYXcYthS0,ar,[],[],['https://pbs.twimg.com/media/DX4KiXmX0AI6HLb.jpg'],29,92,239,[],[],https://twitter.com/salrashed/status/972226179972452352,False,,1,https://pbs.twimg.com/media/DX4KiXmX0AI6HLb.jpg,,,,,,,[],,,,,0.0136620635,0.38704,0.5992978
2,2,972221422914306049,972221422914306049,2018-03-09 21:23:44 UTC,2018-03-09,21:23:44,0,1137701,davidsacks,David Sacks,,"Electric vehicles are the future and will make our cities cleaner, greener and more convenient. But it won’t just be Tesla’s. Bird provides the last mile of sustainable transport. Sometimes solutions to big problems look a little different than we expect.  https://t.co/kFvJV6teVP",en,[],['https://www.bird.co/blog/bird-announces-100-million-in-series-b-funding'],[],9,32,195,[],[],https://twitter.com/DavidSacks/status/972221422914306049,False,,0,,,,,,,,[],,,,,0.010349244,0.12054118,0.8691097
3,3,972212697134714882,972212697134714882,2018-03-09 20:49:04 UTC,2018-03-09,20:49:04,0,2323010245,baking_choda,Čoda Bikarbona,,"-Znas gde je ulica Nikole Tesle?  —Hahah Tesla je bio naucnik, a ne ulica debilu",und,[],[],[],0,15,130,[],[],https://twitter.com/baking_choda/status/972212697134714882,False,,0,,,,,,,,[],,,,,0.1217992,0.7600246,0.11817622
4,4,972196399998791680,972196399998791680,2018-03-09 19:44:18 UTC,2018-03-09,19:44:18,0,15370019,wolfejosh,Josh Wolfe,,PERCEPTION v REALITY*  NARRATIVES held accountable to FACTS  *A very handy Tesla belief chart (by @ElonBachman)  https://t.co/6r3r5RXFN1,en,"[{'screen_name': 'elonbachman', 'name': 'bachman', 'id': '750437909224910849'}]",[],['https://pbs.twimg.com/media/DX3veJrXcAEooaQ.jpg'],7,27,73,[],[],https://twitter.com/wolfejosh/status/972196399998791680,False,,1,https://pbs.twimg.com/media/DX3veJrXcAEooaQ.jpg,,,,,,,[],,,,,0.006311099,0.5011849,0.49250394
5,5,972168068662165504,972168068662165504,2018-03-09 17:51:44 UTC,2018-03-09,17:51:44,0,259725229,valaafshar,Vala Afshar,,Date Founded:   1865 Nokia 1876 Ericsson  1911 IBM 1928 Motorola 1938 Samsung 1939 HP 1946 Sony 1963 Comcast 1968 Intel 1975 Microsoft 1976 Apple 1984 Dell 1984 Cisco 1994 Amazon 1997 Netflix 1998 Google 1999 Salesforce 2003 Tesla 2004 Facebook 2006 Twitter 2008 Airbnb 2009 Uber,en,[],[],[],10,275,462,[],[],https://twitter.com/ValaAfshar/status/972168068662165504,False,,0,,,,,,,,[],,,,,0.012235057,0.9155764,0.0721886
6,6,972166505541627905,972166505541627905,2018-03-09 17:45:31 UTC,2018-03-09,17:45:31,0,2148233600,electrekco,Electrek.co,,Tesla starts posting jobs for new Model Y program ahead of the launch  https://t.co/YaCjXw6QWr  https://t.co/mNCyO0bBQE,en,[],['https://wp.me/p3P83g-gtC'],['https://pbs.twimg.com/media/DX3USKcU8AA3ceu.jpg'],4,63,212,[],[],https://twitter.com/ElectrekCo/status/972166505541627905,False,,1,https://pbs.twimg.com/media/DX3USKcU8AA3ceu.jpg,,,,,,,[],,,,,0.0028283491,0.71562326,0.2815484
7,7,972157153787174912,972157153787174912,2018-03-09 17:08:21 UTC,2018-03-09,17:08:21,0,1308211178,teslarati,TESLARATI,,Tesla posts a Model Y job opening for a Mechanical Design Engineer -  https://t.co/WJB0amh6hl  https://t.co/rMq9X4fmMZ,en,[],['https://www.teslarati.com/tesla-posts-model-y-job-opening-mechanical-design-engineer/'],['https://pbs.twimg.com/media/DX3LxzNXkAAGgVf.jpg'],6,44,201,[],[],https://twitter.com/Teslarati/status/972157153787174912,False,,1,https://pbs.twimg.com/media/DX3LxzNXkAAGgVf.jpg,,,,,,,[],,,,,0.0040573934,0.8546286,0.14131403
8,8,972150882946158594,972149891848798208,2018-03-09 16:43:26 UTC,2018-03-09,16:43:26,0,229232438,lexiheft,Lexi Heft,,"@elonmusk I loved incorporating @Tesla in every way possible into my wedding last month, including making a @SpaceX Falcon Heavy payload replica as my cake topper @elonmusk  https://t.co/e1uvIGMEdQ",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'spacex', 'name': 'spacex', 'id': '34743251'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/DX3GEh6VQAAH-vo.jpg'],5,6,177,[],[],https://twitter.com/lexiheft/status/972150882946158594,False,,1,https://pbs.twimg.com/media/DX3GEh6VQAAH-vo.jpg,,,,,,,"[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}]",,,,,0.0016525361,0.011168792,0.9871788
9,9,972141726877081600,972141726877081600,2018-03-09 16:07:03 UTC,2018-03-09,16:07:03,0,2787936004,abdullahciftcib,Abdullah Çiftçi,,"Uzun süredir Çin'de fabrika kurma girişimlerinde ilerleme sağlayamayan Tesla'nın kurucusu Elon Musk, Twitter'da ""Çin'in adaletsiz ticaret kurallarına karşı"" ABD Başkanı Trump'tan yardım istedi. Trump da Musk'a destek vererek ""Artık bu durum değişecek"" dedi.  https://t.co/SxDvFbMj0l",tr,[],[],['https://pbs.twimg.com/media/DX29vxJWsAETi9w.jpg'],16,80,217,[],[],https://twitter.com/abdullahciftcib/status/972141726877081600,False,,1,https://pbs.twimg.com/media/DX29vxJWsAETi9w.jpg,,,,,,,[],,,,,0.053654432,0.8706333,0.07571236
